19749	14782
19746	14836
19745	14947
19742	14948
19741	14951
19740	14973
19739	14992
19738	15019
19737	15024
19736	15041
19735	15064
19734	15083
19732	15086
19731	15105
19730	15126
19728	15129
19727	15137
19726	15149
19725	15169
19723	15178
19722	15200
19719	15202
19718	15213
19717	15220
19716	15232
19714	15260
19711	15261
19710	15265
19709	15273
19708	15274
19707	15281
19706	15303
19703	15307
19702	15323
19700	15341
19698	15355
19695	15367
19693	15371
19692	15381
19691	15390
19690	15391
19689	15402
19687	15411
19686	15418
19684	15423
19683	15432
19682	15446
19680	15451
19679	15454
19678	15463
19676	15475
19675	15483
19674	15486
19672	15502
19671	15507
19669	15511
19668	15525
19666	15534
19664	15539
19662	15540
19661	15545
19660	15552
19659	15562
19657	15567
19656	15574
19654	15583
19653	15588
19652	15590
19651	15601
19650	15606
19648	15614
19647	15617
19646	15624
19645	15628
19643	15637
19642	15646
19641	15651
19639	15652
19638	15656
19637	15676
19634	15678
19633	15681
19632	15690
19630	15692
19629	15701
19627	15714
19626	15720
19624	15724
19622	15728
19621	15739
19619	15741
19618	15744
19617	15749
19616	15751
19615	15762
19614	15764
19613	15774
19611	15777
19608	15782
19607	15784
19606	15793
19604	15797
19603	15808
19600	15817
19598	15822
19597	15824
19596	15827
19595	15837
19593	15840
19592	15848
19590	15852
19588	15857
19587	15865
19584	15874
19583	15876
19582	15877
19581	15893
19578	15894
19576	15901
19575	15903
19574	15911
19573	15912
19571	15918
19570	15921
19569	15925
19568	15927
19567	15928
19566	15934
19565	15936
19564	15942
19563	15953
19560	15955
19559	15958
19558	15965
19556	15966
19555	15971
19553	15973
19552	15976
19551	15980
19550	15990
19548	15993
19547	15994
19546	16002
19544	16006
19543	16008
19542	16012
19541	16014
19540	16016
19539	16023
19538	16026
19537	16034
19535	16037
19534	16044
19531	16047
19530	16048
19529	16053
19527	16058
19526	16062
19525	16064
19524	16069
19522	16071
19521	16077
19520	16081
19518	16084
19517	16086
19516	16090
19515	16095
19514	16105
19511	16106
19510	16110
19509	16111
19508	16118
19506	16124
19505	16127
19504	16130
19503	16131
19502	16132
19501	16139
19500	16141
19499	16150
19495	16157
19492	16170
19490	16175
19489	16176
19485	16181
19484	16182
19483	16187
19482	16188
19481	16197
19480	16203
19477	16204
19476	16209
19475	16210
19474	16218
19470	16223
19468	16224
19467	16229
19466	16237
19462	16238
19461	16244
19460	16246
19459	16249
19458	16250
19457	16255
19456	16258
19455	16264
19453	16265
19452	16266
19451	16272
19450	16279
19447	16284
19444	16289
19442	16293
19441	16298
19439	16306
19436	16311
19433	16317
19431	16322
19429	16326
19428	16334
19426	16335
19425	16341
19422	16342
19421	16346
19420	16348
19418	16352
19417	16358
19415	16365
19412	16368
19411	16369
19410	16375
19409	16376
19407	16383
19405	16385
19403	16387
19401	16393
19400	16394
19399	16400
19396	16408
19395	16409
19393	16413
19391	16419
19389	16425
19387	16428
19386	16429
19385	16432
19384	16435
19382	16437
19381	16442
19380	16443
19379	16447
19378	16450
19375	16453
19374	16457
19373	16459
19372	16460
19371	16470
19367	16479
19365	16480
19364	16481
19363	16485
19361	16486
19360	16487
19359	16488
19358	16494
19357	16496
19355	16509
19352	16510
19351	16512
19349	16521
19345	16522
19344	16526
19343	16531
19340	16532
19339	16541
19336	16545
19335	16547
19333	16558
19330	16559
19328	16562
19326	16566
19323	16573
19320	16576
19319	16579
19317	16582
19315	16592
19311	16596
19309	16605
19306	16609
19305	16611
19302	16613
19301	16621
19297	16626
19296	16628
19294	16630
19292	16632
19291	16637
19290	16639
19289	16641
19287	16644
19286	16648
19285	16649
19283	16653
19281	16654
19280	16658
19279	16663
19276	16665
19275	16667
19274	16669
19273	16675
19271	16679
19270	16682
19267	16684
19265	16692
19262	16693
19261	16697
19257	16701
19256	16704
19255	16705
19254	16708
19252	16712
19251	16714
19249	16718
19248	16719
19247	16724
19245	16725
19244	16728
19242	16730
19241	16731
19240	16733
19239	16737
19237	16740
19236	16746
19232	16752
19229	16754
19228	16759
19226	16765
19221	16769
19219	16772
19218	16773
19217	16775
19216	16780
19214	16781
19213	16783
19212	16784
19211	16798
19203	16808
19198	16809
19197	16811
19196	16813
19195	16817
19194	16820
19191	16821
19189	16825
19188	16831
19186	16832
19184	16836
19183	16838
19181	16842
19179	16845
19177	16850
19174	16853
19173	16856
19171	16857
19169	16859
19168	16861
19167	16863
19166	16867
19164	16869
19163	16871
19162	16874
19161	16876
19159	16877
19158	16884
19155	16888
19153	16892
19151	16894
19149	16896
19148	16899
19145	16904
19144	16905
19142	16907
19141	16910
19139	16913
19136	16919
19135	16921
19133	16922
19132	16923
19131	16925
19130	16926
19129	16930
19128	16932
19125	16937
19122	16942
19120	16945
19117	16951
19114	16956
19113	16957
19112	16959
19110	16963
19107	16967
19105	16969
19104	16971
19103	16976
19100	16980
19098	16983
19095	16988
19091	16993
19089	16998
19087	17000
19085	17002
19084	17003
19083	17005
19081	17007
19080	17009
19079	17016
19075	17018
19073	17022
19072	17024
19071	17026
19069	17027
19068	17030
19066	17033
19065	17036
19061	17040
19060	17042
19059	17044
19058	17046
19057	17047
19055	17052
19052	17054
19050	17057
19049	17059
19047	17062
19046	17065
19045	17066
19044	17068
19043	17073
19039	17074
19038	17075
19037	17076
19036	17078
19035	17082
19034	17083
19033	17085
19032	17086
19031	17089
19028	17092
19027	17094
19026	17098
19023	17099
19022	17102
19020	17104
19019	17107
19018	17109
19016	17115
19014	17118
19011	17119
19010	17122
19009	17123
19006	17126
19005	17128
19004	17129
19003	17130
19002	17133
19000	17135
18999	17138
18998	17140
18997	17142
