3
80
40
[[33, 76, 11, -62, 92, 79, 33, -50, 3, -43, 32, -49, 86, 10, 62, 8, -87, -76, 76, 92, 31, 71, 67, 30, 11, -69, 80, -21, 96, -68, 95, 53, 24, 32, 41, 68, 95, 36, 59, 32, 53, 14, 48, -3, 83, 1, 72, 86, -68, 97, 41, 45, 2, -4, 47, 32, 94, 33, 39, 85, 61, -1, 41, -72, 2, 47, 90, -22, -26, 53, 4, -78, -70, 39, 86, 92, 10, -21, 76, 25],
[34, 21, 66, -86, 75, 61, 52, -23, -62, 52, 41, 72, 35, 3, 60, 89, -99, 16, 9, 6, -2, 64, 51, 33, -42, -86, -71, -50, 37, 75, -18, 91, -27, 50, -62, 68, 24, 88, 73, 66, 6, 29, 66, 100, 33, 0, 37, -2, 99, 94, 5, 75, 93, 5, 84, 96, -50, 26, 4, 19, 100, 54, 10, 48, 1, 46, 3, 36, -17, 61, 12, 57, 82, -21, -92, -76, 19, 46, 30, -61],
[35, -63, 6, 34, -85, -44, 51, 91, 98, 19, 70, 15, -79, 19, 54, 83, -57, 27, 95, 40, 56, -64, 10, 40, 98, 14, 2, 57, 91, 76, 34, 33, 79, 27, 21, 82, 64, 84, 45, 83, 82, -91, -74, 7, 42, -40, 41, -47, 54, -8, 48, 52, 93, 87, 59, 80, 66, -75, -45, 8, -85, 73, 64, 77, 7, 93, 43, 69, 81, 73, 23, 82, -58, 82, -61, -5, 60, 12, 95, -60]]
[[43, 41, 22, 65, 18, 100, 39, 0, -5, 0, 99, 33, -84, 35, -50, 17, -64, 76, 60, 51, 37, 16, 62, 55, 50, 90, 39, 51, 96, 61, 25, 56, 38, 39, 28, 21, 57, 2, 0, 57, 40, 75, 62, 38, 0, 23, 38, 56, 9, 24, 89, 37, -84, 45, 0, 0, 74, 73, 71, 57, 97, 59, 0, 97, 7, 75, 13, 88, 58, 81, 41, 62, 71, 48, 29, -77, 5, 55, 50, 90],
[65, 54, 42, 0, 38, 94, 96, 54, 14, -67, 9, 39, 0, 94, 4, 27, 86, 14, 76, 57, 0, 56, 0, 52, 25, 0, 26, 23, 10, 47, 56, 68, 10, 86, 42, 75, 82, 90, 5, 89, 87, -48, 0, 76, 68, 93, 92, 99, 86, 78, 68, -41, 84, 55, 59, 0, -71, -86, 14, 58, 40, 52, 86, 70, 14, 55, 65, 58, 40, 0, 60, 98, 99, 83, 13, 39, 96, 24, 18, 37],
[33, 63, 5, 0, 45, 8, -1, -29, 5, 80, 0, -83, 5, 12, 67, 7, 28, 10, 36, 0, -40, 40, 63, 75, 38, 89, 0, 98, 85, -18, 73, 60, 11, 19, 77, 35, 16, 25, 57, 58, 2, 79, 0, 76, 19, 35, 0, 84, 30, 62, 15, 3, 23, 0, 48, -2, 0, 89, 0, 68, 31, 82, 21, 0, 71, 39, -8, -51, -62, 57, 70, 9, 98, 0, 87, 28, 62, 97, 7, 0],
[89, 9, 50, -62, 49, 13, -41, 0, 0, 10, 62, 71, 51, 47, 75, 65, 24, 90, 42, 42, 96, 70, -1, 21, 0, 31, 22, 27, 0, 59, 25, 11, 66, 42, 66, 94, -37, 97, 99, 62, 0, 0, 49, 43, 97, 53, 10, 88, 0, 53, 7, -82, 2, 54, 22, 90, 0, 8, 69, 3, 0, 99, 85, 75, 41, 27, 47, 2, 24, -10, 94, 0, 84, 11, 63, 48, 91, 64, 65, 0],
[58, 53, 71, 53, 10, 26, 49, 51, 67, 24, 40, 94, 51, 86, 0, 15, 31, 94, 9, 35, 90, 69, 39, -74, 73, 94, -73, 95, 16, 44, 24, 72, 97, 37, -56, 48, 61, 0, 0, 22, 70, 25, 96, 28, 10, 41, 74, 12, 19, -90, 14, 26, 90, 78, -16, 38, 94, 18, 14, 78, 89, 0, 62, 87, -99, 18, 9, 83, 63, 47, 54, 100, -61, 26, 74, 6, 59, 72, 7, 28],
[45, 63, 0, 32, 16, 42, 25, 77, 3, -9, 72, 73, 21, 51, 3, 35, 23, 19, 46, 21, 29, 30, 4, -83, -93, -19, 6, 11, 98, 53, -62, 57, 87, 2, 25, 95, 85, 8, 31, 93, 34, 19, 29, 66, 89, 0, 28, -17, 93, 91, 83, 0, 0, 97, 44, 75, 77, 0, -49, 41, 59, -94, 25, 75, 16, 23, 54, 57, 68, 63, 0, 47, 6, 98, -26, 49, 88, 60, 79, 10],
[-27, 83, 79, 94, 33, 58, 3, 76, 42, 99, 31, 57, 13, 63, -99, 14, 1, 2, 36, 26, 52, 37, 27, 0, 68, 78, 25, 94, -58, 72, 88, 62, 43, 64, 93, 48, 11, 97, 57, -59, 3, 0, 28, 55, 92, 9, 28, 100, 94, 54, 0, 14, 10, 95, -13, 15, 75, 0, 36, 97, 82, 32, 27, 42, 49, 84, -49, 16, 0, 40, -53, 61, 56, 80, -30, 100, 7, 93, 14, 39],
