3
90
45
[[14, 20, 0, 48, 23, -66, 89, 28, 88, 18, 82, 95, 86, 43, 81, 12, -92, 53, 45, 84, 99, 22, -51, 13, 16, 83, -14, 58, 11, 14, -25, 88, -40, 93, 41, 75, 95, -74, 47, 81, 72, 61, 40, 31, 20, 43, -28, 79, 72, 38, 48, 52, 9, 86, 18, 20, -71, -51, 0, -79, 26, 15, -5, -69, 66, 81, 82, 56, -89, 48, 8, 21, 50, 7, 51, 71, 94, -25, -19, 56, 77, 61, 70, 50, -42, -89, 66, 5, 2, 66],
[42, 30, 24, 24, 13, -48, -84, 48, -70, -33, -4, 57, 10, 78, 76, 66, 82, -48, 1, 11, 57, 3, 77, 60, 51, 98, 5, 9, 16, -72, -69, -92, 89, 18, -63, 4, -8, 68, 60, 77, 55, 57, 28, 77, 53, 36, -2, 98, -94, 77, 45, -62, 89, 7, 34, -42, -42, 50, -19, 31, 31, 19, 12, 16, 31, -38, 74, 14, 6, 10, 5, 30, 85, 51, 6, -99, 50, 66, 36, -20, 75, 44, 44, 10, 80, 92, -10, 50, 1, 43],
[84, 44, 65, 96, 93, 70, 19, 15, 73, 14, 48, 38, 26, -86, 89, 35, 2, 5, 91, 68, -22, 50, -49, 61, 92, 77, 81, 79, 2, -65, -49, 63, 51, 20, 71, -77, 26, 46, 38, 1, 83, 70, 93, 70, -58, 86, -25, 47, 17, 68, -45, -64, -36, -41, 91, 33, 40, 36, 51, 27, -89, 88, -40, 13, 1, -34, 72, 39, 86, -62, 61, 49, 74, -68, 91, 18, 72, 89, 40, 10, 83, 99, 80, 91, 37, 42, -1, -3, 75, 99]]
[[11, 33, 78, 7, 43, 96, 20, 5, 59, 0, 22, 33, 87, 27, 0, 97, 0, -94, 34, 76, 53, 0, 50, -20, 4, 9, 100, 84, 15, -28, 35, 24, 2, 38, -42, 77, 37, 57, 97, 54, -78, 63, 45, 8, 54, 17, 67, 18, 64, 69, 40, 59, 34, 0, 30, 15, 75, 92, 22, 5, 91, 98, 51, 96, 0, -50, 23, 32, 66, 97, 95, 41, 24, 0, 0, 39, 25, 0, 9, 0, 60, 17, 54, 66, 58, 58, 62, 49, 4, 81],
[-4, 45, 72, 93, 80, 0, 33, 18, 98, 62, 80, 0, 41, 26, 77, 0, 4, 74, 65, 23, 16, -94, 42, 59, 25, 41, 11, 0, -13, 79, 0, 56, 36, 49, -91, 0, 32, 48, 48, 75, 35, 11, 74, 100, 3, 55, 1, 0, 28, 96, 58, -12, 37, 37, 76, 0, 62, 77, 37, 70, 45, 24, 55, 12, 52, 88, 18, 16, -72, 44, 20, 42, 3, 0, 39, 25, 14, 100, 0, 23, 44, 85, 2, -77, 0, -48, 52, 81, -9, 10],
[0, 80, 24, 37, 7, 46, 32, 0, 0, 21, 0, 38, 39, 77, 79, 80, 93, 57, 69, 65, 33, 69, 33, 53, 15, 0, 32, -90, 40, -67, 87, 0, -74, 0, 83, 67, 16, 12, -4, 36, 86, 10, -40, 2, 98, 80, 69, 49, 92, 74, 11, 53, 68, 29, 97, 59, 51, 83, 0, -17, 7, 62, 94, 88, 19, 44, 57, 47, 51, 0, -86, -27, 89, 42, 35, 55, 0, 80, 96, 5, 44, 29, 17, 70, 67, 0, 77, 80, 7, 74],
[8, 93, 56, 3, 46, -68, 31, 76, 47, 11, 0, 84, 100, 40, -69, 0, 71, 53, 46, -65, 59, 56, 70, 54, 35, 90, 13, 29, -46, 43, 25, 15, 78, 58, 76, 72, 73, 26, 13, 87, 79, 93, 32, 95, 14, 47, 94, 33, 30, 94, -19, 40, 92, 97, -57, 52, 59, 14, 65, -24, 46, 17, 85, 10, 0, 3, 0, 0, 58, 59, 70, 67, 14, 11, 2, -79, -23, 55, -85, 86, 3, 2, -83, 72, 94, 99, 92, 15, -47, 62],
[83, 5, 20, -3, 0, 61, 0, 62, 7, 93, 76, 81, 14, 53, 0, 79, 55, -37, 0, -55, 14, 53, -97, 93, 89, 48, 82, 3, 62, 0, -86, 6, 17, 98, 81, -75, 0, 0, 73, 73, 17, 30, 0, 10, 10, 0, 72, 67, 65, 78, 33, 61, 0, 87, 1, 6, 28, 42, 76, 53, 56, 99, 0, 28, 19, 53, 73, 72, 99, 21, 53, 37, 3, 20, 59, 21, 32, 42, 15, 27, 61, 30, 65, -33, 53, 94, -38, 83, 13, -67],
[54, 0, 0, 57, 51, 84, 87, 14, 0, 15, 90, 75, 73, 14, 2, 58, 97, 89, 0, 24, 4, 93, 58, 50, 99, 86, 67, 60, 25, 64, 99, 37, 86, 23, 19, 63, 21, 9, 34, 50, 35, 18, -13, 51, 0, 14, 73, -73, -13, -72, 20, 47, 96, -51, 35, -76, 42, 84, 48, 93, 35, -50, -92, 14, 79, 80, 18, 39, 0, 89, 62, 13, 38, 12, 20, 73, 7, 29, 0, 7, 84, 69, 83, 90, 99, 0, 0, 79, -2, -56],
[0, 90, 96, 97, 97, 0, 3, 44, 5, -31, 96, 89, 0, -25, 8, 97, 45, 0, 35, -29, -99, 99, 0, -100, 49, 53, 58, 51, 32, 51, -48, 81, 11, 63, 60, 58, 70, -41, 9, 30, 49, 13, -76, 56, 27, -38, 65, 27, 69, 62, 57, 0, 26, 50, -69, -65, 58, 0, -38, 66, 0, 92, 62, 89, -4, 74, 26, -59, 92, 68, 74, 50, -13, -74, 70, 56, 67, 12, 17, -67, 0, 7, 91, -61, 100, -97, 80, -11, 91, 15],
