3
100
50
[[34, 92, -32, 20, 96, 41, 94, 74, 5, 40, 47, 97, -96, 72, 28, -92, 29, 50, -54, 28, 2, 19, -100, -57, 22, -51, 29, 51, 6, 89, 9, -3, 98, 36, 18, 86, 35, 18, 98, 42, 45, -12, 38, 9, 62, -22, 95, 10, -76, 35, 11, 64, 26, -18, 43, 43, -85, 64, 71, 98, 71, 3, 53, 57, 60, -81, 14, -83, 65, 64, 24, 97, 39, 94, 33, -59, 67, 69, 58, 97, 18, 89, 99, 73, 6, 71, 44, 71, -73, 93, 55, 64, 78, 42, 59, 53, 54, 9, 47, -84],
[19, -16, 55, 47, -81, 43, 72, 97, 39, 86, -24, 74, 79, -17, 66, 81, -13, 49, 21, -75, 34, 15, 74, 56, 51, 10, 80, -43, 68, 85, 42, 19, 31, 72, 64, -8, -36, 3, 20, 52, 1, 99, -54, 39, 99, 49, 90, 69, 36, 73, -62, 98, 74, 43, -40, -35, 57, 42, 20, -82, 4, 58, -64, 14, 69, -28, 51, 10, 70, 19, 48, -9, 48, 9, 14, 86, 97, 13, 71, 4, 13, 46, 46, 90, 10, 47, 94, 64, 73, 9, -99, -93, -62, 30, 47, 48, 11, -75, 51, 75],
[23, 19, 61, -43, 56, 22, 62, 55, 50, -91, -81, 58, 52, -11, 98, 64, 87, -63, 67, -19, 62, 81, 33, 24, -80, 80, 92, 72, 20, 46, 25, 38, 94, 59, 71, 85, 45, 58, 1, -39, 15, 63, 79, 50, -5, -85, 6, 32, 29, -39, 32, 33, 11, -45, 73, 35, -43, -5, 32, 34, 41, 49, 2, -53, 74, 32, 55, 84, 57, 79, 55, 17, 11, 48, 58, -29, -69, 47, 2, -34, 3, -19, 64, 24, 3, 50, 15, 71, 81, 71, 0, 39, 62, -33, 81, 40, -68, 42, -15, 18]]
[[0, 32, 16, 83, 83, 18, 63, 5, 14, 0, 50, 29, -46, 89, 0, 4, 82, 0, 14, 92, 50, 60, 0, 4, 74, -94, 27, 38, 98, 21, 36, 94, 78, 54, 89, 46, 71, 26, 24, 61, 37, 85, 36, 30, 69, 29, -18, 43, 98, 15, 17, 53, 86, 72, -93, 6, 99, 8, 11, 68, 86, 83, 18, 28, 0, 43, -64, -47, 88, 95, 40, 1, 25, 90, 2, 27, 12, 64, 40, 8, 9, 57, 52, 0, 39, 63, 82, 36, 13, 55, 28, 98, -8, 0, 72, 60, 15, 29, 14, 82],
[0, 45, 6, 89, 47, 0, 18, 6, 0, 99, 21, 94, 50, -53, 78, 58, 44, 84, 30, 22, 0, 69, 85, 74, 1, 89, 44, 28, 8, 72, 14, 44, 76, 56, 50, 86, 6, 100, 40, 81, 98, 75, 29, -36, 38, 22, 69, 24, 86, 9, 25, 3, 48, -81, 77, -74, 70, -86, 4, 34, 16, 92, 22, 0, 7, 38, 18, 44, 79, 67, 23, 92, 37, 11, 96, 68, 7, 27, 45, 21, 35, 93, 90, 99, 83, 34, -70, 1, 17, 0, -89, -31, 9, 74, 38, 0, 0, 50, 81, -33],
[36, 64, 5, 94, -38, -84, 21, 0, 68, 26, 28, 57, 52, -76, 8, 49, -73, 71, 52, 90, 28, 74, 20, 24, 22, 29, 12, 96, 92, 0, 99, 0, 6, 91, 35, 42, 100, 22, 60, 67, 29, 32, 36, 43, 6, 51, 33, 43, 1, 15, 76, 59, 25, 48, 22, 0, 50, -1, -63, 49, 49, 20, 16, 90, 82, 68, 0, 24, 72, 56, 0, 77, 2, 37, -67, 44, 44, 65, 41, 44, 34, 53, -58, 24, 0, 73, 42, -51, 7, 13, -90, 52, 30, 57, 84, 37, 0, 62, 71, -85],
[38, 95, 72, 56, 22, 85, 55, 24, 80, 77, 18, 0, 87, 43, 80, 52, -5, 0, 75, 41, 66, 98, 93, 87, 0, 67, 14, 13, 6, 2, 57, 6, -18, -75, 76, 0, 0, -21, 3, 73, 17, 91, 84, -89, 31, 0, 33, 54, 0, 62, 73, 76, 1, 54, 75, 9, 11, 35, -94, 0, -82, 0, 36, 0, 100, 82, 28, 44, 0, 91, 0, 45, 22, -99, 11, 4, 0, 23, 0, 38, 87, 21, 16, -43, 81, -44, 92, 82, 64, -65, 71, 93, 59, 97, 79, 29, 84, 52, 52, -58],
[-2, 2, 49, 34, 73, 22, 0, 96, 19, 53, 26, 62, -71, 0, -19, 51, 0, 50, 34, 0, 70, 81, 53, -39, 98, 64, 91, 16, 22, 2, 34, 57, 98, 34, 22, 9, 7, 35, 91, 3, 34, 79, 26, 97, 20, 82, 81, 37, 27, 57, 24, 41, 55, 89, 70, 34, -43, 0, 84, -77, 26, 13, 2, 16, 78, 37, 10, -34, 56, 28, -91, 0, 13, 48, 61, 65, 80, 4, 88, 74, 33, 4, 69, -75, -40, 37, 76, 96, 33, 29, 97, 84, 80, 35, 42, -67, 67, 33, 42, 43],
[79, 99, 59, 67, -85, 97, -59, 89, 7, 70, 0, 44, 25, 15, 34, 69, 37, 55, 90, 37, 57, 87, 37, 54, 67, -67, 97, 61, 53, 88, 34, 42, 88, 41, 38, 67, 73, 59, -88, 0, 79, 7, 18, 21, 36, 27, 31, 63, -30, 42, 96, 0, 0, 91, 49, 78, 72, 82, 16, 61, 38, 33, 18, 49, 64, 0, 5, 35, 78, 14, 73, 0, 34, 78, 0, 94, 0, 30, 19, 17, 26, 16, 83, 94, 89, 0, 13, 69, 43, 19, 67, 88, 47, -12, 28, 15, 77, 78, 62, 60],
[76, 34, -98, 0, 92, 74, 70, 17, 0, 6, 0, 57, 60, 7, 99, 70, 77, 34, 0, 40, 0, 88, -23, 61, 22, 64, 83, 89, 6, 72, 0, 71, 54, 57, 63, 67, -20, -11, 86, 46, 73, 97, 5, 53, 81, -85, 86, 73, 16, 83, 97, 81, 57, 62, 21, -25, 29, 58, 47, 0, 27, 0, 20, 80, 36, 21, 0, 18, 53, 25, 56, 43, 43, 91, 0, 24, 4, -13, 0, 7, 0, 99, 68, 0, 40, 34, 30, 15, 26, 47, 93, 83, 60, 91, 31, -46, 17, 36, 95, 29],
[63, 21, 41, -54, 52, 0, 88, 77, 40, 9, 73, 9, 91, 52, 99, 20, 43, 11, 87, 0, -16, 24, 55, 52, -41, 0, -70, 73, 79, 83, 49, 10, 72, 15, 16, -4, 86, 50, 18, 12, 0, 31, 60, 2, 100, 82, 14, 40, 36, 96, 0, -4, 0, 82, 82, 96, 54, 0, 84, 40, -55, 5, 0, 34, 84, 6, 0, 1, 72, 50, -22, 85, 23, 74, 15, 81, 62, 94, 37, 0, 61, 73, 17, 67, 9, 3, 0, 30, 62, 31, 89, 92, 100, 95, 20, 7, 0, 4, 58, 30],
[38, 76, 28, -56, 57, 25, 21, 0, 0, 0, 9, 0, 40, 0, -69, 1, 44, 13, 0, 99, 18, 98, 16, 38, 100, 56, 0, 25, 90, 0, 8, 94, 23, 75, 95, 20, 84, 19, 99, 36, 73, 93, 50, 53, 59, 34, 89, 98, 0, -29, 4, 83, 46, 0, 0, 19, 63, 22, 48, 47, 0, -82, 69, 42, 80, 69, 11, 93, 15, 18, 4, 53, 6, -27, -46, 51, 26, 47, 21, 52, -74, 0, 37, 81, -36, 27, 73, 51, 76, 98, 12, 30, 47, 29, 20, 0, 20, 11, -20, 88],
[57, 0, 29, 75, 63, 51, 45, 71, 18, 56, 89, 50, -84, 15, 22, -14, 60, -29, 90, 41, 79, 94, 63, 50, 34, -62, 79, 29, 49, 92, 46, 18, -19, 93, 36, 23, 0, 16, 88, 88, 13, 7, 72, 62, 43, -43, 0, 36, 56, 0, 0, 88, 83, -31, -76, -6, -7, 17, 70, 58, 12, 7, 0, 20, 17, 22, 70, 22, 53, 94, 56, 55, 94, 0, 80, 26, 51, 61, 54, 77, 59, 43, 96, 0, 0, 0, 44, 0, 100, 0, 60, -4, 85, 62, 34, 84, 52, 67, 84, 15],
[27, 8, 33, 0, 0, 32, 91, 90, 22, 88, 7, 28, 38, 65, -64, 24, 0, 50, 52, 33, 56, 3, 55, 40, 62, 0, 6, 0, 33, 0, 86, 1, 38, 34, 75, 35, 0, 6, 29, -81, 48, 65, -29, 14, 86, 7, 32, 78, 25, -14, -25, 0, 91, 47, 14, 81, 2, 62, 0, 0, 24, -22, 7, 2, 33, 19, 42, 10, 66, 47, 0, 61, 41, 68, 19, 90, 0, -11, 72, 46, 91, 29, -89, 34, 33, 22, 11, 39, 23, 44, -86, 92, 23, 17, 78, 69, 41, 77, 69, -27],
[-6, 19, 18, 98, 0, 100, 61, 54, 73, 79, 33, 18, 45, 25, 0, -3, 0, 0, 92, 68, -74, 22, 65, 27, 3, -72, 88, 5, 96, 79, 2, 94, 4, -11, 37, 4, 23, 30, 74, 44, 65, 49, 50, 88, 31, 35, 58, 30, 35, 0, 72, 61, 100, 64, 60, 0, 36, 3, 37, 38, 97, 90, 99, 61, 9, 48, 66, 26, -77, 0, 11, 83, 5, 44, 3, 26, 92, 17, 92, 84, 0, 78, 38, 91, 44, 0, 8, 44, 66, 57, -63, 5, 86, 56, -81, 66, -34, 81, 75, 24],
[38, 0, 63, 66, 4, 38, 82, 4, 38, 69, 7, 61, 72, 6, 65, 84, 67, 7, 50, 57, 95, 93, 36, 44, 56, 0, 62, 92, 18, 40, 97, 46, 35, 36, 90, -82, 3, 0, 79, 32, 22, 34, 49, 44, 97, 23, 73, 6, -75, 37, 35, 8, 47, 0, 0, 68, 47, 30, 41, 60, 61, 60, 16, 75, 33, -34, 89, -87, 79, 15, 87, 33, 71, 13, 0, 73, 100, 56, 45, 58, 20, 33, 46, 3, 13, 56, -51, 34, 10, 95, 34, 17, 97, 16, 60, 7, 31, 68, 73, 17],
[73, 83, 0, 66, 0, 0, 41, 28, 83, 30, 65, 72, 68, -91, 78, 5, 67, 67, 21, 73, 98, 47, 38, 96, 0, 26, 0, 15, 33, 91, 17, 23, 62, 60, 42, 5, 0, 2, -88, 40, 36, 84, 78, 76, 77, 57, 0, 25, 96, 30, 14, 36, 0, 3, 88, 0, 27, -5, 84, 64, 32, 6, 86, 63, 0, 59, 95, 0, -35, 28, 52, 38, 7, 67, -50, 59, 0, 90, 85, 29, -59, 73, -66, 15, 33, 71, 16, 0, 82, 85, 27, 100, 50, 75, 64, 21, 95, 45, 94, 0],
[44, 7, 88, 47, 48, 18, 68, 0, 17, 34, -42, 30, 81, 76, 82, 83, 0, 55, 58, 49, -89, 37, 71, -56, 21, 64, 99, 58, 30, 4, -73, 87, 22, 71, 83, 0, 94, 0, 0, 87, 68, 0, 8, 72, -72, 35, 75, 62, -71, 48, 89, 0, 71, 14, 54, 88, 56, 57, 62, 70, 64, 2, 74, 83, 70, 23, 0, 0, 50, 79, 54, 96, 72, 96, 49, 63, 0, 27, 0, 49, 65, 65, 61, 54, 29, -32, -34, 38, 64, -88, 36, 16, 80, 25, 64, 86, 4, 63, 39, 0],
[20, 0, 86, 12, 98, 60, 57, 0, 55, 11, 96, 53, 3, 32, 21, 81, 38, 77, 0, 12, 33, -59, 65, 11, 53, 0, 32, -81, 87, 41, 0, 62, 67, 26, 3, 52, 0, 84, 99, 88, 86, 49, 70, 1, 65, 12, -95, 67, 65, 20, 96, 82, -88, 32, 0, 19, -76, 57, 0, 0, 21, -99, -87, -88, 0, 7, 65, 7, 82, 69, 54, -94, 20, 0, 0, 72, 74, -42, 10, 90, 0, 1, 85, 53, 0, 13, 73, 87, 82, 20, -94, 63, 75, 87, 13, 99, -89, 2, 61, 52],
[64, 35, 51, 27, 81, 50, 0, 28, 26, 0, 38, -78, 20, 42, 0, 20, 32, 35, 18, 46, 6, 59, 38, 22, 68, 78, 85, 15, 7, 0, 26, 86, 5, 31, 85, -56, 15, 21, 70, 68, 64, 0, 0, 100, 70, 5, 89, 56, 26, 41, 59, 65, -13, 36, -75, -96, 39, 8, 23, -52, 31, 75, 0, 31, 10, 34, 49, 30, 47, -14, 35, 60, 30, 36, 50, 28, 74, 17, 65, 86, 37, 0, 85, 69, 26, 22, 13, 0, 40, 68, 22, 0, 0, 60, 31, 85, 23, 69, 91, -58],
