3
90
45
[[19, 19, -66, 61, 89, 85, 74, 21, 6, 23, 32, 55, -89, -82, 60, -74, 34, 77, 85, 69, 41, 24, 58, 69, 95, -71, 37, -86, 83, 5, 20, 22, 78, -78, 37, -65, 46, 93, 6, 69, 54, -72, -17, 40, 75, 9, -22, 49, 32, 19, 64, 46, 15, 14, 0, -78, 82, 47, 93, -69, 33, 63, 75, 68, 84, -26, 42, 57, 60, 78, 55, -85, 50, 2, 50, 10, -25, 95, 86, 56, 50, 17, -49, 48, 46, 72, 26, -64, 51, 19],
[73, 83, 3, 99, -60, 59, -16, 81, 50, 47, -45, 97, -93, 57, 72, 58, 6, 94, 18, -100, 47, 49, 35, 68, -42, 82, 34, 95, 11, 100, -71, 28, 99, 46, 14, 76, 6, 93, 54, 27, 75, 26, 88, 51, -27, 83, 7, 38, 32, -78, 31, -93, 22, -21, 60, 89, 16, 44, 36, -97, 45, -88, 97, 58, 36, -25, 79, -95, 83, -25, 92, 77, 79, 12, 16, 24, 1, 15, -13, 27, 54, 92, 86, -68, 82, 10, 73, -19, 9, -35],
[8, -13, 27, 7, 77, 39, 37, 63, 27, -10, 3, 82, 89, 27, -45, -77, 84, 74, 14, -75, -85, 21, 95, -26, 80, 30, -33, 59, 75, -46, 80, 95, 90, 73, 50, -5, 62, 17, 1, -23, -42, 64, 19, 82, -92, 24, -87, 51, 88, 7, 22, 2, -81, 41, 12, 1, 26, 96, 87, 39, -87, 84, 83, 31, 59, 8, -60, 67, 31, 81, 27, -87, 47, 100, 87, 29, -98, 27, -52, 55, 96, 90, 74, 98, 65, 48, -40, 45, 70, 42]]
[[17, 44, 0, 0, 0, 67, 74, 64, 0, 27, 14, 32, 51, 58, 24, 0, 53, 41, 84, 41, 85, 28, 17, -91, 12, 7, 93, 81, 87, 99, 88, 0, 41, 99, 62, 78, 52, 87, -49, 12, 100, 39, 84, 28, 61, 24, 80, 95, 0, 0, 57, 60, 32, 0, 18, 0, 0, -76, 5, 0, 52, 63, 25, 71, 60, 83, 70, 47, 67, -41, 17, 16, 48, 55, 26, 87, 71, 57, 73, 44, 78, 87, 20, 73, 39, 84, 60, 85, -80, 5],
[-9, 81, 80, 14, -82, 85, 33, 65, 4, 3, 35, 96, 44, -46, 8, -8, 24, 40, -53, 10, 100, 12, 25, 96, 27, 64, 57, 95, 63, 83, 50, 68, 47, -25, 61, 61, 79, 91, -53, 32, 85, 36, 56, 42, 0, 24, 30, 55, -56, 78, 22, 99, 42, 72, 19, 77, 42, 29, 27, 25, 40, 31, 46, 71, 46, 28, 12, 49, 97, 98, 0, 75, -81, 36, -27, 27, 0, 74, 2, 0, 73, -23, 36, 32, 95, 58, 0, 72, 57, 12],
[0, 0, 9, 93, 13, 44, 73, 0, 51, 75, 69, 91, 93, -66, 97, 43, -6, 21, 64, 64, -27, -51, -24, 44, 3, 0, 71, 13, 47, 0, 11, 0, 53, 44, -57, 0, 4, 79, 81, 82, 94, 84, 43, -35, 19, 43, 47, 52, 6, 39, 0, 0, 87, 30, 97, 0, 78, 86, -49, 46, 47, 77, 84, 0, 37, 77, 38, 0, 55, 43, 97, -29, -1, 76, 53, 67, 84, 0, 60, 23, 31, 37, -100, 22, 30, 99, -15, -24, 5, 69],
[95, 76, 70, 0, 18, 11, 96, 55, 23, 53, 65, 57, 58, 44, 59, 0, 37, -93, 0, 77, 24, 63, 42, 82, 55, -29, -45, 59, 0, 16, 32, 3, 30, 51, 50, 14, 59, -63, 49, 74, 51, 17, 32, 17, 41, 88, 10, 15, 28, 76, 1, 54, 96, 53, 87, 90, 3, -7, 60, 0, 100, 65, 52, 86, 82, 67, 52, 13, 0, 4, 97, 90, 27, 93, 26, 31, -49, 68, 25, 9, 0, -41, 63, 0, 76, 90, 86, 70, 72, 67],
[0, 16, 95, 21, 90, 83, 61, 58, 50, 81, 91, 4, 56, 52, 70, 0, 87, -95, 3, 55, 63, -53, 62, 18, -18, 86, -24, 12, 11, 4, 54, 27, 29, 75, 5, 96, 30, 28, 77, 96, 32, 67, -65, 60, 63, 83, 0, 9, 12, 32, 46, 39, 0, 82, 82, 86, 17, 0, 84, 92, 83, 24, 20, 29, 97, 70, 83, 0, 22, 79, -33, 62, 36, 70, 62, 84, 76, 47, 41, 49, 82, 38, -29, 97, 80, 97, 35, 99, 37, 62],
[45, 37, 68, 6, 6, 35, 11, 65, 41, 42, 0, 89, 13, 20, 55, 47, 0, 68, 91, 9, 89, 0, 23, -21, 73, 7, 84, 85, 72, 59, 46, 0, 93, 96, 81, 96, 81, 3, 7, 0, 73, 71, 14, 2, 27, 96, 65, 99, 34, 31, 9, 0, 99, 74, -53, 12, 54, 48, 9, -66, -72, -99, 0, 44, 0, -24, 39, 49, 62, 54, 49, -85, 77, 55, 3, 26, 69, 46, 68, 0, 0, 26, 20, 63, 20, 16, 59, 74, 23, 44],
[46, 1, 9, 28, 23, 94, -29, 21, 47, 56, 4, 30, 3, -11, 48, 29, 7, 76, 0, 4, 6, 88, -80, 28, 19, 0, 0, 21, 18, 45, 78, 70, 27, 52, 38, 40, 62, 91, 52, 0, 80, 40, 81, 18, 47, -33, 83, 38, 92, 79, 38, 87, 7, 70, 84, 77, 49, 0, 30, 77, 91, 20, 64, 97, 77, 70, 33, 0, 0, 0, 42, 76, 61, 88, -32, 39, 0, 91, -95, -38, 95, 60, 55, 96, 44, -1, 48, 40, 41, 61],
[8, 74, 80, 37, 40, -17, 66, 54, 50, 38, 42, -98, 42, 62, 35, 0, 43, 67, 79, 11, 84, 0, 83, 6, 75, 79, 0, 0, 0, 0, 0, 55, 2, 24, 0, 66, 0, 40, 93, 59, 66, -42, 15, 21, 74, 81, 47, 33, -18, 89, -54, 71, 19, -52, 0, 7, 25, 0, 71, 41, 2, 0, 82, -30, 40, 58, 60, 21, 34, 48, 28, 3, 46, 51, 99, 31, 83, 15, 52, 40, 56, 65, 0, 85, 95, 93, 91, 41, 97, 76],
[57, 0, 39, 72, -86, 43, -89, 70, 1, 72, 19, 33, -85, 34, 0, 9, 10, 19, 4, 39, -5, 48, -94, 71, 89, 6, 44, 18, 85, 87, 34, 97, 61, 0, -37, 48, 93, 17, 49, -36, 94, 88, 33, 96, 42, 72, 19, 36, 28, 71, 48, 0, 41, 77, 8, 98, 76, 78, 21, 49, -25, 78, 0, 45, 15, 1, 63, 3, 89, 100, 71, 20, 57, -63, 0, 72, 32, 94, -40, 54, -38, 10, 88, 51, -55, 0, -33, 90, 44, 94],
[20, 17, 99, 0, 59, 15, 20, 78, 27, 17, 82, 46, 13, 37, 82, 37, 50, 56, -14, 63, 23, 13, 16, 9, 26, 79, -46, 57, 59, 24, 22, 80, 49, 73, 100, 80, 11, 65, 83, 69, -3, 16, 72, 21, 65, 72, 4, 58, 86, 88, 65, 9, 60, 2, 45, 51, 18, 96, 39, 0, 0, -42, 91, 42, 15, 79, -88, 69, 18, 93, 0, 38, 21, 7, 76, 27, 16, 49, -80, 0, 70, 75, 27, 91, 9, -77, -74, 39, 0, 0],
[3, 18, 85, 60, 39, 45, 49, 61, 97, 87, 57, 16, 22, -4, 24, 0, 27, 0, 55, 10, 0, 49, 74, 43, 96, 40, 26, 1, 0, 59, 56, 78, 72, 6, 13, 77, 75, -31, 79, -90, 100, 61, 75, 44, 39, -65, 58, 0, 29, 79, -39, 87, 14, 54, 71, 92, 58, 52, -84, 45, 0, 46, 75, -41, 32, -74, 71, 28, 79, 0, -41, 67, 81, 93, 25, -25, 21, 15, 32, 0, 80, 35, -11, -30, 0, 50, 68, -75, 61, -43],
[82, 14, 84, 65, 2, 76, 30, 0, 20, 0, 36, 7, 43, 0, 77, 4, 31, 15, 56, 77, 29, 28, 0, -92, 13, 59, 52, 3, 67, 75, 21, 68, 82, -32, 66, 53, 63, 19, 81, 13, 21, 21, 66, 31, 67, -4, 56, 42, 75, 0, 0, 44, 31, -56, 79, 76, 18, 63, 70, 60, 60, 5, 14, 21, 99, 65, 0, 9, 65, 0, 15, 46, 85, 88, 1, 75, 57, 87, 91, 22, 0, 20, -82, 40, 9, -59, 20, 76, -81, 97],
[53, 1, -26, 70, 87, 77, 11, 60, 22, 51, 29, 46, 56, 83, 51, 34, -12, 13, 21, 28, -28, -52, 86, -74, -5, 34, 57, 87, 0, 69, -16, 0, 88, -28, -33, 83, 2, 99, 39, 59, 91, 42, 77, 3, 10, 33, 0, 50, 9, 28, -77, 92, 0, 47, 0, 86, -71, 92, 92, 0, 90, 0, 99, 57, 0, 6, 85, 96, 85, 0, 3, 31, 0, -85, 39, 13, 58, 83, 48, -55, -38, 79, 28, 29, 58, 0, 43, 0, 73, 86],
[25, 69, 12, 29, 46, 5, 97, 27, 93, 94, 0, 7, 90, 31, 58, 0, 14, 6, 87, 0, 16, 26, 82, 47, 1, 0, 92, -47, 11, -71, 38, 91, 44, -8, 88, 67, 95, 94, 25, 92, 69, -92, 6, 100, 0, 29, 6, 40, 64, 51, 0, 31, 1, 24, 70, 62, 19, 63, 91, 88, 86, 20, 61, 75, 0, -81, 17, 100, 52, 21, 96, 8, 87, 19, 0, 88, -81, 57, 8, 0, 82, 82, -95, 52, -5, -70, 0, 26, 55, 71],
[-17, 89, 41, 42, 68, 57, 96, 51, -64, -93, 5, 48, 65, 8, 2, 48, 22, 70, 97, 0, 64, 97, 0, 35, 69, 66, 4, 15, 23, 82, 26, 30, 68, 8, 12, -52, 69, 0, 82, 84, 53, 11, 58, 43, -98, 90, 47, 62, 0, 12, 77, 32, 75, 43, 81, 7, 81, 37, -81, 0, 28, 0, 17, 20, 14, 29, 67, -53, 29, 98, 46, 99, 5, 13, 88, 58, 60, 12, 29, 65, 71, 67, 98, 0, 27, 32, 81, -4, 14, 45],
[77, 0, -65, 13, 0, 0, 77, 14, 26, 68, 85, 75, 0, 56, 88, 40, 33, 25, -95, 44, 37, 12, 32, 94, -5, 69, 29, 10, 53, 70, 53, -98, 4, 93, -50, 2, 92, 0, 23, 62, 80, -9, 0, 54, 78, -11, 46, 58, 26, 74, 0, 25, 71, 0, 84, 70, 43, 47, 85, 82, 85, 44, 8, 16, 37, 25, 0, 94, 15, 49, 48, 31, 0, 24, 21, -79, -56, -38, 81, 78, 35, 0, 60, 97, 61, 0, 0, -28, 40, -22],
[40, 34, 35, 69, 67, 66, 45, -43, 60, 78, 0, 89, 53, 94, 65, 4, 13, 25, 70, -58, 69, 32, 0, 33, 16, 52, 4, 81, 48, 26, 6, 44, 10, 21, 49, 26, 0, 17, 5, 79, 67, 26, 74, 40, -32, 32, -13, 52, 39, 5, 78, 48, 20, 38, 15, 0, 82, 23, 59, 80, 12, 95, 0, 24, 31, 1, 85, 63, 70, 96, -95, 0, 4, 9, 32, 70, 0, 82, 26, -83, 72, 12, 84, 51, 28, 29, 28, 35, 38, 60],
[27, 68, 14, 83, 0, 32, 5, 59, 39, -65, 30, 90, 98, 9, 51, 98, -6, 76, 44, 0, 59, 67, 76, -98, 49, 0, 15, 63, -3, 29, -6, 75, 87, 23, 21, 76, 25, 22, 21, 71, 80, 84, 23, 100, 0, -72, 100, -1, 94, 15, 89, 32, 5, 67, 98, 45, 78, 65, 49, -29, 15, 94, 0, -8, -100, 20, 50, -13, 6, 61, 62, 23, 35, 8, -3, 0, 66, 78, 46, 52, 86, 0, 43, 72, 56, 95, 0, 56, 79, 9],
[-85, 23, 90, 72, 1, 100, 43, 0, 85, 96, 0, 73, -55, 65, 0, -37, 35, 44, 92, 49, 9, 48, 97, 8, -77, 81, 0, -91, 18, 21, 75, 46, -39, 0, 20, -18, 53, 66, -44, 100, 69, 58, 44, 60, 83, 0, 65, 83, -10, 24, 64, 18, 82, -3, 66, 82, 28, -14, 49, 37, 35, 41, 41, 8, 68, 67, 60, 64, 94, 24, 20, -12, 11, 25, 28, 44, 14, 61, 7, 85, 99, 6, 37, 1, 30, 90, 29, 97, 54, 100],
[43, 96, 5, 34, 35, -29, 13, 23, 31, 11, 43, 83, 56, 74, 22, 59, 99, 91, -97, 76, 33, 24, 77, 26, -1, 61, 96, 63, 66, 28, 92, 51, 40, 94, 66, 82, 16, -58, 52, 100, 5, 94, -97, 52, 92, 56, 65, -28, -54, 48, 0, 29, 0, 35, 44, 22, 38, 4, 27, -14, 77, 57, 61, 38, 26, 99, 97, 3, -16, 60, 23, 71, 8, 91, 82, 13, 56, 90, 0, 27, 17, 0, 90, -19, 14, 29, 93, 55, 12, 38],
[19, 10, 36, 66, 70, 1, 3, 75, -71, 23, 96, 89, 51, 58, 0, 60, 0, -61, 84, 100, 26, 42, 54, 74, 54, -5, 99, 72, 38, 39, 37, 55, 36, 68, 0, 67, 94, 10, 0, 54, 18, -4, 0, 96, -46, 42, 22, 14, 92, 85, 29, -46, 72, 31, 67, 0, 60, 43, 49, 51, 80, 94, 55, 72, -78, 88, -40, 63, 62, 0, 43, 5, 38, 20, 90, 44, 25, 36, 32, 53, 89, 23, 46, 0, 2, 70, 18, 94, 85, 16],
[61, 65, 98, 67, 65, 0, 53, -14, 50, 9, 75, 40, 26, 89, 0, 4, 89, 9, 49, -48, 0, 17, 99, 38, 19, 85, 38, 6, 53, 10, 42, 46, 65, -63, 0, 44, 73, 87, -24, 43, 75, 47, -34, -93, 60, 54, -21, 46, -7, 47, 0, 0, 81, 68, 90, 23, 7, 62, 100, 61, -28, 45, 21, 56, 34, 22, 61, 70, 19, 8, -19, 41, 29, -59, 32, -66, -78, 31, 4, 10, 35, 17, 66, 37, 23, 92, -26, 93, -66, 31],
[65, 59, 100, -53, 12, 20, 1, 0, -14, 92, -6, 13, 15, -28, 39, -86, 69, 34, 0, 36, 68, 44, 91, 2, 31, 90, 48, 52, 0, 56, 36, 94, 70, 34, -27, 0, 34, 87, 70, 22, 75, 25, 92, 38, 90, 99, 61, 74, 0, 36, 66, -41, -58, 91, 13, 42, 42, 9, -15, 45, 72, 27, 30, 0, 41, 60, 49, 45, 13, 43, 99, -26, 52, 92, 54, 3, 44, 9, 2, 20, 12, 28, 49, 13, 59, 93, 65, 41, 0, 32],
[5, 72, 50, 43, 10, 94, 42, 81, 93, 52, 48, 9, 0, 0, 29, 81, -65, 81, -68, 88, 81, 38, 18, 95, 71, 90, 39, 66, 50, 96, 23, 82, 61, 66, 92, 68, 51, -55, 86, 66, 27, 77, 94, 13, 18, -80, 84, -1, 64, 37, 19, -74, 10, 38, 12, -50, 59, 4, 70, 0, 88, 16, 8, 0, 51, 93, 36, 0, 63, 2, 18, 46, 48, 80, 88, 45, -75, 27, 60, 58, 85, 80, 75, 64, 71, 71, 62, 0, -92, -12],
[20, 90, 62, 0, 22, 44, -66, 88, -44, 70, 49, 65, 96, 46, -20, 89, 54, 0, 100, 75, 100, 29, -41, 0, 66, 74, 61, 71, 59, 6, -30, 39, 55, 78, 0, 56, 77, 11, -37, 16, 36, 34, 44, 42, 15, -27, 0, 61, 37, 0, 14, 42, 13, 0, 23, 90, 39, 29, 82, 66, 41, 52, 9, 25, 28, 83, 75, -83, 22, 69, 59, 37, 7, 20, 65, 26, -81, 54, 47, 97, 40, 51, 0, 69, 11, -74, 63, 92, 91, 81],
[66, -73, 81, 14, 59, 0, -2, 51, 0, 20, 89, 97, 87, 35, 71, 28, 13, 53, 79, 21, 60, 3, 78, 11, 71, 60, 54, 3, 37, 87, -72, 0, 42, -93, 85, 2, 100, 79, 59, 70, 42, 9, -48, 3, 1, 78, -32, 63, -3, 91, 11, 59, 0, 38, 31, -61, 50, 88, 91, 54, 53, 60, 62, 23, 49, 61, 4, 89, 0, 26, 56, 23, 83, 22, 51, 87, 27, 94, 41, 9, 0, 1, 23, -77, 0, 0, 37, -97, 24, 54],
