3
90
45
[[93, 32, -12, 70, 47, 73, 2, 23, 90, 98, 83, 78, 5, 50, 16, 73, 92, 97, -75, 87, 31, 75, 8, -7, -74, -67, 39, 40, 57, -16, 51, 83, 64, 22, -55, 62, 69, 11, 35, 76, 97, 72, 21, 80, 2, 52, 22, 96, -87, 75, 27, 37, -27, 74, 54, 71, 59, 86, -47, 59, 29, 9, 46, 38, 22, 20, 50, 45, 6, 33, 68, 10, 46, -93, -38, 56, -23, 44, 70, -17, -6, 41, 61, -31, 4, 27, 6, 100, 34, 53],
[-28, 88, 75, 73, 13, 37, 60, 54, 65, 88, 26, 42, 53, 86, -53, 84, 47, 69, 2, 66, 99, 24, 82, 81, 1, 16, 83, 60, 100, 22, 83, 67, 77, 51, 79, 96, 20, 36, 99, 49, -16, 26, 24, -97, 31, 72, 31, 44, 75, -12, 12, -70, 4, 35, 84, -99, 50, 36, 13, 100, 65, 58, -91, 5, -3, -63, 78, 43, -66, 85, 63, -15, 14, 89, 61, -28, 59, 22, 32, 53, 21, -61, -43, -19, -40, 8, 52, -64, 15, 94],
[12, 2, 97, 39, 53, -42, 83, -27, 80, 31, 20, 63, 34, -62, 24, 26, 99, 7, -46, 24, 39, -18, 80, 61, 10, -2, 32, 3, 61, 15, -26, 21, 71, 69, 75, -67, 75, 35, 72, -87, -12, 12, 75, 86, 58, 20, 43, 6, 70, 39, 68, 59, 89, -4, 91, 42, 23, 100, -29, -68, 87, 62, 94, 44, 44, -93, 56, 54, 61, 4, 61, 31, -99, 81, 16, 2, 66, 33, 33, 22, 60, 89, 96, 61, 93, 7, 12, 36, 69, 88]]
[[0, 11, 0, -55, 44, 0, -79, 42, 48, 98, -36, 14, 35, 86, 24, 28, -18, 76, 55, 39, 23, 35, 87, 38, 2, 40, 77, 64, 0, 0, 8, 21, 43, -22, 0, 33, 35, 20, 1, 73, 2, -23, 47, 13, 7, 12, 32, 77, 91, 46, -25, 5, -57, 96, 88, 20, 76, 25, 41, 21, 62, 3, 80, 60, 58, -23, 83, 43, 7, 70, 7, 83, 86, -97, 46, 73, -45, 99, 55, 5, 0, 83, 46, 89, 72, 40, 34, 49, 0, 0],
[0, 2, 14, -2, 7, 44, 39, 28, 3, 87, 44, 17, 24, 12, 65, 28, 68, 27, 37, 70, 59, 0, -3, 36, 0, 9, -38, 64, 35, 30, 58, 74, 78, 15, -80, 28, 94, 5, -17, 37, -53, 9, -4, 90, 58, 0, 16, 0, 1, 92, 0, 12, 20, -42, -94, 90, 98, 29, 1, 39, 28, 30, 48, 58, 46, 90, 39, -75, 4, 65, -56, 91, 47, 0, 47, 23, 0, 92, 30, 93, 37, 34, 99, 27, 31, 9, 40, 50, 96, 49],
[5, -40, 93, -82, 100, -33, 39, 37, 0, 0, 42, 69, 89, 87, 0, 0, 67, 25, 99, 60, 93, 24, 84, 31, 85, 33, -74, 54, 11, 18, 61, 80, 33, -3, 90, 24, 36, 75, 0, 5, 22, 73, 98, 80, 57, 11, 82, 34, -22, 6, 0, 64, 9, 81, 18, 0, 58, 60, 66, 76, 50, 68, 87, 7, 0, 85, 64, 85, 29, 26, -24, 27, 1, 24, 33, 7, 31, 46, 26, 97, 52, 2, 0, 86, 5, 67, 0, 10, 20, 0],
[42, 24, 15, 88, 45, 0, 42, 7, 60, 99, 63, -77, 16, 40, 99, 59, 92, 66, 11, 0, 71, 39, 6, 32, 56, 27, -85, 25, 45, -15, 2, 58, 28, 9, 63, 94, 92, 58, 29, 26, 42, 84, 83, -98, 12, 26, 0, 83, 50, 66, 0, 94, -69, 42, 84, 78, -47, 0, 37, 45, 79, 57, 97, 89, 27, 16, 55, 0, 64, 72, -67, 75, 0, 28, 26, 8, 10, 41, 52, 37, 18, 78, 57, 47, 96, 15, -76, 76, 34, -34],
[74, 78, 70, 11, -20, 25, 28, 1, 4, 55, 57, 19, 31, 60, 22, 0, -5, 79, 17, 66, 4, 0, 48, 7, 2, 0, 57, -53, 0, 74, 78, 75, 52, 95, 55, 15, 15, 82, 87, 73, 78, 4, 31, -85, 32, 84, -78, 9, 34, -29, 54, 67, 25, 98, 0, 71, -46, 9, 77, 0, 19, 28, -44, 60, 23, 70, 82, 81, 91, -5, 17, 59, 28, -72, 81, 89, 93, 0, -51, 61, 0, 54, 83, 7, 84, 68, 86, 52, 4, 49],
[29, 17, 71, 28, 98, 36, 43, 68, 28, 62, 97, 10, 92, 84, 2, 0, 30, 15, 65, 85, 45, 21, 16, 97, 68, 55, 23, 2, -15, 87, 57, -48, 97, 44, 14, 48, 1, 88, 0, -17, -24, -37, 33, 71, 43, 21, 82, 50, 21, 0, 0, 31, 30, 40, 76, 6, 65, 69, 52, -16, 36, 48, 25, 80, 98, 90, -19, 0, 11, -13, -17, 14, 8, 11, 48, 0, 70, 48, 0, -29, 83, 44, 36, 65, 100, 64, 84, 31, 89, 93],
[41, 0, 10, 43, 62, 0, 45, 16, 96, 92, 68, 14, 51, 86, 49, 41, 99, 60, 91, 0, 17, 51, 24, 0, -50, -29, 57, 10, 94, 31, 8, 5, 28, -72, 97, 0, -68, 83, 25, -7, 57, 1, 56, 9, 34, 56, 0, 35, 0, 62, 54, 17, 52, 8, 33, 41, 61, 26, 96, 1, -94, 75, 48, 96, 76, 86, 5, -99, 52, -11, 41, 11, -74, 62, 18, 28, 97, -16, 53, 9, 38, 59, 97, 98, 69, 33, -83, 11, 80, 68],
