4
70
35
[[53, 10, 46, -15, 37, -38, 84, 100, -97, 95, 76, 40, 71, 65, -32, -35, 20, 87, 76, 14, 65, 33, 97, 37, 64, 77, 71, 61, 56, 39, 8, 46, 81, 95, 4, 70, 87, 17, -66, 84, -15, 38, 76, -3, 24, 56, 41, 62, 34, 79, 66, 7, 50, 35, -21, 84, 79, 22, 20, 86, 57, 78, -57, 20, 96, -84, 47, 13, -52, 83],
[68, 95, 88, 0, 37, -49, -73, 93, 69, 49, 12, 26, 89, 57, 89, 67, 5, 3, -23, 100, 90, 8, 81, 90, 13, 13, 4, 86, -21, 31, 82, -75, -41, 80, 33, 52, 31, 41, 61, 61, 70, 0, 14, -33, -72, -38, 98, -4, 16, 95, 57, 72, -93, 100, 43, 43, 34, 87, 30, 42, 54, 68, 92, 8, 42, 58, -51, 87, 42, -75],
[-55, 99, -87, -72, 39, 1, -25, 44, 35, 76, 56, 76, 63, 63, 47, -9, -43, -28, 74, 14, 73, 5, 87, 15, 2, -2, 24, 64, -65, 93, -85, -25, 74, 44, 50, 61, 76, 70, 15, -18, 76, -24, -46, 87, -33, 73, -37, 57, 97, 85, 60, 68, 11, 98, 23, 46, -40, 99, 62, -95, 65, 12, 27, 66, 71, 69, 97, 66, 75, 35],
[-57, -4, 2, -81, 81, 95, 4, 74, 77, 54, 92, 78, -41, 96, 7, 33, 12, 54, 25, 80, 100, 51, 83, 35, 65, -93, 12, -57, 30, 7, 70, 88, -31, 98, -85, 0, 53, 19, 76, 96, 45, 97, 89, 30, 79, 56, 78, 32, 85, 42, 6, 15, 93, 95, 90, -92, 94, 93, -56, 1, 59, 74, 0, 84, -67, 86, 68, 100, 36, -72]]
[[17, 39, 58, 41, 0, 40, 66, 16, 82, 0, 96, 20, 0, 52, -63, 73, 63, 60, 86, 83, 24, 57, 85, 45, -51, 11, 22, 14, 24, 41, 56, 0, -83, 65, 45, 26, 71, 33, 5, 78, -97, -85, 25, -90, 27, 97, 32, -8, 69, 93, 0, -83, 75, 21, -58, 86, 77, 63, 14, 85, 93, 67, 93, 73, 45, 35, 34, 45, -11, 17],
[3, 15, 42, 6, -28, 99, 42, 26, 0, 68, 82, -82, 0, 63, 44, 41, 66, 54, 35, 68, 2, 16, -26, 80, -26, 69, 13, 55, 25, 0, 69, 93, 10, 98, 70, 57, -7, 25, 72, 74, 57, -61, 19, 0, 47, 65, 4, -10, 18, 44, -5, 63, -71, 30, 32, 0, 4, 3, 60, 54, -34, 72, 93, 56, 98, 83, -24, 0, 82, 27],
[59, 69, 89, 6, 92, 56, 49, 24, 6, 80, -41, 7, 82, 18, 1, 2, 51, 22, 42, 88, 86, 92, 69, 0, 75, 55, 53, 0, 90, 59, -72, 36, 19, 1, 25, 66, 0, 51, 66, 24, 59, 73, 0, 26, 61, 0, 20, 57, 58, 97, 88, 69, 2, 4, 36, 37, 49, 58, 8, 48, 95, 65, 0, 22, 42, -12, 95, 54, 25, 28],
[97, 0, 46, -16, 15, 0, 0, 13, 16, 60, 18, -56, -15, 29, 63, 73, 31, 87, 69, 50, 98, 72, 0, 0, 88, 10, 67, 49, 0, 34, 61, 13, 0, 3, 86, 88, 20, 8, 0, -21, 16, 18, 73, 12, 14, 31, 73, 21, 7, 88, 51, 39, -4, 13, 0, 93, 93, 62, 29, 50, 42, 59, 45, 10, 57, 17, -76, 46, 90, 42],
[35, 92, 11, 18, 80, 79, 3, 96, 77, 10, 42, 0, 36, 5, 85, 30, 81, 74, 89, -13, 83, 6, 36, 30, 50, 98, -4, 0, 33, 81, 61, 88, 8, 17, 55, 0, 82, -3, 36, 60, 21, -81, 0, 0, 0, 87, 8, 7, 94, 11, -41, 79, 0, 44, 49, 83, 73, 50, 52, 11, 87, 50, 50, 0, 18, -66, 11, 56, 9, -68],
[74, 36, 28, 40, 56, 43, 92, 77, 8, 0, 17, 86, 47, 17, 44, 59, 23, 31, 72, 0, -50, 58, 13, 85, 90, 7, 9, 34, 7, 53, 18, -81, 0, 64, 94, 59, -15, 60, 43, -38, 99, 38, 62, 79, 4, 51, 71, 85, 78, 26, 82, 74, 14, 46, 42, -14, 63, 86, 22, 22, 18, 91, 25, 72, -79, 74, -20, 71, 81, 0],
[25, 62, 61, 11, 12, 8, 5, 18, 72, 31, 86, -4, 52, 60, 84, -47, -56, 0, 5, 7, 75, 94, -57, 22, 63, -99, 95, -48, 57, 0, 0, 4, 42, 0, 57, -23, 0, 0, 93, 57, 98, 18, 11, 71, 23, 19, 33, 3, 43, 62, 4, 0, 81, 79, 29, 1, 30, 43, 60, 69, 92, 44, 77, 77, 24, -42, 11, 42, 13, 36],
[37, 83, 8, 45, 50, 69, 13, 71, 20, 19, 27, 38, -61, 15, 65, 13, -80, 86, 76, 6, 100, 19, 0, 0, 8, 58, 62, 23, 86, 28, 22, 55, 93, 29, 3, -92, -72, -19, 22, 38, 33, 55, 78, 94, 40, 63, 14, 0, 6, 23, 95, 94, -45, -17, -77, 41, 14, 7, -88, 2, 23, 38, 36, 78, 46, -74, 28, 0, 84, 25],
[5, 98, 0, 4, 75, 27, 10, 87, 86, 71, 86, 54, 100, 66, 95, 71, 95, 38, 0, 41, 36, 65, 37, 0, 30, 14, -74, 73, 24, 53, 55, 80, 87, 24, 86, 65, 20, 89, -72, -23, 3, 59, 90, 9, 0, -40, -43, -19, 94, 6, 0, 90, 65, -28, 14, -44, 59, 83, 0, 72, 97, 50, 88, -36, 90, 25, 76, 84, 30, 31],
[-70, 97, 99, 7, 51, 83, 4, 24, 0, -8, 63, 0, 39, 78, 11, 26, 76, 33, 47, 52, 18, -94, -62, -60, 21, 55, 8, 15, 53, 41, 63, 57, 24, 11, 21, 22, 66, 39, -63, 66, 23, 79, 92, 76, 87, 0, -51, 63, 7, 99, 73, 98, 0, 26, 30, 28, 22, 16, -20, -6, 51, 73, 30, 20, 0, 73, 0, 45, 34, 3],
[-68, 33, 44, 44, 64, 38, 1, 0, 58, 48, 67, -51, 46, 59, 50, 39, 93, 88, 3, 65, 35, 0, 55, 0, -54, 52, 51, 0, -100, 50, 59, 45, 0, 100, 0, 87, 30, 97, 92, 0, 47, 64, 1, 0, 52, 91, 34, 47, 69, 11, 91, 62, 54, 35, 67, 62, 73, 91, 89, -48, 40, 91, 84, 64, 28, 87, 0, 48, 49, 30],
[-45, 31, 49, 93, 27, 76, 89, 38, 3, -76, 75, 0, 70, 44, 0, 73, 0, -73, 34, 28, 49, 81, 40, 83, -16, 9, 80, 61, 87, 51, 50, 3, 51, 47, 86, 38, 38, 0, 77, 10, 50, 91, 45, 96, 16, 86, 76, 48, 84, 90, 63, 4, 1, 24, 87, 59, 99, 71, 78, 79, 92, 40, 98, 11, 65, 48, 63, 24, 73, 40],
