3
90
45
[[-23, 39, 99, 43, 94, -35, 24, 2, -79, 81, -44, 84, 63, 27, 53, 63, 56, 93, 74, 0, 27, 21, 76, 50, -52, 82, 84, 69, 25, -79, 34, -91, -14, 43, 37, 28, 9, 16, -28, 82, 97, 26, -72, -73, 92, 32, 32, 14, 43, 80, -99, 45, 57, 97, 27, 51, 41, 4, 73, 23, 79, 90, 97, 30, 62, 21, 17, 76, 28, 3, 50, 79, -68, -40, 13, -31, -61, 4, 63, 77, 44, -11, 64, 35, -63, 46, -7, 79, 8, 31],
[23, 14, 59, 99, 53, 47, -29, 59, 1, -74, 33, 25, 99, 53, 43, -73, 85, 29, 61, 66, 1, 12, 48, 9, 66, 88, -92, 26, 17, 12, 64, 27, 83, 93, 84, 59, -30, 59, 43, 68, 3, 7, 69, 19, -87, 47, 73, 26, 31, 100, 76, 0, 30, 65, 27, 82, 89, -57, 22, 44, 95, -88, 67, 23, -43, 12, 82, 80, 73, 86, -24, 31, 56, 23, 37, 14, 60, 100, 66, 23, 45, 57, 49, 39, 81, 21, 93, 23, 27, 27],
[14, 97, 69, -1, 18, 59, 60, 91, 52, 30, 55, 91, 4, 97, 60, 96, 66, -52, 89, 71, 72, 71, 45, 40, -10, 30, 22, 93, 34, -42, -87, 69, 46, 14, 65, -58, 15, 67, 75, 58, 78, -90, 9, 27, 94, -63, 39, 86, -78, 20, -14, 22, 76, -38, 97, 15, 9, 75, 30, 62, 88, -71, 5, 12, 16, 14, 96, 3, 26, 21, 87, 97, -37, 13, -27, 17, 75, 87, 62, -94, 31, 81, 57, -3, -51, 5, 56, 31, 74, 13]]
[[80, 93, -78, -75, 8, 0, 77, 2, 40, 0, 57, 34, 32, 49, 58, 55, 29, 13, 40, 28, 96, 83, 12, 79, 20, 16, 63, 28, 26, 94, 51, 27, 83, 100, 75, 87, 63, 48, 49, 37, 22, 45, 1, 78, 48, 10, 20, 77, -25, 25, 4, 0, 66, 68, 29, 78, 15, 42, 31, 0, 57, 47, 58, 3, 69, 10, 29, 0, -52, 85, 0, 0, 0, -5, -78, 51, 55, 97, 0, 44, 80, -20, 0, 60, 73, 35, 36, 0, 52, 75],
[84, 51, 4, -3, -83, 44, 100, 77, 0, 36, 4, 69, 58, 42, -90, 0, 37, 52, 34, 93, 55, 0, 98, -50, 82, 83, 0, 86, 66, 98, 8, -43, 75, 24, 82, 81, 89, 85, 34, 92, 72, 67, 52, 28, 0, 0, 65, 32, 51, -86, 33, 32, 0, 21, 55, 83, 52, 16, -67, -43, 33, 6, 40, 89, 83, 76, 29, 88, 42, -10, 69, 41, 0, 56, 76, 83, 93, 67, 98, 39, 82, 33, 63, -75, -55, 95, 2, 82, 10, 46],
[28, 91, 13, 83, 0, 41, 13, 31, 78, 79, 90, 65, 43, 12, 85, 37, 85, 74, 96, 0, 8, 93, -96, 31, 44, 58, 77, 32, 75, 78, 63, 64, 19, 19, 42, 42, 23, 50, 1, 7, 68, 11, 96, 11, 20, 97, 24, 28, 6, 31, 78, 97, -95, 28, -73, 50, 98, 40, 2, 64, 39, 4, 19, 4, 79, 72, 6, 57, 0, 0, 17, 18, 37, 0, 77, -72, 72, 66, 54, 50, 31, 64, 46, 0, 13, 81, 60, 69, 65, -8],
[1, 0, -28, 74, -78, -47, -69, 72, 73, 66, 66, 14, 45, 3, -13, 100, 96, 0, 69, 52, 11, 26, 0, 54, 79, 80, 12, 91, 71, 7, 44, 69, 65, 63, 33, 94, -39, 31, 28, 69, -91, 51, 93, 46, 76, 38, 0, 7, 11, 27, 4, 46, -62, 39, 0, 0, 86, 32, 75, 26, 0, 89, 50, 11, 33, 6, -100, 7, 4, 0, 0, 55, 12, 18, 9, 10, 76, 59, 15, -10, 4, 99, -75, 67, 76, 49, 64, -77, 80, 11],
[21, 66, 7, 60, 0, 85, 0, 84, 70, 94, -43, 50, 27, 72, -69, 0, 0, 0, -67, 70, 74, 39, 20, 5, 7, 32, 24, 46, 84, 14, 67, 0, 80, 87, 62, 52, 27, 79, 0, 2, 0, 8, 64, 73, 42, 81, 74, 0, -12, 82, 0, 64, 23, 0, 0, 67, 63, 99, 69, -71, 3, -71, 63, 0, 36, 82, 10, 42, 28, 2, 40, 9, 14, 37, 15, 25, 45, 77, 90, 68, 14, 50, 13, 2, 12, -18, 54, 89, 38, 62],
[86, 14, 0, 2, -38, 26, 19, 99, 67, -28, 4, 30, 47, 0, 84, 86, 12, 34, 83, -74, 72, 10, 15, 46, 52, 19, 50, 58, -81, 32, -81, 0, 32, 73, 71, 82, 53, 65, 92, 45, 1, 57, 41, 88, 50, 79, 83, 93, 0, 65, 53, 52, -3, 72, 21, 42, 21, 15, 73, 38, 94, -2, 83, 39, 76, -35, 49, 0, 46, 7, 65, 84, 48, 0, 98, 81, 9, 35, -80, 0, -41, 0, 63, 6, 0, 41, 39, 100, -26, 26],
[63, 0, 44, 98, 0, 5, 7, -3, 0, 60, 88, 92, 27, 76, 34, 9, 72, -79, 97, 46, 83, 98, 42, -83, 86, 59, 48, 3, 80, 1, 0, 9, 1, 0, 92, 0, 38, -59, 5, 15, -20, 94, 34, 6, 70, 63, 81, 76, 48, 7, 68, 0, -96, 43, 30, -9, 86, 31, 1, 50, 68, 46, 0, 0, 90, 69, 6, -68, 11, 51, 16, 59, -83, 75, 88, 47, 58, 0, 4, 77, 18, 93, 83, -85, -87, 58, 69, 25, 56, 50],
