4
50
25
[[49, 20, -96, 5, 6, 71, 28, 1, 83, 78, 42, -39, 56, 43, 98, -97, 49, 34, 93, 21, -35, -66, -96, 38, -42, 12, -5, 57, 31, 22, 90, 75, 49, 92, 48, 41, 5, 6, 12, 97, 60, 70, 84, 8, 28, 43, 57, 56, 25, 48],
[61, -14, 64, -24, 38, 46, -18, 53, 44, 81, 92, 90, 41, 54, 93, 40, 91, 20, 20, -69, 70, 56, 95, 18, 70, -90, 23, -91, 44, 30, 66, 90, 98, 11, 7, 76, 20, 30, 39, 53, 48, 70, 62, 35, 43, 42, 36, 65, 42, 50],
[18, 26, 56, 52, -95, 4, 68, 24, 54, 36, -76, 6, 10, 94, 46, 2, 69, 2, 86, 21, -41, 44, 0, 57, 28, -49, 71, 13, -72, 34, 50, 39, 65, 44, 96, 41, 91, -19, -47, 45, -70, -67, 55, 83, -47, 59, 54, -78, 38, 69],
[31, 89, 96, 13, 8, 30, 56, 41, 10, 96, 42, 67, -49, -87, -45, -77, -7, 9, -17, 38, -19, 31, 32, 49, 98, 6, 99, 34, 62, 39, 31, 4, 76, 14, 36, 51, 20, -46, 56, 96, 48, 93, 76, 96, 76, 56, 99, 32, 74, 33]]
[[2, 0, 81, 18, 79, 0, 25, 31, 20, 6, 18, 89, 24, 2, 17, 45, 18, 99, 27, 7, 11, 88, 87, 0, 6, 74, 90, -82, 27, -48, 0, 80, 9, 9, -14, 41, 91, 14, 87, 95, 6, 28, 57, 55, -43, 60, 90, 38, 36, 6],
[46, 0, 97, 51, 29, 38, 12, 70, 97, 75, 88, 30, 73, 75, -86, 31, 26, 69, 76, 0, -97, 42, 77, -94, 4, 20, 17, 89, 26, 68, 71, 66, 73, 0, 94, 55, 91, 0, 28, 48, 39, 65, 11, 11, 75, 55, 71, 89, 91, 49],
[36, 53, 99, 54, 42, 32, 53, 3, 100, -93, 56, 7, 37, 71, 92, 53, 77, -48, 99, -33, 95, 33, 89, 80, 36, 24, 36, 71, 74, 70, 37, 92, 0, 45, 26, 55, 46, 97, 42, 71, 68, 54, 93, 30, 57, 34, 7, 14, 0, 59],
[-92, 72, 15, 46, 1, 0, 69, 39, 66, 57, 80, 64, -68, 0, 0, 2, 58, -19, 0, 36, 50, 89, 97, 19, 14, 37, 3, 15, 31, 0, 50, 13, 4, 60, 88, 21, 0, 2, -62, 83, 69, 3, -69, -29, 34, -38, 51, 8, -4, 61],
[1, -16, 4, 28, -26, 71, 88, 2, 47, 26, 10, 0, 3, 1, 5, 81, 62, 54, 87, 78, 21, 60, 50, 93, 82, 68, 51, 30, 15, 52, 0, 33, 53, 0, 3, -13, 90, -58, 100, 84, 34, 34, -6, 89, 37, -47, 22, 21, -4, 51],
[38, 26, 22, 45, 0, 38, 22, 49, 0, 37, 91, 95, 61, 99, 37, 21, 70, 15, 4, 69, 49, 86, 48, 44, 10, 5, 20, 78, 39, 51, 10, 11, 29, 75, 61, 81, -32, 4, 0, 48, 31, 84, 48, 8, 23, 79, 94, 9, 78, 47],
[90, 2, 56, -27, 54, 7, 37, 29, 45, 43, 34, 21, 49, 61, 40, 76, 60, 88, 0, 61, 37, 0, 18, 35, 71, 1, 0, -66, 28, 0, -80, 85, 49, 91, -63, 23, 39, 0, 52, 0, 2, 20, 26, 0, 32, 38, 73, 80, 24, 99],
[7, 9, 42, 43, 99, 72, 1, 72, 11, 58, 93, 0, 32, 89, 38, 39, 94, 77, 100, 65, 22, 0, 22, 0, 93, 72, 3, 41, 0, 72, 0, 27, 51, 21, 24, 67, 21, 22, 51, 64, 52, 16, 4, 0, 44, 36, 0, 99, 5, 8],
[32, 61, 44, 76, 42, 50, 0, 0, -74, 10, 1, 82, 69, 35, 0, 85, 0, 79, 85, 5, 30, 14, 48, 83, 70, -95, 55, -69, 41, -31, 12, -41, 70, 81, 76, 83, -35, 76, 0, 59, 29, 83, -78, 39, 29, 28, -51, 63, 5, -40],
[46, 81, 0, 57, 98, 0, -74, 85, 6, 72, 2, 0, 6, 27, 41, 69, -10, 47, 25, 71, 82, 96, 95, 69, 85, 100, 44, -61, 70, 18, -2, 11, 30, 22, 14, 35, 62, 80, 10, 85, 91, 43, 94, 83, 49, 73, 85, 36, 0, 58],
[51, -53, 0, 27, 43, 53, 66, 79, 30, 82, 10, 65, 66, 92, 85, 48, 100, 84, 0, 11, 26, 34, 51, 41, 100, -70, 10, 0, 66, 2, 57, 7, -78, -46, -82, 17, 64, -68, 53, -34, -98, 33, 78, 51, 21, 100, 39, -19, 13, 68],
[84, 39, 64, 38, 31, 69, 73, 76, 0, 0, 0, 66, 0, 0, -76, 66, 34, 69, -85, 47, -39, 0, 29, 80, 40, 61, 0, 74, 7, 51, 43, 19, -89, 41, 61, 79, -44, 18, 68, 75, 100, 26, 0, 99, 3, 99, 81, 44, 85, 29],
[84, 64, 83, 37, 41, 0, 0, 39, 55, 39, -64, 1, 57, 4, 58, 73, 55, 65, 0, 47, 34, 40, 13, 84, 35, 0, 37, 68, 14, 10, 0, 67, 0, 89, 99, 89, 100, 30, 28, 9, -42, 41, 53, 30, 13, 45, 61, 0, 77, 78],
[31, 49, 25, 27, 53, 59, 0, 99, 50, 17, 89, 16, 0, 29, 98, 77, 38, -19, 37, -36, 57, 0, 15, 96, 0, 0, 90, 15, 93, 89, 0, 88, 0, 65, 81, 37, 8, 32, 99, 69, 0, 64, 94, -83, 24, 19, 84, 12, 42, 35],
[6, 1, 0, 33, 75, 54, 59, 0, 0, 26, 78, 28, 3, 0, 14, 70, 17, 3, 100, -64, 35, 49, 0, 37, 91, 26, 0, 4, 14, 68, 27, 7, 50, 62, 46, 55, 36, 3, 5, 22, 67, 6, 60, -52, 8, 0, 35, 4, 47, 93],
[54, 55, 41, 74, 34, 25, -30, 84, 39, 4, 48, -20, 5, 0, 32, -12, -45, 60, 81, 0, 0, 51, 0, 51, 81, 15, 0, 19, 12, 0, 57, 56, 56, 36, 15, 20, 56, 79, 87, 32, 79, 0, 93, 34, 0, 46, 41, -46, 50, -45],
[70, 90, 16, 9, 12, -72, 81, 17, 72, 85, 97, 0, -2, 5, 79, 34, 30, 37, 9, 68, -27, 35, 50, 38, 48, 7, 0, 22, 83, 26, 68, 64, 0, 0, 52, 66, 0, 72, 11, -93, 82, 83, 32, 44, 0, 0, 98, 91, 68, 91],
[48, 65, 0, 6, 35, 0, 42, 73, 60, -83, 45, 60, -70, 100, 27, 49, -34, 44, 9, 38, 27, 84, 31, 55, 58, 39, -95, 11, 58, 0, 84, 43, 54, 36, 48, 23, 53, 25, 8, 76, 39, 37, 53, 51, 92, 82, 48, 67, -39, -15],
[9, 82, 74, -9, 78, 93, 26, 77, 83, 52, 47, 91, 94, 32, 78, 24, 89, -30, 8, 17, 52, -92, 40, 38, 51, 66, 16, 66, -53, 4, 37, 11, 33, 88, 44, -76, 12, 72, 19, -27, 98, 65, 0, 31, 42, 26, 64, 77, 87, 76],
[-22, 96, 83, 42, -24, 0, 75, 34, 47, 10, 92, 54, 89, 44, 89, 0, -12, 51, 88, 52, 34, 44, -99, 37, 43, -2, 93, 85, 22, 0, 96, -91, 93, -55, 96, 29, 13, 69, 0, 65, 46, -47, 39, 78, 94, 39, 94, 94, 35, -65],
[14, 21, 95, 42, 54, 98, 48, 100, 20, 87, 0, 70, 0, -38, -62, 37, 60, 89, 77, 69, 0, 22, 0, 83, 76, 52, 5, 13, 8, 69, 24, -66, 57, 10, 74, 29, 4, 64, 0, 46, 74, 26, 32, 81, 72, -35, 28, 77, 29, 98],
[84, -16, 66, 3, 94, 37, 2, -48, 85, 37, 15, 16, 56, -86, 100, 68, 89, 71, 100, 17, 49, 14, 58, 16, 15, 30, 32, 15, 47, 12, 17, 30, -70, 59, 72, 23, 29, 70, 2, 28, 0, 57, 69, -42, 48, 66, 4, 24, -25, 67],
[43, 15, 65, 57, 70, 82, -61, 76, 83, 88, 96, 74, 4, 17, 48, 21, 51, 62, 0, 0, 0, 89, -37, 41, 71, 71, -33, 97, 14, 52, 54, 43, 99, 27, 94, 53, 0, 42, 0, 38, 76, -67, 9, -14, -51, -58, -5, 79, 72, 71],
