4
30
15
[[41, 94, 7, 40, 29, -27, 42, 43, 87, -11, 12, 81, 31, 36, 9, -94, 62, 28, 51, 4, -43, 23, -44, 75, 48, 57, 14, 2, 47, 76],
[28, -92, -18, 61, 3, 14, 43, 60, -97, 43, 100, -89, 37, 61, -47, 41, -82, 73, 86, 35, -2, 49, 88, 42, -56, -59, 85, 58, 68, 6],
[55, 3, 98, 76, -92, 71, 61, 49, 30, -62, 76, 18, 33, 83, 95, -78, 37, 23, 1, -84, 9, -84, 8, 17, 57, 12, 36, 93, 5, 71],
[64, -51, 18, 35, 71, 29, 39, 49, 11, 86, 23, -100, 27, -73, 68, -67, 91, -67, 55, 28, 20, 4, 2, 7, 20, -19, 90, -99, 75, 50]]
[[73, 0, 82, 92, 80, 45, 3, 51, 87, 36, 76, 91, 53, -70, 35, -15, 73, -84, 36, -74, 0, 72, 33, 20, 47, 0, -82, 52, -76, -83],
[52, 25, 29, 60, 62, 10, 97, 47, 42, 4, 84, 0, -25, 15, 70, 55, -16, 0, 28, 61, 21, 53, 100, 12, 79, 14, 41, 95, 72, 62],
[95, 39, 36, 6, 33, 95, 46, 54, 37, 73, 13, 31, -51, 81, -62, 38, 77, 12, 0, 18, 80, -20, 55, -13, 44, 22, 1, 64, -75, 90],
[42, 13, 0, 24, 97, 17, 50, 11, -97, 53, 86, 80, 51, 95, 84, 11, 26, 75, 32, 74, 39, 4, 87, 0, 90, 0, 36, 19, 0, 70],
[46, 62, 4, 40, 31, 76, -2, 0, 3, -20, 0, 70, 40, -76, 21, -73, 84, 18, 30, 32, 99, 40, 66, 90, 41, 40, 87, -15, 15, 0],
[18, 0, 0, -16, 46, 0, 77, 50, 22, 5, 14, 2, -97, 92, 0, 19, 55, -38, 15, 73, 5, 0, 0, 94, 5, 18, 37, 42, -22, 5],
[18, 58, 36, 7, -26, 79, 86, 87, 90, 46, 100, 60, 17, 56, 65, 2, 74, 26, -82, 16, 15, 67, 91, 41, 37, 3, 61, 14, 23, 40],
[42, 36, -7, 20, 60, 0, 55, 41, 33, 26, 68, 5, 91, 0, -88, 44, 48, 67, 86, 28, -14, 17, 42, 67, 29, 12, 16, 3, 31, 0],
[7, 43, 75, -63, 70, 65, 52, 82, 78, 80, -4, 4, 0, 6, 63, 2, -69, 49, 66, 23, 27, 91, 40, 64, 49, 0, 0, 9, -43, 37],
[100, 77, -81, 54, -67, 0, 60, 16, 19, 22, 88, 94, 25, -96, 24, 46, 41, 75, 53, 99, 76, -15, 46, -16, 55, -55, 76, 42, 42, 83],
[28, 27, 39, 14, 71, 56, 57, 24, 75, 12, 33, 55, 96, 13, 37, 29, 42, 26, 27, 60, 11, 0, 68, -1, 80, 37, 19, 14, 86, 3],
[-20, 70, 10, 1, 34, 34, 75, -89, 8, 59, 73, 0, 0, 31, -53, 5, 4, 28, 7, 68, -27, -34, -56, 16, 20, 93, 18, 96, 29, 34],
[39, 28, 78, -71, 0, 36, 69, -6, 0, 10, 63, 62, 51, 36, 56, 15, 86, 81, 0, 58, 0, -28, 41, 50, 56, 85, 32, 98, 87, 21],
[77, 44, -31, 88, 71, 97, 19, 16, 28, 34, 42, 22, 97, 0, 45, 97, 12, 18, 0, 14, -69, 53, 60, 7, 49, 32, 25, 81, 62, 61],
[97, 96, -88, 0, 62, 35, 11, 22, 57, 44, -39, 88, 50, 32, 0, 93, 68, 79, 98, 77, 53, -42, 13, 67, 3, 26, -45, -5, 50, 74]]
[404, 915, 383, 712, 733, 255, 1057, 454, 607, 674, 371, 429, 328, 476, 689]
