4
50
25
[[37, 23, 16, 17, 43, 24, -81, 77, 28, 68, 11, 42, -95, 88, -9, 16, 43, 81, 69, -75, 8, 6, 73, -16, 96, 24, 23, 89, 79, 22, 85, 99, 79, 88, 78, 59, -38, 12, 48, -64, 50, 50, 27, 3, 14, 76, -36, 27, 55, 90],
[28, 17, -86, 26, 27, 5, 24, 50, 94, 58, 79, 7, 9, 86, 51, 96, 25, 71, 42, -98, 60, 46, -36, -64, 49, -34, 28, 71, 9, 1, 32, -61, 9, 98, 7, 21, 9, 52, 63, -69, 83, -61, 72, 48, -34, 43, -54, -44, 93, 7],
[55, 68, 97, 37, 7, 71, -33, 0, 20, 21, -2, 85, 47, 100, 95, 40, 36, 13, 27, 92, 19, 24, -28, 26, -26, 79, 11, 17, 4, 98, -76, 48, 45, 94, 11, -94, 48, 17, 57, 13, 91, -97, 56, 60, 37, 59, 95, 22, 67, 12],
[0, 9, 50, 69, 71, -63, 75, 63, 61, 91, -21, 59, 55, -86, 96, 0, -55, 44, -63, 1, 95, 69, 80, 0, 55, -62, 40, -92, -22, 17, 50, 71, -71, 91, 27, -26, 32, 92, 77, -48, 83, -35, 89, 18, 98, 42, 54, 42, -73, 50]]
[[75, 23, 32, 31, 40, 25, 89, 34, 86, 0, 89, 91, 27, 99, 50, 94, 40, 17, 1, 13, 88, 81, 80, 77, 26, 12, 0, 2, 100, 54, 28, 0, 22, 7, 41, -14, 63, 44, 18, 83, 2, -14, 0, 60, 0, 59, 29, -81, 39, 7],
[47, 67, 14, 43, 59, 40, 67, 39, 68, 93, 58, 72, 5, 0, 46, 42, 72, 93, 7, 13, 92, 3, 45, 83, 16, 18, 39, -70, 7, 94, 76, 79, 28, 18, 5, 98, 9, 40, 49, 78, 3, 23, 98, 38, -98, 56, 67, 26, 5, 29],
[26, -17, 44, 74, 16, 68, 0, 8, -88, 11, 0, 67, 43, -81, 6, 66, 0, 91, 0, 16, 59, 27, 27, 85, 2, 99, 3, 0, 70, -37, 29, -26, 66, 30, 8, 73, 11, 97, 88, 69, 91, 72, 63, 59, 95, 2, 23, 15, 66, 45],
[17, 6, 39, 65, 59, 20, 0, -44, 95, 0, 0, 37, 0, 0, 91, 47, 72, 30, 8, 73, 12, 49, 23, 60, 96, 0, 90, 37, 67, 92, 42, 0, 98, 64, 57, 99, 56, -8, -51, 0, 10, 86, 79, 56, 0, 23, 46, 7, 21, -47],
[10, 30, 9, 32, 0, 47, -2, -12, 81, 81, 19, -40, 51, 29, 72, 54, -10, -68, 17, 62, 62, -67, 10, 85, 87, 85, -33, 70, 0, 0, 89, 79, 87, 51, 0, 68, 61, 52, 31, 0, 54, 67, 61, 45, 98, 0, 11, 0, 95, 79],
[29, 58, 89, 0, 41, 25, 63, 48, 17, -19, 38, 75, 89, 20, 75, 64, 27, 92, 52, -84, 96, 44, 19, 89, 100, 98, 49, 21, 58, 20, 38, 67, 45, 88, 68, -13, 46, 23, 22, 0, -80, 98, 30, 79, 28, 0, 60, 68, 21, 0],
[-92, 12, 16, 26, 22, 49, 68, 20, 59, 4, 17, 10, 78, 3, 90, 6, 38, 0, 53, 19, 97, 40, 0, 69, 58, 29, 53, 82, 23, 40, 58, 12, 27, 81, 2, 39, 53, -69, 36, -89, 29, 54, 86, 43, -6, 33, 11, 15, 93, 58],
[97, 5, -82, 37, 0, 30, 29, 29, 0, 0, 22, 0, 55, 64, 78, -10, 59, 26, 73, 55, 7, 11, 21, 24, -14, 20, 59, 10, 0, 73, 0, 74, -56, 87, 88, 100, 51, -67, 2, 21, 56, -39, 65, 0, -26, 99, 43, 22, 16, 30],
[90, 83, 93, 0, -7, 22, 0, 29, 99, 100, -33, 3, 0, 74, 18, 91, 75, 37, 14, 53, 78, 98, 65, 27, 21, 44, 89, 28, -51, -60, 91, 15, 62, 25, 28, 5, -78, -97, 25, 31, 51, 71, 50, 43, 100, 67, 14, 54, 32, 51],
[55, 78, 68, 82, 96, 48, 98, 21, 28, 0, 11, 85, 66, 100, 18, 58, 5, 51, 89, 0, 86, 0, 34, 70, 0, -36, 21, 58, -56, 71, 82, 1, 26, 36, 23, 36, 43, 48, 0, 29, 74, 49, 50, -22, 53, 26, 41, 37, 21, -93],
[7, -32, 25, 0, 79, 46, 75, 74, 2, 79, 12, -10, 100, 25, 0, 33, 66, 90, 87, 0, 50, 95, 46, 89, 0, 91, 72, 82, 36, 76, 59, 98, 82, 29, 97, 0, 47, 78, 60, 10, 41, -61, 0, 86, 51, 26, 84, 20, 75, -57],
[41, 0, 87, 35, 43, 39, 98, 31, -86, 0, -36, 27, 20, 0, -100, 11, 88, 84, -62, 88, 99, 30, 22, 78, 36, 69, 57, -38, 25, 56, 58, 69, 49, 50, 23, 60, 68, 58, 17, 42, 27, 0, 84, 0, 31, 25, 66, 52, 27, 87],
[9, 0, 31, 36, 71, 24, 0, -50, 93, 39, 64, 70, 44, 2, 78, -36, 89, 68, 4, 70, 21, 15, 26, 56, 0, 94, 63, 32, 0, 0, 15, 61, 0, 15, -70, 39, 32, -75, 29, 85, 6, 73, -67, 67, -35, 21, 94, 0, -91, 24],
[-94, 36, 59, 90, 1, 42, -86, 0, -53, 77, 15, 74, 50, 72, 60, 73, 2, 97, 83, 30, 59, -88, 19, 74, 75, 20, 7, 52, 81, 16, 19, 2, 11, 61, 57, 64, 0, 76, 12, -49, 77, -3, 9, 18, 71, 81, 0, 68, 0, 79],
[72, 31, 83, 12, 36, 0, 0, 0, 16, 0, 25, -29, 72, 0, 84, 37, 52, 0, -8, 77, 24, 46, 21, 47, 96, 50, -10, 8, 63, 75, 63, 69, 98, 68, 72, 13, 4, 29, 40, 59, 12, -59, -19, 65, 28, 76, 85, 49, 28, 0],
