4
60
30
[[-77, 97, 15, -32, 73, 56, 90, 8, 74, 97, 5, 86, 22, 14, 59, 34, -89, 33, 13, 66, -31, 44, 90, 70, 30, 21, 24, 55, 35, 96, -59, 76, 60, 80, 10, 60, 68, 38, 57, 19, -27, 23, -54, 44, -54, 76, -32, 41, 61, 2, 66, 51, 68, -10, 96, 11, 50, 67, -88, 79],
[51, 47, 7, -51, 7, 39, 15, -93, -22, -93, 7, 44, 53, 54, 23, 23, 89, 95, -43, 64, 96, 39, 94, 94, 44, 46, 19, -93, 0, 37, 96, 98, -70, -21, -64, 54, 47, -58, 40, 11, -64, 34, 47, 27, 3, 72, -76, 84, 62, 44, -94, -71, 91, 94, 8, 14, 62, 100, 90, 58],
[-11, 94, 100, 69, 39, 60, 10, -1, 63, -68, 97, 14, 95, 69, -61, 79, 57, 43, 48, 18, -76, 33, 69, 37, 24, 1, 15, 81, 30, 94, 77, 99, 44, 90, -46, 79, 87, 15, 44, 87, 21, -11, 3, 45, 19, 3, -89, 28, 45, 46, -74, 79, 37, -33, -54, 48, 42, 2, 6, 80],
[88, -79, -15, 54, 69, 29, -75, 7, 2, 42, 29, -85, 28, 17, 66, -40, 80, -48, 33, 95, 7, 96, 31, 95, 78, 82, 28, -24, 14, -10, -10, 35, 34, -66, 94, 68, 52, 33, -34, 16, 66, -51, -5, 49, 20, 91, 92, 81, 13, 92, 43, 7, -77, 78, -31, -67, 93, -72, -92, 98]]
[[83, 0, 92, 80, 74, 75, 23, 0, 28, 18, 2, 56, 14, 86, 76, 8, 48, 90, -19, 88, 49, 23, 0, 38, 3, 91, 30, 7, 52, 84, 46, 44, 8, 13, 0, 0, 3, 37, 88, 30, 26, 53, 0, 83, 91, 7, 64, 6, 87, 32, 41, 37, 50, -36, -12, 0, 13, 67, 58, 48],
[28, 0, -9, 6, 0, 34, 70, 94, -98, 7, 48, 84, 8, 48, 83, 20, 38, 13, 39, 44, 23, 2, 51, 98, 38, -81, 100, -35, -73, 0, 10, 0, 4, 47, 0, 86, 30, 13, -60, -43, 2, -28, -71, 5, 23, 0, 36, 70, 89, 95, 90, 20, 10, 93, 0, 97, 36, 83, -97, 0],
[-56, 19, -78, -27, 97, 63, 36, 51, 0, 10, -34, -97, 45, -79, 5, 17, 0, 3, 82, 39, 93, 3, 66, 98, 0, 49, 62, 0, 65, 81, 76, 71, -51, 86, 14, 77, 23, 87, 25, 63, 69, 0, 96, 86, 43, 12, -86, 80, 94, 8, 76, 23, 98, 14, 18, 86, 36, -91, 79, 62],
[73, 49, 0, -30, 0, 79, 47, 81, 51, 87, 90, 58, 89, 39, 0, 33, 59, 53, 15, 98, 82, 64, 15, 0, 88, 93, 39, 28, 12, 0, 50, 93, 14, 50, 40, 37, 51, 0, -87, 20, 78, -4, 81, 54, -69, 23, 16, 80, 70, 48, 72, 0, 9, 90, 0, 48, 6, 39, -4, 0],
[27, 15, 56, 5, 29, 68, 9, 89, 47, 70, 27, 0, 33, 33, 39, 72, 78, 3, 97, 31, 61, -1, 13, 25, 86, 64, 3, 39, 24, 70, 23, 50, 83, 26, 86, 13, 60, 0, 73, 8, 36, 29, 87, -81, 33, 91, 14, 45, 0, 0, 38, 83, 7, 54, 0, 0, 69, 0, 4, -80],
[30, -90, 96, -44, -66, -80, 98, 44, 53, 9, -33, 32, 40, 40, 45, 33, 29, 37, 45, 33, 93, 28, 12, 70, 21, 70, 99, -76, 26, 81, 89, 0, 18, 80, 1, 74, 65, 7, 39, 25, -2, -28, 1, 11, 100, 19, 64, 12, 88, 22, 63, 67, 22, 82, 52, -38, 9, 37, -91, 47],
[65, 86, 90, 84, 88, 43, 38, 5, 0, 65, 58, 13, 63, 74, 96, 81, 0, 59, -19, 69, 28, 36, 40, 40, 86, 9, 49, 62, 0, 10, 72, -93, 23, 11, 75, 95, 86, 76, 90, 96, 35, 44, 35, 45, 79, 37, 60, 2, 38, 0, -88, 3, 57, 27, 0, 76, -24, 0, 20, 29],
[78, 93, 0, 53, 29, 96, 44, -89, 60, 99, 80, 62, 18, 81, 66, -65, -14, 0, 1, 50, 70, 55, 0, 63, 75, 90, 8, 14, 56, 41, 68, -55, -90, 17, -68, 57, 27, 46, 70, -42, 29, 16, 18, 5, 61, 9, 52, 32, 87, 69, 0, -76, -68, 55, 35, 28, 91, 94, 93, 32],
[77, 13, 29, 89, 0, 58, 100, 43, 48, 1, 61, 61, 5, 78, 78, -38, 85, 73, 0, 17, -19, -42, 0, -60, 41, 56, 71, 0, 31, 75, 45, 62, 35, 38, 95, 39, 0, 20, 10, 31, 92, 38, 13, -38, 39, 57, 74, 84, 63, -37, 1, 0, 13, 93, 73, 65, 19, 61, 49, 29],
[-43, 30, 17, 0, 80, 0, 15, 0, 88, 98, 67, 8, 93, 68, 92, 0, 21, 28, 36, 10, 70, 33, 89, 9, 35, 21, 0, -10, 40, 48, -64, 24, 61, 85, 7, 49, 11, 0, 100, -63, -75, 49, 87, 37, -5, 0, 3, 97, 14, 97, 95, -60, 61, 59, 51, 90, 87, 6, 48, 69],
[89, 0, 46, -17, 66, 58, 83, 4, 49, 95, 23, 57, -55, 42, 23, 0, 80, 63, 45, 22, -63, -39, 84, 1, 8, 22, -16, -38, 51, 36, 47, 94, 46, 64, 29, 95, 86, 64, 16, 96, 27, 0, 12, 93, -29, 0, 16, 87, -11, 65, 24, 38, 0, 23, 24, 90, 87, 0, 0, -58],
[35, 97, 72, 0, 0, 20, -9, 56, 0, 93, 37, 0, -41, -4, 94, -38, 52, 22, 20, 0, 91, 50, 49, 40, 8, 10, 88, 15, 6, 91, 15, 16, 0, 4, 36, 50, 14, 22, 28, 3, 81, 70, 45, 0, 39, 16, 75, 29, 42, 94, 15, 0, 87, 3, -9, 82, 90, 52, 43, 76],
[97, 63, 83, 61, 71, 97, 71, 71, 23, 92, 60, 42, 38, -37, 76, -34, 53, 44, 21, -42, 59, 76, 76, 29, 26, 51, 7, 7, 93, 76, 70, 41, 73, 58, 88, 0, 47, 60, 47, -97, 32, 96, 0, 88, 73, 93, 49, 91, 85, 73, 57, 57, 7, 1, 73, -16, 0, 8, 0, 37],
[10, 71, 28, 49, 0, 0, 0, 59, 50, 0, -44, 10, 15, 0, 32, 31, 12, 44, 77, 61, 51, 83, 11, 57, 62, -17, 64, 80, -62, 25, 52, 14, 22, 54, 81, 0, 31, -87, 19, -46, 70, 71, 25, 20, 33, 0, 3, 5, 0, 27, 85, 54, 57, 7, 83, 79, 13, 99, 88, 78],
[11, 100, 0, 5, 21, 3, -45, 3, 0, 10, 23, 62, 48, -43, 97, 8, -70, 0, 30, 17, 60, 66, 42, 18, 34, 55, 0, 89, 40, 87, 67, 79, 88, -8, 0, 24, 73, 69, 46, -42, 55, 21, -92, -3, 40, 73, 1, 15, 45, 68, 62, 91, 75, 71, 0, 30, 24, 4, 29, -71],
[64, 81, 44, 40, 19, -54, 99, 13, 96, 93, 14, 87, 80, 0, 84, 78, 11, 7, 8, -86, 20, 42, 21, 13, 74, 88, 10, 24, 43, 6, 90, 52, -53, 76, 61, 52, 12, 80, 72, 27, 89, 0, 98, 6, 20, 47, 38, 97, 78, 13, 16, -17, 14, 76, 49, 74, 57, 76, 65, 95],
[41, 67, 25, -53, 17, 95, 0, 91, 41, 78, 35, 83, 39, 46, -60, 86, 81, 0, 51, 40, 17, 77, 0, 41, -95, 68, 71, -67, 94, 12, 75, 79, 21, 74, 9, 0, 6, 52, 39, 23, 31, -93, 0, 11, 27, -81, 43, 90, 54, 0, 27, 87, 65, 65, 0, 3, 97, 72, -51, 74],
[1, 53, 6, 29, 100, 6, 8, 64, 85, 88, 31, 56, 1, 24, 30, 20, 47, 70, 19, 79, 0, 85, 46, 8, 0, 35, -81, 34, 39, 32, 21, 45, 92, 13, 44, 60, 49, 7, 45, 100, 45, 67, 100, -61, 35, 1, 33, 97, 37, -15, 40, 4, 44, -20, 94, 50, 14, 0, -87, 0],
[51, 0, 7, 100, -31, 12, 17, 100, 0, 44, 21, 23, 80, 14, 63, 11, -20, 18, 68, 33, 33, 82, 86, 87, -28, 35, 61, 93, 18, -66, 34, 85, 0, -99, 75, 80, 97, 28, 34, 70, 33, 73, 60, 18, 48, 34, 58, 12, 86, 0, 0, 79, 6, 47, 59, 94, 19, 28, 52, 21],
[68, 19, 51, 7, 83, 40, 99, 49, 85, 32, 75, 83, -14, 53, 95, 58, 16, 57, 74, 89, 84, 99, 67, 56, 29, 16, -54, 4, 72, 6, 78, 28, 40, 60, 0, 48, 32, 67, 0, 14, 93, 56, -55, -94, 36, 5, 45, 4, 76, 57, 57, -18, 36, 91, 1, -83, 48, 2, 76, -59],
[47, 31, 55, -96, 60, 55, 22, 99, 70, 82, 65, 22, 77, 0, 0, 56, 71, -28, -71, 4, 26, 74, 27, 59, 76, 72, 2, 32, 73, -64, 92, 7, 93, 64, 8, 57, 31, 13, 25, 82, 99, 56, -12, 24, 95, 47, 52, 49, 33, 0, 41, 24, 9, 86, 78, 47, 55, 33, 89, 0],
[14, 97, 89, 49, 83, 100, 39, 96, 76, 13, 38, 31, 59, 48, 83, 98, 64, 97, 45, 86, 4, 51, 8, 90, 29, -64, 61, 60, 0, 7, 13, 65, -4, 5, 5, 34, 53, 0, 95, 30, 10, 87, 25, 14, 67, 91, 56, 99, 20, 68, 63, 0, -6, 19, 65, 8, 54, 35, -10, 14],
