3
60
30
[[69, 77, 16, 63, 81, 12, 68, 70, 50, -94, 74, 25, 79, 89, 57, 97, 59, 52, 22, 25, 78, 23, 62, -88, 79, 38, 57, 14, 75, 55, 50, 58, 25, 86, 24, 50, 48, 47, 66, 22, 79, 98, 25, 72, 15, 32, 79, -26, 0, 51, 71, 27, 75, 29, 34, 86, 12, -51, 95, 37],
[47, 75, 60, 30, 9, -16, 83, 99, 87, 99, 79, -66, -33, -73, 4, 73, 34, 78, -3, 54, 90, 87, 51, -71, 12, 59, -87, -20, -23, 43, -27, 35, 64, 2, 21, 68, 96, 83, 38, 85, 41, 41, 37, 35, 30, 98, 95, 12, 46, 19, 72, -23, 41, 14, 72, -70, 43, 67, -8, 97],
[80, -73, 27, 33, 55, 40, 39, 94, -23, 60, 7, -38, 61, 32, 31, 77, 23, 85, 45, 24, -30, 25, 83, 91, 27, 10, 40, 87, 2, 55, 48, 43, 37, 22, -54, 81, 11, 27, -75, 55, 68, 88, 38, 10, 94, 73, 98, 13, 45, 16, -18, -92, -97, 88, 54, 82, 6, 30, 45, 85]]
[[94, 20, 27, -40, 70, 91, 47, 95, 46, -87, 66, 70, 62, 15, 0, 30, 92, 99, 100, -53, 74, 72, 38, 56, 98, 95, 28, 60, 88, 1, -4, 84, 3, 76, -14, 84, 15, 22, 7, 34, -61, 94, 54, 54, 52, 47, 85, 36, 13, 0, 99, 73, 49, 80, -67, 35, 97, 32, 15, 18],
[72, -18, 33, 0, 46, 32, 64, -98, 0, 83, 0, 39, 2, 9, 99, 16, 0, 51, 82, 43, 0, 86, 81, 0, -57, 7, 51, 69, 0, 16, 0, 25, 62, 64, 28, 0, 10, 9, 99, 85, 11, 23, 96, 81, 48, 13, 11, 88, 37, 23, 0, 37, 73, 89, 83, 82, 92, 86, 67, 3],
[0, 63, 10, 63, 74, 90, 63, 68, 12, 32, 38, 0, 30, 42, 50, -46, 17, 63, 62, -46, 74, 20, 15, 30, 57, 82, 24, 7, 78, 5, 53, 27, 11, 61, 89, 0, -38, 21, 83, 55, 23, 13, 65, -20, 0, 29, 11, 81, 51, 26, 0, 14, 65, 93, 2, 52, 6, 98, 0, 62],
[79, -43, -82, 81, 90, 80, 35, 25, 71, 0, 73, 37, 98, 0, 17, 88, 88, 50, 67, 84, 24, 19, -29, 98, 54, 15, 40, -26, 4, 94, 0, 82, 31, 11, 15, 59, 3, 81, -98, 4, 88, 14, 11, 0, 79, 85, 43, 55, -42, -86, 17, 92, 97, 59, -76, 6, 80, 37, -13, 5],
[89, 22, 0, 25, 96, 8, 0, 100, 29, 49, 46, 38, 22, 0, -74, -39, 68, 21, -39, 1, 11, 26, 0, -43, 0, 87, 47, 0, 89, 53, -31, 37, 20, 39, 88, 22, 47, -66, 34, 52, 70, 78, -4, 92, 51, 95, 0, -70, 23, 30, 86, 5, -78, 0, 66, 96, 0, 66, 14, 63],
[48, 11, 80, 0, 71, 70, 18, 76, 65, 35, -36, 4, 18, 49, 44, 0, 9, 100, 0, -21, 73, 67, 49, 98, 7, 23, 70, 22, 69, 44, 0, 87, 11, 87, 0, 0, 90, 59, 12, -13, 99, 0, -40, 44, 22, 4, 4, 7, 34, 84, 20, 43, -18, 65, 100, 9, 64, 98, 56, 54],
[-43, 10, -27, 38, -35, 28, 9, 43, 99, 96, 73, 28, 89, 49, 5, 36, 94, 67, 27, -26, 71, -48, 37, 76, 58, 99, 63, 24, 77, 82, 98, 0, 91, 11, 88, 0, 81, 35, 66, 27, 5, 13, -86, 29, 28, -91, -13, -76, 98, 42, 73, 88, 42, 85, -9, 0, 96, 61, 11, 28],
[34, 72, 66, 52, 81, 19, 49, -95, 27, 96, 0, -58, 0, 3, 0, -62, 57, -27, 0, 95, 69, 45, 39, 2, 68, -24, 97, 13, 16, 95, 0, 3, 79, 59, 75, 48, 100, 100, 33, 51, 0, 58, 25, 69, 52, 63, 2, -51, 79, -84, 83, 79, 46, 38, 5, 45, 29, -81, 56, 89],
[51, 74, 3, 30, 0, 62, 95, 32, 12, 35, 0, 79, 96, 59, 36, 37, 19, 96, 38, 24, 10, 29, -36, 35, -21, -61, 71, 0, 67, 93, 0, 41, 76, 37, 52, 71, 42, 46, 83, 0, 18, 0, 0, 55, 0, 73, 59, 38, 4, 23, 37, 52, 34, 63, 1, -56, 19, 1, 99, 89],
[0, 55, 32, 45, 71, 15, -74, 96, 88, 36, 68, 72, 62, 20, 94, -31, -31, 79, -83, 36, 90, 96, 0, 0, 77, -51, 0, 17, 63, -47, 23, 0, 31, 36, -92, 0, -75, 36, 0, 86, -57, -1, 0, -52, 95, 23, 68, 92, 90, 21, 56, 82, 21, -92, 21, 43, 79, 30, 48, 29],
