4
30
15
[[38, 25, 9, 36, 38, -20, 72, 57, -36, 52, -69, 72, -9, 13, 61, 24, -37, 50, 17, -81, 72, -39, 36, 28, 61, 84, -88, 82, 0, -91],
[12, 59, 83, 50, 96, 56, 69, 12, 36, 4, -80, -11, 44, 37, 67, 4, 81, 56, 73, 64, 75, 37, 36, 47, 90, 69, 40, 43, -70, -73],
[-73, 77, 96, 72, 37, 38, 54, 54, -76, 63, 53, 25, -10, 77, 49, 18, 36, -16, 26, 0, 91, 76, 14, 35, 31, -46, -71, 77, 48, 40],
[-43, 73, -48, 25, 12, 42, 65, 48, 47, -82, 81, 62, 52, 30, -9, 97, 28, 41, -75, 60, 93, 42, 19, -64, 74, 44, 27, 65, 44, -21]]
[[35, 17, -45, 26, 10, 92, 0, 50, 45, 24, 87, 34, 42, 67, 85, 84, 7, -34, 0, 42, 94, 4, 68, 36, 12, 51, 82, 0, 14, 51],
[35, 8, 60, 0, 73, 92, 0, 43, 0, 11, 93, 93, 89, 70, -96, 70, 64, 90, 0, -27, 16, 48, 16, 67, 74, 69, 18, -53, -7, 75],
[58, 89, 65, 37, 51, 0, 75, 76, 19, 48, 68, 0, 85, 95, 15, 65, 0, 23, 47, 53, 81, 0, 93, 49, 75, 72, 0, 64, 2, 0],
[6, 38, 24, 89, 42, 90, 58, 11, 64, -20, 0, 20, 2, -49, 7, 54, 69, 0, 99, 21, 82, 21, 55, 43, 11, -25, 22, 12, -40, 0],
[24, 99, 92, 0, 0, 47, 78, 1, 100, 77, 21, 47, 79, 55, 78, 0, -63, 30, 59, 53, 1, 16, 21, 41, 0, 96, 84, 0, 30, 0],
[66, 76, 57, 0, 87, 100, 28, 69, 85, -10, 49, -31, 4, 60, 83, 47, 36, 56, 0, 69, 41, 56, -31, 77, 9, 31, 34, 6, 44, 37],
[7, 22, 74, 58, 46, 0, 89, 77, 93, 99, -62, 36, 70, 50, 0, 86, 40, 19, 34, 38, 21, 5, 72, 65, 65, 0, 65, 57, -72, 42],
[40, 81, 56, 40, 92, 81, 0, 85, -69, 65, 23, 89, 39, 88, 71, 45, -32, -11, 64, 87, 81, 33, 24, 0, 55, 58, 0, 41, -16, 49],
[19, -10, 70, 17, 0, 6, -86, 68, 79, 65, 47, 29, 37, 66, 49, 0, 96, 94, 60, 85, 81, 81, 61, 53, -56, 72, 0, 12, 54, 14],
[63, 61, 66, 44, 18, 1, 76, 84, 48, 44, 81, 0, -29, 53, 74, 45, 30, 3, 44, 31, 75, 70, 35, 57, 99, 15, 74, 100, 57, 70],
[0, 0, 48, 75, 36, 65, -94, 74, 60, 37, 23, 45, 0, -26, 0, 31, 19, 83, 34, 25, -36, 40, 64, 54, 26, 0, 63, 85, 87, 96],
[0, 92, 62, 58, 87, 18, 52, 34, 41, 34, 6, 39, 88, 60, 21, 35, 99, 7, 79, 55, 52, 59, -51, 84, 72, 0, 77, 7, 51, 4],
[60, 82, 85, 19, 51, 28, -56, 6, 78, 84, 7, 25, 58, 20, 73, 37, 2, 0, 86, -93, 56, 76, 24, 64, 0, 54, -13, 53, 0, 10],
[97, 92, 85, 52, 79, 81, 13, 3, 85, 35, -98, 3, 47, 2, 65, 24, 36, 0, 20, -54, 88, -27, 0, 0, 18, 19, 19, 83, -77, 53],
[29, 56, 6, 68, 11, 47, -37, 78, 64, 0, 49, 77, 52, 73, 32, 55, -47, 61, -98, 74, -39, 49, 14, 43, 61, 87, -15, 77, 22, 13]]
[888, 116, 994, 529, 749, 436, 949, 936, 305, 521, 654, 392, 807, 685, 556]
