4
60
30
[[65, 35, 91, 98, 60, 9, 58, 12, 8, 75, 52, 40, -53, 71, 52, 24, 3, 65, -99, 2, 7, 26, 54, 89, 9, 72, 22, 48, 27, 92, 59, 96, 75, 55, 23, 38, 70, 97, 2, -14, 49, 73, 71, 41, -61, 78, -51, 60, 34, 0, 73, 88, 2, -34, 70, 16, 11, -10, -90, 80],
[64, 48, 31, 37, 24, 21, -24, 40, 94, 84, 59, 82, 90, 52, -97, 50, 89, -19, 6, 85, 57, 28, 15, 12, 74, -29, 97, 2, -75, 86, 86, 97, 33, 94, 97, 71, 85, -14, -33, -93, 95, 74, -68, 78, 29, 87, 99, -12, 62, -28, 61, 11, 43, -56, 97, 52, -70, 82, 1, 21],
[22, 45, 92, 54, 16, 12, 71, 23, 21, 25, 19, 8, 2, -88, 50, 34, 42, 95, 12, 88, 75, -94, 24, 60, 97, -37, 62, 66, 62, 68, 12, 85, 80, 88, -73, 21, 75, 48, -44, 44, 93, 68, 80, 18, 11, -47, 88, 78, 17, 60, 40, -54, 7, -87, 2, 15, -35, -50, 17, 87],
[55, 53, 79, 9, -5, 40, 49, -50, 82, 20, -77, 80, -81, 34, 100, 66, 62, 97, 49, 37, 76, 81, 64, 82, 97, 30, 37, 8, 40, 94, 64, 94, 79, -35, 97, 73, 80, 98, 86, 90, -20, 2, 30, 75, 54, 10, 29, 42, 96, 36, -91, 65, -38, 32, 40, 32, 42, 38, 46, 42]]
[[-83, 83, 43, 81, 33, 56, 37, 35, 30, -76, 81, 69, 59, 67, 0, 0, 13, 72, 23, 0, 4, 70, 17, 85, -73, 38, 83, 10, 96, 34, 15, 43, 59, 11, 100, 91, -15, 51, -48, 11, 94, 10, 75, 0, 70, 84, 81, 38, 0, 15, 42, 0, 32, 0, 92, 44, 3, 25, 2, 71],
[21, 19, -59, 33, 20, 0, 50, 8, -8, 44, 91, 30, 41, 90, 88, 18, 81, 58, 6, 18, 77, 79, 98, 29, 10, 76, -41, -7, -42, 43, 43, 86, 24, 8, 1, 14, 62, 2, 77, 51, 4, 87, 31, 63, 63, -65, -36, 29, 65, 18, 62, 41, 23, 83, 73, 86, 59, 39, 53, -22],
[-87, 0, 35, 61, 84, 63, 10, -32, 46, 32, 0, 18, 43, 33, 42, 10, 41, 76, 0, 24, 56, -50, 0, 61, 21, 67, 24, 55, 80, 30, 0, 72, 38, 88, 3, 17, 73, 33, 91, 84, 0, -25, 76, 64, 40, 28, 55, 41, -9, 89, 70, 69, 61, 28, 31, 0, 43, 0, 21, 43],
[82, 51, 80, -10, 97, 69, 28, 17, 18, 51, -12, 69, 81, 0, 74, 35, 36, 47, 41, 77, 49, 90, 63, 14, 63, 38, 60, -68, 81, 42, 99, 50, 37, 21, 48, 98, 33, 92, 33, -19, 77, 0, 36, 0, 27, 36, 53, 44, -32, 99, 57, 86, 42, 0, 34, 0, 39, 68, 0, 0],
[31, 0, 30, 46, 87, 85, 70, 44, 29, 81, 48, 4, 94, 55, 58, 88, -4, -14, 57, 8, 21, 99, 75, 17, -28, 74, 0, 0, 80, 0, 35, 78, -39, 97, 74, 23, -71, 27, 65, 0, 7, 99, 31, 99, 50, 62, 13, 48, 0, 35, -39, -68, 13, 50, 83, 0, 78, 89, 1, 0],
[69, 78, 68, 66, 0, -39, 14, 58, 8, 8, 10, 72, 68, 54, 93, 93, 42, 69, 59, 38, 64, 24, 23, 23, 53, 88, 20, 28, 51, 31, 56, 34, 14, -32, 63, -55, 5, 3, 51, 57, -45, 66, 3, 63, 76, 95, 17, 28, 32, 2, 2, 19, -85, 33, 47, 69, -68, 79, 29, 88],
