3
60
30
[[76, -7, 36, -90, 34, 40, 71, 24, 77, -9, 97, 67, 24, 96, 2, 80, 5, 53, 68, 18, 22, 78, -73, 45, 97, 58, -99, 97, 90, -22, -96, 72, 31, 51, -13, 0, 28, 2, 81, 60, 84, 72, -58, 10, 61, -76, 47, -25, 19, 77, 96, 16, 56, 80, 66, 15, 57, -67, -44, 31],
[32, 83, 51, 57, 85, 78, -89, -96, 12, -95, 24, 26, -92, 81, 3, 83, 69, 14, 23, 91, 6, 90, 62, -15, 78, -49, 11, 83, 37, 85, 77, 76, 33, -36, 63, 65, 23, 87, -53, 59, 63, 27, 89, 95, 75, 66, 47, 97, 33, 36, -84, 65, 56, 26, 24, -71, -4, 62, -33, 10],
[37, 94, -82, -37, 52, 49, 1, 9, 66, 62, -80, -23, 48, 1, 97, 58, 88, 17, 41, -41, -19, 62, -79, 41, -94, 77, 94, 44, 94, 56, -43, 24, 65, 52, 21, 100, 18, 86, 33, 27, 29, 67, 59, 64, 57, 44, 34, 59, -92, 5, 21, 32, 67, 81, -56, 39, 12, 97, 18, 24]]
[[21, 11, 65, 88, 41, 27, 0, 95, 11, 98, 0, 90, 58, 65, 7, 2, 71, 15, 10, 32, 36, 80, 91, 57, 68, 66, 64, 49, 34, 0, 40, 84, 29, -65, -86, 0, 12, 14, 13, -52, 72, 0, -64, 65, 42, 26, 68, 13, 87, 57, 51, 38, 84, 5, 100, -78, 80, 70, 0, 34],
[19, 26, 99, 37, 79, 8, 65, 21, 34, 23, 34, 2, 0, 71, 13, -64, 24, 10, -31, 47, 26, 63, 5, -25, 41, -26, 36, 0, 49, -55, 14, 15, 75, 8, 54, 31, -20, 71, 75, 11, 19, 0, -8, 20, 96, 14, 35, 87, 39, 41, 25, 53, 77, 3, 0, 81, 25, 34, 93, 44],
[65, 49, 38, 32, 7, 99, 68, 64, 75, 56, 48, 97, 11, 40, 66, -34, 74, 0, 12, 60, 58, 87, 100, 54, 14, 99, 69, 83, 0, 5, 76, 56, 99, 59, 41, -14, 68, 0, 0, 17, 10, 69, 58, 99, 38, 0, 0, 70, 11, 36, -46, 37, 3, 25, 41, 27, 95, 17, 67, 18],
[-46, 25, 49, 0, -26, 16, 46, 25, 75, 18, 0, 44, 85, 89, 47, 65, 0, 20, 95, 0, 13, 14, 37, 11, 67, 64, 0, 78, -81, 92, 38, 47, -96, 71, 49, 39, 78, 1, 97, 54, 10, 0, 27, 27, 7, 24, -88, 54, 0, 12, 91, 49, 47, 89, 69, 90, 71, 33, 0, 21],
[27, 83, 34, 87, 13, 29, -43, 33, -97, 52, 7, 94, 41, 98, 47, 25, 64, -94, 52, 44, 92, 68, 50, -49, 22, -76, 44, 0, -16, 4, 91, 75, 11, 72, -68, 51, 56, 64, -29, 56, 86, 49, 0, -34, 87, 0, 38, -30, 0, 81, 38, 24, -62, 59, 84, 34, 18, 33, 7, 80],
[66, 92, -14, 15, 43, -10, 31, 70, 51, 35, 0, 82, 23, 0, -72, 87, -73, 87, 0, 73, 70, 24, 16, 7, -78, 60, 92, 19, 3, 88, 0, 48, 72, 49, 95, -70, 74, 99, 72, 57, 76, 0, 29, -89, 79, 0, 66, 57, 0, 28, 70, 84, 16, 47, 58, 42, -48, 85, 61, 0],
[61, 87, 15, 0, -73, 31, 0, -85, -27, 60, 0, -84, 0, 27, 65, 0, 26, 4, 84, 84, 68, 35, 26, 12, 81, 0, 11, 19, 0, 35, 14, -81, 35, 49, 42, 92, 64, 20, 54, 63, 72, 78, 55, 91, 37, 21, 26, 75, 85, 98, 55, 51, 0, 71, 0, -85, 68, 21, 59, 94],
