4
70
35
[[38, 46, 44, 29, 22, 84, 58, 97, 98, -39, 2, 19, 46, -19, 47, -96, -1, 39, 54, 61, 91, 39, 57, 59, 23, 13, 53, 28, -76, 64, 1, 56, 20, -55, 63, 50, 50, -98, 24, 62, 82, 73, 8, 33, 10, -97, 66, 13, -46, 60, 65, 71, 98, 21, 35, -30, 59, 52, 45, -100, 83, 67, 64, -65, 39, -66, 4, 17, 79, 25],
[22, -70, -62, -52, -32, 38, 53, 0, 86, 34, 31, 27, 74, 38, 84, 66, 58, -14, -21, 79, 85, 100, 22, -46, 35, -69, 58, 1, 3, 84, -98, 93, 45, 56, 15, 73, -48, 38, 72, -19, 82, 74, 72, 70, 15, 63, 2, 78, 35, 72, 70, 50, 16, -4, -20, 95, 92, 0, 43, 39, 23, 76, 57, 74, -13, 41, 91, -21, 79, 94],
[54, -80, 57, 9, -9, 59, 50, 41, 89, 99, 60, 33, 31, 57, 89, 69, 39, -11, -91, -5, 48, 15, -12, 4, 71, 54, 42, -20, 0, 83, -12, 32, 40, 23, 21, 51, 73, 66, 23, 39, -27, -76, 81, 89, -58, 71, 22, 58, 25, -87, 100, 15, 32, -66, 52, 50, 68, 41, 80, 29, 1, -48, 3, 88, 91, 75, -34, -38, -30, -46],
[71, 48, 79, -14, 20, 80, 16, 46, 42, 47, 35, 22, 11, -1, -18, 4, 58, 93, 43, 94, 95, 86, 5, 30, 66, 80, 99, 1, 88, 92, 55, -77, 50, 49, -6, 56, -84, 0, 73, 69, 6, 39, 51, 15, 42, 7, -96, 9, 46, 47, 0, 29, 44, 38, 59, 56, 56, -29, 35, -55, 95, 75, -17, -48, 42, -30, 2, -41, 29, -37]]
[[0, 81, 39, 74, 52, 86, 92, 100, 50, 0, 20, 41, 30, 51, 92, 72, 34, 9, 5, 53, 47, 22, 0, 55, 0, 5, 63, 7, -27, 41, 6, 46, 59, 44, 57, 63, -17, -53, -72, 61, 100, 81, 89, 65, 23, -15, 36, 7, 10, 62, 99, 75, 33, 89, 100, 8, 14, 62, -26, 65, 30, 27, 81, 60, 83, 57, 45, 64, 54, 38],
[-56, 14, 15, 0, -60, 4, 30, 36, 0, 95, -56, 0, 27, 88, 37, 42, 95, 18, 57, 63, 56, -49, 74, 89, -9, 4, 96, 0, 23, 37, 0, 0, 55, 73, 7, 53, 83, 12, 76, 60, 60, 49, 0, 41, -10, 29, 26, 84, -6, 76, 79, 44, 79, 46, 44, 0, 1, 93, 85, 90, 55, 19, 4, 7, -47, 82, 56, 89, 55, 35],
[-50, 1, 36, 10, -62, 55, 0, 0, 20, 84, 32, 8, 18, 65, -62, 42, 21, 1, 17, 72, 36, 0, 91, 45, 48, 53, 55, 0, 31, 65, 39, -85, 60, 73, 59, 96, 16, 41, 22, 86, 15, -58, 63, 68, 88, 88, 35, -94, 41, 54, 69, 29, 80, 26, -64, 0, 51, 0, 38, 90, -26, 38, 3, 67, -35, -11, 0, -42, 34, 47],
[48, 79, 89, 73, 81, 33, 39, 18, 42, 51, -10, 26, 98, 29, 39, 8, 69, 26, 85, 84, 60, 0, 0, 86, 39, 22, 35, 0, 61, -75, 35, 92, 74, 34, 3, 46, -26, 0, 91, 57, 68, 5, 85, 100, 0, 6, 52, 5, 5, 21, 39, 30, 25, -7, 95, 41, 91, 76, 20, 0, 33, 0, 71, 24, 9, 53, 68, 54, 75, 1],
[96, 3, 82, 43, 59, 40, 70, 61, 47, 43, 89, 44, 26, 54, -60, 64, 13, 4, 4, 56, 3, 53, 18, 0, -36, 49, 38, 84, 0, 24, 49, 92, 0, -97, 5, 83, 54, 53, 98, 66, 0, 31, 79, 97, 54, 0, 77, 95, 74, -59, 87, 76, 96, 14, 78, 0, 44, 2, 81, 44, 80, 90, 74, 20, 0, 27, 23, 0, -2, 96],
[44, -95, 0, 28, 0, 8, 68, 76, 74, 38, 20, 91, 7, 0, 7, 0, 3, 35, 48, 62, 68, 22, 74, 59, 54, 49, 78, 43, 14, 83, 57, 11, 37, 5, 85, 82, 44, -74, 0, 86, 47, 0, 0, 97, 81, 97, 47, 86, 78, 78, 50, 8, 0, 60, 47, 77, 72, 85, 58, 86, 3, 37, 98, -82, 83, 17, -88, 12, 22, 87],
[63, -72, -9, 0, 14, -98, 0, 40, 51, 69, 26, 7, 45, 43, 6, 0, 74, 22, 99, 72, 0, 85, 0, 2, 33, 24, 19, 0, -50, 0, 95, -26, 10, 26, 58, 63, 75, 72, 19, 58, 0, 90, 87, 89, 68, 18, 34, 74, -71, 26, 0, 0, 75, 48, -54, 0, 38, 47, -41, 0, 26, -14, 45, -9, 26, 79, 27, -33, 78, 20],
[67, 78, -92, 5, 40, 93, 78, 90, 78, 8, 47, 70, 30, 0, 73, 56, 2, 1, -98, 10, 64, -38, -22, 99, 26, 68, 14, 38, 60, 95, 89, 55, 44, 95, 79, -85, 5, 51, 27, 44, 16, 0, 0, 41, 94, -90, 32, 39, 89, 41, 28, 0, 44, 91, 12, 48, 17, 76, 20, -32, 98, 88, 1, 25, 76, -73, 34, 46, 8, 99],
[-54, 26, 54, 65, 22, 56, 30, 92, 0, 79, 72, -50, -47, 83, 32, 80, 27, 67, 12, 0, 70, 79, 33, -35, 25, 3, 0, -91, 8, 64, 24, 71, -66, 63, -31, 21, -57, 85, 95, 34, 0, 0, 21, 66, 3, 93, 62, 0, 33, 95, 83, 99, 17, -1, 89, 73, 1, 100, 11, 30, 37, -68, -36, 62, 70, 26, 52, 8, 28, -55],
[18, 76, -3, 19, 70, 68, 93, 36, 31, 11, 58, 38, 70, -93, 50, 53, 22, 76, 0, 95, 38, 18, -55, 45, 18, 98, -66, 42, 0, 47, 6, 46, 64, 87, 85, 33, 92, 53, -69, 46, 0, 23, 0, 58, 3, 4, 94, -56, 68, -95, 47, 9, 25, -36, 1, 16, 14, 70, 34, 5, 99, -16, 18, 31, 38, 39, 27, 62, 48, 28],
[44, 35, 0, 65, 92, 86, 76, 81, 1, 0, 38, 17, 74, 82, 12, -48, 28, 55, 12, 0, 62, -6, 99, 19, 64, 0, 42, 38, 76, 0, 57, 35, 88, 92, 48, 96, 81, 77, 5, 46, 55, -60, 52, 84, 0, 96, 29, 68, 19, 85, -92, 98, 20, 52, 59, 41, 82, 22, 2, 0, 0, 0, 6, 19, 13, 0, 74, 58, 34, 57],
[-92, 67, 88, 17, 70, 40, 55, 77, 98, 98, -95, 84, -91, 34, 22, 73, 34, 65, 87, 59, 25, 43, 51, 0, 48, 0, 58, 0, 41, 0, 6, 63, 40, 58, 75, 95, 3, 18, 52, 6, -20, 49, 81, -88, 47, 68, 86, 80, 67, 99, 58, 3, 46, 88, 82, 98, 38, 56, 0, 69, 99, -44, 86, 30, 0, 67, -7, 2, 85, 18],
[99, 43, 3, 16, 42, 10, 84, 91, 53, 81, -14, 100, 0, 96, 40, 0, 85, 0, 27, 36, 0, 58, 71, 97, 33, 24, 8, -9, 95, 6, 87, -75, 69, -89, -65, 38, 69, 8, 62, -8, 91, 0, 99, 72, 15, 98, -51, 27, 68, 61, 73, 7, 12, -69, 62, 44, 26, 36, 81, -84, 71, 0, 20, 0, 69, 59, 51, 72, 55, 58],
[20, 77, 46, 12, 17, 0, 13, 1, -92, 0, 78, 90, -56, 79, -26, 59, 96, 80, 55, 9, 96, 86, 38, 82, 84, 77, 89, 69, 88, 34, 10, 22, -29, -23, 28, 92, 12, 5, 52, 95, 81, 97, 39, 2, 12, 88, 29, -75, 11, -76, 89, 0, 1, 65, 45, 45, 31, 0, 100, 41, -21, 37, 74, 76, 65, 2, 25, 7, 92, 50],
[100, 23, 1, 29, 40, 34, 67, -36, 77, 97, 65, 87, 93, 47, 21, 35, 0, 58, 73, 78, 96, -40, 75, 52, -63, 0, -100, 89, 36, 59, 72, 70, -1, 65, 14, 27, 17, 2, -92, 56, 0, 71, 0, -51, -13, 86, 68, 26, 64, 78, 74, 50, -68, 35, 70, 97, 57, 95, 97, 78, 30, 31, 21, 34, 82, 0, 0, 4, 56, 28],
[97, 67, 88, 17, 60, 39, 92, -27, 23, 23, -89, 20, 38, 22, 10, 0, 7, 11, 30, 44, 34, -72, 96, 52, 53, 7, 92, 80, 79, 79, 71, 97, 31, -96, 82, 51, 0, 80, 49, -57, 63, 40, 17, 3, 58, 54, 0, 43, -89, 15, 0, 96, 85, 0, 0, 4, 74, 98, 72, 59, 17, 63, 25, 0, 59, 92, 32, -15, 2, 50],
[14, 0, 88, 29, 35, 83, 83, 85, 68, -59, 58, 96, 40, 54, 31, -46, 17, 27, -66, 28, 21, -9, -49, 60, 0, 1, 35, 41, 75, 78, 0, 81, 50, 41, 2, 31, 44, 38, 53, 13, 0, -11, 0, 24, 95, 21, 0, 37, 6, -81, -54, 5, 26, 66, 71, -72, 14, 69, -48, 27, 17, 21, 100, 5, -37, 8, 0, 0, 0, 45],
[21, 0, 49, 13, 44, 0, 66, 41, 17, 17, 0, 0, 21, 45, 91, 40, 9, 21, 99, 0, 73, 66, 0, 7, 89, 64, -92, 22, 2, 7, 70, 10, -80, 0, 41, 92, 23, 91, 81, 95, 27, 26, 50, -48, 7, 83, 64, 62, 1, 66, 25, 1, 21, 36, -71, 63, 72, 88, 94, 98, -66, 53, 61, 0, 61, 36, -83, 4, 13, 100],
[30, 80, -38, 24, 8, 57, 1, -59, 23, 0, 16, 25, 40, 98, 22, 65, 28, 26, 3, 52, 1, 15, 74, 85, 46, 56, 45, 95, 7, 37, 91, -26, 0, 1, 44, 99, -7, 16, 45, 22, 84, 0, 46, 14, 48, 33, 50, 86, 42, 25, 70, 0, 71, 0, 87, 2, 70, 9, 14, 52, 94, 48, 83, 51, 22, 94, 80, 62, 34, 24],
[0, 44, 5, 77, 0, -73, 100, 93, 10, 76, 11, 72, 48, 18, 0, 90, 88, -39, 98, 83, 84, 2, 88, 21, 0, 11, 15, 57, 77, -81, 17, 84, 75, 15, -11, 88, 64, 65, 64, 14, 30, 67, 45, 30, 28, 15, 36, 98, -10, 0, 0, 93, -58, 80, -53, 100, 21, 85, 74, 11, -50, 52, 83, 64, 97, 93, 0, 85, 0, 40],
[88, 83, 57, 0, 45, 64, 88, 0, 40, 76, 43, 24, 49, 30, 50, -28, 90, 80, 10, 84, 81, 7, 57, 29, 100, -78, 61, 39, -20, 42, 75, 0, 64, 53, 84, 20, 69, 33, -56, 33, 53, 63, 99, -68, -12, -52, 0, 62, 40, 44, 20, 94, 2, 79, -74, 39, 84, 30, 74, 11, 28, 0, 47, 91, 28, 82, -55, 0, 92, 0],
[21, -99, 70, 36, 64, -63, 90, 87, 0, 0, 10, 2, 31, -20, 99, 61, 43, 79, 41, 30, 48, 84, 69, 51, 92, 31, -89, 37, 36, 0, 34, 48, -69, 87, 69, 6, 83, 28, 68, -82, 93, 53, 92, 30, 20, 22, 37, 63, 98, 44, 84, 10, 48, 34, 0, 53, 30, 91, 25, 53, 95, 81, 36, 10, -53, 47, 0, 96, 9, 60],
[97, 97, 28, 50, 62, -90, 2, 3, 43, 0, 90, 87, -87, 27, 26, 64, 83, 80, -16, 59, 28, 48, 63, 86, 82, 40, 69, 75, 9, -97, 88, 18, 26, 80, -36, 47, 100, 75, 35, 61, 0, 100, 27, 62, -66, 12, 51, 87, 4, 100, 0, 38, 41, 56, 0, 90, 59, -69, 93, 85, 67, 0, 0, 88, 58, 88, 59, 76, -76, 48],
