3
100
50
[[-57, 4, 6, 10, 61, 2, 26, 44, 85, 19, 60, 18, 50, -42, -34, 84, 16, -34, 90, 71, 46, 0, 49, 43, 47, 99, 39, 61, -86, 77, -42, 92, 48, 99, 36, 89, -57, -47, -68, -74, 59, 86, -59, 87, 66, 38, 24, 100, 89, -90, 69, -95, 89, 4, 56, 0, 56, -87, -68, 54, -36, -78, -79, 62, 21, 34, -28, 1, 99, 82, 36, -30, -32, -11, 84, 100, 35, 37, 45, -33, 71, 56, 41, 4, 63, -6, -32, 91, 49, 38, 23, 82, 60, 16, 17, -28, -16, 32, 87, 66],
[22, 48, -74, 27, 19, 8, 2, -99, 7, 69, 1, 13, -31, 11, 82, 6, 38, 95, 94, 39, 87, 55, -64, 52, 74, 70, 62, -39, 28, 88, 51, -86, -52, 53, 31, -47, 40, 6, 65, 21, 79, -87, 74, 72, 48, 11, -47, 87, 35, 44, 32, -18, 6, -52, 48, 10, 61, 68, 100, 36, 100, 46, 74, 56, 73, -27, 97, 78, 47, 75, -5, -79, 9, -10, 29, 56, 74, 82, 34, 56, 37, 12, 87, -63, 15, 28, 98, 68, 40, 15, 84, 98, 74, 5, 17, 15, 92, 88, 16, 12],
[37, 44, 91, 41, 69, 100, 28, -90, 78, 9, -24, 49, 52, 46, 62, 1, -2, 32, -45, 20, 30, 77, 17, -40, -98, 90, 96, 47, 76, -84, 52, 36, 63, 40, 43, 43, 80, 31, -94, -9, 62, -12, 19, 4, -70, 33, -62, 33, 39, 19, -67, 54, 82, -90, -24, 99, 82, -4, 23, 97, 22, 36, 100, 63, 44, -81, 44, 92, 59, 15, 2, 75, -100, 87, 73, -22, -87, 56, 85, 51, 0, 5, 45, -30, 99, -61, 100, 86, 86, 24, 55, 52, 17, 81, 26, 30, 2, 72, 33, 51]]
[[73, -33, 96, 73, 0, 0, 54, 46, -13, 93, -74, 75, 40, 61, 25, 26, 98, 85, 71, 48, 91, 92, 13, 45, -34, 7, 4, 90, 54, 11, 79, 53, 34, 41, -84, 48, -56, 52, 78, 58, 34, 37, 47, 80, 77, 79, 27, 31, 69, 64, 59, 0, 4, 44, 29, 20, 73, 9, -71, 89, 12, 9, 5, 98, 8, 29, 27, 85, 91, 92, 0, 11, 40, 1, 25, 38, 48, 0, 14, 2, 0, 10, 14, -95, 88, 45, 0, 65, 38, 23, 57, 56, 10, -61, 72, 47, 65, 84, 47, 49],
[85, 89, 0, -29, 65, 80, 66, 14, 45, 1, 0, -53, 72, 74, 0, 59, 26, 48, 20, 79, 7, 86, 65, 23, 26, 32, 84, 73, 10, 47, 79, -14, -64, 74, 92, 48, 95, 86, 84, -63, -26, 35, 7, -69, 0, 79, 39, 26, 20, 16, 51, 24, 63, 34, 41, 60, 16, 85, 35, 6, 52, 90, 67, 0, 87, 48, 25, 0, 73, 44, -100, 48, 33, 87, 0, 22, -58, 61, 62, 93, 84, 51, 42, 47, 48, 72, 26, 2, 88, 72, -98, 14, 65, 72, 26, 3, -58, 41, 28, 13],
[0, 30, 39, 22, 97, 31, 86, 45, 20, 0, 46, 78, 23, 96, -43, 19, 96, -39, 40, 55, 90, 97, 33, 34, 61, 57, -72, 60, 64, 59, 38, 53, 79, 0, 19, -81, 97, 81, 99, 18, 82, 37, 97, 47, 34, -95, 38, 7, 62, 35, 29, 64, 20, 10, 0, 28, 47, 35, 91, -21, 38, 45, 18, 99, 88, 23, 49, 32, 97, 84, 0, 12, 0, 6, 22, 52, -65, 81, 82, 6, 86, 1, -39, 85, 23, 68, -5, -83, -4, 55, 0, 0, -82, 97, 34, 97, 58, 34, 92, 7],
[30, 55, 52, 53, 60, 15, 96, 95, 18, 84, 91, 52, 56, -36, 16, 37, 98, 81, 54, 9, 0, -77, 4, 85, 62, 37, 69, 7, 16, 0, -35, 47, -23, 94, 93, 92, -40, 25, 4, 36, 30, 0, 85, 54, 24, 8, 35, 77, 17, 30, 13, 66, 0, 66, 88, 6, 27, 37, 20, 0, 12, 44, 0, 78, 49, 0, 69, 51, 22, 0, 59, 33, 52, 70, 74, -1, 24, 6, 18, 37, 84, 10, 54, 11, 76, 30, 8, 81, 1, 38, 55, 69, 11, 44, 99, 23, 66, 42, 0, 52],
[78, 96, 46, 45, 26, 21, 19, 59, 63, -45, 83, 44, 10, 67, 37, 57, 0, -49, -51, 45, 54, 17, 45, -8, 69, 29, 78, -28, 17, 92, 0, 13, 9, 0, 0, -33, 54, 1, 81, 25, 28, 56, 27, 100, 58, 50, 0, 0, 10, 30, 0, 49, 13, 81, 97, 57, 86, 59, 98, 11, 80, 40, -7, 20, 66, 84, 94, 11, -72, 83, 53, 57, 82, 0, 79, 33, 76, 1, 69, 99, 22, 7, -59, 16, 67, -70, 60, 49, 51, 20, 60, 90, 28, 15, 47, 0, 0, 61, 73, -37],
[31, 80, 55, 72, 99, 72, 96, 17, 51, -55, 54, 65, 19, 93, 53, 70, 75, 6, 98, 81, 13, 24, -25, 39, 48, 73, -58, 22, 27, 0, 80, 51, 69, 69, 98, 79, 59, 18, 7, 6, 6, 6, -69, 28, 70, 74, 36, 13, -77, 3, 28, 15, 12, 54, 0, 59, 96, 57, -22, 30, 70, 44, 0, -33, 12, 14, 0, 0, 94, 29, -43, 25, 41, 43, 33, 67, 74, 2, 82, 52, 53, 41, 76, 8, 79, 76, 18, 83, 75, 46, -31, 0, 43, 40, 32, 39, 13, -79, 77, 86],
[22, 88, 21, 96, 96, 2, 54, 8, -21, 36, 33, 0, 34, 30, -89, 0, 64, 77, 75, 22, 92, 0, 0, 82, 32, 69, 0, 4, 17, 1, 59, 60, 45, 0, 81, 86, 89, -74, 24, 72, -97, -6, 15, 77, 96, 65, 55, 6, 39, 59, 0, 0, 76, -51, -20, 41, 80, 56, 17, 52, 34, 90, 93, 93, 69, 19, 51, 71, 32, 28, 0, 68, 74, 0, 47, 90, 21, 46, 0, 38, 15, 23, 54, 96, 21, 16, 50, 35, 0, 8, 13, 57, -48, 26, 88, 36, 62, 66, -77, 0],
[-65, 24, 74, 11, 45, 0, 0, 73, 59, 54, 23, 33, 84, 30, 1, 64, -40, 28, 75, -64, 91, 3, -64, 86, 100, 81, 81, 0, 64, -90, 0, -37, 11, 74, 10, 39, 33, 26, 39, 11, 59, 0, 39, 44, 16, -42, 19, 91, 77, 0, 15, 15, 71, 82, 84, 59, 46, 0, -92, 40, 8, 60, 81, 33, 72, -15, 24, 0, 77, 1, 77, 79, 79, 53, 34, -77, 17, 46, 59, 16, 95, 16, 49, 85, 6, 84, 69, 18, 87, 32, 0, 56, -6, 51, 93, 94, 69, 0, 1, 63],
[68, 76, 39, 67, 25, 19, 15, 50, -94, -14, 75, 21, 99, 43, 21, 58, 98, 38, 71, -77, 42, 39, 16, 65, 89, 21, 32, 6, 100, 95, 0, 53, -26, 46, 0, 51, 52, 76, 47, 78, 0, 0, 63, 30, 76, 24, 84, 0, 60, 2, 57, 46, 0, 80, 89, 54, 47, 47, 98, -8, 3, 62, 44, 45, 5, 0, 39, 87, 84, 63, 73, 0, -93, 32, 23, 64, 0, 67, 18, 27, 37, 66, 4, -77, 88, -27, 55, 69, 53, 88, -46, 0, 71, 37, 90, 81, 66, 17, 0, 22],
[9, 11, 2, 28, 10, 45, 0, 0, 87, 34, 40, 52, 0, 17, 91, 14, 0, 51, 21, 81, 18, -21, 68, 44, 86, 68, 0, 7, 5, 16, 92, -47, -83, 56, 48, 0, 0, 35, 50, 94, 6, 60, 44, 89, 21, 76, 13, 43, 72, 94, 99, 44, 0, 0, 45, 41, 35, 15, 81, 74, 7, 61, 31, 50, 41, 33, 48, 77, 50, 70, 49, -69, 55, 78, 4, 5, -56, 93, 40, 48, 64, 15, 0, 0, 2, 78, 55, 81, 10, 32, 71, 39, 45, 41, 58, 80, -41, 86, 54, 64],
