3
100
50
[[67, -70, 83, -63, 88, 78, -18, 92, -46, 23, 37, -16, 50, 84, 95, 2, 44, 31, 23, 36, 29, 10, 20, 100, 4, 55, 5, 96, 98, 1, -60, 54, -63, -88, 54, 72, -38, -6, -17, -42, -83, 30, 53, 78, 5, 44, 84, -70, 83, 82, 92, 19, 34, 37, 8, -94, 9, 49, 61, 14, 6, 12, -45, 10, 88, -27, 44, -67, 7, 97, 66, 42, 39, -63, -82, 67, 8, 15, 23, 1, 17, 90, 68, 41, 93, 91, 40, 32, 24, 80, 21, 69, 25, -7, 10, -42, 71, 89, 71, 13],
[67, 21, 37, 87, 23, 5, 12, 74, 59, 86, 63, 96, 94, -29, 14, -73, -11, 90, 1, 88, 42, -31, 67, 92, 11, 95, 23, -93, 75, 80, -36, 70, 55, 80, 35, 83, 61, 32, 97, 54, 1, 83, 38, -60, 70, 1, 27, 89, -70, 39, 36, 43, -26, 26, 99, -22, 29, 24, 53, 81, 86, -43, 53, 95, -87, 49, 55, -53, 67, 100, 55, 66, -60, -48, -45, 15, 15, 53, 18, 52, 81, 83, 94, 65, 4, 25, 42, -56, -19, -25, 30, -23, 65, 13, -22, 15, 66, -6, 27, 19],
[23, 92, 36, 48, 33, 54, 14, 8, 63, 62, 87, 100, 75, -88, 53, 34, 77, 41, 63, -71, -89, -42, 16, 5, 88, 19, 44, 27, 13, 20, 71, 42, 81, -41, 72, -62, -27, -91, -37, 69, 83, -75, 6, 45, 91, 86, 19, 8, -89, 42, -43, -34, 78, 21, 92, -8, 78, 0, -30, 3, 9, -78, 18, 28, 100, 13, 52, 90, 57, 71, 0, 22, 83, 62, 67, 14, 56, 5, 69, 4, 4, 26, 98, 87, 25, 2, 22, 4, 47, 57, 32, 91, -92, -38, 30, 45, 84, 92, -15, 35]]
[[65, 63, 38, 39, 93, 78, 11, 73, -10, -75, 43, 26, 10, 78, 57, 13, 5, 63, 34, -68, 83, 0, 93, 58, 88, 20, 11, -27, 11, -54, 64, 48, 92, 47, 56, 67, 30, 68, 74, 17, 93, 9, -64, 72, 91, 0, 55, -71, 98, 85, 8, 98, 63, 57, 49, 1, -27, 18, 73, -54, 0, 64, -56, 31, 67, 68, 91, -5, 63, 37, 19, 0, 28, 83, 67, 47, 0, 37, 77, 46, -37, 0, 32, -20, 6, 94, 97, 94, 0, 22, -32, 71, 14, 99, 61, 31, -18, 19, 26, 54],
[15, 9, 0, 3, 77, 30, 92, 68, -17, 55, 41, 50, 79, 97, -5, 62, 66, 0, 77, -60, -21, 31, 57, 92, 14, 15, 99, 6, 79, 19, 69, 45, 35, 36, 0, 77, 0, 42, 62, 72, 58, 11, 42, -29, 32, 20, 32, 20, 86, 33, 66, 99, 30, 20, 38, 44, 77, 68, 0, 39, 96, 83, 21, 67, 56, 29, 87, 0, 64, 16, 40, 74, 48, 39, 0, 3, 31, 43, 0, 63, 11, 40, 88, 0, 0, -8, 57, -38, 60, 80, -15, 0, 53, 0, 83, 0, 0, 63, 80, 42],
[-72, 21, 27, -8, 64, 95, 68, -15, 25, 5, -80, 21, 0, 3, 58, 14, 72, 82, -25, 1, -55, 4, 56, -70, 31, 45, 89, 52, -48, 100, -4, 0, 69, 52, 38, 78, 79, 52, 22, 54, 88, 7, 0, -26, 14, 24, 0, 21, 7, 90, 67, 92, 75, 11, 95, 83, 94, 70, -12, 76, 93, -18, -63, -66, 93, 3, 51, 4, 64, 0, 59, 34, -60, -25, 92, 16, 48, 0, 55, 35, 100, 13, -14, 95, 89, 5, 17, 73, 91, 100, 67, 48, 0, -36, 57, 0, 46, 0, 0, 21],
[15, 9, 92, 91, 21, 0, 96, 0, 63, 11, 69, 28, 95, 0, 14, 29, 18, 50, -43, 96, -87, 25, 70, 40, 84, -58, 76, 0, 1, 0, -29, 22, 62, 48, 0, 6, 39, -54, 35, 45, 13, 39, 0, 2, 39, 96, 93, 79, 0, 40, 14, 97, 0, 35, 30, 0, 3, 20, 0, 58, 54, 30, 51, 44, 92, 57, 63, -29, 0, -10, 41, 0, 52, 28, -98, 41, 78, 20, -15, 32, 13, 52, 81, 0, 52, 86, 23, 61, 78, 76, 46, 0, 6, 18, 3, -6, 33, -44, 78, 99],
[25, 30, 68, 95, 34, 29, 89, 85, 72, -14, 4, 0, -89, 92, 13, 46, -86, 30, 55, 0, 100, 27, 33, 0, 17, 53, 85, 30, -66, 81, 30, 16, 93, 62, 92, 0, 48, 0, 74, 28, 26, 88, 70, 6, 77, 40, 66, 50, 44, 11, -36, -79, -51, 2, 82, 12, -28, 85, 72, 41, 30, 6, 49, 76, 97, 97, 89, 0, 38, 68, 36, 74, 70, 27, 0, 17, 93, 32, 40, 52, 0, 48, -33, -10, 75, 40, 90, 40, 19, -65, 20, 62, 72, -98, 47, 21, 54, 65, 77, 6],
[46, 74, 34, 40, 73, 63, 47, 24, 37, 1, 0, 0, 73, 28, 59, 100, 0, 46, -60, 39, 7, 50, 44, -62, 25, 14, 0, 33, 55, -90, 100, 65, 79, 44, 72, 0, 49, 0, -2, -54, 47, 24, 37, 30, 70, 76, 66, 50, 74, 62, 0, 0, 28, 82, 37, 53, 80, 6, -64, 44, 13, 0, 88, 17, 43, 36, 8, 83, 80, 0, 24, 3, 36, 76, 86, 0, 29, 96, 29, 37, 46, 92, 51, 33, 40, 0, 62, 2, 13, 46, 78, 100, 60, 56, -93, 38, 84, 0, 64, 43],
[-18, -52, 45, 9, 87, 44, 84, 24, 22, 45, 18, 81, -1, 66, 68, 68, 71, 0, 15, 3, 53, 15, 0, 58, 83, 20, 8, 11, 39, 0, 0, -23, 66, 30, 61, 51, 27, 80, 37, 22, 37, -27, 33, 94, 69, 53, 37, 60, -26, 39, 13, 63, 12, 22, 39, 42, 48, 0, 81, 25, 64, 76, 94, -97, 81, 35, 0, -76, 45, 21, 83, 9, 34, 39, 37, 89, 97, 35, 39, 44, 22, 70, 42, 16, 29, 52, 0, 61, 29, 0, 94, 8, 13, -73, 44, 88, 2, -78, 46, 64],
