3
70
35
[[49, 5, 72, 89, 76, 41, 58, 38, 78, -61, 3, 90, 12, -7, 12, 89, 39, -92, 96, -85, 0, 85, 97, 82, 12, 79, 40, 93, 64, -16, 54, 37, -34, 4, 42, 32, 77, 0, 41, -54, 3, 70, 93, 96, 47, -69, 53, 94, 13, -20, 17, 98, -70, -34, 80, 25, -63, -73, 56, 86, 3, 3, 87, -25, 95, 56, 69, 6, -50, 72],
[85, -86, 92, 52, 66, 50, 56, 26, 52, 43, 57, -42, 52, 26, 37, -67, 94, 44, -10, -68, 33, -74, -63, 32, -47, 35, 74, -63, 58, 28, -39, 16, 9, 40, 56, 57, -46, -22, -64, 81, -14, 1, 9, 86, 2, 62, 76, 19, -62, 87, -69, 83, -73, 78, 73, 54, 75, 19, -5, 52, -80, 62, -8, -19, 39, 25, 12, 57, 70, 3],
[94, 2, 14, 53, 27, 7, 18, 43, 49, 42, -7, 59, 75, 45, 51, 88, 6, -88, 11, 29, 71, 86, -95, 0, 55, 43, 9, 54, -82, -71, 47, 13, 7, 74, 92, 57, 40, 52, 72, 100, 96, 75, 46, 90, 27, 33, 37, 28, 72, 62, 5, 26, 62, 92, 31, -39, 34, 31, -36, 45, -60, 66, 24, -79, -4, -40, 3, -52, 65, 100]]
[[-31, 78, 3, 55, 25, -54, 32, 7, -15, 11, 2, 87, 64, 34, 99, 2, 73, 3, 26, 13, 66, 35, 39, 5, 27, 0, 0, 67, -73, 39, 29, 94, 6, 10, -60, 64, 85, 12, 0, 51, 32, 88, 90, 0, 0, 44, 29, -29, 98, -29, 11, 4, 44, 31, 69, 1, 0, 0, 95, 80, 15, 75, 36, -40, -31, 9, 22, 0, 26, 65],
[39, 45, 70, 71, 54, 49, 42, 25, 26, 85, 44, 37, 12, 91, 23, 71, 23, 0, 92, 70, 24, 0, -10, 28, 0, 53, -78, 45, 0, 10, 44, -100, 73, 27, 87, 87, 96, 80, 0, 71, 74, 14, 86, 75, 50, 40, 4, 77, 13, 97, -67, 94, 19, 69, 83, 8, 24, 83, -44, 40, -83, 82, 20, 92, 5, 40, 11, 28, 70, 62],
[70, -42, 91, 48, 8, 67, 36, 8, 79, 99, 80, 77, 0, 6, 61, 34, 38, 55, 32, 76, 31, 46, 0, 34, 60, 0, 59, 45, 55, 60, 40, 0, 74, 0, 15, 94, 92, 26, 100, 40, 4, 26, 0, 85, 75, 49, 39, -29, 38, 73, -42, 97, -67, 30, 66, -5, 5, 58, 0, 42, 0, 22, 97, 70, 18, -88, 10, 33, -24, 72],
[38, -83, 11, 28, 68, 43, 90, -72, 74, 68, 10, 90, 91, 59, 68, 79, -30, 75, 74, -89, 71, 74, 59, -91, 99, 13, -66, -11, 98, 82, 13, 70, 57, 66, 46, 71, 0, 45, 91, 85, 45, 35, 96, 43, 35, 3, 4, 70, 20, 0, 49, 30, 0, 61, 49, 10, 74, 96, -93, 46, 12, 42, 0, 45, 50, 97, 84, 21, 0, 94],
[42, 40, 99, 71, -100, 54, 74, 93, 14, 66, 69, 25, 9, 66, 39, 4, 66, 56, 37, 72, 87, 88, 59, 49, 17, 0, 85, 60, 85, -97, 43, 63, 8, -22, 42, -57, 91, 66, 27, 100, 62, 0, 47, 93, 74, 88, 41, 94, 38, 42, -61, 54, 0, 21, 87, 29, 45, 99, 37, 71, 61, 8, 8, 87, 76, 12, 25, 39, 93, 26],
[-47, 52, 65, 80, 99, -88, 9, -27, 92, 22, 56, -99, 0, 44, -97, 85, -78, 61, 15, 47, 89, 79, 55, 28, -26, 22, 27, 52, 72, 44, 64, 86, 78, 53, 35, 58, 46, 78, 19, -1, 77, 44, -52, 42, 89, 96, 13, 39, 27, 82, 91, 85, 76, 35, 67, 87, 56, 46, -76, 24, 0, 20, 85, -96, 27, 56, 87, 73, 71, 57],
[-10, 43, 82, 50, -25, 19, 94, 32, 90, -81, 61, -29, 80, 26, 0, 91, 0, 42, 86, 45, 28, 9, 68, -70, 95, 0, -86, -35, 77, 2, 47, 0, 0, 28, 79, 42, -71, 29, 85, 18, 5, 0, 25, 0, 30, 16, -94, 0, 53, 93, 60, 69, 92, 73, 97, 53, 40, 77, 19, -26, 0, 60, 37, 47, 0, 0, 5, -64, 78, 46],
[14, 75, 14, 0, -11, 24, 44, 21, -34, 70, 0, 89, 73, 28, 75, -29, 60, 63, 52, 48, 66, 0, 57, 19, 64, 35, 98, -79, 76, 0, 0, -7, 74, 0, 60, 17, 0, 65, 19, 49, 41, 52, -49, 38, 89, 37, 77, 67, 75, 84, 100, 73, 0, 0, 78, 18, 6, 93, 63, 44, 93, 58, 97, 82, 6, 3, 13, -52, 13, 23],
[41, 0, 99, -44, 53, 61, 32, 0, 29, 56, 59, 0, 48, 96, 9, -43, 98, 72, 0, 70, 5, 76, -9, 37, 0, 65, 51, 23, 49, 86, 66, 52, 26, 74, 63, 67, 27, 62, 89, 68, 78, 63, 88, 90, 55, 80, 69, 44, 80, 0, 43, 57, 67, 91, 43, 66, 51, 4, 86, 68, 44, 2, 11, 8, -88, 95, 65, 84, 6, 30],
[96, 98, 93, 80, 43, -77, 3, 95, 96, 48, 94, -16, 87, 0, 61, 98, -59, 6, 79, 15, 23, 0, 7, 0, 2, 67, -100, 95, -29, 90, 91, 34, 59, 75, 11, 45, 14, 41, 75, 68, 12, 77, 0, 72, 0, 12, -21, -45, 0, 15, 67, 98, 0, 23, 90, 30, 23, 40, 32, 0, 53, 63, 100, 24, -78, 93, 24, 15, 79, 45],
[8, 90, 40, 64, 45, 0, 32, 68, 40, 34, 27, 99, 86, 0, 65, 16, 76, 18, 53, 94, 0, 39, 53, 99, 2, 12, 1, 62, 89, 13, 11, 75, 39, 4, -51, 98, 91, 93, 7, 64, -71, 43, 14, -71, -51, 61, 4, 47, 33, 46, 12, 48, -22, 46, 32, -8, 85, 91, 39, 99, 62, 49, 95, 8, 46, 10, 96, 60, 98, -41],
[0, 90, 87, 96, 1, 14, 55, 28, 58, 77, -13, 61, 43, 59, 26, 0, 40, 60, 57, 34, 41, 96, -18, 31, 16, 8, 0, 94, 38, 100, 77, 14, 65, 5, -61, 37, 85, 17, 48, 19, 90, 87, -63, 87, 16, 71, 12, 39, 67, 80, -13, 0, 73, 43, 28, 0, 7, -38, 14, 73, -26, 88, 82, 29, 0, 95, 55, 50, 26, 51],
[78, 61, 91, 78, -78, 5, 40, 42, 91, 40, 65, -80, 52, 90, 41, 56, 0, 17, -67, 80, 61, 43, 70, 100, 26, 29, 34, 13, 83, -14, 44, 12, 88, 64, 67, 60, 74, -15, 37, 32, 55, 54, 92, 86, 69, 31, 0, 0, 74, -31, 26, 81, 64, 88, 97, 35, 87, 89, 77, 7, 54, 34, 87, 27, 56, 97, 33, 67, 31, 46],
[80, 64, 44, -56, 10, -24, 41, 72, 88, 48, 29, 17, -5, 0, 50, 64, 38, 0, 7, 96, 84, -43, 91, 22, 89, -7, 93, 65, -73, 22, 11, 28, 18, 31, 6, 75, 31, 51, 29, 83, 0, 77, 74, 19, 26, 4, 91, 18, 1, 60, 69, 98, 16, 8, 58, 19, 61, 30, 94, 18, 0, 22, -83, -74, 5, 6, 58, 26, 0, -46],
[13, -39, 64, 17, 50, 17, 92, 79, -59, -45, 95, 73, 52, 68, 53, 1, 94, 52, 19, 57, 33, 37, 10, 0, 52, 89, 15, 70, 2, 35, 19, 60, 19, 35, 41, -68, -64, -55, 16, 94, 81, 63, 32, 62, 99, 92, 0, 52, -61, 36, 0, 0, 49, 76, 67, 70, 31, 7, 0, 2, 32, 77, 60, 48, 20, 21, 85, 7, 86, 100],
[36, 0, 0, 47, 79, 29, 78, 100, -48, 56, 89, -46, 89, 88, 0, 15, 0, 0, -53, 29, 0, 55, 21, 15, 76, 0, -72, 62, 71, 16, 55, -62, 84, 78, -39, 28, 38, -57, 22, 45, 0, -42, 32, 86, 11, 9, 6, 0, -29, 54, 99, 0, 26, -90, 49, 49, 84, 79, 92, 0, 78, -7, 13, 34, 57, -74, 0, 25, 27, 30],
[78, 26, 60, 32, -17, 85, 46, 90, 34, 86, 29, 0, -18, 27, -14, 46, 35, 90, 82, 20, 67, 69, 8, 17, 81, 51, 69, 73, 98, 60, 56, -51, 27, 77, -79, 92, 58, 15, 7, 30, 72, 58, 42, 91, 29, 25, 55, 73, 13, 89, 46, 22, -60, 68, 67, 33, 78, 78, 0, 0, 60, 19, 31, 58, -47, 53, 5, 24, 1, 62],
