5
40
20
[[31, 29, 83, 64, 75, 0, 54, 63, 86, 44, 10, 49, 67, 2, 85, 18, 88, 21, 16, -21, -63, 37, -63, 42, 2, -4, 32, 71, -98, 73, -55, -97, 38, 3, 10, -55, 62, -61, -17, -78],
[-33, 100, -36, 99, 44, 55, -38, 21, 84, 55, -93, 42, 84, -32, 63, -47, 9, 29, 24, 42, 100, -44, 55, 62, 2, 32, 17, 79, 55, 68, 39, 48, 75, 22, -96, 67, 61, 66, 0, 55],
[43, -87, 60, -40, 40, 34, 50, -73, 59, 24, 14, -32, 13, 92, 61, 17, 33, 64, -77, 9, 53, 42, 24, 28, -81, 48, 43, 9, 49, 70, 48, -87, -82, 74, 2, -96, 25, 60, 17, -67],
[40, -30, -3, -62, 82, 57, 97, 9, 48, -44, 67, 6, -92, 43, 54, 62, -43, 78, 12, 2, -75, 23, 28, 37, 16, -74, -46, 76, 100, 88, 95, 49, 82, 8, -57, 88, 69, 92, -58, 74],
[21, 43, 34, 38, 36, 88, 75, 84, 63, -50, 1, 76, 48, 68, -5, 50, 42, -8, 10, 9, 56, -22, 33, 87, -46, 2, 74, 26, 46, -88, 35, 58, 55, 53, 81, 12, 59, -34, -47, 88]]
[[10, -64, 32, 0, 0, 17, -57, 40, 4, 36, 20, 90, -82, 16, 40, 99, 55, -39, 44, 2, 78, 0, 22, 99, -98, 43, 3, 43, -85, 26, 13, 66, 43, 26, 18, 0, 75, 54, 18, 32],
[16, 9, 0, 51, 80, 53, 37, 13, -19, 26, 0, -58, 78, 4, 0, 56, 80, -43, 18, 11, 3, 93, 37, 95, 29, 35, 92, 97, 15, 46, 89, -34, 10, 15, 100, 96, -86, 58, 17, 1],
[36, 21, 95, 87, 7, 0, 0, -23, 17, -1, 2, 40, -61, 62, 44, 0, 88, 27, 62, 81, 86, -70, 27, 74, 0, 77, 0, 78, 38, 75, 44, 8, 57, 98, 82, 82, 83, 72, 0, 98],
[10, -88, 3, 56, 73, 5, 0, 12, 52, -31, 89, 17, 12, 23, 46, 75, 31, 95, 82, 7, 58, 26, 33, 46, 45, 0, 0, 44, 85, 19, -21, 29, 46, 33, 10, 0, 17, 83, 61, 87],
[-30, 17, 77, 26, 16, 69, 7, 49, 57, 92, 96, 0, 32, 37, 56, 91, 93, 73, 9, 8, 48, 39, 58, 91, -9, 1, 69, 0, 100, 0, 92, 99, 28, 15, -27, 33, 94, 33, 23, 68],
[60, 99, 0, 17, 55, 33, 4, 29, 23, 32, 68, 78, 45, -8, 100, 81, 19, 97, 21, 0, 75, 25, 49, 50, 78, 11, 61, 52, 19, 14, 60, 66, 92, 54, 53, 20, 12, 49, 99, 39],
[50, 52, 1, 44, 86, 22, 95, 50, 34, 79, 97, -90, 54, 39, 9, 0, 59, 94, 66, 27, 51, 50, -51, 59, 62, 54, 32, 72, 13, 10, 51, 7, -11, 92, 66, 0, 16, 32, 23, 83],
[19, 82, 11, 22, 95, 87, 56, 54, 94, 1, 64, 74, 15, 59, 81, 96, 8, 49, 0, 70, 25, -72, 57, 23, -86, 2, 32, 47, 99, 27, 26, 69, 92, 74, -25, 51, -56, 70, -100, 3],
[4, 92, 36, 88, 87, 6, 29, 61, 4, 50, 21, 92, 20, 1, 0, 16, 99, -37, 39, 74, 0, 0, 25, 62, 41, 60, 0, 7, 35, 32, 90, 66, 48, 83, 1, 90, 43, -66, 34, 0],
[55, 48, 59, 98, 52, 47, 60, 0, 8, 8, 50, 48, 19, 10, 90, 32, 79, -74, 63, 41, 32, 3, 30, 0, 37, 6, 14, 42, 1, 97, 88, 26, 99, 92, 93, 83, 4, 52, 81, 76],
[81, 0, 63, 30, 50, 58, 47, 3, 13, 87, -34, 55, 22, -53, -28, 20, -97, 44, 83, 30, 99, 70, 70, 90, 67, 89, 46, 4, 50, 70, 73, 23, 19, 42, -62, 34, 58, -18, 75, 10],
[99, 94, 78, 91, 30, 0, -83, 77, 1, 0, 39, 71, 47, 59, 49, 84, 79, 64, 24, 33, 0, 63, 71, 62, 17, 65, 1, 26, 1, 36, 48, 59, 45, 1, 0, 43, 79, 0, 0, -19],
[29, -71, 63, 47, 7, 86, 22, 9, 71, 21, 69, 14, 0, 26, 69, -80, 36, 65, 91, 75, 2, 64, 42, 53, 67, -58, 74, 52, 91, 21, 84, 95, 0, 60, 61, 22, 57, 2, -17, 54],
