4
80
40
[[28, 25, -9, -10, 87, 18, 94, 48, 14, 88, 93, 34, -8, 89, -51, 31, 1, 66, -55, 25, 68, 65, 93, 99, 62, -70, 15, 52, 1, 89, 17, 27, 77, -89, 50, 55, 80, 78, 32, 79, -38, 49, 74, 85, 40, 25, 94, 77, 46, -8, -76, 13, 67, -25, -33, 94, 63, 7, 43, -88, -35, 41, 90, 29, 5, 32, 70, 33, 36, 36, 63, 34, 73, 63, 33, 100, -88, 57, 59, -62],
[7, 94, 16, 13, 36, 57, -21, -75, 32, -32, 64, 63, 8, 79, 5, 31, 89, 91, 52, 58, -46, 88, 5, 87, 1, 3, 22, 42, 87, 99, -61, 5, 55, -67, 0, -5, 5, -12, 97, 49, -72, 64, 19, 83, 28, -2, 10, 96, 1, 73, 19, 56, 53, 35, 18, -53, 37, 99, 18, -37, 62, 13, 67, 38, 37, 70, 81, 81, 69, 83, -100, 35, 42, 96, 14, 7, 20, 48, -70, -45],
[98, 23, 50, 10, 19, -94, 23, 58, 76, 26, -89, 66, 55, 20, -1, 52, -100, 75, 79, -31, -23, 18, 18, 66, -71, -17, 25, 74, 62, -36, 69, 59, 92, 19, 18, -33, -36, -4, -38, 77, -47, 33, 9, 58, 0, 33, 38, -62, 25, 100, 47, 38, 53, 95, 97, 7, 31, 27, 47, -89, 7, 17, 36, 75, 14, 4, 42, 73, -23, 11, 38, 23, 58, 9, 36, 53, 66, 89, 26, 63],
[38, 2, -91, 76, -59, -40, 4, -52, 35, 69, 79, 15, 92, 46, 68, 59, 76, 86, -65, 73, 49, 57, 17, 16, 63, -76, 6, 86, -57, 16, 41, 16, 37, 3, 65, 51, 9, 67, 12, -21, 69, 17, 44, 74, -65, -2, 67, 95, 18, -22, -27, 96, -64, 9, 46, -75, 94, 92, 47, 25, -44, 60, 40, 28, 52, 41, 35, 7, 100, 21, 5, 61, -11, 37, 18, 19, 88, 98, 34, 85]]
[[0, 75, 33, 82, 39, 40, 59, 32, 3, 23, 62, 47, 73, 90, 33, 60, 32, 36, 73, 0, 11, 64, -61, 35, 59, 0, 25, 81, 63, 38, 98, 16, 16, 92, 11, 67, 75, 99, 88, 13, 13, 9, 3, 9, 42, 16, 15, 98, 78, 81, 54, 23, 96, 6, 75, 0, 87, 79, 48, 33, 0, -22, 49, 59, 24, 35, -77, 53, 16, 66, 32, 41, -74, 81, 34, 84, 57, 74, -45, 52],
[86, 92, 36, 89, 3, 0, 0, 51, 0, 36, 21, 46, -86, -34, 8, 20, 1, 44, 79, 0, 0, 0, -98, 0, 0, 0, 67, 31, -69, 73, 56, 79, 75, 45, 45, 82, 30, 6, 76, 0, 94, 68, 96, -16, 34, 71, 0, 58, 15, 76, 28, 0, -92, -67, 14, 45, 32, 54, 92, 2, 48, 12, 0, 4, 36, 0, -90, 37, 82, 38, 0, 0, 97, 76, 96, 29, 78, 64, 66, 45],
[21, 96, 57, 66, 54, 0, 69, 74, 82, 93, 78, 64, 51, 81, 0, -76, 80, 75, 76, 48, 18, -49, 69, 15, 58, 27, 41, 98, 99, 77, 0, 2, 7, 17, 23, 30, 66, 15, -2, 22, 48, 59, 26, -22, 4, -2, 0, 1, 36, 76, 0, 24, 33, 78, 95, 37, 0, -16, -34, 27, 44, 76, 48, 77, 54, 0, 30, 65, 77, 41, 44, 30, 52, 65, 4, 79, 74, 52, 75, 97],
[9, 0, 38, 80, 0, 21, 22, 97, -92, 67, 39, 40, 0, 67, 90, 11, 64, -7, 36, 61, 0, 38, 13, 94, -40, -57, 63, 23, -5, 70, 82, 0, 67, 81, 54, 0, 14, 38, 69, 11, 60, 65, -2, 86, 29, 14, 44, 8, 0, 82, 22, 12, 0, 44, 100, 0, -90, 61, 39, 81, 50, -7, 16, 75, -1, 70, 85, 16, 4, 40, 64, 54, 26, 0, 65, 37, 28, 24, 54, 0],
[14, 33, 7, 9, -74, 42, 36, 35, -82, 65, 27, -88, 40, 13, 51, 56, 68, 58, 12, 77, 39, 0, 0, 11, 83, 2, 12, 50, 82, 61, 83, 0, 38, 6, 32, 37, 56, 36, 94, -17, 93, 0, 40, 75, 49, 79, -51, 19, 99, 94, 25, 61, 30, 57, -72, 86, 59, 23, 22, 88, 54, 78, -74, 91, 90, 48, 0, 9, 88, 92, 73, 76, 17, 70, 0, 67, -37, 0, 42, 95],
[0, 0, 98, 42, 76, 43, 0, 32, 27, -63, 81, -42, 73, 39, 30, 15, 19, 44, 24, -13, 85, 21, -69, 95, 61, 2, 40, 16, 0, 54, -51, 19, 52, 18, 69, 85, 13, 69, 0, 22, 0, 82, 41, 82, 37, 21, 99, 24, 0, 76, 62, 31, 58, 2, -53, 0, 69, 26, 71, 73, 66, -54, 100, 57, 61, -2, 64, 54, 29, 54, 79, 22, 99, 98, 12, 21, 79, 64, 12, 2],
