3
20
10
[[6, 88, 7, -12, 49, 59, 86, 64, 29, -74, 52, 61, 18, 45, 76, 46, -21, 17, -77, 93],
[78, 36, 82, 41, 87, 30, 46, -4, 11, 35, -94, -31, -86, -28, 93, 10, 16, 33, -54, 8],
[42, 72, -72, 51, 8, -74, 68, -99, -17, 20, 39, 46, 77, 52, 54, 56, -3, 84, 96, 65]]
[[79, -20, 0, 0, 29, 6, -47, 79, -88, -73, 79, 1, 78, -6, 78, 59, 0, 38, 76, 33],
[63, 85, 0, 64, 40, 51, 44, 1, 1, -40, 81, 54, 55, 13, 38, 85, 0, -56, 23, 62],
[0, 96, -30, 0, -64, 0, 0, 15, 57, 85, 0, 97, 97, 26, 0, 70, -29, 71, 0, 97],
[68, 72, -50, 2, 78, 34, 70, 59, 0, 1, 98, 7, -80, 77, 100, 49, 42, 33, 31, 0],
[94, -72, 76, 15, 8, 0, 6, 31, 0, 79, 21, 63, 39, -52, 50, 88, 74, 2, -64, 23],
[31, 88, 30, 0, 14, 39, 74, -98, 0, -50, 54, 72, 3, 52, -12, 29, 93, 6, 97, 97],
[93, 83, 85, 79, 36, 43, 34, 68, 45, 75, 2, 0, 62, 45, 56, 3, -67, 87, -30, 80],
[-59, -29, 95, 61, 13, 12, 0, 77, 71, 34, 62, 31, 23, 0, 94, 75, 96, 0, 68, 50],
[89, 88, 35, 76, 0, -5, 34, 82, 53, -20, 98, 22, 66, 5, 29, 41, 42, 68, 96, -84],
[0, 0, 47, 32, 0, 36, 70, 61, 83, 29, 59, 42, 37, 59, -76, 9, 60, 55, 0, 24]]
[264, 356, 158, 377, 294, 335, 563, 149, 144, 325]
