3
80
40
[[97, 44, 18, -45, -23, 89, 83, 74, 61, -60, 70, 25, -44, 29, 87, 36, -61, -1, 72, 58, 25, 24, 83, -15, 99, 100, 99, 54, 40, -22, 4, 9, 95, 1, 63, 17, -95, 97, -61, -68, 8, 5, 57, 62, -58, 23, 55, 92, 41, -83, 52, 94, 76, -55, 72, 53, -91, 87, 19, 63, 89, -92, 19, 93, 93, 66, 44, 2, 48, 36, 26, -100, 48, -98, 35, 29, 52, 67, 38, 32],
[70, -24, 56, 34, 27, 25, 59, 91, 12, -26, 59, 71, 42, 82, 98, 10, 11, -19, 66, 72, -14, -53, 21, 53, 31, 82, -69, 1, 90, -48, -3, 54, 50, 76, 51, 9, 44, 83, 96, 100, 63, -84, -67, 67, 1, 10, -18, 7, 100, -52, 31, 89, 14, 41, 6, 36, 22, 63, 72, 79, 49, -28, 53, -36, 64, 4, -30, -30, -36, 95, 52, 40, 84, 29, 33, 28, -3, 13, 81, 3],
[91, 39, 0, 45, 20, 35, 70, 47, 78, 8, 85, 93, -64, 32, 85, 61, 43, 35, 10, -92, 20, 3, -81, 44, -74, 7, 89, -8, 6, 42, -41, 66, 4, 47, 82, 45, 100, 93, 99, 15, 89, 37, 22, 2, 54, 19, 48, -84, 86, 67, 18, 70, 60, 36, 98, 85, -26, 63, -50, 26, 9, 18, 30, 10, 98, 84, 89, 34, 15, 7, 23, -2, -87, 95, 26, 68, 66, -7, -80, 12]]
[[20, -35, 51, 83, 61, 23, 83, 41, 62, 7, 26, 100, 53, -37, 4, 15, 56, 55, -89, 41, 12, 11, 86, 65, 98, 83, 10, 83, 90, 95, 99, -84, 90, 60, -93, -27, 0, 85, 0, 36, 97, 51, 56, 62, 23, 86, 0, 84, 61, 15, 97, 0, 97, 59, 75, 9, -48, -58, -17, 63, 38, 97, 2, 7, 1, 43, 41, 71, 48, 98, 2, -68, 11, 57, 74, 0, 12, -65, 7, 42],
[86, 10, 35, 65, 9, 5, 0, 38, 77, 0, 71, 41, 0, 45, 33, 23, 86, 60, 10, 97, 51, 98, 0, 9, 21, 57, 94, 20, 38, 0, 84, 31, -77, 0, -17, 15, 75, -80, 2, 38, -88, 83, 93, 96, 0, 0, 29, 16, 22, 2, 28, 17, 55, 46, 46, 8, 58, 42, 89, 17, 46, 18, 19, 52, 55, 78, 39, 24, 85, 68, 17, 13, 96, 14, 89, 69, 58, 8, 19, 16],
[0, 56, 87, 44, 49, 0, -36, 14, 82, 52, 57, 34, 39, 0, 15, 57, 13, 23, 20, -54, 81, 74, 60, 96, 41, 50, -80, 40, 0, 60, -16, 63, 0, -69, 78, 47, 14, 19, 10, 46, -24, 69, 92, 57, 99, 90, -90, 69, 98, -39, 52, -2, 35, 0, 44, 97, 74, 18, 73, -44, -95, 94, 0, 82, 18, 81, 54, 86, 97, 70, 65, 44, 0, 26, 39, 37, 2, 78, 54, 76],
[55, 0, 9, 52, 42, 31, 37, 33, 36, 80, 55, 0, 57, 48, 12, 0, 45, -19, 71, 4, 51, 94, 35, 77, 80, 0, 60, 79, 58, 35, -15, 23, 0, 28, 50, 85, 20, 99, 0, 0, 43, 99, 5, 82, 1, 50, 92, 22, 77, 29, -71, 2, 0, 22, 29, 64, 77, 60, 61, 80, 84, 2, 0, 56, 65, 75, 37, -30, 19, -41, 30, 31, 70, 51, 47, 48, 16, 1, 12, 75],
[49, 26, 40, 71, 24, 70, 0, 60, 56, -46, -59, -100, 85, -9, 58, 73, 15, 72, 81, 39, 59, 90, 45, 62, -42, 0, -100, 0, -42, -97, 99, 16, 7, 12, 97, 13, 13, 12, -54, 52, -44, -77, 11, 61, 44, 19, 26, 12, 63, 10, 15, 95, 93, -71, 63, 48, 0, 71, 1, 0, 70, 2, 97, 21, -43, 32, 44, 89, 74, 45, -80, -17, 25, 39, -27, 39, 6, 31, -35, 11],
[42, 79, 80, 0, 61, 65, 69, 49, 21, 95, 38, 38, 73, 45, 20, 62, 96, 34, 32, 46, 14, -27, 58, 76, 10, 73, 4, 0, 76, 34, 0, 89, 54, 29, 68, 39, 0, 52, 27, 81, 10, 60, 32, -17, 97, 21, 73, 0, 0, 72, -24, 71, 97, 89, 7, 0, 88, 92, 24, 78, 55, 0, 14, 57, 58, 35, 77, 0, 47, 83, 36, 37, 13, 16, -30, 76, 70, 67, 45, -48],
[27, 92, -24, 51, 61, 59, 18, 0, -59, 10, 0, 85, 36, 0, 32, 32, 92, 11, 86, 0, 64, 57, 45, 0, 0, 25, 5, 31, 0, 0, 0, 52, 2, 92, 67, 28, 39, 0, 72, 55, 2, 43, 0, 68, 66, 0, 82, 85, 87, 0, 70, -10, 89, 0, 0, 31, -1, -42, 10, 70, 20, 67, 55, 67, 21, 76, 82, 43, 82, 90, 60, 99, 29, 85, 17, 66, 91, 22, 68, 36],
