4
50
25
[[-50, 36, 53, 3, 4, 37, 41, 2, -82, -59, 23, 34, 56, 76, 28, 6, 80, 23, 2, 94, 92, 77, 38, 31, 67, 73, -85, 47, 38, 86, 97, -56, 34, 9, 96, 44, -67, 19, 100, 28, 22, 57, 7, 9, 27, -88, 88, 100, 25, 58],
[12, 7, 22, 18, 77, 88, -53, 38, 49, 0, 43, 100, 71, -49, -92, 16, 11, 67, 51, -46, 31, 28, 87, 34, 13, 10, 48, 88, 8, 14, 49, 37, 55, 93, 90, 35, 90, 0, 29, 11, 70, 0, 32, -65, 26, 57, 81, -66, 100, 43],
[-25, 10, 41, 40, 46, 14, 74, 33, 1, 45, 18, 3, -3, 35, -35, 86, 56, -95, -93, 68, 98, -32, 97, 76, -31, 27, -76, 88, 68, 18, 1, 75, 0, -46, 26, 61, 5, 96, 30, 1, -8, 88, 59, 39, 98, 61, -39, 57, 16, 71],
[34, 67, 61, 43, -68, 91, 73, 43, 53, -42, 39, 50, 55, 64, 18, 13, 66, 93, 41, 18, 80, 100, 88, 85, 23, 92, 63, 63, 48, 89, 61, 19, 81, 54, 47, 96, 83, -20, 36, 11, 8, 22, 45, -12, -89, 60, 79, 100, 91, 82]]
[[74, 35, 29, 21, 90, -68, 7, 0, -39, 21, 14, 9, 65, 42, -61, 23, -40, 37, 74, 72, 82, 99, 88, -28, 34, 18, 37, 88, -44, 6, 16, 98, 74, 28, 26, 14, -20, 0, 69, 0, 18, 35, 100, 62, 72, 0, 0, 15, 6, 0],
[47, 27, 34, 80, 0, 49, 72, 100, 24, 25, 97, 0, 15, 43, 58, 41, 28, 100, 59, 95, 47, 87, 19, 28, 100, 69, 59, 60, 7, -100, 50, 30, 28, 31, 62, 25, -28, 0, 91, 64, 87, 3, 84, 40, 89, 58, 92, 82, 27, 0],
[0, 25, 81, 50, 0, 37, 21, 6, 5, 5, 46, 86, -55, 1, 45, 38, 40, 0, 78, 63, 7, 63, 71, 93, 91, 98, 28, 20, 36, 31, 41, 1, 97, 0, 74, -88, 8, 63, 33, 88, 40, 23, 97, 0, 26, 91, 11, 13, 0, 0],
[63, 22, 83, 38, 25, 96, 0, 36, 19, -24, 4, -22, 59, 24, 100, 81, 100, 43, 46, 13, 96, 87, -22, 88, 32, 28, 66, -72, 96, 95, 89, 16, 38, 64, 30, 75, 60, 33, 84, 35, 0, 63, 50, 77, 65, 68, 18, 76, -21, 69],
[46, 89, -1, 43, 42, 97, 39, 76, -78, 72, 17, 69, 7, 39, 44, -98, 40, 93, 14, 22, 12, 0, 50, 56, 87, -72, 20, 7, 67, 17, -77, 0, -89, 1, -3, 0, 19, 50, 50, 2, -44, 9, 27, 47, 8, 0, 0, 19, 42, 49],
[53, 42, 16, -59, 60, 55, 98, 74, 70, -71, -92, 16, 61, 75, 1, 16, 72, 44, 67, 41, 26, 91, 38, 8, -35, 10, 79, 7, 76, 28, 56, 29, 100, 14, 58, 93, 49, 7, 46, 0, 11, 3, 29, 91, 3, 96, 27, 7, 39, 67],
[21, 19, 79, 55, 38, 35, 51, 0, 0, 11, 80, 82, 9, 65, 59, 29, 80, 60, 17, 24, 63, 20, 50, 17, 47, 52, 9, 84, 0, 49, 12, 8, 72, 35, 74, 94, 36, 65, 5, 50, 81, 23, -15, 90, -92, 82, 0, 90, 3, 29],
[0, -34, 37, 29, 27, 20, 43, 20, 82, 39, 83, 66, -93, 97, -99, 83, 27, 85, 71, 0, 97, 53, 18, 14, 30, 6, 0, 83, 72, 35, 100, 93, 57, 0, 42, 2, 16, 31, 92, 17, -86, 93, 60, 3, 34, 75, -8, 0, 75, 14],
[-5, -37, 0, -7, 97, 96, -45, 93, 3, 79, 88, 16, 64, 84, 93, 44, -8, 65, -47, 84, 100, 51, 22, 32, 98, -36, 81, 76, 6, 83, 56, 1, 76, 53, 24, 79, 15, 79, 73, -42, 20, 57, -97, 45, -10, 9, 53, -5, 74, 57],
[36, 0, 65, 34, 8, 9, 17, 28, 97, 30, 100, 34, 47, 80, 0, 36, 0, 71, 58, 34, 74, 85, 70, -53, 22, 70, 32, 90, 21, 94, 56, 35, 30, -93, 42, 79, 0, 64, 53, 46, 86, 19, 22, 27, 7, 80, -82, 41, 79, 98],
[40, 4, 8, -26, 48, 58, 42, 59, 22, 35, 25, 3, 82, 53, 91, 0, 0, 63, 0, 71, 28, 69, 100, -8, 64, 16, -45, 33, 2, -23, 59, -16, 22, 0, 42, 10, 94, 32, 52, 37, 2, 62, -89, 43, -38, 85, 8, 41, 12, 23],
[33, 0, 0, 47, 36, 96, 86, 44, 65, -63, 68, 57, 93, 66, 58, 100, -59, 25, 17, 16, 56, 0, 41, 78, 28, 73, 51, 57, 52, -60, 61, 28, 3, 95, 76, 76, 22, 62, 50, 98, 23, 77, 28, 49, 36, 7, 50, 66, 94, 12],
[87, 49, 59, 0, 99, -1, 78, 94, -92, 84, 31, 40, 25, -69, 0, 43, 92, 85, 2, 50, 41, 23, 35, 55, 7, 23, 27, 0, 6, 95, 56, 80, 51, -73, 10, 40, 12, 56, 31, 28, 61, 93, 0, 6, -45, 95, 99, 72, 4, 70],
[41, 21, 29, 25, 30, 29, 75, 1, 27, -21, 97, 69, 44, 0, 23, 48, 0, 81, 73, -93, 69, 48, 27, 19, 47, 30, 14, 99, 77, 93, 64, 79, 94, 6, 68, 0, 36, 11, 77, 51, -20, 33, -92, 6, 35, 84, 11, 44, 51, -10],
[4, 4, 90, 30, 87, 3, 65, -11, 15, 58, 63, 72, 0, 57, 68, 86, 51, 40, -46, 34, 63, 81, 32, 33, 5, 0, 0, 76, 38, 1, 64, 42, 4, 15, 97, 19, 47, 96, 24, 17, 82, 68, 87, 28, 38, 18, -5, 51, 51, 41],
[60, 80, 73, -37, 23, 0, 44, 75, 30, -47, 30, 68, 30, 0, 81, 65, 16, 4, 64, 2, 75, 45, 68, 30, 61, 51, 62, 95, 51, 0, -70, 74, 9, 61, -41, 5, 11, 32, 97, 96, 24, 45, 89, 46, 16, 85, 50, 5, 55, 61],
[-35, -89, 32, 91, 74, 18, -72, 89, 14, 10, 48, 21, -40, 60, 39, 26, -27, 99, -86, 99, 74, 0, 3, 77, 98, 7, 88, 89, 24, 53, 5, 75, -1, 0, -96, 96, -87, 19, -28, -23, 1, 0, 69, -63, 99, 23, 9, 77, 36, 95],
[21, 83, 9, -66, 4, 0, 4, 23, 36, 28, 21, 85, 78, 13, 0, 7, 18, 94, 62, -100, 83, -92, 7, 54, 75, 0, -93, 56, 64, 54, 46, 82, -92, -6, -30, 8, 80, 0, 11, 0, 0, 96, 78, -5, 0, 88, 90, 51, 33, 35],
[30, 12, 57, 6, 53, 0, 67, 82, 58, 49, 40, 45, 79, 63, 0, 98, 68, 2, 54, 58, 27, 0, 12, 54, 30, 0, 79, 15, 0, 44, 21, -94, 4, 16, 61, 84, 0, 42, 62, 0, 39, 51, 82, 48, 41, 89, 58, -11, 57, 24],
[85, 6, -83, 49, 65, -83, 55, 17, 33, 22, 68, -47, 96, 0, 88, 5, 0, 71, 0, 89, 78, 29, 86, 38, 79, 0, -43, 1, 46, 3, 73, 29, 0, 39, 11, 70, 19, 66, 30, 10, 23, 85, 46, 27, 70, 74, -48, -63, 48, 8],
[78, 50, 23, 55, 6, 97, 6, 40, 50, 0, 31, 10, 92, 51, 23, 98, 35, 4, 77, 14, 6, 47, 41, 38, 20, 70, 32, 33, 26, 63, 41, 2, 14, -67, 5, 42, -19, 9, 58, 92, 95, 27, 40, 49, 43, 0, 0, 71, 0, 85],
[75, 39, 0, 20, -59, 62, 32, 82, 66, -68, 55, 68, 11, 36, 8, 0, 100, 70, 10, -43, 0, 98, 32, 13, 0, 78, 0, 3, 53, 40, 20, 89, 94, 28, 3, 97, -78, -51, 0, 81, 97, 73, 13, 78, 80, 26, 67, 31, 93, 22],
[87, 72, -14, 29, 2, 68, 51, 7, 20, 57, 18, 33, 0, 28, 0, 50, 61, 67, 46, 54, 24, 53, 49, -67, 80, 48, 19, 36, 83, 80, 59, 84, 0, 50, 10, -96, 27, 36, 0, -62, 64, 0, -89, 23, 90, 60, 54, 13, 36, 47],
[57, 87, 16, 76, 54, 0, 17, 89, 86, 0, -26, 64, 40, 0, 21, 72, 37, 24, 41, 40, 40, 40, 59, 85, 84, 60, 45, 52, 84, 15, -82, 73, 40, 80, 61, 0, 100, 6, 52, 38, 45, -43, 53, -17, 87, 40, 69, 64, 66, 3],
[0, 13, 0, 0, 0, 66, 12, 24, 0, 56, 24, 98, -11, 2, 64, 81, 25, 76, 5, 64, 0, -64, 85, 47, -33, 63, 92, -64, -10, 3, 38, 29, 92, 0, 35, 0, 99, 36, 17, 0, 64, 51, 91, 24, 27, 83, -73, 39, 60, -15]]
[192, 2255, 250, 1485, 1025, 176, 1442, 183, 1825, 1335, 777, 1536, 1699, 371, 979, 360, 564, 548, 1355, 897, 436, 1416, 1333, 1020, 1030]
