4
80
40
[[68, 61, 25, 98, 38, -60, 54, 90, 78, -90, 73, 74, 96, 33, 59, 39, 61, -55, -31, 12, 41, 33, -31, 32, 14, 26, -41, 95, 4, 72, 84, 90, 11, 29, -23, 89, 96, 13, 44, 12, 90, 46, 38, 3, 70, 5, 88, -4, -70, 80, 69, 26, 89, 29, 86, 92, 80, 23, 79, 61, 3, 1, -38, -12, -76, 0, -65, 57, 66, -43, 27, 25, 88, 26, 77, -85, 54, 70, 15, 9],
[26, 32, 36, -13, 76, 52, 95, 11, -73, 49, 24, 83, 82, 96, -89, 36, 15, 0, 58, -48, 33, 37, 83, 9, 85, 14, 23, -13, 50, -99, 88, 100, 5, 54, 89, 97, 11, 49, -19, 4, 18, 75, 15, 46, 45, 27, 84, 35, -73, -49, 96, 38, 82, -99, 46, 29, 25, 5, 67, 6, 99, 45, -39, -28, -31, 5, 72, 72, 30, 17, 80, 40, 51, 46, 98, 30, -14, 80, 55, 37],
[76, 89, 85, 1, 33, 92, 65, 17, 78, 33, 15, 72, 38, 50, -97, -83, 29, 26, 67, 29, 47, 13, 52, 27, 93, 5, 22, 10, 29, 53, 47, 11, 77, 90, 65, 45, 40, 23, -13, 22, -91, 89, 5, -8, 59, 68, 16, 82, -85, 38, -10, -8, 40, 22, 66, 8, 73, -93, 97, -87, 46, -39, 60, 56, 15, -44, 76, 36, 65, 43, 3, 5, 49, 55, 13, 1, 50, 20, 6, 87],
[69, 27, 92, 61, 21, 87, 56, -100, 5, 52, 24, 77, 15, -15, 74, 43, 14, 88, 33, 63, 52, 79, 43, 14, 34, 67, 18, 34, 42, 56, 91, -43, 70, 12, 94, 56, 25, 54, 13, 16, 33, -94, 27, 86, 60, 85, 42, 56, 88, 13, -57, 26, 3, -64, 48, 64, -63, 33, 11, 33, 62, 22, 60, 14, 47, 27, -4, 59, -67, -84, -51, -37, -49, -50, 15, -67, 2, 81, 34, -91]]
[[0, 64, 82, -30, 76, 66, 26, 31, 34, 88, 18, -63, 1, 61, 48, 30, 44, 97, 2, 6, 43, 72, 56, -95, 36, 60, 97, 94, 79, 36, 20, 94, 58, 87, 59, 38, -37, -33, 0, 0, 8, 67, 99, 65, 62, 47, 70, 63, 29, 0, 16, 12, -84, 0, 26, 91, 53, 81, 0, 80, 31, 44, 19, 43, 4, -88, 60, 3, 36, 0, 7, 63, 80, 0, 61, 62, 18, 12, 67, 3],
[0, -85, 29, 54, 47, 51, 96, 93, 75, -12, 43, 76, 44, 21, -84, 19, 28, 56, 9, -13, 99, 85, 33, 87, -15, 43, 26, 0, 70, -93, 21, 98, 58, 7, 0, 16, -5, 0, 80, -29, 95, 43, 22, 97, 57, 45, 44, 94, 16, 73, 65, 0, 66, -48, -13, 77, 56, 88, 78, 23, 0, 0, 62, 32, 71, 43, 45, 86, 4, 65, 57, 18, 97, 88, 100, 41, 82, 10, 32, 71],
[0, 0, 58, 8, 0, 59, 38, 0, 56, 27, 36, -73, 51, 82, -43, 36, 95, 12, -41, 87, 84, 26, 6, 94, 88, 0, 23, 17, 81, 5, 23, 21, 24, 33, 18, -83, 85, 9, 91, 41, 38, 41, 91, 83, 22, 56, 16, 66, 35, 72, 100, 35, 75, 32, 94, 17, 33, 91, 14, 94, 61, 81, 25, 16, 45, 11, 76, 29, 90, 15, 33, 13, 89, -12, -24, 39, 31, 0, 0, 65],
[0, -84, 54, 72, 43, 42, 43, 90, 41, 59, 81, 12, 0, 42, 86, 3, 0, 0, 0, 39, 25, -54, 70, 25, 0, 14, 4, 25, 72, 44, 32, 28, 0, 31, 96, 63, 7, 44, 54, 0, 78, 5, 92, -18, 0, 55, 85, 7, 73, 54, -46, 45, 0, 52, -75, -43, 47, 63, 28, 60, -31, -36, 85, -49, 82, 8, 29, 30, 40, 51, 86, -97, 45, 84, 20, 81, 44, 34, 55, 83],
[91, 89, 50, 87, 85, 16, 56, 38, 32, -60, 90, 19, 63, 89, 30, 7, 0, 95, 95, 54, 14, -60, -40, 44, 20, 22, 42, 13, 14, 64, 89, 68, -68, 76, 92, 53, -66, 13, 82, 77, -92, 97, 50, -76, 68, 23, 76, 64, -48, 36, 69, 49, -20, 99, 17, 65, 74, 74, 70, 85, 86, -8, 98, 70, 95, -8, 92, 67, 2, 35, 0, 99, 13, 16, 29, 0, 0, 100, 57, 25],
[74, -66, 71, 8, 98, -100, 27, 31, 53, 84, 18, 7, 98, 40, 58, 88, 60, 98, 48, -34, 14, 78, 7, -92, 99, 47, 0, 54, 87, 38, 45, 33, 49, 74, 3, 45, 93, 0, 33, 0, 41, 33, 24, 23, 47, -37, 55, -27, 84, 42, 100, 36, 93, 56, 0, 74, 1, 84, 76, 56, 79, 16, 19, 36, -93, 48, 58, 1, -16, 58, -12, 54, 82, 22, 70, 10, 42, 10, 49, 67],
[-87, 59, -80, 90, 18, 37, 45, 30, 47, 52, 96, 65, 8, 70, 92, 55, -54, 0, 0, 73, 16, 92, 38, 79, 19, 55, 49, 69, 0, 77, 41, 30, 84, 13, 45, 69, 95, 36, 97, 26, 91, 20, 100, 30, 0, 6, 83, 82, 18, 0, 14, 41, 5, 41, 84, 13, -98, -40, 64, 92, 73, 99, 16, 6, 52, 26, 81, 47, 2, 27, 26, 94, 43, 49, -87, 100, 73, 11, 32, 0],
[36, 47, 0, 94, -55, 29, 7, 24, 9, 83, 0, 23, 0, 95, 0, 83, 3, 26, 14, 55, 67, 3, 85, 55, 56, 61, 71, 24, 90, -13, -14, 45, 6, 28, 0, 82, 10, 78, 23, -90, 65, 35, 70, 0, 62, 21, 2, -82, 97, 17, 43, 6, 0, 44, 26, 5, 41, 36, 67, -15, 66, 8, 0, 15, 34, 0, 51, 1, 0, 19, 84, 0, -51, 0, 91, 78, 54, 52, 48, 47],
[62, 58, 55, -93, 19, 74, 31, 4, 6, 71, 23, 46, -14, 53, 33, 0, 94, 0, -34, 13, 21, 22, 29, 82, 32, 78, -21, -63, 5, 12, 48, 73, 38, 100, -51, 0, 70, 99, 72, 45, -19, 81, 11, 21, 86, 48, 92, 16, 29, 86, 50, 11, 0, 9, 11, 27, 0, 58, 25, 76, 4, 90, 5, 42, 69, 21, 2, 52, 0, 91, 70, -21, 16, 53, 0, 20, 91, 47, 74, 63],
[31, 92, 87, 36, 49, 19, 0, 99, 0, 20, 54, 86, 56, -15, 84, 99, 9, 83, -87, 62, 68, -24, 28, -16, 48, -93, -31, 41, 3, 62, 64, 84, 90, 73, -65, 53, -57, 90, 33, 12, 79, 0, 48, 0, 73, 0, 34, 12, 84, 83, 56, 86, 39, 32, 79, -1, 15, 33, 62, 45, 53, 32, 59, 80, 26, 92, 49, 70, 67, -48, 4, 99, 0, 31, 93, 0, 77, 55, -51, 0],
[54, 93, 56, 22, 27, 27, 33, 32, 50, 62, -44, 97, 36, 40, 64, 15, 0, 8, 21, 85, 74, 73, 6, -16, 53, 98, 5, 50, 6, 77, 64, 6, 30, 0, 50, 28, 34, 69, 5, 72, 25, 0, 78, 9, 61, 0, 37, -11, -92, 32, 14, 81, 77, 0, 45, -57, 0, 85, 92, 19, 0, 46, 45, 12, 62, 0, 32, 78, 27, 85, -28, 48, 69, 46, 6, 76, 53, -31, 52, 40],
[-47, 35, 35, 25, 64, 66, 75, 57, 86, -58, 86, 76, 36, -57, 43, 80, 100, 0, 34, 18, 57, 92, 19, 1, 17, -1, 95, 16, 2, 0, 79, 74, 57, 72, 7, 68, 21, 0, 65, 57, 87, 75, 13, 52, 57, 47, 32, -39, 64, 61, 0, 25, 74, 92, 9, 54, 8, 49, 40, 0, 69, 97, 0, 28, 23, 0, 57, 98, 2, 71, 70, 56, 23, 98, 77, 90, 34, 69, 72, 58],
[75, 10, 76, -46, 78, -78, 56, 0, 85, 0, 0, 2, -45, 63, 66, 54, 28, -2, -85, 83, 5, 100, -42, 61, 13, 84, 6, 35, 20, 85, 32, 9, 45, -34, 57, 83, 85, 66, 26, 15, 71, 67, 83, -64, -2, 88, 60, 91, -98, 64, 5, 22, 27, 32, 14, 91, 45, 61, 59, 29, 19, 0, 78, 0, 82, 0, 45, 39, 96, 18, 59, 96, -40, 49, 0, 76, 38, -68, 20, 0],
[98, 0, 31, 21, 52, 0, 69, 55, 95, 100, 9, 0, 0, 95, 88, 9, -53, 39, 59, 76, 0, -56, 23, 39, 96, 17, 78, 64, 7, 90, 36, 0, 43, 11, 8, 67, 88, 27, 96, 95, 0, 73, 18, 26, 45, 29, 91, 51, 7, 0, 88, 38, 4, 28, 82, 99, 41, 50, 80, 100, 43, 90, 22, 27, 60, 50, 62, 2, 13, 96, 53, 71, 56, 68, 19, 95, 98, 38, 0, 65],
[5, 44, 36, 31, 75, 42, 21, 0, 0, 33, 11, 54, -89, 90, 71, 14, 23, 0, 0, 83, 12, 0, 86, 41, 0, 54, 36, 19, 36, 51, 24, 97, 67, -38, 27, 56, -67, 23, 54, 75, 22, 98, 13, 0, -52, 54, 12, 92, -40, -33, 28, 6, 82, 60, 0, 21, 92, 16, 99, 6, -24, 55, 5, 63, -93, 77, 92, 63, 7, 89, 62, -92, 52, 43, 53, 51, 43, -1, 53, 57],
[34, 0, 0, 80, 64, 0, 85, 44, 31, 18, 45, 23, 100, 100, 11, 62, 12, 1, 7, 10, 23, 88, -99, 100, 26, 0, -30, 29, 88, 65, 4, 0, 71, 36, 59, 29, 95, 93, 58, 13, 27, 75, 10, 61, 50, 40, 56, 84, 86, 0, 44, 26, 0, 77, -63, 97, 91, 90, 56, 28, 0, 78, 13, 0, 69, 51, 16, 98, 73, -68, 11, 83, -81, 30, -63, 8, 1, 43, 94, 93],
[43, 0, 91, 0, 63, 77, 0, 47, 40, 68, 76, -46, 71, 64, 0, 57, 17, 0, 0, 35, 50, 32, 0, 8, 1, 19, 20, 9, 91, 78, 18, 73, 97, 57, 0, 16, 47, 97, 78, 86, -35, 20, -41, -87, 95, 32, 93, 28, 70, 90, 27, -67, 71, 51, 95, 50, 76, 65, 73, 89, 54, 23, 94, 79, 18, 47, 75, 18, 11, 94, -96, 65, 12, 15, 7, -48, 25, 6, 0, 85],
[54, 88, 7, -27, 0, 68, 79, 0, 59, 16, 7, 77, 83, -67, 18, 73, 2, 24, 55, 95, 48, 96, 47, -45, -73, 78, 93, 94, 54, 63, 86, 69, 61, 76, 0, 70, 71, 39, 84, 95, 72, 66, -42, 0, 33, 26, 44, 0, 13, 91, -27, -73, 49, 81, 38, 31, 53, -3, 0, -45, 7, 10, 84, 44, 0, 42, -31, 0, 0, 58, 95, 46, 4, 65, 79, 74, 19, 0, 7, 26],
