4
20
10
[[38, 25, 9, 36, 38, -20, 72, 57, -36, 52, -69, 72, -9, 13, 61, 24, -37, 50, 17, -81],
[72, -39, 36, 28, 61, 84, -88, 82, 0, -91, 12, 59, 83, 50, 96, 56, 69, 12, 36, 4],
[-80, -11, 44, 37, 67, 4, 81, 56, 73, 64, 75, 37, 36, 47, 90, 69, 40, 43, -70, -73],
[-73, 77, 96, 72, 37, 38, 54, 54, -76, 63, 53, 25, -10, 77, 49, 18, 36, -16, 26, 0]]
[[10, 25, 86, 65, 70, -55, 0, 21, 81, 47, 4, 42, 7, 44, 22, 75, 97, 83, 21, 17],
[19, 39, 48, 71, -92, 4, 72, 59, 0, 34, 62, -2, 43, 10, 34, 46, 46, 95, 21, 6],
[35, 17, -45, 26, 10, 92, 0, 50, 45, 24, 87, 34, 42, 67, 85, 84, 7, -34, 0, 42],
[51, -15, 68, 28, 0, 51, 82, 0, 14, 51, 24, 53, -17, 16, 73, 92, 0, 43, 0, 11],
[38, 88, 82, 9, -18, 55, 94, 16, -27, 16, 48, 16, 67, 74, 69, 18, -53, -7, 75, -67],
[89, 65, 37, 51, 0, 75, 76, 19, 48, 68, 0, 85, 95, 15, 65, 0, 23, 47, 53, 81],
[93, 49, 75, 72, 0, 64, 2, 0, 23, -42, 31, 54, 47, 35, 94, 71, 0, 64, -20, 0],
[0, 2, -49, 7, 54, 69, 0, 99, 21, 82, 21, 55, 43, 11, -25, 22, 12, -40, 0, 46],
[99, 92, 0, 0, 47, 78, 1, 100, 77, 21, 47, 79, 55, 78, 0, -63, 30, 59, 53, 1],
[0, 21, 41, 0, 96, 84, 0, 30, 0, 98, 51, 81, 13, 87, 100, 28, 69, 85, -10, 49]]
[641, 207, 317, 529, 385, 257, 615, 176, 427, 174]
