4
30
15
[[45, 63, 5, -6, 71, -84, 13, 30, 60, 28, 44, 40, 24, 61, 10, 42, 63, 7, 91, 44, 97, 91, 82, 28, 45, 86, -24, 37, 52, -94],
[11, 18, 54, 44, 28, -95, 49, -67, 17, 71, 17, 51, -18, -7, 86, 98, -51, 72, 42, 49, 3, 95, 51, 83, 89, 31, 10, -100, -30, -73],
[95, 54, 42, 49, -59, -46, 52, 98, 76, -28, 33, 71, 87, 36, 65, 14, 90, 4, 94, 15, 51, 81, 18, 5, -42, 58, -19, 36, 100, 25],
[36, 24, 6, 57, 82, 35, 42, 35, 95, 53, 19, 46, 39, -32, 54, -98, -68, 15, 56, 39, 45, 71, -10, 46, -53, -62, 9, -33, 67, 88]]
[[72, -11, 83, 1, 1, 88, 88, 0, 97, 0, 13, 26, 96, 0, 29, 23, 79, -36, 92, -31, 5, 66, 84, 54, -9, 11, 0, 73, 37, 56],
[22, 90, -51, 88, 59, 6, 54, 30, 92, 38, 34, 99, 21, 33, 95, 85, 0, -27, 0, 29, -5, 63, -50, 0, 80, 63, 91, 97, 45, 58],
[46, 82, 96, 4, 0, 32, 0, 19, 36, 96, -52, 69, 0, 15, -24, 100, 42, 80, 6, -85, 13, 33, 45, 63, 4, 20, -21, 79, 8, 98],
[98, 0, 22, 14, 6, 19, 0, 51, 100, 0, 24, 57, 32, 13, 0, 20, -75, -47, 20, 45, 0, 72, 89, 39, 40, -57, 26, 81, 11, 0],
[23, 43, 72, 80, 64, 39, 86, -1, 100, 18, 38, 98, 29, 47, 91, 63, 0, 0, -63, 49, 0, 13, 18, 30, 91, -74, 21, 66, 64, 10],
[49, 41, 0, 52, 0, 36, 100, 0, 43, 68, 60, 75, 86, 53, 77, 0, 87, 55, 90, 45, 47, 17, 24, 0, 100, 29, 30, 25, -27, 0],
[62, 42, 62, 95, 89, 42, 36, -62, 0, 55, 0, 13, 90, 29, 0, 3, 45, 87, 0, 27, 69, 78, 11, 0, 46, 0, 0, 44, 77, 85],
[26, 71, 49, 16, 82, 46, -84, 0, 95, 41, 0, 87, 68, 77, 27, 25, 99, 91, 21, 64, 17, 71, 54, 76, 83, 24, 96, 0, 64, 6],
[49, 32, 77, 16, 62, 34, 24, -61, 92, 0, 74, 85, 58, 99, 56, -76, 52, 74, 29, 14, 57, 59, 16, 75, 54, 54, 52, 97, -68, 30],
[54, 50, -97, 34, 62, 56, 18, 69, 65, 35, 15, 5, 58, 0, 53, 73, 97, -100, -95, 35, -91, 60, 11, 32, 13, 25, 8, 72, 44, 45],
[18, 25, 0, 26, 96, 30, -48, 68, 38, 54, 92, 18, 65, 60, -26, -96, -79, 27, 99, 67, 12, 100, 86, 28, 66, 74, 60, 58, 81, 0],
[22, 57, 89, 86, 36, 82, 49, 13, 49, 57, 0, 31, 81, 30, -99, 37, 68, 12, 0, 96, 50, 49, 79, 14, 31, 31, 77, 17, 32, 78],
[24, 95, 47, -98, -99, 59, 47, 11, 3, -26, 32, 42, 78, 14, 0, 49, 91, 50, 68, 85, 57, 34, 30, 100, 27, -53, 33, -68, 0, 22],
[-12, 58, 98, -40, 62, 42, 0, 75, -44, 8, 25, -22, 0, 87, 56, 69, 76, 60, 36, 39, 24, -60, 19, 40, 25, 33, 62, 34, 82, 25],
[94, 70, 81, -14, 41, 62, 25, 60, 66, 18, -83, 65, 6, 41, 68, 20, 99, 12, 91, 19, 82, 73, -94, 98, 17, 0, 35, 40, 94, 35]]
[347, 1050, 769, 215, 524, 1251, 283, 142, 1080, 684, 423, 511, 282, 421, 315]
