4
60
30
[[44, 41, 78, 32, 91, 7, 23, 60, 90, 35, 3, 11, 34, 16, 54, 2, -45, 47, 5, 6, -90, 6, 93, 50, -86, -60, 41, 95, 99, 9, 91, 49, 54, -22, 75, -45, -2, 18, -72, 75, 53, 61, -32, 70, 67, 18, 91, 2, 64, -96, 66, 24, 22, 56, 11, 95, 46, 58, 11, 81],
[7, -66, -33, 43, 17, 71, -93, -53, 38, 82, 34, 13, -68, 95, 100, 21, 76, 4, 93, 75, 95, 94, 40, 33, 45, 28, 91, 59, 13, 67, 29, -80, 44, 48, 72, 47, 67, 69, 83, 86, 16, 6, 56, 30, 19, -17, 85, 54, 29, 66, 24, 68, -46, 99, 38, -36, 99, 61, 36, -76],
[88, 5, 11, 2, 62, 42, -18, 77, 46, 75, -41, 39, 10, 12, 92, 2, 43, 53, 68, 96, 23, 15, 47, -58, -33, 79, 56, 85, 18, -89, 32, 90, 23, 31, -4, 20, 64, 25, 28, 5, -17, -79, 1, 4, 2, 29, 31, 10, 61, 45, 68, 78, 1, 43, 70, 25, 33, 93, 53, -47],
[13, -11, 2, -1, 40, 21, 10, -62, 2, -58, 31, 26, 13, 98, 16, 21, 35, 75, 9, 1, 19, 56, 22, -59, 78, -3, 51, 72, 42, 30, 22, 88, 61, 96, 37, -82, 20, 86, 70, 68, 10, 56, 89, 25, 99, 89, 6, 78, 39, 37, 70, 32, -70, 33, 44, 48, 67, 15, 31, 86]]
[[5, 51, 49, 31, -1, 34, 38, -61, -16, -93, 6, 86, 56, 84, 30, 95, 24, 32, 18, 82, 0, 16, 94, 0, 1, -8, -60, 68, 37, 97, 0, 26, 0, 60, 88, 13, -48, 23, -91, 2, 56, -74, 10, 46, 93, 100, 2, 16, 0, 75, 78, 72, 19, 5, 75, 28, -71, 27, 39, 23],
[5, 0, 6, 91, 52, 84, 31, 12, 21, 0, 95, 2, 20, 22, 70, 0, 85, 25, 75, 62, 55, 0, 38, 62, 53, 0, 0, 86, -42, 3, 19, 77, 39, 72, 22, 13, 32, 7, 9, 86, 37, 82, 7, 58, 54, 45, 85, 60, 18, 61, 2, 91, 52, 78, 41, 31, 2, 0, 9, 84],
[44, 0, -72, 64, 57, 11, 96, 85, 35, 7, 22, 25, 71, 26, 15, -48, 54, 51, 10, 0, 66, -59, 4, 46, 59, 39, 49, -22, 79, 0, 58, 82, 0, 35, 27, 0, 42, 56, 89, 0, 14, 86, 89, 26, 33, -16, 0, 0, 70, 38, 24, 61, 89, 92, 7, 24, 95, 85, 10, 5],
[-64, 94, 57, 17, -12, 29, 57, 49, -29, 13, 0, -65, -56, 0, 54, 91, 3, 27, 75, 47, 89, 88, 0, 44, 45, 68, 63, 36, 87, 18, 34, 0, 23, 0, 50, -36, 56, 22, 43, 86, 35, 36, -43, 82, 97, 74, 0, 8, 3, 38, 79, 57, 0, -89, 93, 72, 41, -92, 8, 75],
[72, 34, 97, 10, 71, 93, 93, 61, 61, 88, 0, 67, 72, 33, 42, -32, -22, 35, 22, 74, 46, 0, 0, 13, 56, -78, 96, 15, 95, 37, 65, 34, 79, 0, 14, 80, 49, -67, 15, 82, 84, 100, 85, 47, 33, 83, 97, 93, 39, -14, 80, 40, 67, 98, 2, 58, 68, 17, 96, 99],
[81, 92, 79, 80, 7, 63, 72, 40, 88, 47, 79, 34, 48, 32, 0, 60, -36, 97, -77, 0, 7, 18, 97, 60, 34, 58, 13, 12, 73, 32, -31, 0, 75, 9, 86, 89, 39, 0, 7, -23, 46, 0, 0, -8, 39, -29, 0, 4, 0, 19, 7, 88, 85, 0, 57, 79, 65, 23, 34, 44],
[69, 31, 86, 44, -77, 80, 62, 8, 87, 3, 53, 10, 72, 75, -17, 0, 53, 63, 72, 37, 80, 53, -40, 0, 0, -95, 10, 44, 59, 29, 60, 83, 68, 57, 28, 86, 1, 63, 74, 72, 30, 82, 27, 97, 10, 85, 60, 40, 2, 57, 24, 93, 6, 78, 78, 69, -74, 46, 76, 39],
[23, 26, 94, 92, 8, 14, 14, 55, 16, 47, 2, 93, 99, 27, 84, 0, -94, 31, 60, 88, 91, -39, 22, 94, 16, 37, 28, 74, 88, 0, -73, -84, 11, 64, -60, 94, 37, -49, 23, 70, 0, 96, 49, 39, 2, 42, -47, 24, 56, -50, 46, 56, 34, 87, -21, 79, 5, 42, 97, 75],
[-84, -41, 29, 18, 97, 79, 35, 0, 92, 37, 38, 0, 42, 5, 86, 69, 90, 90, 48, 0, 65, 92, 30, 78, 12, 44, 40, 62, -78, 7, 0, 90, 20, 70, -72, 0, 24, 79, 0, 8, 2, 11, 96, 10, 20, 0, 71, 0, 0, -93, 26, 69, 16, 62, 67, 53, 48, 94, 63, 95],
[71, 86, 11, -18, 0, 0, 43, 50, 14, 39, 3, 6, 27, 88, 20, 21, 26, 81, 0, 91, 0, 7, 24, 24, 26, 9, 90, 0, 96, -31, 94, 73, 17, 0, 8, 81, 83, 10, 20, 39, 6, 81, 0, 71, 73, 32, 19, 39, 70, 3, 62, 20, 78, 0, 68, 71, -24, 71, 91, 27],
