5
20
10
[[64, 99, 91, -60, 66, 100, 13, 29, -92, 14, 86, 27, -43, 13, 66, -3, 68, -33, 89, 13],
[27, 100, 56, 32, 42, 24, 12, 11, 54, 6, 14, 49, -100, 40, -75, 43, 67, 95, 72, 88],
[73, 42, -37, 56, 78, 36, -33, -26, 2, 57, 69, 82, 44, 58, 2, 29, 58, 61, 25, 38],
[80, 95, 60, 15, 84, 91, 73, 87, 49, 32, 92, 26, 33, -29, 2, 61, -17, 29, 25, 5],
[17, -40, -31, 7, 93, 69, -99, -67, 81, 93, -86, 66, -91, -60, 41, 43, 43, 49, 50, 30]]
[[4, -28, -93, 69, 35, 43, 23, 23, 0, 82, 40, 36, 93, 33, 83, 51, 81, 13, 60, 52],
[27, 7, 5, 62, 11, 25, 76, -62, -61, 0, 16, 32, 22, 80, 96, 66, 57, 88, -3, 0],
[28, -93, 83, 0, 0, 54, 83, 100, 0, 21, 45, -47, 68, 32, 24, 59, 5, 68, 0, 41],
[52, 17, 69, 82, 51, -59, 5, 71, 31, -69, 40, 95, 32, 55, 3, 44, 36, 37, -56, 0],
[22, 91, 24, 97, 63, 9, -82, -55, 66, -70, 50, 23, 33, 89, 79, 73, 4, 26, 25, 81],
[89, 70, 35, 58, 52, 85, 49, 58, -43, 87, 9, 36, 12, 97, 43, 85, 74, 23, -26, 44],
[-73, 56, 9, 53, 51, 53, 22, 49, 22, 26, -33, 80, 79, 97, 31, 66, 73, 54, 84, -75],
[78, 14, -81, 24, -79, 70, 9, 56, 88, 0, 10, 86, 1, 64, 47, 19, 67, 52, 9, 92],
[21, 47, 71, -74, 17, 67, 39, 98, 12, 25, -1, 67, 16, 97, 27, -67, 87, 77, 83, -87],
[81, 96, 93, 40, 99, 74, 7, 78, 59, 68, 74, 0, 54, 9, 95, 35, 3, 47, 24, 71]]
[612, 398, 545, 479, 580, 316, 313, 154, 617, 1080]
