-3	-1	2	-8	-2	-7	-7	-3	-10	-8	7	8	-1	-9	5	-7	-4	0	-2	-1	-4	9	-8	-5	-10	-1	-6	8	4	5	-3	-6	2	6	-4	7	-10	-7	-8	8	-10	7	-6	9	9	-5	-9	7	6	0	1	9	3	-5	-4	-8	9	-4	9	5	3	10	-7	-5	-5	8	9	9	-7	-7	7	1	6	-8	2	-2	-10	5	2	-10	0	-6	3	2	-1	-9	-1	0	10	10	10	5	-4	4	2	-7	3	-4	-1	7	-1	-8	9	-1	7	7	-6	2	6	6	-5	-3	-4	-3	-7	0	-5	-4	3	8	3	-10	-3	10	0	5	-5	4	-9	-6	3	-10	7	-5	0	0	-1	3	-2	9	6	3	1	9	-7	-7	1	-9	6	-9	4	-9	1	10	10	-6	-4	0	7	-1	50	53	158	4	-165	138	125	25	74	103	-126	14	197	90	-40	-93	20	192	-139	37	48	121	54	38	-136	128	100	-194	-20	-179	-101	-144	104	-185	-72	93	-66	-181	161	-16	56	-165	-154	-120	9	-52	187	38	84	88	-84	-113	87	131	61	175	177	-65	-83	-182	55	-138	4	147	-188	60	49	-14	-48	25	97	53	27	156	200	-35	132	18	108	-175	189	-69	74	150	96	-58	103	-165	125	-22	150	-76	13	-47	156	106	149	136	1	-2	153	-101	-158	-160	5	125	88	-78	119	44	-148	-97	95	-18	-128	62	172	176	190	-155	-33	-41	-56	-105	116	-57	18	69	-57	-165	10	35	90	110	-131	106	56	-139	166	-101	142	71	-56	89	124	-178	184	75	-170	160	106	25	-88	-94	-55	-147	123	113	-32	-182
-3	5	-5	-10	1	-3	7	10	7	-7	10	4	-8	9	-3	-5	-4	1	-2	4	-4	-4	-8	-5	-7	-1	0	5	3	1	1	-7	-8	5	-7	-10	-9	-7	2	-1	3	-9	-10	9	-3	9	-1	5	6	-7	10	1	6	10	6	-5	-6	-1	-5	-1	5	-2	9	0	-3	1	3	-3	-9	8	0	-6	-8	9	3	-9	5	-6	0	-9	5	-4	4	3	9	5	-1	3	-3	2	8	0	9	3	10	1	9	9	9	-1	-4	5	-5	-4	-6	0	6	-9	8	-6	0	-6	9	6	5	-1	-7	7	1	9	-10	-4	9	1	1	-4	9	-8	2	-2	-2	-10	9	2	-4	3	0	-10	-3	6	2	-6	3	1	-9	-8	-1	-6	8	8	7	10	2	-10	-7	-6	-1	-3	5	0	-73	79	-127	-62	185	164	134	-100	-18	-162	81	139	34	-86	-82	196	143	-49	-170	-111	-105	-82	-15	169	200	45	-104	-72	-55	-21	-99	-17	-108	-63	-52	52	-171	53	183	124	26	136	147	196	192	-164	4	-160	86	52	-68	56	107	-169	-101	55	-67	136	139	31	188	-37	179	158	154	-200	9	142	113	-122	-153	-83	-12	-76	-155	150	91	-178	-66	124	176	176	6	-74	-22	79	-45	126	-11	-48	-163	-117	107	59	74	27	-165	129	169	126	53	172	-86	11	58	123	155	47	-107	-173	181	32	-174	-71	70	-23	-68	190	-169	5	-103	146	12	102	9	91	-29	70	79	-145	-126	-168	139	-16	-173	-188	-13	9	60	-5	-18	69	-20	-28	-74	2	-42	116	-159	-45	154	57	89	40	163	-173	-192	-24	-199	149
-2	3	-8	4	-10	1	10	-6	4	-2	5	-9	9	-1	5	-5	-3	7	-1	6	-2	0	8	5	9	5	4	-5	5	8	4	1	-3	9	2	-3	-5	2	9	3	-2	1	4	3	2	7	2	2	-7	-2	-2	-7	-1	10	1	4	-8	-6	9	6	4	0	0	5	-10	10	8	-5	-10	8	-5	3	-10	-8	-5	3	-4	7	8	4	1	8	8	3	10	-10	7	8	-8	0	5	9	-2	-7	-8	-2	2	5	2	6	7	-6	-8	-2	3	8	-10	1	-7	7	0	5	-8	-10	2	-9	-8	0	4	4	10	8	7	-6	-10	3	0	-8	-5	4	9	10	2	5	-7	-2	10	-3	-5	7	-6	9	7	-3	2	-4	-7	2	-1	5	1	-7	10	7	4	9	-1	-9	8	-7	92	190	149	-194	197	63	-158	88	31	132	-110	149	153	37	17	49	-93	-92	-143	19	-12	18	157	151	85	-100	120	-74	135	168	-64	114	-146	-157	80	-162	59	29	165	163	9	105	22	4	34	-75	-98	-37	-47	146	147	103	-122	-152	-65	31	156	-146	-143	17	-88	190	171	45	-127	-134	37	-86	-153	182	-45	-26	89	10	58	-135	84	110	-42	-92	187	-198	-71	126	-174	64	-138	167	199	115	-167	-35	82	-189	-79	-151	196	-170	86	-180	165	117	110	-12	66	-39	-47	-195	-76	172	180	131	-25	53	-68	109	-101	85	-163	-50	28	-172	-38	30	129	77	29	50	-193	7	-138	33	-100	32	11	-69	101	-85	-118	175	-152	-96	-82	-78	185	-83	-20	125	-73	-93	-87	62	200	-86	-151	-160	-178	-137	43	47
-4	10	-6	-9	-8	-10	1	-9	8	7	9	-5	8	8	-6	-8	-1	2	-4	-6	1	1	-8	-10	-9	-3	3	-1	8	7	0	-2	-2	3	-5	0	-2	-10	3	-9	-6	0	10	3	-9	5	-1	5	1	-8	5	3	5	-8	-10	3	-10	6	-5	-8	-4	6	1	-1	9	-4	4	-10	2	0	8	-6	-4	4	4	7	-9	-10	-1	-4	-9	-8	-9	-1	5	-4	3	-5	-2	-8	0	8	-5	1	9	-3	-4	-10	5	-10	2	9	7	-4	-7	5	8	6	4	5	-6	5	-9	2	9	0	4	-6	-9	6	2	-8	0	-4	7	-6	6	7	3	6	-6	4	2	-2	2	6	2	3	8	6	3	-1	-5	-8	-4	-8	6	3	-6	-9	-3	0	6	-9	-10	0	2	-6	2	2	173	51	-97	-129	-19	-1	20	-97	168	-98	139	-198	-10	-41	172	-132	94	-16	-190	-26	-115	54	-120	15	-30	-166	-56	183	150	-75	-24	79	193	-172	46	35	60	-61	-98	71	117	-139	16	11	-24	-59	198	79	-79	48	-128	-98	186	-176	-31	10	-105	66	94	71	-139	-7	81	-163	2	117	135	-198	-46	-131	-29	-18	0	78	121	-46	-102	118	-26	-120	77	-181	-192	-183	-92	-144	170	136	-6	117	178	-178	-128	-110	-41	-135	171	-37	103	34	-85	95	-76	-49	-105	142	166	198	-33	178	130	153	-36	-150	198	-99	105	71	-81	149	127	171	-174	-162	168	-166	106	-96	-161	-35	43	32	-72	125	151	173	-93	-144	148	-150	3	30	-197	-188	-125	24	-125	188	155	187	92	-86	39	-15	97	-123	-183	162	16	149
6	-2	-2	4	-10	-2	-4	6	-1	8	-7	-8	7	7	0	-10	8	-10	-10	8	5	7	-10	-8	4	2	7	3	-3	2	-9	1	-1	-4	-1	9	-7	3	6	-6	-5	10	2	10	1	-4	4	-6	7	-4	-2	3	6	-8	7	-8	-6	10	0	4	10	6	10	-3	-8	-2	-9	2	-10	-7	7	-3	4	-6	3	9	-6	7	-10	5	7	-9	6	2	3	-6	-5	-4	3	-1	-8	-6	0	1	-4	1	-4	2	-4	7	-8	8	7	4	8	-7	8	4	-7	-10	-5	6	10	-1	7	-8	4	-2	-2	-6	2	-2	0	-1	5	-7	-9	5	-1	-5	-4	8	10	-3	8	-8	4	3	-9	2	-4	3	2	-6	-3	6	5	8	-1	-2	9	-7	-9	-10	4	3	4	10	-5	-5	-106	-76	131	-96	-41	130	90	-168	67	61	-160	103	-22	195	-128	108	-84	-113	13	-48	98	-10	99	0	129	-53	-26	192	175	20	60	-24	-61	-106	178	38	-81	200	133	-140	-1	138	-149	-121	26	41	74	121	-147	-188	-3	144	-66	-51	185	-5	-43	52	68	59	84	-63	-1	-52	-149	-135	156	-4	-67	179	57	181	149	-140	-52	87	-181	139	12	-16	110	87	-135	73	-158	36	142	-8	184	164	119	-80	-163	-20	-42	132	199	134	55	34	125	-89	-99	-104	-184	165	-2	78	0	-72	21	52	-147	94	-5	-140	-70	-62	-75	166	-46	133	-9	145	144	-97	-158	-148	75	-21	-102	-28	-65	10	-129	-184	-1	-24	158	76	-34	96	83	-23	-23	53	2	-65	163	-143	-173	131	-35	-76	-194	197	128	33	-60	-75
-20	-9	-2	-7	-9	-6	-13	-4	1	-10	-17	-14	-13	-19	-1	-2	-10	-6	-6	-13	-15	-3	1	-17	-2	-17	-12	-15	-8	-18	-9	-6	-13	0	-8	-7	-2	-16	-15	-8	-4	-3	1	0	-4	-8	-1	-18	-20	-2	-19	-9	-3	-6	-5	-17	-3	-12	-12	-17	-14	-6	-11	-19	-6	-4	-2	-18	-9	-9	-8	-10	-19	-11	-2	-16	-13	-6	-18	-6	-2	-10	-11	-7	-4	-19	-9	-2	-13	-12	-6	-7	-9	-7	-20	-1	-7	-5	-18	-10	-2	-3	-7	-3	-12	-3	0	-12	-18	-3	-11	-18	-14	1	-2	-1	-8	-16	-1	-1	-8	-3	-15	-8	-9	-3	-14	-8	-3	-16	1	-17	-17	-1	-7	-11	-13	-11	-9	-5	-12	-4	-20	-15	-16	0	1	-9	-7	-3	-13	-16	1	-2	-9	-5	0	-20	-15	-4	-5	-9	-8	-15	-4	0	-3	-1	-19	-6	-11	1	-19	-1	-6	-6	-12	-3	-11	-12	-11	-4	-2	-7	-17	-4	-14	-8	-12	-15	-6	-1	-5	-2	-3	-3	-6	1	-13	-14	-17	-17	1	-3	-18	-11	-7	-19	-17	-14	-3	-11	-17	-20	-12	-14	-13	-6	-10	-13	-7	-1	-5	-9	-17	-14	-13	-7	-20	-6	-16	-3	-16	-12	-17	-12	-7	-6	0	-7	-17	-11	-13	-15	-19	-14	-11	-12	-15	-14	-15	-3	-17	-13	-3	-11	-1	0	-8	-13	-2	-14	-20	-19	-3	-4	-13	-15	0	-14	0	-3	-3	-8	-7	-20	-4	-5	-3	-6	-12	-2	-17	-4	-4	-15	-9	-1	-18	-13	-15	-12	-12	-20	-15	-20	-7	-7	-19	-8	-20	-18	-5	-14	-4	-8	-13	-8	-4	-3	-11	-14	-2	-19	1	-12	-3	-4	-2	-11
-17	-3	-8	-9	-6	-16	-4	-17	-18	-3	-13	-10	0	-7	-2	-7	-4	1	-16	-2	-3	-6	0	-20	-15	-13	-16	-11	-19	0	-2	-1	-2	-5	-3	-6	-20	-2	-7	0	-2	-11	-13	1	-15	-19	-5	-11	-10	-12	-19	-12	-5	-7	-3	-6	-5	-17	-11	1	-5	-18	-17	-14	-10	-14	-16	-12	-13	-2	-11	-4	-13	-8	-16	-17	-19	-13	-4	-13	-16	-10	0	1	-4	1	-5	-11	-10	-11	1	-19	-6	-11	-15	-18	-18	0	0	-10	-16	-4	-14	-14	-13	1	-10	-16	-15	-11	-16	-12	-8	-3	-13	-20	-11	1	1	-6	-11	-4	-11	1	-10	-12	-18	-10	-12	-8	-1	-18	-7	-12	-18	-10	-12	-1	-6	-3	-5	-10	-11	-20	-18	-11	-15	-6	-14	-11	-8	-5	-7	-11	-12	-12	0	-5	-16	-7	1	-20	-3	-18	-7	-11	-16	-11	-6	-20	-16	-7	-4	-20	-13	-5	-15	-10	-4	-11	-16	-6	-20	-15	-6	-6	-11	-4	-9	-9	-8	-9	-17	0	-19	-1	-6	-6	-6	-9	-2	-4	-20	1	-6	-16	-1	1	-15	-14	-10	-11	-7	-6	-17	-15	-19	-1	-18	-17	-9	0	1	-2	-16	-19	-8	-3	-14	-20	-8	-12	-12	-9	-10	-15	-2	-18	-7	-18	-4	-3	-20	-3	-6	-6	-14	-2	0	-5	-13	-6	-8	-5	-18	1	-6	-11	-8	-15	-14	-19	-3	-8	1	-16	-20	-13	-9	-5	0	-19	-9	-11	-14	-10	-17	-3	-10	-10	-13	-5	-20	-6	-19	-20	-5	-11	-12	-16	-17	-13	-12	-15	-16	-14	-19	-2	-2	-14	-13	-1	1	-18	0	-20	0	-4	-18	0	-15	-15	-7	-2	-8	-14	-10	-14	-9	-2
-4	-3	-16	-2	-20	-9	-20	-4	-7	-9	-13	-18	-8	-18	-3	-14	-11	-12	-2	-20	-2	-7	-6	0	-14	-19	-9	-1	-19	0	-6	1	-7	-8	-11	-8	-10	-15	-20	-1	-2	-4	-15	-4	-20	-16	-20	-14	-10	-7	-15	-9	-7	-8	-11	-4	-15	-14	-2	-3	-4	-17	-2	-8	1	1	-15	-2	-20	-14	-11	-4	0	-1	-5	-14	-16	-5	-2	-15	-9	-20	-8	-8	-20	-14	-20	-2	-5	-14	-4	-14	-10	-9	0	-20	-15	-9	-1	-10	0	-16	-4	-7	-20	-6	-17	-2	-4	-13	0	-17	-4	-4	-1	-9	-6	-19	-18	-17	-19	-20	-3	-2	-6	-14	-4	-2	-15	-16	-12	-15	-15	-10	-4	1	-17	-8	-12	-14	-5	-19	-7	-7	-5	-13	-19	-15	-19	-17	-17	-7	-1	-17	-2	-11	-13	-8	-20	-14	0	-8	0	-3	-9	1	-20	-11	-5	-2	-8	-20	-1	-4	-5	-4	0	-2	-17	-16	-9	-14	-2	-9	-15	-6	-20	-9	1	-15	-13	-8	-6	-7	-16	-19	-14	-12	-5	0	-1	-10	-11	-5	-14	-6	-3	-3	-17	-6	-6	-8	-17	-7	-10	-3	-18	-3	-10	-12	-10	-6	-3	-6	-16	-19	-19	-8	1	-18	-6	-5	-19	-8	-15	-6	-15	-19	-10	-20	-13	-20	-16	-3	-5	0	-9	-3	-11	-16	-19	-5	-2	0	-4	-9	-11	-19	-7	-9	-8	-2	-16	-3	-3	-20	-6	-14	-19	-3	1	-19	-13	-6	-16	-3	-9	-15	-2	-8	-16	-1	-8	-10	-4	-11	-18	-13	-20	-5	-2	-5	-4	-17	-6	-10	-10	-12	0	-4	-13	-18	-6	0	-8	0	-17	-6	-4	-8	-1	-19	-15	-2	-10	-2	-15	-8	-7	1
-10	-18	-13	-19	-12	-12	-15	-2	-4	-5	-5	-1	-17	-2	-11	-18	-14	-1	-8	-16	-18	-8	1	-10	-19	-10	-8	-7	-12	-6	-20	-18	-17	-16	-16	-9	-19	-11	-6	-3	-20	-1	-18	-8	-3	1	0	-19	-2	-9	-13	-19	-19	-18	-19	-3	-6	-15	-12	-8	-18	-12	1	0	-8	-16	-18	-11	0	-5	-18	-18	-17	-14	-1	-20	-3	-1	-9	1	-9	-19	-18	-2	-13	-4	-13	-1	-3	-19	-20	-12	-15	-10	-8	-11	-16	-3	-20	0	-4	-20	-14	-6	-20	-2	-9	-11	-15	-3	-5	-20	-2	-16	-13	-6	-7	-2	-19	-10	-1	-9	-8	-8	-12	-11	-8	-6	-12	-15	-14	-8	-4	0	-8	-15	-6	-10	-4	-16	-11	-6	-3	-11	-15	-14	-1	-6	-2	-9	-2	-13	0	-8	-2	-17	0	-19	-12	-18	1	-3	-10	-13	-19	-17	-20	-10	-6	-16	-3	1	-7	-5	-3	-18	-19	-8	-18	-13	-14	-20	-16	-4	-4	0	-17	-8	-12	-12	-11	-6	-15	-13	-14	-6	-5	-4	-7	-12	-12	-3	-15	-18	-7	-18	-11	1	-10	-18	-16	1	-16	-11	-17	-7	-14	-10	-9	-11	-17	-17	-10	0	-18	-1	-2	-3	-18	-6	-5	-19	-6	-4	-1	-17	-7	-8	-4	-16	-9	-7	-15	-19	-2	-6	0	-2	-10	-2	-4	-6	-15	-6	-17	-8	-7	-4	-13	-2	-3	-9	-8	-8	-14	-6	-5	-1	-3	-10	-11	-18	-19	-6	-15	-18	1	-6	-14	-3	-19	-16	-7	-2	-19	-4	-15	-17	-20	-7	-2	-8	-12	-12	-8	-17	-4	-10	-2	0	0	-1	1	-15	-6	-7	-19	-9	0	-19	-3	-14	-3	-8	-19	-3	1	-11	-11	-6
-2	-11	-18	-2	-5	-13	-18	-20	-6	1	-17	-1	-11	0	-10	-14	-10	-7	-6	-9	-5	-10	-15	-1	-16	-20	-6	1	0	-10	-8	0	-20	-20	-19	-20	-6	-4	-19	-12	-9	-11	-10	-18	-19	-5	-17	-12	-1	-16	-6	-16	-6	-14	-9	-5	-5	-19	-6	-3	-13	-18	-15	-1	-14	-20	-6	-14	-17	0	0	-16	-17	0	-16	-14	-3	-12	-8	-20	-3	-4	-5	-7	-2	-11	-6	-9	1	-14	-6	-15	-1	-17	-2	-4	-3	-12	-3	-2	0	-8	-16	-15	-13	-7	0	-11	0	-17	-1	-12	1	-1	-5	-12	-13	-14	-3	-11	-19	1	-7	-11	-5	-17	-11	-12	-4	-17	-5	-13	-5	-20	-14	-2	-11	-8	0	-17	1	-14	-13	-14	-17	-9	-15	-10	-6	-6	-18	-3	-6	-13	-1	-19	-7	-16	-9	-11	-2	-12	0	-4	-6	-6	-17	-20	-3	-18	-12	-15	-16	-7	-20	-6	-18	-15	-15	-8	-5	-6	0	-9	-15	-2	-19	-15	-18	-12	-6	-13	-1	-12	-8	-17	0	-12	-15	-8	-7	-17	-2	-18	-3	-1	-12	-11	-5	-7	-5	-6	-4	-10	-11	-3	-19	-4	-17	-8	1	0	-13	-13	-20	-5	-5	-5	-7	-3	-18	-16	-20	-8	-17	-18	-11	-6	-1	-14	-8	-5	-20	1	1	-18	-7	-12	-12	-9	-9	-7	-10	-18	-11	-2	-6	-12	-4	-3	-17	-10	-20	-20	-8	-10	-15	-18	-5	-3	-19	-14	-20	-13	-18	-16	-11	-12	-16	-15	-16	1	-16	-4	-11	-8	-12	-10	-4	-2	-2	-20	-14	-12	-2	-1	-19	-9	0	-15	-10	1	-20	-4	-7	-17	-19	-5	-12	-15	-10	0	-20	-17	-4	-18	-5	-17	1	-14
