-8	8	4	-4	3	3	9	7	-6	1	-6	-10	-1	-1	0	2	-3	-6	3	-3	-6	-9	7	-3	-3	9	-4	-1	0	-5	-3	0	4	3	9	-1	3	-9	7	8	74	-90	-126	-2	15	-10	144	157	153	27	-15	-3	176	-40	27	-144	-39	161	-159	-141	-177	96	-42	-167	-56	13	172	159	75	189	-164	67	-103	-181	79	178	20	-139	-78	-59
8	6	-10	9	8	1	4	9	7	-7	-1	-1	-1	-3	-5	7	2	-7	-1	-9	8	-6	-2	2	3	4	-2	-7	-6	10	-3	6	9	-5	9	6	-8	-9	5	-9	76	-43	-88	-146	-144	61	192	7	-46	-36	140	37	-51	72	57	49	132	-18	-94	-94	142	-95	63	168	-2	106	-47	-129	192	4	144	-117	167	196	36	24	150	104	-40	93
4	-7	-4	-4	-6	2	7	-4	-9	1	-10	1	-10	5	-6	-8	-3	-6	7	9	-3	-4	7	-6	4	6	6	-2	-7	0	-1	-6	2	10	-7	-4	5	5	2	2	92	-188	-90	-157	75	-82	-176	160	-145	-162	-12	85	71	88	186	-188	99	-42	169	-168	10	68	-101	-116	110	35	-161	-144	-174	128	17	27	-101	132	-16	-184	-146	-133	46	99
-7	-13	-11	-15	-5	-8	-5	-11	-1	-15	-10	-6	-8	-4	-8	-8	-16	-8	-20	-2	1	1	-8	-17	0	-14	-16	-10	-3	-12	-9	-8	-3	-2	-9	-11	-17	-17	-12	-17	-9	-2	-5	-18	0	-16	-19	-16	-20	-4	0	-13	-18	-13	-13	-1	-14	-17	-20	-3	0	-7	-18	-17	-17	-2	-19	-4	-10	-13	-13	-5	-17	-10	-9	-17	-18	-10	-2	-17
-18	-19	-11	-1	-7	-7	-4	-8	-4	-9	-16	-17	-8	-16	-4	-20	-12	-14	-1	-2	-5	-5	1	-17	-3	-8	-16	-2	-2	-8	-3	1	-3	-13	-1	-12	-17	-15	-20	-12	1	-11	-11	-5	-12	-4	-19	-19	-20	-1	1	-15	-2	-17	-4	-2	-9	-1	0	-12	-19	1	-11	-3	-4	-15	-13	-7	-11	-19	-5	-11	-9	-9	-18	-14	-16	-1	1	-17
-15	-4	-2	-13	-1	-8	-19	-20	-17	-4	-4	-4	1	-2	-20	-5	-18	-10	-6	-10	-17	1	-15	-7	-6	-18	-9	-19	-3	-11	-1	-10	-1	-2	-20	1	-13	-4	-15	-20	-16	-2	-17	-7	-14	-13	-17	-3	-17	-5	-12	-19	-4	-3	-17	-19	-1	-1	-16	-6	-8	-2	-17	-4	1	1	-14	-1	0	-7	-11	-15	-3	-19	-2	-6	-15	-13	-20	-11
-8	1	-11	-8	-14	-11	-6	-10	-14	-12	-16	-13	1	-16	-13	-6	-18	-5	-11	-14	-19	-13	-8	-13	0	-5	-5	-11	-9	-14	-16	-8	-18	-17	-3	-13	-3	1	-12	-20	-16	-20	-5	-5	-16	-5	-6	-15	-10	-13	-6	1	-16	-5	-7	-3	-14	-20	-7	-13	-18	-7	-16	-19	-3	-1	-17	-11	-8	-8	-1	-2	-17	-4	-15	-5	-9	-17	-9	-14
-2	-16	-2	-20	-6	-4	-1	-4	-3	-8	-4	-12	-9	-5	-18	-14	-20	-13	-14	-13	-11	-9	1	-4	-10	-13	-20	-13	1	-9	-6	-5	-7	-9	-12	-17	-11	-7	0	-2	-13	-12	-4	-3	-16	-15	0	-2	-6	-9	-5	1	-1	-20	-20	-18	-11	-20	-9	-17	-9	-19	-15	-4	-4	-18	-16	-8	-9	-4	-1	-8	-10	-12	-2	-17	1	-13	-6	-15
-14	-2	-12	-8	-7	-6	-9	-12	-2	-12	-9	-13	-11	-11	-10	-9	-1	-9	-5	-7	-14	-11	-19	-12	-12	-16	-3	-12	-7	-17	-1	-12	-12	-12	-7	-14	-4	-19	-5	-5	-1	-2	-1	-5	-7	-13	-1	-8	-6	-12	-20	-1	-11	-7	-14	-14	-3	-18	-5	-12	0	-7	-17	1	-16	-19	-13	-17	-4	-5	-13	-3	-6	-12	-7	-15	-2	-7	-17	0
-6	0	-18	-9	-18	-9	-6	-20	-5	-9	-11	1	-15	-15	-7	0	-1	-19	-15	-17	-16	-9	-14	-15	-14	-16	-16	-3	-11	-15	-2	-6	-6	-4	-14	-16	-4	-4	-18	-13	-9	-13	-12	-15	-8	-7	-12	-5	-2	-4	-14	-5	-15	1	-17	-18	-9	-6	-12	-11	-10	-2	-15	-17	-11	-14	-10	-6	-14	-1	-17	-13	-14	-14	-8	-5	-7	-5	-4	-19
-17	-15	-3	-10	-10	-1	-4	-7	-16	-8	-13	-6	-3	-17	-11	-19	-15	-7	-15	-19	-8	-9	-10	-5	-6	-8	-14	1	-9	-13	-1	-14	-8	-19	-3	1	-9	-9	1	0	1	-6	-9	-20	-16	-10	-11	-8	-6	-10	-3	-1	-13	-13	-16	-13	-18	-12	-6	-2	-10	-11	-2	-9	-8	-4	-7	-12	-2	-4	-5	-14	-14	-8	-5	-19	-16	-8	-1	-13
0	-1	-7	-8	-2	-12	-14	-17	-2	-8	-18	0	-8	-1	-15	-5	-1	-9	-20	-2	-6	-4	1	-2	-13	-4	-13	-5	-19	-4	-18	-16	-9	-14	-13	-12	-14	-4	1	-8	0	-19	-4	-20	-18	-15	-8	-18	-1	-2	-4	-9	-6	-10	-17	-1	0	-20	-1	-18	-3	-19	-15	-3	-11	-8	-3	-20	-5	-18	-2	-5	-5	-14	-15	-18	0	-4	-14	-3
-2	-20	-14	-13	-15	-12	-10	-15	-3	-10	-18	-6	-5	-13	-1	-2	-16	-16	1	-5	-2	-15	-13	-15	-6	-11	-9	1	0	1	-9	-14	-10	-14	-4	-11	-13	-10	-11	-10	-15	-15	-12	-18	1	-1	-13	-4	0	-9	0	-18	-7	-19	-5	-9	0	-10	0	-6	-18	0	-18	-12	-6	-17	-20	-9	-16	-18	-3	-18	-15	-16	-10	-16	-20	-10	-14	-17
1	-20	-14	-3	-14	-13	-2	-3	-16	-16	-13	-7	-9	1	-11	-11	-15	1	-7	-7	-13	-7	-6	-14	-15	-19	-20	-19	-9	0	-1	-11	-17	-7	-2	-2	-9	-2	-20	-1	-5	-4	-11	-14	-14	-14	-17	-20	-4	-3	-13	-8	-9	-4	-5	-4	1	-16	-13	-12	-14	-17	-15	-20	-16	-2	-11	-4	-11	-11	-1	-9	-8	1	-1	-1	-20	-15	-3	-4
0	-4	-13	-12	-4	-15	-20	-7	-6	-3	-7	1	-10	-20	-9	-4	-3	-6	-19	-17	-19	-14	-9	-10	-4	-11	-8	-6	-7	-7	-14	-4	-9	-13	-20	-16	-15	-6	-14	1	-4	-9	-13	-15	-11	-3	-20	-11	-16	1	-12	-16	-6	-1	-6	-8	-20	-15	0	-8	-18	-19	-17	-7	-13	-16	-13	-14	-16	-1	-7	0	-11	-19	1	-2	-12	-15	-14	0
-14	-18	-8	-4	-1	-6	-17	-2	-1	-10	-20	-3	-19	-3	-6	-17	-5	-13	-9	1	-16	-14	-5	-7	-1	-13	-6	-19	-8	-5	-14	-18	-2	-3	1	-13	-10	-17	-12	-20	-6	-5	-14	1	-1	-12	-17	-18	-2	-2	-14	-7	-16	-17	-2	-3	-4	-17	-10	-1	-12	-6	-14	-18	0	1	-5	-13	-3	1	-3	-5	-15	-14	-7	-14	-19	-15	-2	-6
0	-15	1	-16	-2	-20	-16	-19	-14	-18	-14	1	-20	-16	-8	-9	-4	-19	-15	-2	-20	-20	-16	-8	-11	-8	-18	-5	-15	-5	1	-17	-2	-2	-3	-19	0	-3	-2	-17	-15	-5	-17	-5	-6	0	-2	-11	-15	-19	-15	-6	-12	-19	-17	1	-15	-18	-1	-13	-11	-13	-2	-5	-18	-19	-17	-9	-12	-16	-13	-8	-16	-2	-2	-9	-17	1	-3	-13
-15	-9	-11	-1	-4	-11	-13	-7	-17	-8	0	0	-16	-9	-19	-14	-5	0	-20	-10	-13	1	-11	-7	0	-2	-13	-18	1	-10	-10	-15	-19	-8	-12	-13	-5	-7	-18	-1	-2	-11	-8	1	-1	0	-12	-17	-12	0	-10	-18	-17	-5	-9	-11	-10	1	-1	-3	-14	-10	-11	-4	-18	-16	-10	-20	-14	0	-11	-2	-12	-15	-18	0	-14	-17	-20	-10
-19	-15	-18	-10	-15	-4	-12	-17	-12	-12	-1	0	-11	-1	-6	-6	-15	-19	-3	-13	1	-20	-4	-8	-16	-6	-18	-18	-12	-13	-6	-17	0	-2	-14	-5	0	-16	-12	-18	0	1	-15	-11	0	-2	0	-1	-10	-12	-2	-19	-19	1	-14	-16	-16	-14	-9	-7	-12	-3	-19	-9	-5	-13	-18	-11	-17	-12	-20	-13	-17	-3	-1	-5	-3	-8	-15	-19
-15	-13	-11	-19	-16	-3	-16	-6	-14	-8	-3	-9	-20	-12	-20	-4	-11	-3	-14	-1	-10	-9	-20	0	-11	-5	-15	-16	-5	-3	-7	-19	-19	1	-9	-1	-17	-2	-18	-15	-20	-19	-16	-14	-14	-13	-8	-18	1	-1	-9	-10	-10	-12	-13	-16	-5	-8	-19	-1	-3	-17	-17	-14	-11	0	-11	-15	-12	-4	-9	-1	0	-12	-9	-6	-11	-1	-5	-19
-2	-15	-7	0	-1	-12	-16	-11	-15	-7	-9	-17	-17	-20	-7	-9	-4	-18	-12	-11	-19	-1	-17	1	0	-18	-5	-19	-2	-2	-18	-16	-19	-10	-11	-16	-12	-4	-2	-7	-16	-2	-11	-19	-12	-3	-8	-11	-13	-6	-12	-16	-2	-1	-7	-12	-2	-15	-1	-9	-11	-3	-19	-10	-11	-3	-6	-11	-1	-17	-7	-8	-6	-9	-17	-19	0	-6	-16	-18
-9	-17	-8	-10	1	-18	-11	-19	-6	-9	-18	-14	-14	0	-14	-12	-17	-6	-13	-1	-17	-8	0	-14	-12	-15	-15	-6	-4	-3	-1	1	-1	-14	-10	-8	-2	-11	-2	-14	-6	-16	-18	-4	-14	-12	-4	-5	-18	-9	1	-20	-4	-20	-9	-4	-12	-20	-10	0	-13	-3	-18	-16	-15	-13	-15	-17	-15	-1	0	-4	1	-14	-17	-14	-17	-15	-1	-4
-5	-16	-11	-16	-4	-13	-15	1	-18	-6	-17	-7	-6	-8	1	-11	-18	-10	-6	-16	-8	-12	-14	-8	1	-9	-4	-18	-16	-19	-1	-12	-7	-19	-1	-10	-7	-5	-5	-7	-10	-15	1	-11	-15	-9	-17	-6	-5	-10	-9	-7	-8	-18	-9	-10	-15	-16	-15	-15	-9	-18	-3	-17	-11	-12	0	-4	-12	-11	-6	-11	-10	0	-1	-20	-13	-6	-5	-20
-18	0	-13	-2	-9	0	-17	-14	-15	-20	-3	-11	-19	-17	-14	-11	-18	-4	0	-19	-5	-14	-4	-3	-19	-16	-10	-1	-2	-16	-5	-9	-15	-17	-13	-8	-2	-4	-17	1	-3	-7	0	-2	0	-7	-10	-13	-18	1	-17	-16	-2	-20	-20	-3	-5	-4	-4	1	-6	-9	-10	-15	-14	-2	-7	-7	-10	-2	-10	-2	-18	-11	-17	-1	-17	-5	-8	-9
-2	-5	-4	-3	-15	0	-5	-7	-6	-2	-3	-18	-13	-16	-7	-14	-5	-1	-16	-19	-7	-13	-4	-3	-3	-14	-13	-17	-10	-12	-18	-17	-12	-3	-1	-18	-9	-20	-2	-3	-18	-20	-10	-3	-3	-13	-18	-14	-11	-1	-8	-6	-1	-15	-20	-4	-1	-8	-6	-3	1	-11	-7	-14	-2	-19	-5	-9	-3	1	-20	-12	-16	-12	-16	-14	-6	-2	-4	-7
-17	-4	-15	-17	-2	-2	-6	-6	-5	-1	0	-16	-3	-4	-8	-13	-19	-12	-14	-13	-4	-1	-3	-15	0	-4	-4	-4	-10	-4	-4	-10	-8	0	-16	-8	-20	-13	-2	-2	-15	-2	-2	-18	-1	-2	-4	-15	-11	-16	-5	-8	-1	0	-9	-1	-9	-1	-20	1	-19	-10	-8	-20	-16	-8	-14	-1	1	-14	-2	-9	-14	-6	-1	-20	-7	-13	-11	-5
-11	-14	1	-16	-10	1	-10	-2	-7	-4	-11	-16	-18	1	-4	-14	-4	-18	-15	-1	-17	-14	-16	-19	0	-5	-19	-1	-16	1	-14	-20	1	-11	-1	0	0	-5	-3	-2	-13	-7	-20	-6	-11	-14	-15	-11	1	0	-14	-4	-11	-4	-14	-13	-4	-17	-17	-9	-9	-13	-1	-14	-19	-10	-6	-7	-8	-1	-17	-12	1	-4	-6	-7	-14	-11	-8	-15
-3	-5	-7	-18	-4	-14	-19	-19	-16	-5	-11	-9	-7	-3	-15	-11	-20	-11	-15	-17	-14	-18	-19	-16	-9	-2	-14	-15	-20	-19	-1	-11	-3	-17	-2	-16	1	-8	-15	-18	-17	-16	-4	-13	-9	0	-10	-5	-14	0	-7	-1	-20	-12	-12	0	-11	-20	-6	-15	-17	-10	0	0	-15	-14	-5	-7	-12	-1	0	-13	-11	-3	-13	-7	0	-16	-2	1
-17	0	-18	-20	-5	-11	-8	-2	-16	-13	-19	0	-4	-16	-9	-1	-4	-13	-2	-11	-19	-2	-17	-10	-1	-18	-18	-3	-6	-18	-6	-4	-16	0	-20	-11	-20	-10	-5	1	-13	-9	-8	-8	-14	-10	-15	-11	1	0	-10	-8	-19	-11	-19	-18	-20	-9	-12	-2	-8	-8	-4	-1	-13	-11	-18	-10	-13	-13	-7	1	-13	-2	-9	-2	-14	0	-20	-11
-15	-4	-17	-10	-15	-1	-17	-4	-4	-15	-11	-8	-14	-16	-6	-11	-15	-4	-1	1	-7	-13	-20	-2	-2	-11	-15	-10	-17	-14	-15	-16	-3	-6	-12	-19	-3	-8	-17	-18	-8	-6	1	-7	-10	-19	-20	-17	-7	-14	-16	-13	-14	-5	-10	0	-8	-15	1	-4	0	1	-7	0	-7	0	0	-18	-19	-20	-5	-6	-12	-11	-3	-7	-2	-13	-10	-17
-2	-10	-12	-5	-3	-18	-8	-18	-8	-4	-18	-3	-6	-16	-20	-9	-18	-5	0	-19	-14	-9	-4	-3	-12	-8	-14	-20	-17	-7	-17	-4	-9	-15	-17	-11	-15	-20	-18	-12	1	-8	-19	-15	-8	-4	1	-17	-10	-2	-18	-2	-16	-6	0	-4	-16	-7	-14	-11	0	-13	-2	0	-7	-5	-6	-6	-14	-6	-8	-6	-17	-13	-11	-18	-17	-1	-7	-10
