-6	-6	7	-7	-1	0	0	-9	6	-6	0	8	-3	5	-5	-3	-7	8	-6	1	-1	-8	-3	-10	3	-9	6	2	-5	7	10	-1	6	-9	-6	2	-2	0	4	8	-72	-98	-88	192	111	-3	-17	-87	-75	116	7	-52	1	42	-168	-130	15	-189	140	0	74	42	-47	173	-55	179	131	4	106	-82	-143	-154	8	-14	-10	78	-50	-67	0	70
0	-4	10	8	-3	-6	6	5	-4	-1	-9	-4	-4	9	-7	-5	5	-8	9	1	10	7	1	3	8	-4	4	-7	-3	-3	9	9	-5	1	5	-1	-3	5	-5	-9	26	46	188	-137	101	21	88	58	64	-60	151	-90	-191	-139	42	-44	2	-186	-174	188	-70	125	-156	130	82	-63	-42	81	-89	54	162	192	-36	174	-5	-72	-173	-117	48	81
10	-7	10	-3	4	-2	-2	9	4	-10	-10	-9	10	4	8	-5	4	7	-7	2	-6	2	-5	5	8	-10	4	9	-9	5	-4	7	3	-7	5	-4	10	5	0	-6	21	132	-77	-126	-61	-169	176	124	-151	72	-41	-47	-132	99	-42	1	-141	-103	-84	-197	29	-182	-120	78	-149	-139	101	79	143	19	-63	69	51	-86	-200	-80	133	136	170	-23
-10	9	6	5	-8	-9	10	-8	8	-5	-10	10	-5	-5	-8	3	1	5	0	6	-2	5	7	-9	5	0	-10	1	-4	-8	-9	7	7	-4	-7	3	-8	-1	8	5	142	-15	-182	17	91	-31	-138	-167	36	27	-181	110	-27	-48	183	139	78	-168	-22	29	83	-154	96	-76	105	142	147	-65	-3	-51	152	-168	11	-90	-152	-26	31	42	-25	200
2	1	0	-7	-2	0	1	-8	5	0	0	-7	4	2	2	2	1	6	-4	2	-4	8	-1	-2	4	-10	-7	7	0	-8	-6	-4	-1	5	0	9	8	3	-4	9	143	-163	-48	130	-149	179	-172	148	51	35	125	-62	149	-63	174	-174	-19	82	1	141	34	-14	31	-160	-114	20	-115	190	-190	-49	36	92	92	-4	137	-143	154	-173	-57	-190
-10	-18	-9	-13	1	1	-2	-1	-10	-3	-3	-13	-4	1	-1	-16	-11	-1	-18	-6	-9	-1	-3	0	-4	-2	-8	-15	-12	-2	-3	-18	-19	-17	-4	-9	-17	-12	-4	-8	-11	-2	-17	-2	-12	-20	-7	0	-15	-1	1	-17	-17	-9	-19	-14	-3	-14	-3	-18	-5	-12	-20	-1	0	-17	1	-8	-18	-19	-16	-15	-12	1	-18	-5	-19	-16	-18	1
-16	-20	-18	-12	-16	-8	-1	-6	-12	-20	-7	-14	-8	-1	-17	-20	-5	-18	-5	-6	-7	-19	-16	-13	-4	-9	-15	-13	-17	-11	-4	-10	-7	-19	1	-11	-11	-9	0	-7	-20	-18	-8	-16	-5	-5	-14	-19	-15	-8	1	0	-11	-11	-15	-20	-11	-3	-13	-2	-17	-19	-16	-7	-12	-18	-11	-9	-12	-5	-9	-10	-1	1	-13	-15	-4	-3	-19	-14
-19	-6	-6	-8	-6	-7	-8	-4	-20	-5	-2	-16	1	-19	-3	-4	1	-2	-5	-14	-4	0	0	-20	-14	-17	-7	-5	-8	-14	1	-1	-19	-16	-10	-8	-15	0	-1	0	-19	-2	-19	-7	-3	-4	-13	-7	-17	-16	-8	-8	-15	0	-18	-5	-4	-2	-19	-16	0	-11	-11	0	-13	-2	-14	1	-8	-10	-18	1	-4	-6	-5	-1	-18	-18	1	-10
-7	-11	-18	-12	-3	-14	-4	-5	-17	-9	-18	-7	-17	-9	-15	-14	-4	-2	-4	-6	-18	-9	-1	-14	-5	-20	-10	-1	-4	-15	-2	-20	-16	-13	-10	-9	-13	-4	-19	-7	-3	0	-4	-17	-9	-7	-6	-1	-20	-6	-20	-13	-3	-10	-4	-17	0	-12	-13	-14	-10	-6	-16	-8	-2	-7	-16	-2	-19	-1	-6	1	-19	-11	-7	-15	1	0	-1	0
-10	-7	-18	-18	-3	-3	-3	-4	-13	-14	-15	-3	-11	1	-8	-18	-2	-9	-19	-6	-17	-6	-18	0	-8	-6	-2	-8	-19	-11	-5	-5	0	-19	-14	-18	-9	0	-3	-9	0	-8	1	-16	-1	-3	-20	-11	-15	-18	-2	-3	-9	-11	-6	-20	0	-9	-7	-17	-13	-8	-3	-13	-1	-15	-12	-5	-9	-17	-7	-19	-2	-13	-11	-4	-5	-10	-1	0
-4	-10	-7	-13	-19	-18	-16	-12	0	-8	-13	-20	-2	-15	-13	-7	-12	-3	-12	-20	-1	-3	-7	-1	-14	-5	-14	-8	-18	-18	-15	-2	0	-16	-14	0	-20	-5	-10	1	-11	-2	-10	-12	-7	-16	-20	-11	-14	-17	-8	-3	-4	-8	-13	-8	-14	0	-19	-13	-14	-2	-5	-3	-10	-18	-16	1	1	1	-4	1	-10	-3	-4	-12	-11	-10	-19	-9
-2	-8	-7	-15	1	-7	-2	-3	-6	-19	-10	-2	0	-16	-14	-12	-17	-3	-10	-8	-15	-17	-15	-10	-17	-8	1	-18	-18	-8	-13	-7	-14	-5	-9	-8	-2	-7	-7	-19	-6	-12	-2	-6	-3	-5	-13	-4	-14	-16	-8	0	-19	-3	-20	-18	-9	-6	-15	-2	-9	-1	-18	-12	-20	-18	-5	-8	-10	-19	-5	-17	-1	-10	-12	-10	-9	-20	-18	-10
-13	-19	-13	-18	-20	-18	-3	-3	0	-5	-20	-4	-17	-19	-8	-11	-6	-16	-9	0	-7	-18	-20	-12	-10	-1	-13	-13	-7	-12	-18	-19	-12	-15	-3	-16	-19	-20	-4	-3	-6	-11	0	-11	-12	-17	1	-13	-3	-6	-3	-17	-19	-13	-15	-16	-11	-12	-5	-17	-17	-7	-8	-18	-14	0	-15	-13	-10	-20	1	-13	-14	-20	0	-15	-18	-13	0	0
-20	-17	-8	-17	-8	-20	-9	1	1	-7	-5	-8	-20	-8	-17	-16	-3	-14	-12	-7	-9	-7	-7	-18	1	-8	-1	-18	-7	-10	1	-12	-20	-6	-18	-7	-9	-10	-4	-8	-7	-10	-13	-9	-10	-10	1	-2	-10	-5	-2	-2	-2	-20	-16	-20	-14	-3	-5	-16	-3	-18	-16	-18	-20	-4	-20	1	-18	-13	-17	-15	-16	-6	-10	-4	-15	-1	-12	-14
-3	-1	-6	1	-4	-14	-16	-13	-11	-14	-1	-4	1	-13	-1	-7	-6	-1	-1	-20	-14	-13	1	-1	-1	-14	-12	0	-16	-4	-10	-11	-16	-16	-11	-16	-9	-10	-20	-14	-8	-1	0	-10	1	1	-17	-11	-3	-10	-13	-8	-5	-12	1	-13	-5	-11	-8	-14	-11	1	-14	-6	-7	-20	-7	-15	-16	-19	-7	-15	0	-15	-1	-19	-7	-19	-15	-17
-3	-10	-17	-20	-16	-9	1	-9	-10	-2	-2	-3	-2	0	-2	-9	0	-10	-7	-16	-15	-15	-9	-16	-16	-11	-7	-16	-20	-10	-2	1	-2	-6	-16	-20	-8	-10	-1	-11	-10	1	-9	1	-18	-14	-19	-2	-18	-2	-3	-7	-13	1	-11	-7	-5	-1	-18	-12	-10	-13	-11	-17	-5	-16	0	-18	-11	-12	-6	-10	-19	1	-16	-4	-19	-20	-9	-8
-19	-11	-1	-5	-14	-16	-2	-15	-6	-5	-17	-20	-10	-6	-19	-15	-20	-1	-11	0	-20	-4	-17	-14	-10	-7	-3	-11	-12	-13	-8	-13	-2	-13	-3	-19	-17	1	-4	-15	-12	-6	-18	-13	-13	-2	-15	-3	-9	-10	-7	-17	-10	-12	-18	-5	-6	-10	-18	-12	-2	-10	-1	-1	-16	-2	0	-4	0	-1	-3	-19	-9	-1	-20	-10	-10	-12	-6	-12
