5	-6	-2	7	1	-7	-10	5	-4	0	-7	9	-8	4	-3	-5	8	-9	-5	-2	8	-1	3	-7	7	0	0	3	-2	3	-7	-2	6	-3	-6	-2	6	-2	-9	7	-61	-160	-88	-64	-198	-148	-24	-108	137	-15	164	17	43	-60	68	-200	-92	-161	-14	-116	-133	-171	-9	-16	160	-46	194	175	131	-90	75	94	160	-150	-177	133	-96	-200	-112	194
0	2	-10	5	5	-7	1	8	8	-7	-10	10	9	5	-7	-10	2	-8	-3	-5	7	-6	-2	10	4	-3	7	3	3	-1	6	-7	6	-2	-2	4	0	9	5	-4	116	-200	76	73	55	-91	118	29	-185	-12	-80	168	166	-56	-158	85	-160	-170	-165	-181	-132	-133	-5	43	115	42	46	24	-86	43	-164	-138	134	-70	70	-174	191	112	-46	142
4	-1	-9	-10	-8	7	-6	-10	-7	-2	-2	7	10	-10	-7	-6	1	-7	7	5	4	-5	-2	8	4	-3	7	-1	-1	9	-9	-3	-2	8	0	-6	-3	10	-6	8	96	-140	-181	-6	-143	110	15	-199	67	-129	111	195	23	171	46	-91	181	41	35	91	44	-134	44	-114	190	18	164	184	166	34	-17	79	173	-45	-35	25	74	-13	-62	154
-6	-12	-17	-2	-18	-1	-17	0	-4	-11	-1	-3	0	-2	-13	-18	-15	-14	-19	-16	-20	-17	-4	-17	-19	-16	-9	-12	-2	-16	-12	-11	-9	-2	-5	-2	-17	-4	-12	-12	-7	-10	-15	1	-14	-17	0	-15	-10	-7	-1	-20	1	-11	0	-15	-11	-9	-12	-12	-1	-13	0	-16	-17	-18	-19	-20	-13	-2	-19	-3	-16	1	-5	-6	-11	-16	1	-8
-13	-15	-9	-20	-1	-5	-9	-2	-7	-2	-13	-19	-15	-10	-14	-18	-8	-20	-8	-1	-16	-2	-6	-8	-4	-14	-10	-10	-5	-19	-12	-13	-16	-11	-11	-8	0	-16	-4	0	-13	-15	-4	-12	-2	-20	-18	-1	-20	-3	0	-9	-15	-16	-5	1	-14	1	-18	-20	1	-10	-17	-6	-3	-2	-19	-15	-5	-19	0	-18	-10	-15	-15	-18	0	-1	-18	-7
-4	-19	-19	-12	-7	-12	-9	-6	-18	-7	-9	1	-2	-11	-15	-5	-3	1	-7	-8	-7	-7	-10	-7	-19	-4	1	-4	-18	-9	-14	-8	0	-5	-12	-20	-12	-17	-9	-20	-18	-7	-16	-1	-20	-10	-2	-19	-5	-8	-4	-7	-13	-8	-3	-11	1	-6	-12	-16	-6	-7	0	-5	1	-20	-16	-17	-17	1	-20	-14	0	-20	1	-18	-11	-13	-2	-2
-5	-5	-15	-15	-19	-11	-16	-1	-12	-5	-11	-8	-1	-5	-16	-17	-16	-8	-16	-1	-17	-17	-10	-14	-20	-5	-14	-16	-3	-17	0	-4	-15	-11	-18	-1	-6	-5	-14	-4	-15	-13	0	-11	-14	-12	-8	-8	-3	-9	-10	1	0	-14	-12	-20	-9	-9	-5	-18	-6	-8	0	-9	-16	-10	-20	1	1	-3	-13	-11	1	-5	-11	1	-4	1	-16	-11
-5	-2	-17	-19	-14	-9	-6	-13	1	-3	-6	0	-17	-16	-11	-8	-3	-7	-15	-19	-13	-18	-14	-7	-11	-6	0	-19	-9	-1	-15	-4	-5	-8	-5	-5	-2	-1	-15	-13	-17	-4	0	-19	-12	-9	-16	-2	-5	-2	-1	-7	-3	-10	-19	-10	-6	-10	-11	-18	0	1	0	-18	-4	1	0	-20	-6	-5	-15	-13	-11	-1	-9	-11	-18	-10	-8	-14
-19	-18	-10	-14	-17	-8	-9	-9	-2	-12	-12	-5	-4	1	-14	-5	-3	-17	-12	-15	-6	-11	-3	-15	-12	-5	-5	-19	-8	-8	-8	-1	-8	-19	-10	-4	-15	1	1	-13	-9	-15	-6	-13	-11	-15	-4	-13	-11	-7	-5	-6	-19	-1	-4	-19	-19	-2	-19	0	-7	-16	-15	-5	-10	-4	-10	0	-19	-17	-13	-15	-16	-17	1	-2	-11	-1	-5	-10
-11	-9	-8	-1	-1	-17	-13	-8	-20	-18	-7	-14	-12	-12	-5	-15	-17	-4	-8	-2	-12	-3	-14	-1	-11	-11	-13	-14	-9	-16	-8	-1	-11	-14	-2	-14	-16	-1	1	-11	-2	-16	-10	-11	-8	-16	-13	-7	-9	0	-6	-16	-6	-4	-18	-6	-9	-8	-5	-19	-6	1	-12	-13	-12	1	-2	1	-18	-4	-4	1	-12	-10	-8	0	1	-8	-19	-3
-10	-16	-1	-17	-17	-19	-5	-9	1	-17	-1	-12	-7	-1	-17	-1	0	-2	-15	-11	-14	-9	-5	-13	-8	-7	1	-7	-3	-7	-18	-14	-1	-9	-19	-19	-9	-3	-14	-15	-14	-9	-3	0	-12	-1	-10	-16	-10	-5	-4	-12	-4	-18	-18	0	-16	1	-10	-1	-7	-9	-17	-6	-17	1	-12	-17	-2	-8	-2	-2	-13	-2	-1	-8	0	-2	-11	-11
