-3366	-2415	-3106	-3468	-3741	
-3261	-3308	-3086	-2718	-3648	
-2923	-2090	-3701	-2343	-2903	
-2809	-3548	-3396	-1780	-4299	
-3072	-2894	-2661	-2842	-4182	
-2405	-3662	-1875	-807	-2634	
-2813	-2623	-3471	-2681	-3573	
-2570	-3509	-2742	-2082	-3833	
-2781	-3212	-2456	-2956	-3615	
-2136	-3858	-2742	-2301	-2982	
-2427	-3540	-2947	-2187	-3549	
-2918	-1730	-3491	-3431	-3666	
-2090	-3413	-2112	-2320	-3800	
-1947	-3444	-2317	-2425	-3516	
-2537	-3007	-3177	-1849	-2879	
-2176	-2728	-3387	-2666	-4102	
-2532	-2647	-2967	-2937	-3642	
-2541	-2082	-3252	-2750	-2153	
-2290	-1270	-3692	-3229	-2706	
-1904	-2187	-3168	-2735	-2682	
