-7870	-6329	-6151	-6033	-6499	
-7784	-6422	-6401	-6131	-6553	
-7790	-6165	-6029	-6281	-6671	
-7760	-6771	-7506	-6693	-7305	
-7579	-6479	-6894	-6869	-6408	
-7439	-7551	-7069	-6969	-7094	
-7359	-7387	-6947	-7217	-7266	
-7247	-7240	-7692	-7565	-7849	
-7645	-6625	-7594	-6682	-7084	
-7240	-6728	-7775	-7210	-6959	
-7233	-7394	-8110	-7595	-8120	
-7066	-6948	-7080	-7741	-6952	
-7052	-7102	-7498	-7771	-7223	
-6727	-7197	-7961	-8082	-7503	
-7343	-6952	-6755	-6935	-7314	
-7257	-7045	-7005	-7033	-7368	
-7179	-7207	-8273	-7247	-7428	
-6713	-7351	-8379	-8112	-7774	
-6659	-7164	-8542	-7764	-7082	
-6647	-7033	-7839	-8330	-7675	
-7324	-7405	-7157	-6958	-6873	
-7321	-6415	-7332	-6844	-6817	
-6404	-7390	-8628	-7648	-6492	
-6633	-7187	-8257	-8360	-7946	
-6321	-6936	-8858	-7987	-7663	
-6208	-6677	-7665	-8481	-7187	
-6676	-7602	-7399	-6644	-6839	
-6289	-7757	-6760	-6125	-5804	
-6097	-6943	-6922	-8632	-7648	
-6855	-6387	-7598	-7740	-7740	
-7118	-7248	-8198	-7584	-7899	
-7239	-7332	-7612	-6749	-7552	
-6839	-7344	-7216	-7734	-6920	
-6066	-7162	-8944	-7871	-7073	
-7082	-7491	-6952	-7337	-7041	
-6561	-7456	-7487	-6633	-6618	
-6598	-7205	-8467	-8101	-7553	
-6083	-7600	-7801	-6751	-6830	
-7318	-7004	-7080	-6696	-6897	
-6076	-7395	-7546	-7409	-6665	
-5503	-7432	-8731	-7766	-6360	
-5563	-7557	-8070	-7268	-6484	
-6601	-6447	-8420	-7785	-6555	
-5128	-7441	-7225	-7612	-7255	
-6029	-7413	-7964	-6403	-6138	
-5677	-7558	-6838	-6643	-7182	
-5932	-7697	-6643	-6493	-5751	
-5786	-7608	-6496	-6151	-6154	
-5398	-7636	-7490	-7071	-6253	
-5549	-7539	-8648	-7329	-7332	
-5755	-7696	-7607	-6703	-6306	
-6697	-7150	-6775	-7867	-7822	
-5585	-6939	-8182	-8652	-6872	
-6518	-7041	-8345	-8349	-7725	
-6177	-7107	-7044	-8384	-7476	
-6134	-7195	-8363	-8189	-7494	
-5531	-7641	-6531	-6270	-7008	
-6483	-7572	-6599	-6578	-6865	
-6274	-6823	-8365	-8294	-7863	
-5600	-7167	-8482	-8230	-6724	
-5275	-6473	-8943	-8346	-7004	
-5837	-6713	-8569	-7122	-7829	
-6808	-6884	-7518	-7716	-7361	
-6389	-6969	-8277	-8305	-8084	
-5179	-7069	-7059	-8513	-6647	
-5276	-6785	-8380	-8423	-7034	
-5380	-7738	-5373	-6012	-5929	
-6596	-7438	-7277	-6892	-7011	
-6097	-7446	-7383	-6721	-6559	
-6015	-7414	-6972	-7018	-6963	
-5852	-7431	-7358	-7167	-6670	
-6372	-7474	-7089	-6650	-7016	
-5788	-6789	-7120	-8403	-7810	
-5891	-7404	-7737	-6846	-6261	
-5617	-7433	-7499	-7141	-7058	
-5577	-7403	-7652	-7238	-6213	
-6724	-7198	-7304	-7723	-6699	
-5165	-7051	-7637	-8574	-7495	
-5097	-7390	-7768	-7658	-6712	
-5011	-7598	-6800	-6787	-6662	
-4594	-7413	-7344	-7653	-6485	
-5174	-7581	-6414	-6638	-6955	
-5563	-7385	-8230	-7299	-7061	
-5646	-7274	-8399	-7793	-7696	
-6080	-7008	-8526	-7841	-6802	
-5179	-7050	-8629	-7959	-6670	
-6388	-6996	-6973	-7638	-7984	
