-4710	-3255	-2278	-2808	-1786	
-4469	-2894	-2066	-2946	-1933	
-4293	-3064	-2027	-2746	-2328	
-4395	-2677	-2313	-3171	-1406	
-4446	-3381	-2024	-2700	-1612	
-4121	-3132	-2616	-3391	-1937	
-4395	-3435	-1732	-2077	-1515	
-4270	-3551	-1985	-2500	-2007	
-3945	-3302	-2577	-3191	-2332	
-3704	-2941	-2365	-3329	-2479	
-4219	-2847	-2274	-2971	-1801	
-4418	-2948	-1774	-2323	-1836	
-4039	-3777	-1328	-1833	-2062	
-3978	-2486	-2062	-3109	-1948	
-3630	-2724	-2612	-3554	-1952	
-4029	-3190	-1773	-2638	-2154	
-3681	-3428	-2323	-3083	-2158	
-3835	-3620	-1423	-1986	-2203	
-3806	-3312	-2070	-2660	-1666	
-3246	-3497	-1761	-2569	-2354	
-4070	-3186	-2324	-2768	-1840	
-3510	-3371	-2015	-2677	-2528	
-3594	-3259	-1211	-2124	-2350	
