-6392	-4956	-6048	-6180	-6197	
-6352	-5219	-5983	-6243	-5169	
-6238	-5581	-6159	-5513	-6487	
-6215	-5894	-6422	-5948	-6218	
-6362	-4612	-5823	-4938	-6690	
-6144	-5288	-5710	-6547	-5268	
-6128	-6066	-6211	-5619	-5441	
-6342	-4681	-6239	-5076	-4723	
-6116	-5785	-6094	-6116	-6832	
-6120	-5862	-6258	-6749	-5385	
-5876	-6407	-6807	-6177	-6864	
-6328	-4719	-6241	-5691	-5183	
-6318	-4181	-6497	-4524	-4737	
-6092	-5285	-6352	-5564	-6846	
-6078	-5699	-5900	-6118	-7071	
-5879	-5774	-5833	-6904	-5229	
-6321	-5145	-6033	-5844	-5420	
-5540	-6287	-6218	-7133	-5875	
-5611	-4799	-4985	-5639	-7172	
-6252	-5097	-5875	-5044	-5644	
-6314	-4695	-6619	-5664	-6193	
-5852	-6412	-6253	-6574	-5982	
-5806	-6605	-6110	-6687	-6259	
-5349	-5107	-5025	-5979	-7253	
-6339	-4925	-6086	-5373	-6421	
-6190	-5664	-6955	-6239	-5990	
-5326	-5103	-5067	-5775	-7500	
-5126	-5794	-6327	-7199	-6211	
-6067	-5523	-6065	-6379	-5497	
-5690	-6642	-6601	-6152	-6037	
-6051	-5818	-6562	-6470	-5576	
-5097	-5887	-5045	-7206	-5962	
-6029	-5437	-5871	-6381	-5736	
-4868	-5176	-5774	-7223	-6050	
-5403	-6747	-6033	-6420	-6158	
-6315	-4425	-6344	-4821	-6435	
-4730	-4838	-5970	-7338	-4613	
-6076	-6048	-6029	-6179	-5804	
-6274	-4958	-6554	-5727	-5165	
-6013	-5732	-6368	-6472	-5815	
-5979	-5379	-6045	-6531	-5549	
-5872	-5249	-6155	-6254	-5979	
-5868	-6117	-5756	-6483	-5903	
-6038	-5962	-5835	-6181	-6043	
-5830	-6031	-5562	-6485	-6142	
-5843	-5887	-6289	-6774	-5675	
-6045	-5974	-6079	-5780	-6055	
-5894	-6039	-5100	-5764	-6182	
-5753	-6266	-5917	-6317	-6371	
-5805	-5801	-6095	-6776	-5914	
-5748	-6218	-6491	-6829	-5776	
-6007	-5888	-5885	-5782	-6294	
-5367	-6860	-6489	-6290	-6604	
-5737	-6561	-6414	-6408	-6450	
-5565	-6517	-5685	-6842	-6103	
-4935	-4614	-5134	-6045	-7589	
-4557	-5697	-4874	-7361	-4951	
-5596	-6078	-6201	-6190	-6614	
-5579	-4587	-5284	-6274	-6596	
-5665	-6122	-5897	-6469	-6423	
-5871	-6352	-5363	-6199	-5913	
-5563	-4882	-5781	-6365	-6675	
-4479	-5025	-5223	-7372	-5285	
-5529	-6630	-6141	-6712	-6549	
-5557	-5038	-5298	-5675	-7154	
-4327	-5400	-4755	-7570	-5788	
-5487	-5768	-5321	-6214	-6969	
-5464	-6081	-5584	-6649	-6700	
-5478	-5243	-5357	-6414	-6662	
-5433	-6007	-5634	-6250	-6951	
-5455	-5556	-5620	-6849	-6393	
-5418	-5267	-5169	-6376	-6763	
-5346	-5285	-5108	-5996	-7133	
-5439	-5851	-6117	-6940	-6472	
-5533	-4538	-5556	-5123	-7168	
-5857	-6225	-5847	-6305	-5787	
-5323	-5598	-5371	-6431	-6864	
-5388	-6147	-5928	-6494	-6713	
-5303	-5416	-5330	-6210	-7231	
-5735	-5924	-6594	-5959	-7028	
-6069	-5598	-6615	-5999	-6577	
-4911	-4114	-5392	-5493	-7603	
-5278	-5186	-5863	-6501	-7003	
-5287	-5711	-5827	-6301	-7310	
-5292	-5524	-5421	-6032	-7115	
-6000	-5438	-6471	-5602	-7067	
-5115	-6137	-6250	-6778	-6885	
-5298	-5368	-5904	-6722	-6636	
-5558	-5057	-7039	-4431	-5060	
-4683	-5394	-5154	-7272	-6298	
-4665	-5287	-5663	-6671	-7745	
-5764	-5923	-5994	-6738	-5697	
-5086	-6230	-4968	-6785	-6636	
-4787	-5588	-4916	-7017	-6504	
-5239	-6979	-6404	-6505	-5628	
-5079	-5780	-5554	-6605	-7409	
-4672	-5737	-5077	-6851	-6972	
-5077	-5705	-5004	-6985	-6329	
-5272	-5342	-5380	-5811	-7482	
-5063	-6306	-5709	-6132	-7105	
-6038	-5524	-6665	-5600	-6828	
-5239	-5168	-5914	-6203	-7088	
-4663	-5212	-5113	-7051	-6665	
-5225	-5155	-5901	-5694	-7227	
-6049	-5181	-6742	-6021	-6154	
-4773	-6173	-5178	-7044	-6375	
-4764	-4889	-6134	-5230	-7184	
-4811	-5583	-5470	-6620	-7386	
-4917	-6010	-5902	-6183	-7464	
-4922	-5823	-5496	-5914	-7269	
-6050	-5805	-6782	-5103	-5437	
-4740	-4977	-4758	-7219	-6436	
-5248	-4842	-5638	-5259	-7496	
-4464	-5806	-4804	-7155	-7071	
-5718	-4652	-6658	-6500	-4571	
-4416	-5581	-5822	-7276	-5487	
-5933	-5816	-6606	-5496	-4577	
-4924	-6460	-5316	-6363	-6691	
-5500	-5325	-6260	-6974	-4787	
-5553	-6236	-6552	-6567	-4754	
-5453	-5138	-6781	-6857	-4532	
-4302	-6036	-5152	-6733	-7126	
-4716	-6529	-5043	-6667	-6790	
-5130	-5356	-6669	-6995	-5099	
-4778	-5063	-4952	-7217	-6197	
-4670	-5100	-5257	-6402	-7550	
-5482	-5218	-6769	-6373	-6234	
-4323	-5323	-4591	-6937	-7235	
-5372	-6673	-6083	-6021	-6409	
-4258	-5356	-5059	-7291	-5979	
-4957	-6483	-5239	-6879	-5279	
-4029	-4645	-5788	-7308	-6067	
-3830	-5239	-5479	-7412	-6473	
-3689	-4756	-5266	-7194	-6637	
-4864	-6220	-6837	-5440	-6111	
-4315	-5257	-5594	-7457	-4755	
-4453	-4863	-6001	-7363	-4903	
-5891	-5804	-5493	-6048	-6172	
-5432	-4943	-6960	-5269	-4760	
-5422	-5064	-6831	-6458	-4783	
-5334	-6648	-6202	-6450	-5527	
-5195	-3830	-6965	-5429	-4445	
-5680	-6104	-6857	-4985	-5591	
-6074	-5411	-6209	-5730	-6382	
-4415	-4777	-5807	-7365	-5142	
-5178	-5477	-6985	-5502	-5237	
-5025	-6896	-5417	-6556	-6094	
-4930	-4316	-7088	-5786	-4406	
-5890	-5153	-6308	-6031	-6107	
-5052	-5363	-6906	-6340	-4937	
-4669	-5090	-6902	-6531	-5056	
-5198	-5894	-6858	-5480	-5660	
-5167	-5820	-6908	-5081	-5911	
-4611	-5514	-7012	-5854	-5317	
-4144	-4496	-5627	-7474	-5599	
-4049	-4827	-5829	-7529	-5700	
-5325	-6486	-6604	-5904	-6154	
-5899	-5678	-6272	-5831	-6414	
-5681	-6117	-6637	-6352	-5730	
-5424	-5482	-5670	-6450	-6644	
-4972	-4690	-6973	-6172	-4856	
-4919	-4659	-7011	-5365	-5080	
-5998	-5787	-6600	-5663	-5800	
-5728	-6036	-6450	-6608	-6143	
-5442	-5481	-6704	-6436	-5206	
-4417	-5619	-5325	-7038	-6816	
-5429	-5394	-6398	-6840	-6011	
-5433	-4956	-6740	-6636	-4899	
-5395	-4870	-6546	-6638	-5138	
-4443	-5138	-5679	-7242	-5731	
-4727	-4693	-5561	-7005	-6214	
-5576	-5896	-6160	-5969	-6981	
-5277	-5254	-6108	-6201	-6849	
-5378	-6517	-6566	-6711	-5930	
-5120	-5950	-5844	-6509	-6690	
-3897	-4687	-5539	-6890	-6538	
-5438	-5919	-6362	-6640	-6318	
-4397	-5202	-5452	-7060	-6393	
-5384	-4978	-6637	-6460	-5022	
-4313	-5693	-5229	-7154	-6452	
-4974	-5654	-6037	-6560	-7049	
-5139	-5881	-6633	-6795	-5406	
-5151	-6024	-5794	-6908	-6439	
-4545	-5554	-5713	-7248	-3918	
-4038	-5170	-5752	-7108	-6374	
-5297	-5436	-6149	-6422	-6482	
-3668	-5469	-5827	-6990	-6528	
-4926	-4513	-5849	-5926	-7095	
-4949	-4200	-5586	-5491	-7364	
-5391	-5308	-6204	-6842	-6250	
-5534	-6443	-5735	-6443	-6354	
-4276	-5136	-5112	-6820	-6980	
-5119	-5699	-6592	-6574	-5773	
-4139	-5606	-5853	-7301	-5777	
-5068	-6218	-6437	-6522	-6472	
-5108	-5807	-6683	-6396	-5657	
-4486	-5383	-6519	-6766	-6092	
-4575	-6046	-4830	-6449	-6954	
-5099	-5282	-6719	-6596	-5350	
-4065	-4532	-5332	-7438	-5621	
-4074	-5057	-5296	-7238	-5928	
