3
35
[[[11, 9, 2, 4, 4, 15, 3, 16, 14, 9, 16, 3, 1, 16, 4, 1, 17, 14, 15, 13, 10, 12, 1, 9, 10, 14, 16, 16, 13, 8, 20, 4, 17, 1, 8],
[20, 15, 10, 16, 8, 18, 12, 11, 18, 8, 14, 19, 4, 8, 13, 16, 17, 5, 17, 6, 14, 11, 1, 9, 4, 8, 9, 7, 5, 9, 14, 5, 4, 3, 20],
[11, 1, 12, 2, 19, 19, 15, 18, 2, 3, 11, 18, 20, 16, 14, 5, 10, 4, 5, 18, 7, 13, 7, 14, 17, 15, 7, 1, 18, 10, 1, 9, 11, 13, 10],
[9, 11, 5, 7, 13, 7, 17, 10, 6, 12, 3, 10, 1, 7, 15, 19, 14, 8, 5, 7, 5, 20, 13, 6, 17, 3, 6, 6, 13, 18, 15, 1, 9, 20, 8],
[1, 6, 4, 11, 12, 16, 13, 2, 16, 20, 16, 15, 13, 3, 20, 19, 8, 19, 12, 13, 16, 14, 19, 1, 7, 16, 16, 8, 5, 15, 15, 5, 1, 18, 15],
[12, 13, 8, 13, 9, 8, 9, 4, 20, 11, 3, 19, 19, 1, 11, 11, 16, 4, 9, 16, 11, 5, 12, 18, 9, 6, 12, 14, 6, 10, 9, 17, 3, 17, 10],
[11, 4, 18, 14, 4, 9, 17, 3, 7, 17, 13, 17, 12, 17, 6, 8, 7, 10, 19, 4, 19, 5, 15, 12, 11, 5, 20, 8, 7, 17, 17, 18, 1, 14, 11],
[4, 3, 7, 6, 9, 4, 19, 6, 16, 15, 11, 3, 1, 20, 2, 5, 18, 7, 20, 10, 17, 4, 10, 4, 10, 6, 1, 7, 6, 14, 18, 10, 16, 5, 16],
[5, 8, 14, 10, 3, 9, 20, 6, 9, 20, 8, 14, 18, 14, 13, 8, 10, 16, 17, 14, 5, 3, 14, 12, 9, 8, 9, 18, 4, 14, 14, 8, 1, 7, 18],
[4, 15, 18, 10, 4, 18, 17, 17, 15, 11, 9, 3, 1, 5, 19, 14, 10, 2, 8, 1, 10, 15, 10, 8, 18, 3, 1, 6, 4, 7, 3, 8, 2, 20, 17],
[6, 17, 14, 2, 12, 4, 11, 14, 4, 15, 13, 18, 5, 15, 5, 5, 4, 19, 15, 11, 17, 17, 12, 3, 1, 18, 6, 8, 20, 5, 5, 5, 2, 18, 7],
[14, 1, 17, 8, 5, 12, 1, 2, 16, 15, 6, 1, 19, 5, 15, 10, 2, 11, 1, 5, 11, 19, 10, 19, 18, 15, 3, 3, 17, 20, 9, 10, 1, 5, 18],
[5, 17, 19, 7, 12, 14, 13, 12, 12, 18, 6, 2, 19, 17, 2, 4, 8, 1, 13, 6, 19, 7, 9, 1, 3, 8, 9, 13, 9, 14, 11, 13, 10, 9, 20],
[2, 2, 12, 14, 13, 9, 20, 14, 8, 17, 16, 11, 4, 16, 3, 10, 15, 10, 18, 15, 12, 6, 4, 5, 14, 18, 15, 7, 7, 3, 6, 9, 4, 17, 3],
[17, 6, 2, 11, 13, 18, 7, 4, 2, 3, 7, 11, 17, 16, 9, 11, 8, 14, 15, 12, 7, 12, 6, 13, 19, 9, 19, 7, 13, 15, 9, 9, 1, 11, 20],
[14, 9, 6, 17, 10, 8, 4, 20, 4, 19, 9, 15, 7, 2, 9, 19, 9, 1, 5, 1, 19, 13, 20, 6, 5, 14, 14, 14, 15, 5, 13, 8, 13, 19, 4],
[2, 6, 8, 2, 10, 6, 10, 5, 13, 12, 14, 11, 20, 14, 15, 1, 12, 7, 20, 17, 12, 14, 11, 5, 8, 16, 18, 15, 8, 16, 19, 9, 1, 6, 11],
[11, 12, 1, 16, 4, 12, 9, 14, 11, 3, 9, 12, 15, 16, 11, 12, 7, 5, 2, 12, 12, 17, 9, 7, 5, 4, 6, 14, 5, 11, 4, 16, 3, 5, 11],
[6, 16, 20, 20, 7, 2, 9, 18, 16, 4, 9, 7, 10, 14, 9, 2, 6, 6, 10, 12, 10, 14, 17, 3, 19, 8, 7, 14, 10, 11, 5, 16, 7, 5, 16],
