3
45
[[[13, 2, 12, 18, 1, 19, 15, 15, 5, 6, 8, 5, 11, 6, 2, 13, 13, 17, 3, 15, 4, 3, 2, 3, 6, 10, 18, 15, 12, 1, 13, 4, 2, 5, 2, 2, 3, 16, 17, 7, 2, 5, 12, 12, 11],
[14, 5, 4, 11, 8, 18, 14, 10, 19, 17, 16, 9, 14, 10, 1, 14, 2, 4, 16, 7, 6, 18, 9, 2, 15, 16, 3, 19, 8, 15, 10, 1, 19, 13, 11, 7, 11, 5, 17, 10, 1, 12, 18, 15, 1],
[19, 9, 3, 3, 4, 9, 8, 2, 17, 9, 16, 13, 11, 15, 20, 5, 4, 20, 4, 17, 10, 10, 7, 15, 6, 16, 16, 17, 14, 10, 18, 12, 18, 20, 14, 2, 9, 1, 3, 6, 10, 18, 18, 1, 12],
[17, 6, 16, 17, 9, 12, 6, 19, 19, 1, 4, 14, 16, 1, 8, 5, 19, 19, 3, 18, 12, 4, 6, 13, 6, 11, 3, 4, 9, 3, 16, 5, 8, 11, 1, 16, 3, 7, 15, 2, 7, 19, 16, 3, 19],
[3, 8, 17, 1, 10, 15, 13, 13, 1, 6, 19, 12, 8, 2, 20, 10, 18, 5, 17, 8, 5, 13, 11, 12, 7, 12, 19, 6, 7, 1, 4, 10, 8, 1, 10, 18, 16, 3, 10, 16, 8, 9, 8, 16, 11],
[8, 5, 8, 12, 2, 16, 17, 15, 7, 8, 2, 19, 6, 7, 6, 7, 11, 15, 14, 11, 5, 11, 7, 7, 1, 3, 14, 10, 10, 10, 20, 17, 14, 8, 9, 16, 3, 5, 10, 9, 12, 12, 8, 18, 18],
[13, 4, 8, 7, 18, 19, 11, 9, 6, 17, 10, 8, 11, 19, 17, 20, 19, 14, 14, 6, 2, 10, 9, 6, 19, 18, 18, 11, 5, 15, 8, 17, 19, 16, 4, 17, 15, 14, 5, 20, 11, 15, 8, 2, 13],
[5, 2, 12, 19, 16, 18, 20, 5, 6, 6, 4, 4, 3, 14, 8, 18, 2, 5, 17, 17, 9, 13, 12, 2, 18, 12, 13, 12, 19, 14, 5, 4, 16, 16, 2, 11, 14, 1, 15, 20, 7, 18, 3, 10, 11],
[11, 8, 12, 16, 4, 9, 4, 17, 1, 6, 14, 12, 18, 5, 11, 12, 10, 15, 7, 5, 16, 17, 18, 17, 12, 17, 3, 9, 20, 13, 19, 10, 20, 11, 6, 4, 19, 9, 20, 19, 14, 14, 11, 12, 19],
[2, 3, 8, 16, 10, 13, 11, 6, 11, 8, 17, 7, 10, 6, 7, 3, 5, 17, 3, 15, 2, 6, 14, 10, 6, 13, 3, 19, 4, 14, 17, 5, 17, 5, 1, 6, 17, 12, 12, 7, 19, 9, 14, 9, 14],
[20, 11, 19, 16, 13, 13, 17, 19, 7, 7, 4, 20, 10, 3, 3, 3, 19, 8, 20, 3, 8, 5, 20, 19, 16, 6, 17, 5, 19, 5, 19, 19, 15, 17, 14, 8, 9, 11, 6, 16, 17, 9, 15, 6, 11],
[17, 9, 10, 4, 8, 13, 12, 13, 12, 10, 9, 18, 6, 13, 17, 11, 11, 15, 6, 7, 9, 13, 16, 20, 19, 11, 16, 8, 6, 2, 18, 2, 11, 8, 6, 19, 1, 17, 11, 12, 6, 20, 10, 12, 13],
[6, 3, 4, 20, 8, 11, 9, 1, 6, 8, 19, 17, 4, 6, 3, 5, 4, 4, 16, 11, 10, 14, 11, 6, 5, 3, 12, 5, 12, 4, 17, 18, 6, 20, 18, 13, 11, 6, 14, 17, 14, 12, 13, 17, 18],
[16, 2, 1, 19, 17, 12, 9, 11, 2, 14, 15, 5, 6, 20, 17, 9, 16, 14, 15, 16, 12, 8, 7, 18, 1, 3, 11, 12, 16, 7, 10, 11, 9, 10, 9, 5, 1, 18, 15, 3, 11, 10, 7, 17, 10],
[3, 6, 6, 17, 20, 1, 9, 7, 7, 6, 7, 10, 16, 19, 5, 3, 8, 15, 11, 18, 4, 15, 18, 1, 10, 1, 12, 20, 7, 8, 9, 10, 13, 15, 7, 13, 15, 15, 19, 2, 20, 6, 11, 16, 5],
[16, 18, 13, 10, 8, 11, 13, 3, 8, 13, 13, 9, 4, 13, 15, 12, 2, 5, 5, 16, 11, 17, 11, 6, 16, 13, 6, 2, 4, 1, 7, 19, 19, 20, 8, 6, 10, 20, 9, 18, 13, 2, 6, 17, 14],
[20, 8, 16, 5, 12, 11, 15, 9, 2, 1, 4, 14, 6, 6, 17, 6, 12, 16, 4, 11, 3, 10, 20, 3, 19, 17, 16, 20, 2, 12, 14, 2, 20, 10, 6, 12, 1, 1, 20, 2, 1, 4, 16, 7, 9],
[12, 12, 20, 7, 16, 11, 10, 5, 10, 12, 4, 7, 8, 3, 9, 19, 17, 11, 19, 6, 17, 10, 6, 18, 10, 8, 19, 13, 3, 5, 2, 14, 16, 2, 1, 12, 12, 11, 17, 2, 3, 20, 8, 10, 3],
[17, 9, 19, 7, 7, 4, 3, 16, 10, 20, 6, 17, 18, 18, 19, 2, 20, 13, 18, 1, 14, 10, 12, 4, 6, 13, 7, 5, 1, 16, 7, 17, 4, 6, 3, 10, 10, 6, 6, 19, 5, 11, 16, 3, 9],
[15, 5, 8, 7, 3, 9, 1, 12, 20, 5, 17, 13, 11, 2, 13, 6, 9, 10, 10, 14, 12, 19, 3, 18, 5, 2, 3, 16, 18, 5, 5, 12, 10, 13, 19, 12, 1, 19, 4, 1, 4, 1, 13, 14, 2],
[6, 20, 11, 15, 9, 4, 7, 8, 7, 4, 12, 9, 6, 8, 6, 11, 12, 17, 20, 4, 15, 11, 5, 14, 15, 5, 17, 15, 17, 10, 17, 3, 10, 7, 17, 18, 11, 3, 5, 17, 6, 17, 5, 12, 4],
[11, 2, 16, 7, 1, 19, 2, 12, 3, 15, 7, 8, 11, 1, 4, 1, 17, 6, 10, 3, 3, 8, 13, 5, 12, 10, 11, 9, 15, 3, 13, 5, 4, 8, 12, 5, 7, 13, 17, 10, 7, 3, 17, 18, 3],
[1, 19, 20, 7, 8, 2, 9, 15, 15, 14, 7, 5, 5, 16, 19, 7, 8, 4, 10, 15, 16, 15, 1, 8, 11, 11, 15, 14, 7, 13, 16, 7, 11, 16, 14, 19, 17, 3, 14, 12, 16, 20, 16, 20, 15],
[15, 7, 3, 19, 17, 17, 14, 11, 18, 2, 2, 8, 17, 15, 15, 9, 11, 1, 19, 6, 15, 18, 3, 17, 11, 15, 12, 10, 10, 12, 5, 5, 19, 8, 4, 15, 4, 18, 6, 2, 19, 7, 10, 15, 2],
[4, 4, 13, 4, 3, 18, 19, 20, 1, 15, 10, 15, 7, 20, 5, 18, 5, 10, 16, 12, 13, 11, 16, 10, 16, 17, 9, 2, 6, 4, 4, 9, 8, 16, 13, 10, 14, 11, 9, 14, 6, 18, 8, 12, 18],
[13, 10, 2, 2, 6, 13, 15, 16, 9, 5, 11, 5, 13, 13, 11, 17, 16, 20, 4, 11, 13, 13, 4, 3, 2, 18, 9, 20, 6, 20, 17, 18, 9, 18, 20, 14, 11, 14, 9, 19, 18, 20, 4, 11, 12],
[14, 7, 8, 14, 11, 19, 6, 4, 3, 9, 5, 20, 17, 4, 5, 16, 20, 3, 4, 18, 2, 18, 8, 15, 6, 7, 13, 6, 10, 3, 17, 4, 10, 5, 17, 1, 3, 3, 4, 5, 11, 9, 5, 7, 12],
[10, 3, 12, 12, 7, 10, 14, 4, 18, 9, 10, 4, 2, 15, 13, 4, 12, 16, 14, 16, 13, 14, 19, 15, 17, 4, 6, 6, 9, 12, 17, 18, 15, 9, 10, 2, 19, 4, 6, 16, 12, 15, 19, 13, 10],
[12, 17, 2, 7, 10, 18, 20, 4, 16, 14, 1, 20, 19, 6, 8, 11, 3, 6, 6, 11, 15, 7, 10, 18, 12, 5, 10, 7, 3, 3, 17, 14, 19, 19, 1, 9, 16, 1, 12, 12, 15, 12, 11, 14, 18],
[19, 5, 20, 4, 10, 11, 19, 17, 20, 17, 9, 4, 6, 16, 7, 9, 12, 1, 7, 11, 2, 16, 6, 2, 8, 18, 16, 20, 9, 9, 17, 7, 14, 16, 11, 3, 6, 9, 20, 5, 5, 8, 9, 11, 3],
[16, 19, 15, 16, 5, 5, 17, 1, 11, 19, 8, 8, 15, 8, 16, 4, 4, 2, 17, 20, 13, 20, 5, 1, 19, 10, 5, 6, 19, 15, 9, 14, 14, 4, 10, 19, 9, 7, 19, 19, 5, 7, 7, 19, 14],
[2, 2, 18, 4, 19, 17, 16, 18, 2, 16, 16, 12, 1, 2, 10, 16, 11, 4, 9, 14, 13, 7, 2, 19, 6, 1, 4, 12, 7, 2, 6, 8, 4, 3, 12, 3, 20, 7, 20, 1, 3, 16, 13, 4, 17],
[3, 19, 7, 6, 8, 1, 19, 14, 3, 18, 19, 3, 1, 11, 10, 3, 16, 18, 7, 18, 9, 9, 18, 16, 9, 18, 19, 4, 11, 2, 1, 13, 1, 7, 19, 8, 8, 18, 2, 10, 15, 1, 13, 16, 11],
[2, 18, 6, 19, 4, 4, 8, 13, 1, 4, 1, 19, 2, 5, 10, 3, 5, 2, 4, 12, 1, 11, 19, 18, 13, 8, 13, 13, 1, 8, 3, 3, 5, 9, 2, 9, 12, 9, 2, 13, 12, 2, 12, 14, 6],
[1, 17, 11, 3, 20, 2, 3, 11, 20, 1, 3, 8, 13, 15, 8, 20, 17, 10, 5, 6, 12, 13, 18, 20, 15, 10, 12, 16, 2, 6, 2, 3, 2, 12, 5, 2, 13, 8, 12, 13, 9, 14, 20, 2, 8],
[8, 1, 5, 18, 6, 10, 9, 19, 8, 9, 13, 17, 1, 9, 19, 6, 10, 1, 8, 2, 6, 9, 15, 14, 20, 7, 2, 13, 7, 3, 1, 15, 4, 6, 13, 9, 16, 2, 8, 3, 11, 20, 20, 11, 8],
[19, 16, 18, 19, 4, 19, 5, 12, 14, 18, 11, 1, 20, 4, 8, 3, 5, 2, 6, 10, 15, 15, 6, 16, 2, 9, 6, 2, 8, 17, 10, 6, 13, 7, 5, 16, 6, 10, 7, 20, 7, 17, 20, 7, 1],
[7, 9, 5, 9, 15, 15, 3, 9, 1, 19, 11, 9, 5, 12, 17, 1, 2, 2, 13, 8, 7, 8, 14, 16, 15, 13, 3, 12, 12, 9, 12, 19, 18, 17, 7, 12, 12, 9, 20, 12, 8, 11, 20, 12, 3],
