3
30
[[[10, 9, 6, 11, 14, 5, 6, 20, 3, 8, 7, 1, 18, 20, 19, 8, 19, 15, 9, 1, 4, 5, 7, 6, 7, 5, 8, 3, 5, 2],
[16, 14, 10, 1, 5, 4, 6, 10, 3, 8, 18, 10, 9, 15, 9, 8, 2, 8, 3, 11, 9, 6, 15, 15, 11, 2, 19, 19, 5, 3],
[20, 20, 17, 9, 1, 2, 13, 6, 11, 15, 13, 9, 4, 2, 3, 13, 9, 4, 1, 11, 14, 9, 16, 9, 3, 7, 11, 2, 5, 15],
[5, 5, 15, 2, 14, 15, 3, 6, 20, 14, 1, 13, 3, 4, 15, 5, 17, 3, 9, 18, 14, 3, 7, 10, 12, 10, 16, 2, 11, 1],
[17, 16, 5, 11, 18, 18, 5, 1, 3, 5, 15, 3, 18, 17, 7, 12, 1, 4, 14, 10, 1, 8, 12, 8, 17, 4, 17, 13, 5, 8],
[13, 2, 3, 18, 13, 20, 15, 18, 1, 18, 2, 15, 1, 20, 11, 7, 11, 11, 11, 5, 1, 12, 12, 12, 19, 8, 15, 15, 20, 20],
[2, 13, 2, 5, 10, 14, 5, 5, 11, 5, 2, 13, 19, 2, 12, 9, 9, 3, 20, 19, 7, 20, 10, 19, 12, 8, 7, 7, 3, 7],
[7, 4, 19, 8, 9, 9, 2, 13, 13, 12, 17, 15, 5, 15, 16, 17, 4, 5, 20, 4, 4, 7, 3, 13, 5, 15, 1, 12, 1, 3],
[18, 8, 7, 17, 15, 15, 5, 16, 8, 18, 8, 4, 12, 13, 19, 8, 10, 3, 12, 9, 6, 15, 15, 9, 8, 19, 3, 9, 10, 4],
[12, 8, 11, 19, 4, 6, 14, 9, 2, 1, 6, 9, 4, 18, 2, 3, 5, 11, 5, 17, 19, 10, 12, 13, 19, 20, 12, 1, 8, 2],
[5, 19, 9, 15, 17, 13, 1, 10, 1, 2, 11, 7, 11, 15, 4, 12, 17, 8, 2, 2, 5, 1, 11, 16, 13, 9, 16, 5, 10, 3],
[6, 14, 2, 14, 9, 19, 6, 9, 9, 7, 10, 19, 13, 20, 13, 16, 12, 10, 4, 13, 11, 8, 14, 2, 4, 7, 11, 20, 11, 1],
[2, 16, 14, 4, 10, 3, 2, 16, 12, 10, 2, 1, 8, 15, 1, 1, 10, 12, 10, 14, 5, 1, 2, 19, 2, 6, 5, 13, 5, 15],
[13, 6, 11, 7, 9, 20, 9, 11, 16, 20, 20, 18, 1, 8, 12, 2, 8, 2, 14, 18, 16, 19, 19, 17, 17, 1, 2, 1, 13, 6],
[15, 5, 12, 6, 11, 1, 5, 20, 11, 1, 19, 11, 18, 20, 18, 10, 1, 6, 12, 14, 4, 7, 12, 2, 3, 9, 2, 5, 9, 15],
[11, 4, 19, 2, 9, 10, 3, 14, 9, 14, 14, 8, 4, 12, 7, 2, 1, 7, 7, 13, 1, 11, 19, 13, 12, 2, 1, 14, 6, 9],
[8, 17, 13, 7, 19, 1, 16, 1, 14, 5, 15, 8, 12, 18, 19, 18, 19, 20, 4, 6, 12, 5, 16, 11, 17, 8, 12, 17, 2, 18],
[6, 9, 14, 18, 16, 12, 18, 12, 13, 12, 16, 7, 19, 7, 5, 17, 4, 4, 16, 8, 9, 8, 12, 5, 18, 9, 12, 10, 6, 14],
[7, 11, 3, 1, 9, 18, 13, 7, 9, 5, 18, 4, 12, 16, 11, 16, 13, 14, 19, 9, 2, 8, 16, 14, 12, 14, 2, 4, 3, 7],
[17, 10, 18, 19, 10, 6, 17, 2, 13, 5, 7, 10, 9, 19, 6, 19, 14, 19, 13, 13, 7, 14, 20, 3, 7, 12, 16, 8, 16, 19],
[15, 12, 8, 12, 11, 17, 18, 7, 19, 10, 12, 6, 20, 1, 4, 5, 20, 17, 4, 12, 10, 10, 5, 10, 13, 11, 1, 8, 19, 16],
[7, 14, 8, 14, 6, 19, 10, 3, 6, 9, 13, 18, 14, 12, 18, 17, 17, 17, 14, 20, 8, 3, 10, 13, 13, 2, 4, 13, 10, 3],
[9, 16, 16, 17, 9, 1, 16, 19, 4, 1, 8, 16, 19, 1, 8, 16, 18, 5, 13, 11, 5, 1, 14, 14, 13, 6, 16, 17, 19, 6],
[19, 8, 1, 15, 5, 10, 15, 20, 9, 19, 1, 17, 14, 19, 17, 2, 14, 15, 7, 7, 6, 11, 7, 20, 5, 20, 5, 1, 17, 4],
[6, 15, 11, 7, 10, 16, 17, 4, 15, 5, 2, 15, 1, 16, 13, 18, 18, 7, 12, 4, 14, 18, 14, 20, 17, 19, 20, 1, 19, 16],
[5, 4, 11, 16, 10, 20, 11, 6, 4, 5, 11, 6, 20, 12, 2, 13, 9, 19, 20, 1, 3, 13, 18, 16, 13, 14, 15, 13, 15, 13],
[8, 20, 16, 19, 15, 6, 19, 5, 11, 2, 10, 2, 8, 10, 13, 9, 2, 1, 8, 2, 2, 10, 15, 19, 6, 7, 13, 20, 19, 8],
[12, 7, 7, 8, 6, 2, 13, 4, 6, 4, 6, 16, 5, 14, 5, 17, 2, 7, 18, 10, 9, 19, 20, 3, 18, 5, 9, 11, 5, 8],
[19, 17, 15, 5, 4, 1, 6, 17, 4, 12, 20, 10, 8, 5, 3, 13, 2, 5, 19, 19, 14, 8, 18, 14, 10, 16, 19, 19, 6, 3],
[7, 5, 20, 1, 9, 4, 1, 15, 20, 5, 7, 20, 14, 14, 4, 17, 6, 5, 1, 5, 4, 15, 12, 2, 8, 2, 17, 6, 20, 3]]
,
[[9, 6, 7, 9, 7, 16, 12, 8, 10, 11, 13, 17, 11, 6, 10, 15, 3, 15, 20, 4, 20, 3, 18, 11, 5, 6, 12, 1, 12, 12],
[4, 1, 18, 10, 9, 4, 6, 20, 12, 16, 11, 4, 12, 2, 10, 1, 16, 12, 16, 15, 15, 15, 18, 13, 6, 2, 19, 18, 3, 10],
[9, 6, 10, 6, 16, 19, 10, 2, 18, 1, 17, 9, 4, 8, 10, 14, 9, 5, 5, 5, 20, 20, 19, 18, 13, 4, 20, 11, 1, 3],
[1, 10, 9, 10, 16, 4, 9, 5, 5, 6, 6, 2, 15, 10, 10, 4, 3, 18, 9, 8, 2, 8, 7, 1, 6, 19, 5, 5, 10, 6],
[7, 10, 15, 15, 20, 10, 19, 8, 15, 4, 14, 20, 5, 8, 9, 15, 11, 11, 12, 20, 18, 14, 8, 5, 15, 13, 4, 19, 18, 13],
[5, 4, 2, 19, 19, 1, 9, 18, 8, 3, 1, 1, 3, 6, 9, 12, 20, 20, 2, 12, 19, 20, 6, 6, 5, 20, 18, 8, 19, 16],
[20, 3, 19, 2, 2, 18, 2, 11, 15, 10, 14, 16, 11, 16, 1, 19, 7, 1, 18, 9, 13, 16, 9, 18, 2, 14, 18, 20, 1, 17],
[15, 1, 20, 14, 2, 2, 11, 4, 12, 6, 14, 6, 1, 4, 1, 2, 2, 8, 2, 20, 17, 14, 16, 6, 12, 17, 19, 10, 17, 20],
[6, 11, 20, 5, 5, 2, 6, 16, 5, 18, 1, 18, 3, 2, 2, 4, 3, 4, 12, 4, 3, 8, 18, 19, 13, 9, 15, 12, 18, 12],
[11, 4, 3, 10, 9, 7, 12, 15, 2, 17, 12, 3, 15, 15, 4, 16, 18, 6, 19, 9, 10, 2, 17, 8, 20, 10, 17, 15, 1, 15],
[6, 12, 18, 8, 2, 6, 15, 13, 20, 17, 9, 12, 19, 4, 6, 3, 19, 4, 8, 18, 13, 18, 19, 9, 5, 19, 18, 1, 13, 19],
[15, 19, 10, 12, 7, 12, 18, 2, 4, 18, 18, 13, 9, 17, 16, 15, 19, 15, 18, 6, 13, 11, 4, 11, 19, 8, 10, 17, 9, 3],
[16, 3, 1, 6, 15, 8, 17, 13, 9, 20, 10, 6, 13, 19, 2, 8, 14, 20, 3, 12, 6, 15, 2, 10, 6, 20, 17, 15, 17, 6],
[17, 12, 9, 18, 17, 3, 5, 13, 16, 13, 13, 5, 19, 5, 4, 1, 13, 17, 1, 15, 8, 7, 9, 10, 16, 15, 9, 13, 9, 5],
[18, 6, 17, 6, 3, 13, 9, 8, 6, 4, 1, 18, 9, 19, 3, 13, 20, 15, 10, 20, 10, 17, 7, 19, 6, 2, 13, 15, 14, 2],
[20, 12, 7, 16, 18, 10, 9, 6, 17, 15, 10, 17, 13, 19, 16, 16, 11, 16, 10, 20, 15, 20, 17, 1, 18, 3, 3, 11, 18, 17],
[12, 17, 8, 19, 13, 5, 8, 2, 11, 5, 17, 1, 2, 9, 19, 18, 4, 9, 13, 14, 9, 8, 14, 5, 9, 12, 8, 11, 2, 5],
[7, 14, 1, 15, 12, 14, 20, 20, 15, 11, 5, 12, 11, 6, 20, 9, 3, 4, 18, 15, 18, 6, 3, 11, 11, 11, 2, 18, 1, 4],
[2, 8, 17, 3, 3, 9, 16, 3, 8, 11, 13, 13, 2, 3, 18, 2, 12, 1, 5, 9, 15, 3, 14, 18, 13, 4, 8, 15, 2, 9],
[18, 3, 17, 14, 5, 19, 3, 20, 1, 11, 11, 14, 3, 12, 16, 20, 13, 7, 20, 18, 16, 15, 20, 9, 12, 13, 13, 19, 7, 15],
[8, 5, 17, 4, 19, 2, 2, 1, 2, 3, 11, 12, 16, 13, 4, 12, 12, 17, 19, 12, 14, 14, 6, 14, 3, 18, 7, 16, 17, 13],
[10, 4, 18, 7, 7, 16, 8, 9, 16, 9, 11, 6, 1, 7, 18, 4, 18, 10, 20, 16, 1, 14, 9, 7, 8, 11, 4, 14, 6, 1],
[7, 16, 4, 4, 2, 10, 19, 9, 18, 14, 17, 9, 20, 18, 15, 17, 1, 12, 6, 1, 7, 7, 14, 16, 14, 1, 6, 17, 15, 12],
[18, 1, 7, 1, 4, 8, 11, 3, 17, 9, 17, 14, 17, 16, 11, 11, 13, 11, 3, 19, 11, 10, 5, 5, 6, 18, 6, 12, 15, 20],
[3, 12, 1, 10, 13, 5, 18, 3, 7, 14, 11, 3, 7, 8, 19, 17, 19, 11, 8, 1, 9, 19, 11, 13, 3, 16, 11, 8, 7, 6],
