3
15
[[[20, 6, 3, 14, 1, 5, 13, 4, 7, 12, 1, 14, 1, 12, 20],
[11, 18, 17, 11, 14, 6, 4, 3, 4, 5, 4, 11, 14, 20, 5],
[18, 20, 10, 1, 13, 11, 5, 6, 14, 11, 17, 15, 5, 18, 6],
[4, 9, 3, 20, 20, 17, 6, 4, 19, 10, 8, 2, 20, 1, 2],
[4, 18, 1, 14, 18, 14, 5, 3, 19, 18, 14, 16, 13, 18, 13],
[19, 1, 1, 1, 1, 20, 17, 6, 3, 16, 15, 10, 18, 14, 11],
[19, 18, 8, 19, 12, 6, 12, 16, 9, 11, 14, 2, 6, 6, 19],
[18, 4, 20, 18, 5, 1, 18, 2, 6, 20, 17, 1, 10, 14, 14],
[20, 12, 12, 8, 11, 3, 14, 2, 18, 2, 13, 11, 4, 18, 17],
[3, 15, 20, 2, 13, 4, 2, 11, 6, 8, 11, 2, 8, 20, 16],
[2, 20, 7, 13, 8, 18, 16, 1, 20, 14, 3, 12, 5, 6, 9],
[1, 8, 4, 1, 10, 16, 5, 12, 7, 10, 19, 17, 12, 7, 17],
[7, 8, 16, 14, 1, 3, 11, 17, 4, 10, 11, 6, 2, 15, 11],
[10, 16, 18, 13, 16, 8, 9, 1, 19, 16, 10, 17, 12, 2, 3],
[8, 8, 11, 4, 1, 12, 7, 12, 8, 10, 2, 18, 16, 3, 13]]
,
[[6, 12, 8, 4, 5, 4, 11, 14, 4, 9, 9, 14, 6, 1, 15],
[9, 8, 3, 19, 11, 4, 11, 17, 15, 18, 7, 16, 16, 2, 18],
[8, 8, 10, 16, 12, 15, 20, 3, 8, 4, 12, 17, 17, 17, 17],
[12, 5, 4, 15, 4, 15, 18, 14, 12, 13, 12, 19, 8, 7, 20],
[6, 15, 8, 15, 11, 19, 9, 10, 1, 17, 13, 12, 14, 10, 9],
[10, 2, 13, 14, 16, 17, 8, 13, 11, 20, 5, 2, 18, 13, 9],
[18, 18, 4, 5, 13, 14, 4, 2, 3, 5, 19, 16, 17, 12, 5],
[5, 1, 6, 18, 14, 1, 14, 2, 14, 4, 2, 19, 6, 20, 12],
[15, 17, 9, 18, 2, 2, 11, 5, 4, 14, 9, 2, 9, 5, 13],
[13, 10, 14, 19, 7, 8, 20, 1, 10, 13, 5, 11, 12, 10, 11],
[3, 4, 7, 12, 2, 8, 14, 12, 13, 17, 6, 2, 19, 14, 7],
[12, 7, 16, 5, 6, 2, 13, 5, 3, 2, 18, 7, 13, 9, 17],
[3, 11, 1, 10, 3, 2, 18, 16, 14, 10, 13, 19, 12, 11, 13],
[18, 2, 20, 14, 7, 5, 16, 19, 9, 18, 1, 6, 4, 14, 14],
[1, 17, 5, 1, 6, 8, 2, 3, 3, 15, 13, 15, 14, 4, 6]]
,
[[6, 2, 7, 5, 15, 13, 10, 10, 12, 18, 8, 12, 3, 11, 5],
[17, 11, 1, 2, 12, 7, 9, 13, 9, 12, 8, 2, 7, 1, 6],
[12, 7, 7, 19, 12, 2, 11, 1, 12, 2, 18, 19, 14, 1, 10],
[18, 18, 1, 19, 19, 12, 5, 8, 5, 14, 20, 12, 16, 6, 13],
[1, 18, 19, 8, 16, 10, 10, 6, 11, 1, 8, 8, 19, 1, 9],
[9, 19, 6, 9, 17, 5, 1, 2, 13, 5, 15, 12, 17, 11, 17],
[9, 11, 14, 8, 19, 9, 18, 8, 15, 8, 8, 2, 15, 7, 3],
[4, 15, 1, 9, 4, 18, 14, 4, 19, 6, 9, 14, 17, 5, 4],
[14, 13, 15, 7, 1, 13, 16, 18, 20, 11, 5, 8, 12, 20, 14],
[15, 3, 8, 16, 12, 12, 13, 5, 15, 12, 10, 3, 6, 7, 8],
[10, 20, 20, 4, 7, 1, 17, 2, 18, 17, 12, 2, 4, 4, 2],
[17, 19, 4, 5, 14, 15, 16, 7, 19, 10, 19, 9, 13, 4, 15],
[20, 14, 15, 20, 17, 1, 20, 14, 3, 17, 10, 15, 19, 13, 19],
[20, 9, 17, 3, 13, 11, 18, 9, 18, 17, 18, 16, 6, 11, 20],
[20, 10, 13, 15, 9, 10, 15, 9, 3, 18, 6, 13, 13, 4, 5]]
]
