3
10
[[[7, 6, 5, 10, 8, 2, 12, 20, 11, 9],
[9, 4, 12, 13, 13, 9, 3, 18, 6, 13],
[14, 8, 5, 11, 8, 17, 18, 10, 14, 16],
[10, 20, 2, 15, 10, 9, 16, 1, 9, 7],
[10, 17, 10, 1, 9, 2, 9, 12, 19, 15],
[4, 13, 2, 8, 3, 10, 5, 1, 19, 18],
[17, 9, 17, 18, 3, 6, 6, 19, 7, 14],
[5, 16, 11, 15, 16, 20, 16, 5, 11, 15],
[20, 14, 7, 1, 2, 10, 10, 6, 11, 9],
[4, 7, 17, 20, 4, 20, 6, 10, 19, 12]]
,
[[4, 3, 8, 14, 18, 4, 13, 13, 9, 3],
[7, 8, 16, 14, 8, 17, 3, 18, 3, 13],
[6, 6, 19, 2, 6, 3, 1, 11, 12, 20],
[3, 15, 3, 10, 8, 20, 14, 1, 12, 2],
[3, 19, 9, 19, 12, 17, 15, 15, 14, 18],
[8, 20, 3, 7, 1, 8, 9, 2, 19, 1],
[1, 2, 15, 3, 12, 3, 2, 5, 3, 14],
[6, 6, 12, 14, 4, 4, 10, 19, 19, 4],
[16, 6, 3, 18, 12, 3, 6, 1, 5, 4],
[1, 6, 6, 16, 9, 17, 18, 11, 1, 1]]
,
[[4, 6, 6, 16, 19, 9, 20, 9, 7, 18],
[12, 3, 3, 14, 1, 15, 17, 6, 16, 1],
[10, 16, 7, 15, 11, 15, 11, 9, 5, 11],
[10, 9, 16, 15, 5, 15, 4, 4, 3, 11],
[2, 14, 13, 5, 8, 13, 19, 4, 19, 14],
[5, 8, 10, 11, 2, 1, 5, 13, 10, 10],
[3, 19, 18, 19, 14, 3, 14, 17, 6, 16],
[8, 7, 10, 1, 12, 18, 14, 10, 1, 12],
[4, 5, 20, 14, 15, 2, 14, 20, 14, 4],
[9, 17, 2, 6, 15, 15, 9, 8, 12, 14]]
]
