3
45
[[[16, 8, 4, 11, 16, 17, 19, 15, 19, 12, 5, 7, 12, 6, 14, 17, 14, 18, 9, 6, 11, 8, 15, 10, 17, 4, 17, 10, 13, 4, 5, 8, 11, 8, 18, 7, 5, 17, 2, 4, 9, 6, 11, 20, 12],
[5, 16, 6, 2, 4, 12, 13, 12, 6, 2, 9, 10, 19, 18, 2, 2, 3, 9, 13, 10, 7, 19, 15, 3, 20, 19, 11, 6, 9, 11, 17, 13, 6, 2, 15, 10, 13, 7, 2, 19, 8, 10, 8, 7, 8],
[9, 8, 10, 18, 20, 20, 4, 19, 14, 7, 19, 12, 18, 4, 20, 8, 1, 13, 13, 3, 7, 3, 16, 13, 4, 15, 1, 14, 2, 7, 1, 11, 15, 10, 8, 14, 9, 12, 13, 3, 18, 11, 14, 16, 15],
[14, 3, 15, 6, 16, 18, 12, 19, 14, 5, 2, 8, 5, 15, 10, 11, 16, 20, 5, 5, 8, 19, 14, 20, 12, 16, 18, 2, 10, 13, 16, 4, 16, 11, 9, 12, 9, 1, 10, 2, 6, 11, 9, 10, 6],
[18, 1, 1, 18, 6, 6, 5, 5, 19, 5, 16, 15, 2, 18, 4, 15, 13, 7, 10, 4, 16, 1, 13, 17, 10, 14, 2, 1, 2, 12, 6, 20, 13, 7, 17, 19, 12, 2, 3, 11, 7, 19, 5, 8, 16],
[8, 2, 9, 15, 11, 13, 11, 12, 5, 7, 1, 19, 9, 2, 1, 1, 8, 20, 13, 14, 17, 11, 6, 19, 14, 16, 5, 13, 1, 12, 9, 9, 14, 18, 4, 5, 10, 14, 16, 15, 1, 17, 13, 9, 19],
[13, 10, 6, 13, 2, 20, 9, 13, 6, 7, 7, 2, 11, 19, 2, 3, 8, 10, 17, 5, 14, 1, 14, 7, 17, 8, 7, 14, 1, 16, 12, 13, 5, 17, 5, 7, 17, 14, 19, 2, 20, 6, 3, 11, 5],
[5, 14, 12, 15, 10, 16, 8, 11, 9, 14, 8, 17, 1, 1, 17, 17, 12, 10, 1, 9, 15, 8, 6, 8, 7, 7, 8, 12, 10, 18, 16, 15, 12, 7, 9, 2, 3, 16, 12, 11, 10, 19, 8, 11, 20],
[5, 7, 11, 14, 8, 20, 9, 15, 5, 16, 1, 12, 3, 13, 2, 1, 8, 16, 12, 15, 5, 14, 17, 1, 5, 8, 11, 4, 15, 1, 3, 20, 7, 14, 14, 15, 14, 2, 9, 19, 17, 10, 11, 20, 2],
[13, 20, 10, 8, 12, 4, 13, 5, 20, 13, 10, 8, 3, 14, 3, 3, 16, 2, 10, 10, 15, 4, 4, 16, 13, 2, 12, 3, 13, 11, 4, 5, 11, 13, 13, 2, 17, 5, 7, 17, 17, 16, 4, 19, 9],
