3
10
[[[12, 18, 4, 18, 8, 19, 5, 3, 8, 18],
[13, 17, 12, 12, 18, 3, 14, 10, 10, 6],
[1, 15, 13, 19, 11, 10, 3, 3, 19, 18],
[11, 10, 16, 15, 8, 3, 13, 13, 6, 20],
[11, 19, 16, 2, 10, 14, 5, 4, 3, 14],
[9, 3, 9, 2, 2, 19, 12, 4, 2, 10],
[1, 12, 20, 17, 6, 7, 20, 19, 19, 5],
[19, 9, 3, 15, 10, 13, 8, 14, 16, 11],
[8, 5, 14, 17, 7, 15, 15, 19, 18, 16],
[8, 19, 8, 7, 15, 14, 14, 15, 13, 12]]
,
[[19, 11, 1, 2, 6, 10, 14, 14, 4, 10],
[4, 12, 15, 17, 8, 1, 12, 3, 20, 9],
[19, 7, 7, 7, 14, 2, 20, 7, 16, 13],
[19, 15, 4, 19, 16, 9, 9, 10, 2, 13],
[20, 6, 4, 14, 3, 11, 15, 14, 14, 14],
[2, 12, 1, 9, 18, 14, 11, 18, 1, 7],
[10, 19, 1, 13, 18, 17, 1, 6, 6, 3],
[18, 6, 9, 2, 19, 11, 13, 13, 4, 6],
[7, 6, 17, 7, 15, 15, 1, 6, 12, 2],
[12, 1, 1, 12, 14, 18, 9, 15, 4, 14]]
,
[[17, 2, 19, 6, 3, 18, 16, 15, 11, 20],
[1, 17, 6, 18, 4, 1, 12, 5, 6, 3],
[6, 17, 4, 6, 9, 17, 4, 17, 12, 8],
[11, 8, 9, 10, 13, 11, 7, 9, 6, 17],
[9, 7, 14, 14, 4, 18, 14, 15, 2, 19],
[18, 8, 16, 2, 14, 4, 19, 17, 20, 10],
[5, 10, 18, 13, 19, 11, 4, 6, 19, 10],
[3, 7, 16, 16, 1, 19, 14, 15, 14, 15],
[14, 12, 2, 9, 13, 15, 12, 12, 12, 12],
[1, 16, 1, 18, 9, 20, 8, 12, 5, 7]]
]
