3
45
[[[3, 16, 2, 13, 6, 19, 4, 20, 14, 6, 17, 11, 11, 19, 2, 13, 11, 20, 5, 11, 6, 15, 13, 6, 20, 12, 8, 14, 9, 11, 10, 12, 7, 11, 4, 12, 9, 8, 11, 3, 13, 7, 14, 3, 6],
[16, 16, 16, 15, 20, 6, 1, 14, 19, 6, 14, 10, 14, 8, 19, 4, 17, 10, 10, 8, 14, 2, 17, 2, 12, 20, 15, 19, 13, 17, 4, 8, 13, 20, 3, 13, 6, 3, 7, 4, 9, 20, 14, 2, 7],
[12, 6, 4, 2, 15, 11, 16, 17, 8, 17, 9, 7, 11, 7, 20, 8, 11, 7, 20, 11, 10, 12, 16, 13, 18, 19, 1, 18, 13, 3, 4, 4, 8, 8, 6, 3, 18, 1, 19, 5, 17, 7, 12, 7, 14],
[11, 14, 4, 18, 14, 14, 7, 5, 10, 20, 2, 9, 1, 19, 1, 3, 3, 5, 11, 10, 10, 13, 8, 11, 11, 13, 8, 18, 4, 14, 11, 14, 8, 15, 11, 1, 9, 18, 6, 18, 18, 7, 7, 19, 6],
[7, 1, 9, 12, 11, 18, 2, 4, 6, 12, 15, 18, 19, 12, 2, 13, 3, 16, 1, 18, 7, 2, 6, 5, 7, 4, 2, 14, 10, 20, 20, 17, 1, 8, 8, 12, 6, 9, 15, 11, 1, 10, 9, 20, 1],
[11, 12, 4, 6, 13, 1, 12, 14, 6, 16, 20, 10, 18, 13, 19, 18, 12, 16, 19, 20, 3, 10, 5, 12, 5, 16, 12, 14, 4, 11, 15, 14, 3, 18, 20, 15, 19, 11, 8, 4, 7, 8, 14, 5, 1],
[13, 2, 13, 8, 20, 12, 11, 10, 16, 2, 15, 11, 14, 9, 15, 5, 4, 9, 7, 1, 8, 2, 19, 19, 10, 3, 5, 17, 17, 9, 18, 9, 11, 10, 17, 11, 1, 7, 20, 16, 8, 15, 7, 2, 3],
[2, 6, 6, 10, 13, 7, 18, 15, 6, 16, 5, 9, 1, 2, 5, 10, 19, 14, 1, 8, 10, 11, 8, 16, 10, 4, 4, 5, 11, 5, 7, 12, 11, 13, 2, 4, 20, 19, 19, 6, 15, 3, 14, 16, 4],
[19, 5, 2, 12, 5, 9, 1, 16, 17, 17, 6, 1, 20, 10, 11, 5, 17, 3, 16, 10, 5, 20, 9, 4, 18, 14, 18, 20, 8, 13, 3, 6, 18, 4, 18, 3, 13, 18, 18, 9, 15, 3, 9, 15, 12],
[20, 20, 9, 3, 15, 18, 7, 15, 7, 10, 12, 20, 8, 11, 7, 20, 13, 13, 18, 17, 10, 20, 9, 8, 18, 18, 2, 1, 7, 16, 13, 6, 15, 1, 9, 10, 18, 15, 4, 4, 5, 16, 4, 12, 6],
[11, 12, 19, 3, 9, 16, 12, 9, 4, 20, 7, 2, 1, 7, 8, 17, 19, 13, 11, 19, 2, 1, 17, 16, 5, 1, 1, 20, 4, 12, 6, 14, 4, 4, 17, 13, 19, 9, 1, 3, 8, 7, 4, 9, 13],
[11, 5, 11, 4, 16, 10, 6, 16, 6, 2, 1, 6, 2, 20, 10, 14, 5, 4, 17, 9, 20, 9, 8, 8, 10, 10, 16, 16, 14, 4, 9, 5, 8, 20, 9, 3, 10, 14, 19, 15, 15, 19, 1, 17, 19],
