3
25
[[[5, 16, 19, 1, 9, 3, 14, 13, 19, 6, 3, 17, 15, 11, 1, 9, 5, 15, 16, 6, 13, 5, 10, 8, 3],
[7, 14, 14, 3, 8, 6, 7, 3, 5, 7, 12, 7, 1, 4, 6, 6, 7, 2, 20, 17, 2, 8, 2, 16, 4],
[8, 9, 8, 17, 17, 11, 4, 10, 5, 7, 17, 10, 13, 19, 14, 20, 11, 1, 20, 14, 6, 6, 20, 7, 6],
[17, 9, 14, 19, 5, 18, 6, 13, 6, 3, 9, 16, 6, 19, 1, 12, 15, 10, 5, 14, 3, 5, 4, 4, 5],
[18, 9, 10, 18, 16, 16, 14, 4, 10, 13, 9, 7, 19, 1, 12, 1, 10, 8, 7, 8, 8, 19, 2, 17, 3],
[16, 20, 8, 20, 3, 12, 17, 12, 2, 14, 7, 17, 8, 11, 7, 20, 19, 13, 19, 20, 5, 19, 9, 12, 6],
[17, 20, 4, 19, 17, 7, 14, 17, 14, 13, 20, 5, 10, 11, 7, 3, 18, 3, 11, 8, 10, 11, 7, 2, 9],
[7, 7, 8, 15, 18, 13, 12, 17, 16, 10, 14, 2, 4, 10, 16, 16, 9, 20, 5, 19, 6, 8, 16, 9, 19],
[4, 18, 9, 11, 20, 17, 17, 6, 5, 12, 4, 17, 3, 1, 13, 13, 14, 15, 16, 3, 10, 12, 11, 10, 17],
[10, 15, 4, 6, 4, 2, 10, 2, 11, 20, 1, 8, 17, 7, 12, 8, 10, 9, 11, 10, 1, 3, 4, 16, 19],
[6, 5, 10, 17, 14, 6, 6, 9, 10, 11, 12, 12, 1, 14, 2, 20, 14, 9, 17, 1, 1, 5, 11, 9, 15],
[1, 10, 18, 4, 6, 17, 10, 10, 6, 6, 4, 12, 12, 13, 1, 3, 5, 12, 3, 18, 14, 3, 12, 2, 19],
[12, 3, 3, 2, 12, 18, 2, 2, 16, 5, 7, 12, 14, 17, 17, 20, 20, 8, 11, 13, 9, 13, 17, 20, 15],
[14, 13, 17, 5, 15, 16, 17, 18, 18, 18, 9, 15, 20, 10, 10, 5, 16, 1, 19, 13, 18, 18, 13, 6, 8],
[5, 14, 1, 1, 14, 15, 15, 7, 12, 20, 2, 7, 16, 19, 5, 14, 7, 20, 14, 17, 10, 18, 13, 11, 16],
[5, 8, 14, 17, 14, 2, 1, 7, 2, 2, 1, 17, 17, 7, 9, 16, 8, 15, 12, 7, 20, 6, 14, 19, 19],
[10, 9, 17, 2, 19, 13, 7, 7, 6, 3, 20, 7, 4, 7, 9, 5, 7, 5, 1, 13, 13, 17, 1, 8, 9],
[7, 8, 14, 20, 6, 13, 10, 15, 9, 11, 13, 1, 18, 19, 7, 20, 19, 13, 3, 5, 2, 8, 11, 6, 9],
[3, 19, 5, 4, 6, 13, 10, 13, 7, 10, 19, 19, 19, 13, 8, 9, 6, 9, 6, 4, 15, 6, 2, 8, 9],
[6, 9, 16, 17, 15, 5, 20, 13, 10, 3, 18, 3, 12, 11, 9, 1, 10, 8, 20, 2, 15, 9, 7, 3, 15],
[11, 18, 20, 13, 5, 8, 19, 14, 4, 15, 8, 9, 14, 20, 18, 16, 18, 20, 8, 8, 9, 9, 17, 16, 8],
[19, 10, 16, 6, 13, 10, 16, 10, 10, 9, 15, 18, 7, 8, 2, 2, 15, 10, 16, 14, 7, 11, 12, 7, 19],
[19, 15, 8, 16, 10, 16, 14, 20, 12, 19, 13, 2, 15, 2, 11, 4, 17, 9, 10, 4, 10, 12, 19, 20, 7],
[13, 7, 18, 4, 13, 16, 2, 8, 4, 18, 17, 19, 11, 17, 11, 10, 9, 12, 5, 11, 3, 8, 7, 11, 18],
[10, 1, 9, 8, 20, 15, 1, 6, 12, 4, 19, 8, 6, 6, 12, 3, 3, 10, 13, 20, 1, 3, 8, 12, 7]]
,
[[18, 15, 15, 5, 5, 12, 14, 6, 20, 2, 6, 15, 2, 11, 6, 5, 10, 14, 11, 15, 5, 13, 18, 15, 6],
[17, 15, 8, 5, 7, 15, 2, 1, 9, 7, 6, 1, 20, 12, 1, 2, 17, 15, 4, 7, 1, 9, 17, 14, 19],
[12, 19, 11, 9, 13, 17, 6, 8, 4, 10, 15, 19, 12, 15, 8, 18, 1, 8, 18, 12, 8, 19, 8, 3, 3],
[15, 3, 12, 11, 17, 10, 3, 15, 1, 11, 8, 17, 16, 16, 1, 6, 10, 20, 17, 5, 7, 14, 6, 15, 11],
[17, 3, 10, 5, 5, 13, 20, 8, 4, 11, 4, 14, 13, 19, 14, 4, 7, 11, 20, 2, 11, 5, 12, 10, 1],
[16, 17, 15, 2, 11, 5, 19, 14, 15, 3, 18, 8, 2, 5, 11, 13, 8, 4, 5, 7, 18, 8, 13, 8, 7],
[15, 19, 12, 6, 9, 12, 2, 5, 6, 3, 16, 11, 1, 9, 6, 4, 6, 13, 6, 11, 4, 18, 19, 7, 3],
[5, 4, 11, 18, 12, 17, 12, 10, 9, 17, 18, 20, 19, 2, 6, 1, 18, 17, 2, 6, 2, 5, 12, 15, 10],
[3, 18, 8, 1, 4, 10, 6, 8, 20, 3, 19, 17, 14, 8, 5, 11, 6, 5, 9, 7, 10, 10, 5, 6, 11],
[10, 8, 16, 2, 2, 5, 4, 19, 13, 5, 3, 2, 10, 10, 1, 13, 9, 18, 7, 17, 2, 17, 2, 6, 6],
[9, 16, 16, 13, 1, 6, 3, 8, 2, 4, 10, 7, 8, 8, 19, 12, 10, 20, 1, 20, 1, 13, 9, 18, 20],
[6, 19, 16, 7, 5, 2, 16, 20, 17, 9, 1, 3, 11, 8, 4, 15, 17, 10, 2, 5, 9, 13, 15, 8, 14],
[15, 8, 7, 4, 6, 6, 9, 5, 2, 16, 9, 3, 11, 9, 20, 19, 9, 2, 10, 16, 6, 4, 13, 16, 5],
[18, 4, 18, 12, 11, 11, 6, 19, 18, 9, 4, 3, 18, 9, 4, 13, 17, 7, 4, 5, 6, 2, 13, 8, 12],
[9, 13, 15, 2, 8, 20, 19, 11, 17, 11, 2, 8, 16, 20, 6, 5, 4, 8, 3, 12, 12, 15, 9, 19, 18],
[13, 4, 20, 6, 12, 11, 15, 4, 6, 16, 11, 6, 15, 2, 3, 5, 3, 11, 1, 3, 16, 6, 6, 4, 8],
[17, 15, 3, 6, 14, 20, 19, 18, 20, 4, 9, 11, 19, 12, 17, 15, 3, 2, 9, 4, 4, 13, 7, 14, 13],
[9, 9, 19, 14, 13, 6, 11, 7, 8, 16, 20, 8, 14, 18, 8, 18, 6, 18, 17, 17, 14, 11, 20, 16, 19],
[4, 20, 12, 10, 14, 4, 19, 3, 2, 12, 15, 8, 3, 1, 16, 19, 1, 3, 13, 18, 10, 11, 4, 8, 7],
[1, 2, 17, 20, 17, 16, 4, 17, 7, 13, 10, 10, 11, 12, 12, 3, 6, 20, 6, 7, 15, 4, 8, 18, 17],
[6, 7, 7, 9, 15, 14, 9, 16, 10, 9, 13, 5, 12, 10, 11, 5, 19, 1, 16, 10, 13, 19, 16, 13, 4],
[3, 7, 8, 10, 4, 4, 15, 11, 11, 4, 5, 5, 13, 1, 14, 1, 14, 19, 13, 3, 10, 17, 2, 11, 13],
[12, 4, 11, 7, 16, 15, 9, 2, 2, 19, 6, 6, 14, 17, 17, 17, 2, 1, 9, 2, 15, 10, 16, 14, 2],
[19, 3, 19, 1, 14, 12, 12, 17, 2, 19, 13, 17, 8, 14, 18, 6, 20, 4, 19, 16, 1, 16, 17, 1, 5],
[19, 16, 14, 15, 9, 16, 13, 12, 15, 13, 6, 6, 5, 2, 8, 3, 14, 4, 11, 8, 2, 16, 8, 6, 15]]
,
[[3, 6, 11, 20, 7, 15, 18, 3, 9, 12, 11, 4, 5, 3, 19, 18, 8, 4, 2, 10, 12, 5, 3, 16, 15],
[11, 17, 11, 18, 3, 5, 1, 9, 16, 20, 15, 10, 17, 18, 18, 9, 8, 2, 13, 10, 20, 10, 18, 3, 12],
[7, 15, 16, 10, 10, 10, 20, 7, 20, 17, 9, 5, 18, 18, 1, 17, 13, 10, 13, 10, 8, 1, 17, 9, 14],
[7, 8, 4, 5, 11, 15, 11, 5, 11, 20, 15, 1, 19, 1, 1, 16, 10, 6, 13, 7, 6, 9, 19, 16, 2],
[8, 3, 3, 5, 11, 17, 12, 19, 20, 16, 9, 15, 6, 14, 6, 6, 8, 6, 5, 8, 6, 20, 17, 11, 13],
[4, 17, 2, 2, 12, 4, 10, 14, 6, 14, 5, 3, 6, 3, 2, 1, 11, 17, 7, 5, 2, 12, 12, 7, 16],
[20, 13, 16, 17, 4, 9, 20, 20, 11, 2, 11, 14, 11, 5, 20, 5, 9, 2, 10, 11, 4, 11, 2, 20, 18],
[7, 2, 10, 18, 8, 6, 17, 1, 1, 13, 4, 10, 12, 4, 1, 14, 14, 14, 4, 19, 14, 9, 7, 16, 18],
[18, 19, 9, 20, 19, 6, 6, 20, 15, 3, 8, 20, 20, 9, 1, 13, 12, 11, 5, 15, 11, 18, 9, 5, 1],
[7, 19, 9, 14, 14, 7, 12, 13, 16, 11, 12, 1, 17, 11, 16, 20, 19, 16, 19, 7, 17, 11, 19, 7, 15],
[13, 18, 12, 2, 2, 13, 9, 1, 2, 3, 14, 9, 14, 7, 4, 5, 18, 5, 1, 8, 1, 20, 7, 16, 19],
[13, 12, 10, 11, 19, 4, 4, 16, 16, 6, 18, 9, 14, 18, 11, 16, 12, 19, 10, 18, 3, 14, 15, 7, 15],
[3, 7, 14, 9, 3, 12, 2, 15, 2, 13, 13, 6, 16, 8, 1, 1, 6, 10, 15, 3, 20, 11, 15, 19, 20],
[12, 1, 14, 7, 8, 8, 9, 15, 1, 18, 17, 13, 19, 11, 14, 11, 4, 19, 7, 12, 20, 7, 17, 10, 1],
[20, 10, 11, 14, 9, 11, 6, 10, 4, 12, 17, 11, 20, 12, 12, 17, 8, 5, 16, 19, 19, 7, 2, 18, 13],
[14, 18, 19, 10, 7, 20, 10, 17, 11, 3, 5, 2, 9, 14, 5, 20, 11, 16, 20, 2, 7, 17, 10, 12, 12],
[9, 10, 18, 10, 8, 10, 4, 5, 9, 13, 12, 9, 3, 8, 20, 6, 13, 1, 14, 7, 5, 13, 17, 1, 12],
[19, 8, 8, 8, 19, 20, 16, 9, 17, 6, 16, 7, 9, 1, 16, 2, 12, 5, 5, 20, 4, 10, 13, 4, 3],
[19, 9, 16, 16, 9, 7, 14, 16, 15, 2, 15, 14, 18, 3, 11, 4, 19, 18, 13, 19, 14, 15, 10, 18, 19],
[10, 2, 8, 2, 5, 11, 20, 14, 6, 15, 3, 13, 9, 19, 8, 11, 13, 2, 9, 16, 13, 12, 14, 10, 4],
[13, 4, 18, 2, 2, 17, 11, 3, 5, 12, 8, 15, 12, 1, 1, 7, 4, 13, 16, 2, 20, 6, 15, 1, 14],
[10, 13, 6, 4, 3, 10, 16, 7, 8, 18, 8, 4, 8, 10, 8, 20, 17, 2, 12, 18, 2, 18, 2, 15, 14],
[3, 15, 19, 17, 16, 13, 7, 9, 18, 10, 12, 7, 6, 18, 15, 3, 5, 18, 11, 15, 5, 10, 11, 7, 2],
[9, 9, 20, 10, 4, 13, 13, 18, 12, 9, 14, 4, 16, 2, 2, 6, 13, 9, 11, 10, 3, 13, 15, 1, 3],
