3
20
[[[14, 11, 4, 12, 14, 3, 18, 12, 19, 15, 5, 9, 12, 2, 16, 15, 20, 12, 19, 8],
[15, 16, 4, 3, 6, 16, 14, 12, 7, 20, 4, 20, 11, 8, 11, 5, 11, 8, 16, 9],
[3, 1, 17, 14, 3, 13, 9, 2, 5, 7, 10, 19, 3, 13, 1, 9, 8, 15, 20, 14],
[15, 3, 14, 6, 11, 4, 10, 1, 12, 6, 9, 15, 6, 6, 9, 8, 18, 17, 10, 3],
[4, 20, 1, 6, 12, 2, 14, 20, 17, 13, 14, 12, 16, 7, 17, 6, 11, 7, 7, 3],
[12, 16, 17, 18, 2, 6, 5, 19, 2, 15, 2, 6, 14, 2, 11, 6, 4, 5, 5, 20],
[17, 19, 12, 13, 6, 8, 19, 16, 14, 5, 18, 5, 1, 15, 3, 2, 20, 8, 1, 2],
[2, 2, 7, 16, 4, 18, 1, 7, 2, 6, 7, 19, 4, 18, 12, 9, 6, 10, 5, 19],
[15, 3, 4, 15, 17, 6, 17, 17, 13, 17, 18, 15, 19, 5, 10, 2, 3, 11, 8, 5],
[16, 15, 3, 20, 13, 14, 9, 18, 4, 13, 16, 18, 15, 20, 13, 12, 6, 10, 8, 18],
[6, 6, 13, 4, 11, 2, 5, 14, 12, 13, 18, 8, 8, 20, 7, 20, 14, 15, 17, 17],
[8, 13, 15, 3, 12, 8, 14, 17, 17, 2, 15, 3, 8, 7, 7, 19, 9, 12, 12, 20],
[5, 9, 8, 12, 9, 14, 11, 2, 9, 8, 19, 17, 20, 14, 19, 12, 2, 13, 9, 19],
[15, 3, 1, 2, 10, 7, 1, 18, 19, 12, 18, 3, 1, 5, 14, 9, 19, 5, 11, 8],
[12, 9, 4, 12, 3, 3, 3, 4, 15, 12, 2, 9, 14, 3, 11, 4, 10, 11, 1, 8],
[3, 19, 10, 3, 4, 4, 12, 2, 8, 2, 10, 20, 11, 14, 11, 13, 16, 14, 17, 10],
[5, 19, 19, 19, 2, 9, 2, 11, 20, 3, 19, 2, 1, 8, 5, 4, 11, 16, 6, 19],
[18, 15, 18, 8, 8, 8, 1, 3, 2, 18, 13, 6, 17, 12, 4, 18, 20, 6, 8, 20],
[8, 7, 2, 8, 14, 6, 12, 5, 2, 17, 4, 20, 11, 1, 7, 19, 9, 8, 1, 10],
[6, 14, 16, 2, 5, 20, 19, 5, 5, 7, 4, 12, 13, 5, 20, 7, 11, 11, 11, 13]]
,
[[7, 15, 12, 18, 15, 19, 16, 4, 7, 17, 14, 12, 10, 10, 13, 15, 9, 11, 19, 13],
[17, 3, 5, 10, 8, 5, 16, 19, 16, 7, 12, 2, 1, 3, 20, 16, 2, 16, 20, 9],
[12, 13, 20, 2, 2, 13, 17, 11, 3, 15, 4, 20, 18, 8, 10, 5, 13, 5, 4, 8],
[11, 15, 10, 12, 18, 9, 8, 19, 5, 7, 7, 16, 20, 7, 18, 2, 19, 14, 12, 2],
[9, 15, 2, 6, 3, 11, 11, 15, 16, 14, 3, 7, 8, 12, 18, 5, 1, 5, 4, 5],
[12, 11, 1, 11, 18, 19, 12, 16, 12, 3, 18, 1, 18, 19, 7, 20, 10, 17, 14, 5],
[11, 16, 11, 19, 8, 9, 4, 8, 14, 7, 13, 5, 18, 13, 16, 15, 11, 7, 11, 3],
[10, 9, 3, 7, 7, 10, 6, 17, 6, 20, 2, 17, 16, 13, 16, 4, 2, 19, 11, 15],
[6, 4, 20, 3, 16, 15, 18, 7, 1, 9, 10, 11, 17, 13, 17, 4, 2, 3, 20, 8],
[3, 2, 4, 19, 14, 19, 2, 15, 18, 12, 10, 3, 16, 9, 6, 11, 3, 3, 18, 4],
[11, 7, 15, 8, 19, 12, 11, 20, 14, 10, 7, 17, 12, 11, 15, 5, 10, 16, 20, 7],
[8, 10, 9, 3, 18, 15, 14, 1, 17, 11, 5, 8, 18, 19, 15, 17, 10, 5, 17, 4],
[15, 4, 20, 6, 14, 14, 11, 3, 10, 11, 10, 17, 20, 19, 20, 17, 13, 13, 18, 10],
[4, 2, 18, 2, 20, 12, 18, 10, 17, 14, 13, 12, 17, 13, 18, 11, 6, 8, 14, 16],
[19, 4, 13, 18, 2, 12, 15, 14, 5, 12, 3, 9, 14, 20, 11, 14, 12, 8, 3, 9],
[2, 16, 20, 19, 8, 17, 10, 13, 5, 4, 9, 3, 7, 1, 1, 8, 13, 15, 1, 18],
[7, 4, 6, 20, 4, 16, 13, 16, 4, 15, 4, 6, 10, 4, 5, 17, 1, 14, 10, 6],
[17, 19, 8, 3, 19, 9, 11, 12, 3, 12, 9, 9, 15, 15, 9, 19, 10, 1, 15, 14],
[16, 19, 20, 5, 2, 4, 2, 3, 18, 12, 8, 15, 10, 16, 18, 9, 4, 8, 20, 7],
[19, 8, 16, 14, 2, 4, 13, 12, 4, 7, 6, 19, 5, 5, 4, 6, 8, 6, 9, 6]]
,
[[18, 16, 20, 7, 11, 17, 15, 14, 4, 15, 1, 2, 2, 16, 16, 4, 19, 8, 16, 3],
[14, 1, 2, 18, 5, 5, 4, 13, 11, 12, 19, 8, 8, 18, 15, 18, 15, 9, 12, 18],
[4, 12, 20, 6, 7, 15, 9, 6, 2, 5, 8, 16, 5, 9, 14, 10, 14, 18, 3, 5],
