3
15
[[[8, 10, 4, 10, 1, 11, 11, 12, 8, 7, 14, 2, 2, 7, 7],
[9, 2, 6, 19, 12, 18, 5, 3, 5, 13, 18, 13, 2, 17, 19],
[12, 4, 8, 16, 14, 9, 6, 5, 20, 14, 11, 14, 16, 12, 1],
[2, 1, 2, 7, 19, 14, 4, 4, 16, 9, 17, 14, 2, 18, 10],
[20, 10, 14, 8, 5, 8, 16, 11, 12, 16, 4, 3, 9, 19, 15],
[9, 1, 15, 11, 7, 14, 4, 11, 18, 19, 20, 14, 13, 2, 12],
[2, 1, 2, 16, 9, 6, 4, 4, 16, 15, 19, 20, 18, 8, 19],
[12, 16, 19, 7, 7, 6, 20, 10, 17, 18, 9, 16, 11, 1, 17],
[3, 3, 18, 4, 19, 6, 10, 2, 10, 6, 16, 8, 5, 14, 16],
[3, 6, 12, 2, 12, 18, 7, 12, 7, 3, 9, 15, 19, 20, 16],
[16, 2, 18, 14, 6, 16, 19, 15, 17, 9, 20, 13, 17, 5, 7],
[12, 7, 12, 3, 9, 4, 20, 15, 15, 7, 18, 4, 2, 16, 4],
[17, 12, 6, 15, 5, 11, 10, 4, 6, 7, 12, 5, 20, 8, 9],
[6, 20, 16, 17, 3, 4, 1, 3, 19, 15, 9, 16, 19, 10, 12],
[2, 7, 4, 8, 1, 8, 18, 11, 12, 3, 18, 4, 8, 17, 12]]
,
[[17, 2, 11, 13, 19, 13, 17, 19, 15, 16, 14, 4, 11, 13, 14],
[3, 15, 20, 7, 2, 1, 14, 19, 12, 6, 2, 9, 9, 10, 6],
[20, 6, 8, 10, 19, 6, 3, 15, 5, 17, 10, 19, 1, 1, 11],
[14, 4, 5, 13, 10, 6, 14, 4, 5, 5, 9, 6, 14, 17, 16],
[19, 17, 1, 6, 6, 20, 12, 9, 15, 17, 5, 5, 15, 5, 5],
[6, 19, 9, 10, 11, 19, 16, 5, 2, 20, 10, 11, 6, 3, 8],
[1, 2, 4, 2, 8, 10, 1, 20, 18, 16, 16, 3, 20, 11, 8],
[5, 16, 6, 13, 5, 17, 11, 1, 1, 13, 20, 10, 4, 6, 13],
[12, 7, 14, 15, 8, 2, 5, 9, 1, 2, 4, 17, 5, 3, 7],
[12, 7, 2, 17, 20, 7, 14, 11, 7, 14, 3, 7, 4, 7, 12],
[16, 18, 18, 10, 13, 6, 12, 17, 14, 12, 18, 18, 8, 2, 20],
[14, 14, 7, 16, 11, 6, 2, 4, 16, 9, 17, 19, 15, 1, 5],
[7, 17, 3, 5, 6, 15, 10, 17, 11, 4, 9, 9, 1, 17, 11],
[1, 11, 4, 8, 6, 15, 13, 8, 18, 9, 16, 15, 7, 11, 15],
[12, 17, 11, 15, 2, 17, 9, 12, 14, 20, 15, 2, 8, 16, 18]]
,
[[18, 17, 9, 2, 4, 14, 16, 17, 2, 14, 5, 17, 8, 12, 7],
[3, 3, 4, 13, 17, 6, 10, 6, 17, 3, 5, 12, 5, 12, 7],
[3, 10, 4, 11, 12, 7, 5, 8, 3, 6, 1, 8, 2, 9, 19],
[9, 11, 2, 13, 4, 18, 19, 13, 3, 15, 16, 8, 6, 20, 20],
[13, 2, 9, 17, 13, 1, 4, 17, 9, 6, 2, 9, 14, 4, 18],
[12, 13, 8, 13, 6, 12, 11, 4, 5, 14, 18, 20, 1, 4, 20],
[20, 17, 2, 9, 13, 14, 9, 16, 11, 18, 2, 12, 6, 15, 16],
[4, 7, 8, 11, 19, 13, 3, 9, 17, 7, 3, 14, 7, 3, 18],
[6, 3, 14, 7, 11, 7, 1, 20, 3, 11, 17, 4, 3, 3, 19],
[18, 6, 5, 6, 17, 4, 19, 19, 13, 15, 5, 15, 9, 12, 17],
[6, 17, 19, 20, 4, 10, 7, 5, 9, 9, 16, 6, 13, 18, 8],
[12, 16, 13, 16, 2, 10, 20, 20, 8, 12, 15, 13, 6, 4, 4],
[2, 10, 1, 1, 9, 5, 10, 16, 9, 19, 5, 4, 4, 17, 2],
[11, 8, 18, 4, 4, 19, 13, 3, 19, 1, 14, 14, 13, 19, 17],
[17, 1, 6, 18, 2, 15, 2, 11, 10, 11, 10, 14, 14, 13, 11]]
]
