3
20
[[[7, 6, 5, 10, 8, 2, 12, 20, 11, 9, 9, 4, 12, 13, 13, 9, 3, 18, 6, 13],
[14, 8, 5, 11, 8, 17, 18, 10, 14, 16, 10, 20, 2, 15, 10, 9, 16, 1, 9, 7],
[10, 17, 10, 1, 9, 2, 9, 12, 19, 15, 4, 13, 2, 8, 3, 10, 5, 1, 19, 18],
[17, 9, 17, 18, 3, 6, 6, 19, 7, 14, 5, 16, 11, 15, 16, 20, 16, 5, 11, 15],
[20, 14, 7, 1, 2, 10, 10, 6, 11, 9, 4, 7, 17, 20, 4, 20, 6, 10, 19, 12],
[4, 3, 8, 14, 18, 4, 13, 13, 9, 3, 7, 8, 16, 14, 8, 17, 3, 18, 3, 13],
[6, 6, 19, 2, 6, 3, 1, 11, 12, 20, 3, 15, 3, 10, 8, 20, 14, 1, 12, 2],
[3, 19, 9, 19, 12, 17, 15, 15, 14, 18, 8, 20, 3, 7, 1, 8, 9, 2, 19, 1],
[1, 2, 15, 3, 12, 3, 2, 5, 3, 14, 6, 6, 12, 14, 4, 4, 10, 19, 19, 4],
[16, 6, 3, 18, 12, 3, 6, 1, 5, 4, 1, 6, 6, 16, 9, 17, 18, 11, 1, 1],
[4, 6, 6, 16, 19, 9, 20, 9, 7, 18, 12, 3, 3, 14, 1, 15, 17, 6, 16, 1],
[10, 16, 7, 15, 11, 15, 11, 9, 5, 11, 10, 9, 16, 15, 5, 15, 4, 4, 3, 11],
[2, 14, 13, 5, 8, 13, 19, 4, 19, 14, 5, 8, 10, 11, 2, 1, 5, 13, 10, 10],
[3, 19, 18, 19, 14, 3, 14, 17, 6, 16, 8, 7, 10, 1, 12, 18, 14, 10, 1, 12],
[4, 5, 20, 14, 15, 2, 14, 20, 14, 4, 9, 17, 2, 6, 15, 15, 9, 8, 12, 14],
[4, 19, 1, 14, 20, 12, 11, 14, 2, 12, 5, 6, 16, 5, 20, 11, 6, 14, 10, 20],
[17, 18, 16, 18, 4, 11, 13, 12, 19, 4, 6, 3, 3, 6, 16, 3, 18, 7, 16, 20],
[18, 1, 6, 14, 5, 5, 4, 11, 18, 13, 11, 14, 11, 6, 12, 14, 17, 4, 6, 15],
[8, 11, 17, 11, 17, 13, 13, 15, 19, 8, 14, 17, 8, 19, 10, 13, 4, 13, 4, 1],
[6, 14, 15, 17, 20, 7, 10, 16, 10, 16, 10, 18, 6, 7, 8, 3, 19, 20, 17, 17]]
,
[[8, 11, 13, 15, 10, 3, 8, 13, 16, 11, 14, 1, 4, 9, 18, 3, 15, 7, 19, 5],
[3, 8, 2, 9, 14, 9, 11, 12, 8, 8, 9, 15, 19, 2, 10, 9, 4, 18, 2, 20],
[8, 15, 1, 12, 4, 18, 15, 18, 4, 13, 2, 7, 1, 3, 15, 14, 11, 6, 6, 19],
[14, 15, 14, 12, 17, 4, 20, 20, 1, 1, 20, 9, 16, 20, 1, 19, 17, 15, 17, 1],
[8, 18, 7, 8, 20, 1, 2, 11, 7, 8, 10, 20, 2, 4, 11, 18, 8, 11, 18, 9],
[12, 17, 17, 8, 16, 17, 6, 12, 12, 2, 12, 19, 20, 19, 6, 20, 19, 7, 11, 6],
[14, 20, 5, 16, 4, 16, 14, 12, 6, 12, 20, 18, 9, 16, 5, 5, 13, 11, 17, 4],
[12, 8, 2, 12, 7, 8, 11, 6, 15, 1, 11, 9, 1, 15, 4, 4, 10, 18, 15, 16],
