3
15
[[[8, 14, 11, 6, 20, 16, 8, 8, 1, 5, 3, 8, 20, 15, 7],
[7, 14, 9, 17, 18, 11, 20, 20, 20, 8, 2, 1, 7, 16, 12],
[13, 3, 6, 3, 9, 5, 19, 16, 13, 20, 1, 15, 8, 1, 10],
[14, 8, 3, 2, 4, 1, 12, 4, 20, 12, 11, 2, 13, 18, 18],
[5, 10, 20, 10, 13, 9, 15, 12, 4, 8, 11, 5, 2, 18, 5],
[12, 11, 12, 15, 13, 16, 15, 5, 20, 14, 17, 11, 16, 9, 9],
[13, 14, 19, 12, 3, 11, 20, 17, 2, 4, 5, 13, 9, 7, 10],
[14, 18, 1, 6, 12, 14, 2, 7, 18, 1, 20, 14, 12, 16, 3],
[20, 8, 16, 18, 20, 19, 9, 20, 16, 10, 4, 20, 3, 12, 6],
[12, 6, 4, 13, 11, 15, 6, 13, 2, 4, 13, 2, 18, 5, 17],
[20, 4, 4, 16, 2, 3, 14, 10, 3, 10, 20, 6, 9, 2, 18],
[15, 14, 4, 18, 6, 14, 13, 11, 6, 14, 14, 19, 15, 11, 4],
[11, 11, 7, 15, 7, 8, 18, 1, 18, 20, 10, 17, 6, 18, 18],
[3, 12, 11, 6, 10, 17, 20, 2, 7, 6, 15, 1, 5, 9, 12],
[8, 20, 3, 15, 14, 9, 2, 11, 9, 20, 11, 18, 16, 16, 16]]
,
[[14, 19, 7, 4, 5, 16, 20, 5, 18, 7, 10, 12, 8, 15, 1],
[19, 3, 20, 1, 17, 14, 9, 19, 5, 18, 18, 15, 15, 13, 11],
[10, 6, 9, 17, 10, 14, 13, 10, 18, 10, 17, 8, 2, 4, 2],
[2, 2, 5, 2, 3, 1, 16, 11, 19, 20, 8, 17, 15, 3, 9],
[5, 13, 15, 14, 9, 5, 7, 2, 15, 4, 11, 11, 12, 13, 14],
[13, 14, 16, 17, 16, 18, 18, 11, 9, 17, 11, 17, 13, 5, 19],
[2, 9, 11, 16, 2, 20, 1, 9, 1, 15, 12, 12, 5, 3, 4],
[19, 16, 18, 14, 13, 13, 11, 11, 4, 19, 7, 14, 15, 19, 18],
[14, 20, 7, 4, 16, 9, 4, 17, 17, 4, 11, 9, 16, 16, 12],
[19, 15, 8, 16, 8, 20, 9, 19, 11, 12, 18, 17, 5, 12, 15],
[3, 6, 15, 10, 10, 11, 18, 13, 7, 15, 17, 18, 3, 12, 13],
[15, 11, 7, 2, 7, 15, 2, 15, 13, 12, 6, 11, 8, 11, 2],
[3, 14, 7, 17, 3, 17, 7, 1, 9, 14, 15, 5, 11, 18, 17],
[3, 12, 7, 10, 13, 13, 5, 14, 8, 18, 5, 14, 8, 13, 5],
[10, 15, 18, 17, 11, 1, 13, 18, 1, 1, 11, 15, 6, 1, 12]]
,
[[3, 4, 4, 10, 14, 16, 3, 19, 10, 10, 16, 14, 3, 4, 6],
[7, 13, 1, 5, 10, 12, 5, 2, 9, 5, 3, 20, 20, 9, 1],
[12, 11, 4, 15, 20, 18, 10, 2, 16, 19, 12, 12, 13, 15, 15],
[19, 2, 8, 19, 6, 17, 10, 11, 18, 19, 15, 1, 18, 15, 9],
[19, 6, 19, 2, 20, 19, 20, 10, 1, 16, 9, 12, 7, 2, 6],
[2, 20, 8, 9, 19, 13, 6, 9, 3, 4, 8, 18, 4, 6, 13],
[12, 4, 18, 11, 6, 18, 10, 5, 7, 10, 1, 16, 2, 7, 17],
[7, 9, 17, 15, 18, 16, 7, 3, 5, 10, 7, 12, 8, 10, 17],
[20, 2, 1, 18, 13, 6, 15, 2, 11, 2, 11, 11, 17, 12, 18],
[13, 19, 7, 10, 13, 4, 5, 20, 7, 9, 10, 13, 20, 17, 2],
[17, 17, 4, 17, 14, 16, 3, 9, 17, 13, 10, 8, 4, 6, 19],
[1, 19, 18, 7, 8, 11, 11, 13, 11, 17, 1, 20, 9, 1, 17],
[11, 18, 13, 15, 14, 7, 10, 17, 15, 7, 9, 5, 14, 12, 10],
[13, 13, 8, 11, 20, 16, 1, 11, 8, 11, 7, 9, 10, 16, 9],
[7, 7, 6, 20, 1, 20, 6, 11, 16, 1, 17, 5, 5, 10, 17]]
]
