3
10
[[[15, 14, 5, 16, 11, 17, 20, 11, 10, 2],
[17, 1, 2, 3, 15, 17, 7, 15, 17, 11],
[20, 17, 14, 7, 13, 12, 7, 1, 6, 4],
[8, 20, 17, 12, 16, 8, 9, 15, 18, 18],
[17, 15, 19, 19, 17, 13, 15, 3, 8, 12],
[14, 7, 9, 7, 14, 1, 19, 20, 1, 4],
[3, 9, 4, 19, 20, 19, 6, 8, 14, 4],
[6, 11, 18, 5, 9, 15, 17, 4, 17, 5],
[16, 10, 11, 4, 17, 5, 4, 16, 4, 5],
[19, 7, 13, 2, 5, 13, 1, 11, 1, 15]]
,
[[15, 7, 5, 12, 11, 14, 6, 8, 17, 3],
[12, 12, 13, 3, 16, 9, 8, 20, 4, 11],
[5, 3, 17, 18, 5, 2, 10, 5, 13, 10],
[19, 7, 16, 4, 18, 7, 17, 4, 14, 14],
[6, 6, 5, 18, 9, 1, 7, 16, 20, 11],
[6, 5, 13, 3, 2, 18, 5, 11, 2, 17],
[1, 1, 3, 17, 4, 1, 3, 1, 4, 17],
[14, 10, 3, 19, 7, 11, 19, 14, 6, 19],
[4, 12, 3, 17, 15, 4, 14, 19, 15, 16],
[16, 15, 16, 18, 12, 20, 18, 15, 20, 2]]
,
[[11, 14, 11, 13, 12, 18, 4, 10, 11, 10],
[9, 15, 2, 11, 12, 16, 14, 5, 15, 9],
[20, 10, 3, 16, 8, 14, 16, 6, 9, 16],
[7, 19, 9, 18, 12, 1, 15, 16, 10, 6],
[5, 18, 1, 6, 9, 12, 1, 3, 17, 16],
[11, 16, 5, 13, 12, 13, 7, 8, 18, 15],
[3, 5, 14, 12, 2, 6, 12, 17, 1, 2],
[2, 5, 20, 3, 11, 8, 14, 12, 10, 10],
[7, 20, 6, 12, 13, 18, 4, 20, 5, 2],
[15, 8, 6, 9, 19, 7, 14, 10, 3, 15]]
]
