3
10
[[[3, 15, 11, 8, 14, 8, 14, 8, 12, 14],
[4, 5, 10, 20, 16, 3, 2, 5, 7, 4],
[8, 1, 20, 17, 1, 11, 3, 7, 6, 14],
[5, 9, 9, 15, 16, 2, 3, 10, 9, 15],
[3, 12, 19, 13, 12, 15, 16, 14, 19, 2],
[17, 7, 3, 17, 4, 3, 7, 6, 9, 12],
[19, 14, 20, 7, 9, 16, 9, 11, 5, 17],
[6, 8, 9, 4, 1, 1, 18, 16, 14, 17],
[18, 11, 3, 20, 7, 6, 2, 14, 12, 11],
[5, 10, 5, 5, 17, 13, 20, 5, 4, 5]]
,
[[2, 9, 13, 11, 12, 13, 11, 10, 8, 4],
[6, 5, 14, 8, 5, 1, 14, 6, 14, 6],
[17, 19, 15, 1, 3, 12, 13, 3, 17, 16],
[8, 19, 5, 20, 9, 16, 12, 19, 6, 19],
[3, 11, 4, 17, 19, 8, 17, 13, 14, 11],
[18, 11, 9, 13, 12, 12, 4, 5, 15, 1],
[1, 2, 19, 5, 1, 8, 1, 12, 7, 6],
[11, 9, 16, 15, 5, 15, 3, 2, 7, 17],
[12, 4, 7, 1, 16, 19, 12, 20, 3, 6],
[1, 3, 7, 19, 8, 8, 7, 8, 20, 13]]
,
[[13, 11, 2, 9, 5, 7, 3, 8, 8, 9],
[4, 20, 13, 11, 20, 8, 9, 12, 8, 11],
[18, 8, 14, 4, 7, 1, 12, 13, 8, 11],
[6, 1, 1, 7, 9, 6, 13, 12, 13, 1],
[20, 17, 1, 12, 7, 1, 20, 15, 12, 7],
[5, 9, 14, 19, 13, 1, 19, 4, 13, 7],
[15, 18, 7, 16, 5, 16, 1, 18, 7, 14],
[19, 7, 10, 19, 19, 16, 19, 18, 11, 11],
[5, 16, 19, 19, 14, 11, 19, 13, 15, 12],
[19, 10, 9, 6, 5, 14, 2, 6, 11, 9]]
]
