3
10
[[[17, 11, 2, 16, 7, 17, 19, 6, 4, 18],
[8, 9, 1, 1, 3, 7, 15, 11, 14, 19],
[17, 3, 2, 6, 13, 13, 7, 16, 13, 20],
[2, 9, 10, 3, 5, 17, 20, 3, 2, 4],
[1, 9, 12, 1, 10, 15, 8, 5, 6, 2],
[3, 3, 4, 4, 8, 17, 16, 15, 12, 9],
[14, 13, 18, 4, 16, 2, 20, 15, 5, 2],
[18, 5, 11, 10, 6, 20, 5, 14, 4, 10],
[15, 7, 12, 18, 11, 20, 15, 7, 14, 6],
[15, 7, 18, 13, 10, 13, 14, 10, 8, 19]]
,
[[11, 5, 4, 1, 15, 10, 1, 19, 3, 5],
[8, 17, 12, 20, 15, 2, 19, 9, 8, 12],
[15, 3, 19, 13, 15, 9, 6, 9, 18, 13],
[8, 9, 18, 12, 10, 12, 1, 10, 11, 4],
[15, 19, 20, 6, 18, 15, 7, 16, 4, 15],
[8, 19, 17, 6, 11, 12, 15, 16, 1, 13],
[8, 8, 1, 5, 20, 10, 17, 20, 20, 8],
[3, 14, 6, 3, 19, 4, 18, 6, 20, 2],
[20, 7, 20, 17, 13, 10, 9, 8, 5, 9],
[20, 13, 17, 20, 18, 16, 9, 15, 16, 8]]
,
[[2, 19, 2, 8, 2, 20, 11, 20, 5, 10],
[1, 5, 17, 1, 1, 10, 10, 9, 17, 15],
[18, 16, 7, 14, 15, 5, 9, 4, 19, 5],
[12, 20, 3, 13, 7, 4, 13, 18, 3, 18],
[8, 4, 2, 5, 4, 2, 14, 14, 11, 10],
[8, 8, 6, 15, 2, 20, 19, 11, 4, 17],
[15, 16, 17, 17, 9, 4, 1, 1, 1, 4],
[18, 9, 7, 19, 13, 11, 1, 6, 4, 12],
[16, 12, 19, 1, 6, 1, 1, 4, 11, 4],
[1, 5, 19, 17, 2, 7, 20, 3, 8, 20]]
]
