3
35
[[[7, 13, 5, 13, 1, 17, 2, 2, 1, 14, 13, 16, 17, 10, 3, 4, 17, 19, 2, 6, 15, 4, 15, 8, 6, 4, 4, 15, 17, 16, 9, 4, 9, 14, 16],
[9, 10, 17, 11, 10, 11, 3, 6, 8, 12, 8, 11, 8, 7, 12, 14, 1, 15, 9, 8, 20, 12, 11, 14, 9, 7, 3, 12, 16, 16, 8, 4, 5, 5, 14],
[15, 15, 17, 20, 2, 9, 8, 12, 17, 14, 4, 10, 15, 18, 18, 3, 18, 9, 14, 11, 17, 20, 14, 9, 15, 9, 16, 19, 14, 20, 13, 8, 14, 9, 7],
[16, 18, 15, 7, 14, 8, 10, 3, 3, 8, 20, 5, 5, 9, 18, 16, 6, 18, 9, 14, 12, 18, 9, 11, 11, 9, 4, 18, 2, 12, 5, 18, 10, 19, 5],
[3, 7, 14, 5, 9, 2, 5, 13, 7, 14, 11, 2, 19, 8, 11, 12, 20, 8, 1, 10, 18, 9, 13, 16, 11, 5, 1, 8, 14, 19, 12, 16, 6, 6, 1],
[15, 7, 6, 8, 13, 19, 18, 15, 17, 5, 5, 9, 5, 12, 9, 14, 10, 17, 7, 5, 7, 12, 5, 14, 6, 4, 5, 2, 10, 11, 2, 4, 17, 8, 11],
[10, 6, 9, 5, 3, 14, 9, 11, 18, 1, 19, 12, 10, 15, 18, 15, 2, 10, 19, 16, 15, 3, 1, 16, 12, 11, 18, 15, 7, 5, 6, 17, 11, 14, 1],
[13, 7, 10, 3, 4, 10, 1, 15, 20, 16, 13, 14, 18, 2, 13, 13, 17, 15, 13, 12, 7, 3, 10, 2, 10, 14, 7, 7, 4, 1, 7, 17, 7, 17, 19],
[11, 7, 20, 6, 6, 16, 19, 20, 13, 20, 12, 6, 17, 7, 18, 9, 13, 1, 18, 14, 10, 12, 1, 16, 16, 1, 3, 12, 8, 20, 10, 18, 6, 10, 3],
[12, 5, 1, 11, 18, 1, 3, 3, 18, 10, 20, 6, 3, 20, 3, 17, 10, 15, 17, 6, 10, 18, 8, 2, 5, 8, 11, 2, 13, 1, 5, 4, 6, 6, 15],
[3, 7, 18, 5, 4, 7, 5, 9, 9, 5, 12, 6, 14, 6, 2, 19, 16, 19, 7, 17, 4, 14, 8, 5, 7, 8, 10, 10, 13, 15, 5, 15, 1, 2, 20],
[4, 8, 4, 12, 17, 8, 4, 2, 2, 10, 4, 1, 5, 3, 7, 1, 6, 1, 8, 11, 7, 16, 20, 17, 8, 14, 1, 3, 14, 2, 3, 18, 10, 6, 10],
[6, 14, 13, 8, 15, 2, 11, 15, 6, 14, 2, 7, 19, 2, 15, 9, 9, 10, 8, 6, 18, 2, 7, 1, 16, 8, 3, 13, 18, 8, 2, 4, 1, 15, 11],
[16, 17, 2, 10, 3, 15, 11, 9, 14, 13, 3, 2, 2, 13, 10, 8, 10, 11, 14, 11, 6, 2, 13, 19, 19, 20, 20, 2, 1, 15, 13, 17, 11, 15, 7],
[13, 10, 18, 2, 3, 10, 4, 5, 12, 17, 14, 19, 7, 5, 12, 17, 11, 14, 9, 9, 12, 9, 9, 14, 10, 3, 7, 6, 14, 1, 12, 6, 10, 9, 7],
[13, 19, 11, 17, 11, 7, 10, 9, 14, 15, 1, 10, 5, 14, 18, 13, 6, 7, 2, 20, 16, 5, 6, 2, 18, 7, 14, 3, 17, 2, 10, 9, 1, 1, 5],
[11, 8, 15, 20, 1, 9, 1, 10, 13, 15, 8, 6, 20, 15, 7, 19, 11, 11, 5, 12, 9, 11, 5, 12, 7, 7, 1, 15, 8, 2, 19, 19, 9, 14, 18],
[9, 2, 19, 19, 15, 13, 7, 20, 13, 2, 7, 11, 12, 18, 15, 3, 6, 6, 8, 17, 12, 15, 18, 7, 2, 19, 5, 1, 7, 19, 18, 16, 20, 17, 15],
[14, 9, 2, 13, 1, 3, 20, 12, 14, 17, 7, 17, 2, 12, 5, 18, 3, 19, 15, 9, 1, 14, 14, 1, 20, 12, 19, 16, 12, 15, 11, 5, 4, 12, 18],
[4, 15, 17, 16, 9, 13, 2, 5, 15, 13, 10, 13, 16, 8, 8, 4, 9, 1, 18, 9, 1, 10, 8, 16, 1, 3, 7, 5, 6, 18, 2, 10, 13, 19, 5],
[1, 12, 6, 5, 6, 19, 14, 19, 14, 2, 6, 18, 11, 6, 15, 20, 7, 4, 7, 3, 4, 9, 9, 9, 14, 7, 11, 3, 19, 9, 8, 19, 1, 14, 4],
[7, 12, 18, 5, 5, 20, 10, 2, 10, 16, 16, 9, 3, 20, 15, 5, 4, 4, 13, 12, 18, 20, 3, 20, 18, 12, 8, 17, 12, 1, 20, 18, 12, 18, 2],
[16, 17, 12, 18, 7, 8, 14, 15, 10, 13, 10, 14, 17, 14, 7, 9, 11, 6, 11, 11, 4, 2, 18, 20, 14, 18, 20, 12, 10, 18, 14, 6, 15, 5, 3],
[1, 13, 16, 16, 2, 9, 6, 16, 5, 19, 2, 14, 10, 8, 4, 20, 11, 6, 17, 11, 20, 15, 11, 11, 5, 8, 4, 10, 3, 9, 13, 3, 2, 9, 19],
[3, 17, 5, 19, 2, 4, 1, 15, 13, 8, 19, 12, 19, 4, 9, 10, 3, 4, 20, 14, 8, 8, 18, 17, 10, 7, 9, 13, 8, 17, 12, 11, 14, 16, 9],
[15, 19, 9, 10, 11, 17, 8, 3, 15, 12, 11, 5, 15, 14, 5, 8, 1, 12, 6, 18, 2, 12, 7, 14, 19, 3, 6, 9, 17, 1, 18, 12, 19, 6, 1],
[10, 2, 9, 12, 17, 20, 2, 1, 14, 16, 5, 2, 16, 17, 7, 14, 18, 18, 20, 12, 17, 3, 17, 6, 19, 17, 3, 10, 16, 8, 11, 5, 10, 19, 16],
[6, 19, 18, 6, 12, 13, 11, 14, 9, 7, 20, 2, 4, 18, 1, 16, 15, 3, 12, 20, 2, 9, 3, 12, 4, 11, 2, 9, 20, 1, 4, 6, 19, 2, 11],
[10, 14, 2, 4, 2, 8, 4, 4, 11, 1, 4, 7, 16, 7, 18, 16, 8, 6, 18, 19, 10, 9, 1, 18, 8, 1, 2, 13, 19, 3, 4, 9, 16, 5, 12],
[18, 13, 15, 1, 4, 16, 5, 10, 11, 12, 7, 6, 19, 13, 4, 18, 2, 12, 18, 20, 20, 19, 1, 13, 17, 4, 17, 6, 20, 2, 17, 17, 14, 12, 18],
[17, 7, 3, 6, 18, 14, 13, 4, 13, 6, 8, 10, 7, 20, 8, 7, 19, 6, 8, 11, 3, 11, 7, 8, 10, 8, 5, 7, 2, 17, 5, 18, 3, 7, 4],
[1, 1, 16, 5, 13, 1, 12, 3, 8, 11, 10, 15, 10, 16, 2, 20, 19, 12, 7, 7, 2, 15, 11, 8, 16, 7, 13, 14, 10, 20, 17, 11, 20, 13, 15],
[12, 14, 7, 14, 1, 17, 4, 15, 6, 19, 16, 6, 18, 8, 13, 4, 9, 8, 15, 17, 4, 1, 10, 17, 11, 9, 14, 1, 8, 6, 16, 19, 19, 2, 12],
[20, 19, 16, 15, 5, 14, 11, 11, 12, 18, 4, 15, 7, 11, 9, 4, 14, 10, 13, 11, 1, 2, 4, 2, 9, 10, 17, 7, 8, 19, 19, 8, 18, 14, 2],
[2, 8, 12, 13, 19, 10, 16, 14, 17, 6, 3, 20, 20, 12, 13, 10, 12, 14, 14, 14, 2, 3, 10, 9, 11, 9, 8, 18, 6, 2, 20, 8, 10, 11, 20]]
,
[[9, 1, 15, 2, 17, 1, 4, 17, 20, 16, 9, 10, 8, 3, 3, 1, 5, 5, 10, 14, 16, 19, 1, 13, 4, 3, 13, 11, 12, 4, 10, 20, 4, 5, 2],
[20, 5, 5, 16, 5, 20, 5, 14, 7, 7, 17, 7, 11, 2, 17, 4, 17, 16, 5, 10, 19, 8, 2, 10, 19, 5, 20, 19, 8, 4, 1, 8, 9, 5, 4],
[13, 5, 8, 7, 12, 15, 3, 19, 6, 5, 15, 10, 1, 10, 15, 11, 9, 2, 12, 19, 1, 17, 18, 20, 5, 2, 20, 13, 11, 4, 16, 4, 9, 4, 10],
[20, 19, 13, 18, 4, 17, 13, 13, 18, 3, 7, 8, 11, 9, 20, 10, 9, 17, 7, 8, 1, 9, 7, 14, 19, 11, 9, 2, 19, 13, 11, 18, 11, 4, 15],
[15, 1, 8, 7, 19, 10, 14, 6, 1, 2, 6, 10, 11, 3, 16, 18, 3, 4, 4, 17, 2, 14, 5, 4, 13, 18, 15, 10, 9, 18, 5, 3, 19, 13, 9],
[17, 2, 3, 3, 2, 5, 9, 11, 15, 11, 7, 12, 14, 10, 16, 10, 12, 10, 15, 16, 2, 12, 10, 12, 20, 8, 17, 3, 6, 9, 11, 2, 10, 14, 5],
[12, 18, 13, 2, 13, 3, 8, 4, 16, 18, 20, 6, 10, 9, 20, 5, 11, 12, 14, 2, 12, 1, 19, 14, 6, 7, 5, 8, 17, 18, 12, 8, 16, 5, 9],
[8, 8, 16, 12, 4, 14, 12, 9, 3, 20, 8, 7, 10, 20, 20, 12, 11, 1, 10, 4, 7, 17, 8, 14, 13, 6, 6, 20, 2, 11, 9, 9, 18, 5, 1],
[1, 18, 12, 9, 20, 12, 17, 7, 2, 16, 6, 14, 7, 7, 3, 10, 13, 20, 18, 7, 12, 3, 12, 12, 5, 2, 20, 13, 20, 4, 14, 20, 1, 6, 9],
[1, 18, 6, 7, 19, 2, 13, 12, 8, 19, 15, 18, 12, 15, 15, 18, 6, 18, 10, 18, 2, 11, 17, 15, 11, 1, 9, 10, 1, 15, 19, 2, 12, 4, 9],
[11, 5, 1, 3, 13, 20, 18, 10, 11, 12, 5, 9, 17, 3, 18, 15, 5, 9, 11, 20, 19, 11, 9, 9, 12, 3, 7, 13, 14, 11, 1, 4, 16, 2, 6],
[8, 2, 3, 18, 13, 15, 3, 1, 12, 5, 19, 6, 10, 7, 16, 9, 6, 7, 17, 14, 18, 19, 1, 11, 13, 11, 12, 17, 6, 14, 3, 14, 15, 6, 11],
[7, 20, 13, 8, 11, 18, 6, 16, 7, 13, 12, 16, 18, 18, 13, 11, 16, 12, 12, 6, 4, 2, 18, 20, 8, 11, 3, 1, 5, 8, 12, 12, 7, 5, 20],
[18, 3, 5, 14, 10, 18, 5, 5, 15, 3, 17, 6, 18, 8, 17, 4, 12, 19, 1, 12, 6, 11, 14, 6, 16, 2, 18, 8, 9, 2, 7, 6, 4, 12, 20],
[14, 9, 4, 18, 4, 7, 15, 9, 4, 3, 6, 8, 15, 4, 8, 6, 9, 19, 20, 15, 15, 1, 13, 2, 10, 14, 9, 16, 18, 1, 15, 11, 10, 19, 9],
[13, 5, 4, 2, 9, 6, 8, 16, 20, 11, 4, 6, 20, 3, 5, 14, 17, 6, 6, 19, 16, 20, 7, 11, 18, 8, 5, 9, 17, 4, 17, 10, 8, 20, 11],
[17, 6, 18, 12, 6, 9, 16, 11, 8, 18, 16, 2, 14, 2, 8, 12, 17, 8, 19, 8, 6, 7, 13, 14, 3, 16, 11, 12, 4, 11, 3, 20, 16, 1, 12],
[2, 9, 7, 12, 17, 4, 8, 18, 18, 10, 6, 10, 7, 13, 9, 14, 18, 15, 7, 12, 17, 3, 2, 9, 6, 13, 12, 6, 9, 12, 18, 10, 1, 5, 2],
[17, 8, 9, 15, 6, 19, 20, 15, 5, 13, 3, 19, 11, 17, 5, 2, 14, 8, 4, 3, 13, 16, 14, 19, 4, 6, 17, 13, 6, 1, 15, 2, 9, 4, 17],
[14, 2, 17, 9, 6, 10, 11, 5, 20, 8, 9, 2, 1, 16, 5, 4, 9, 1, 17, 8, 5, 2, 5, 17, 8, 5, 12, 10, 14, 15, 6, 7, 16, 2, 15],
[2, 11, 6, 6, 11, 13, 15, 12, 14, 10, 17, 17, 19, 18, 14, 7, 2, 16, 11, 19, 3, 16, 10, 12, 9, 4, 18, 15, 20, 20, 10, 1, 11, 15, 6],
[1, 8, 20, 13, 1, 10, 10, 18, 9, 7, 11, 16, 8, 7, 6, 6, 9, 1, 16, 1, 10, 19, 19, 5, 18, 18, 14, 19, 8, 9, 5, 9, 16, 5, 1],
[17, 14, 11, 15, 3, 17, 5, 18, 5, 12, 4, 11, 1, 5, 6, 1, 14, 4, 19, 18, 2, 17, 12, 1, 4, 20, 5, 12, 16, 9, 13, 13, 3, 3, 7],
[5, 20, 12, 3, 4, 3, 6, 14, 3, 11, 20, 4, 4, 4, 3, 1, 5, 19, 12, 6, 3, 12, 10, 15, 8, 18, 8, 20, 20, 11, 7, 5, 10, 18, 7],
[14, 1, 13, 8, 4, 3, 7, 8, 7, 10, 10, 7, 15, 9, 19, 20, 12, 11, 9, 6, 18, 7, 13, 17, 6, 4, 3, 11, 13, 1, 17, 7, 1, 10, 14],
