3
35
[[[4, 7, 7, 6, 5, 8, 11, 6, 15, 7, 6, 13, 3, 15, 16, 17, 18, 9, 11, 3, 2, 1, 17, 8, 2, 1, 16, 7, 18, 7, 4, 1, 14, 11, 7],
[18, 19, 17, 4, 13, 4, 10, 6, 7, 4, 2, 3, 1, 11, 13, 4, 12, 14, 20, 20, 15, 1, 16, 2, 18, 2, 5, 19, 15, 15, 5, 13, 13, 2, 17],
[6, 5, 6, 11, 12, 9, 12, 14, 10, 3, 6, 13, 14, 19, 13, 13, 14, 13, 8, 15, 11, 10, 20, 10, 5, 14, 15, 18, 7, 17, 14, 12, 2, 19, 3],
[13, 8, 15, 6, 17, 17, 12, 10, 11, 10, 2, 3, 4, 15, 11, 19, 6, 1, 18, 15, 6, 12, 9, 3, 18, 5, 16, 10, 6, 15, 13, 19, 2, 7, 4],
[19, 4, 15, 8, 14, 5, 9, 17, 9, 3, 8, 8, 8, 8, 6, 3, 14, 17, 12, 16, 15, 17, 12, 5, 3, 7, 17, 1, 8, 4, 4, 6, 7, 19, 13],
[20, 3, 2, 16, 12, 5, 3, 19, 13, 11, 4, 15, 4, 1, 6, 20, 15, 3, 12, 19, 5, 18, 16, 5, 5, 19, 9, 11, 6, 7, 4, 5, 10, 5, 1],
[1, 10, 4, 20, 2, 15, 3, 17, 18, 4, 3, 18, 18, 5, 9, 17, 9, 6, 13, 14, 11, 11, 2, 2, 16, 9, 5, 1, 18, 10, 2, 19, 19, 5, 19],
[1, 19, 2, 17, 17, 5, 19, 14, 2, 3, 3, 19, 12, 8, 11, 5, 19, 2, 7, 20, 18, 15, 5, 19, 13, 14, 20, 12, 13, 4, 10, 14, 3, 11, 10],
[20, 15, 9, 13, 16, 12, 16, 15, 3, 3, 6, 8, 2, 7, 15, 1, 5, 9, 5, 3, 1, 19, 2, 12, 11, 6, 2, 4, 9, 12, 14, 8, 6, 2, 1],
[2, 14, 16, 17, 16, 18, 2, 4, 19, 9, 18, 20, 13, 7, 4, 16, 8, 2, 18, 20, 13, 3, 1, 17, 11, 12, 11, 19, 18, 13, 19, 19, 6, 14, 15],
[2, 12, 16, 5, 11, 5, 3, 10, 17, 9, 14, 13, 16, 16, 10, 15, 8, 13, 16, 5, 4, 7, 15, 2, 4, 7, 20, 3, 12, 13, 17, 14, 4, 13, 18],
[14, 17, 1, 3, 14, 9, 17, 6, 5, 12, 16, 20, 20, 8, 16, 4, 11, 2, 19, 12, 6, 6, 12, 8, 18, 4, 5, 11, 8, 18, 9, 1, 15, 9, 4],
[8, 18, 20, 14, 3, 12, 10, 2, 11, 17, 18, 14, 8, 19, 13, 20, 5, 18, 11, 13, 15, 15, 18, 6, 2, 15, 14, 3, 9, 2, 7, 17, 20, 7, 11],
[2, 18, 20, 4, 8, 16, 1, 2, 4, 20, 14, 3, 4, 12, 14, 17, 7, 8, 14, 12, 10, 8, 6, 12, 17, 8, 19, 13, 7, 5, 3, 9, 2, 2, 12],
[10, 18, 13, 11, 2, 12, 5, 4, 16, 17, 18, 12, 3, 6, 5, 15, 15, 13, 20, 7, 9, 8, 5, 1, 14, 9, 3, 2, 11, 5, 14, 20, 2, 6, 11],
[3, 18, 15, 7, 13, 11, 5, 5, 14, 10, 9, 8, 5, 2, 8, 12, 10, 15, 16, 10, 9, 5, 13, 11, 16, 18, 5, 15, 19, 11, 6, 2, 8, 1, 9],
[20, 11, 14, 5, 5, 3, 13, 13, 8, 15, 1, 19, 4, 15, 15, 14, 4, 19, 6, 15, 14, 3, 19, 9, 2, 9, 15, 4, 17, 15, 13, 16, 6, 6, 1],
[10, 9, 14, 2, 16, 8, 3, 14, 11, 18, 8, 4, 1, 7, 10, 16, 1, 13, 14, 10, 15, 3, 4, 18, 19, 19, 11, 15, 4, 16, 15, 14, 5, 8, 15],
[20, 16, 18, 14, 6, 15, 2, 10, 15, 9, 19, 10, 9, 12, 4, 19, 6, 7, 2, 4, 6, 20, 14, 20, 4, 10, 15, 17, 15, 3, 12, 14, 18, 9, 8],
[3, 3, 9, 12, 18, 18, 11, 8, 6, 2, 11, 4, 8, 18, 6, 11, 3, 6, 5, 2, 10, 15, 17, 6, 9, 19, 17, 3, 16, 6, 11, 19, 8, 20, 11],
[5, 17, 1, 12, 2, 3, 3, 6, 11, 20, 12, 2, 3, 18, 6, 5, 7, 1, 1, 12, 10, 19, 9, 12, 15, 14, 3, 13, 2, 2, 3, 6, 18, 4, 18],
[20, 6, 1, 5, 16, 1, 17, 17, 3, 14, 3, 7, 20, 4, 7, 12, 13, 6, 20, 5, 20, 14, 7, 12, 15, 8, 14, 20, 5, 17, 18, 4, 3, 18, 9],
[19, 18, 5, 16, 20, 18, 19, 7, 18, 2, 13, 9, 14, 18, 9, 19, 18, 2, 5, 9, 16, 12, 3, 16, 17, 19, 13, 1, 2, 11, 9, 20, 8, 14, 16],
[8, 12, 14, 14, 9, 16, 7, 18, 9, 5, 6, 8, 2, 7, 12, 11, 3, 4, 13, 18, 20, 12, 11, 1, 13, 1, 9, 13, 8, 2, 9, 16, 14, 2, 9],
[2, 17, 16, 20, 6, 20, 5, 13, 1, 12, 5, 12, 14, 8, 4, 12, 8, 15, 2, 8, 8, 2, 16, 1, 10, 18, 9, 5, 12, 10, 14, 13, 7, 9, 13],
[12, 9, 17, 5, 10, 9, 9, 1, 2, 16, 4, 13, 4, 19, 15, 11, 6, 16, 7, 6, 6, 5, 14, 11, 16, 4, 4, 9, 11, 13, 1, 3, 2, 17, 7],
[11, 6, 16, 11, 7, 11, 15, 20, 14, 13, 15, 5, 19, 10, 11, 5, 16, 15, 19, 6, 10, 2, 9, 18, 12, 2, 18, 14, 3, 15, 1, 14, 20, 16, 5],
[7, 7, 19, 7, 1, 12, 1, 5, 11, 11, 15, 15, 6, 9, 13, 11, 19, 15, 20, 16, 7, 1, 14, 1, 4, 8, 1, 18, 8, 17, 2, 14, 3, 20, 1],
[3, 12, 1, 8, 2, 11, 2, 17, 17, 11, 9, 7, 10, 4, 6, 5, 11, 7, 19, 11, 11, 7, 12, 8, 14, 8, 9, 8, 11, 9, 8, 14, 1, 9, 1],
[2, 20, 3, 18, 16, 14, 7, 2, 3, 11, 8, 8, 1, 15, 6, 11, 5, 12, 3, 13, 6, 10, 2, 13, 20, 11, 1, 13, 11, 10, 14, 13, 9, 16, 11],
[5, 9, 18, 7, 12, 8, 14, 19, 9, 9, 5, 19, 14, 16, 2, 6, 1, 11, 8, 14, 11, 18, 15, 3, 8, 4, 16, 20, 13, 12, 11, 17, 20, 8, 3],
[12, 15, 17, 10, 3, 5, 14, 2, 19, 10, 3, 5, 11, 14, 12, 5, 4, 10, 19, 7, 17, 3, 3, 17, 15, 14, 7, 11, 14, 14, 14, 5, 9, 10, 15],
[12, 15, 8, 13, 13, 18, 16, 17, 8, 9, 9, 12, 12, 18, 11, 18, 15, 13, 1, 12, 7, 14, 19, 18, 8, 13, 11, 12, 1, 1, 6, 12, 16, 14, 5],
[8, 11, 20, 5, 19, 8, 14, 11, 20, 11, 1, 18, 6, 14, 18, 17, 20, 11, 15, 17, 18, 7, 8, 10, 8, 8, 16, 20, 3, 9, 4, 11, 20, 4, 16],
[19, 11, 10, 9, 11, 1, 10, 8, 6, 3, 5, 3, 3, 16, 17, 19, 14, 4, 7, 4, 12, 15, 19, 11, 17, 8, 15, 8, 8, 18, 4, 6, 9, 13, 15]]
,
[[19, 13, 4, 7, 18, 7, 12, 1, 9, 7, 18, 7, 1, 1, 14, 5, 13, 8, 3, 3, 5, 11, 17, 12, 18, 15, 16, 4, 3, 8, 18, 1, 1, 1, 7],
[19, 7, 18, 19, 16, 5, 16, 3, 6, 17, 16, 10, 9, 3, 13, 12, 7, 3, 9, 19, 20, 3, 14, 3, 5, 2, 1, 6, 2, 2, 12, 20, 9, 10, 18],
[4, 14, 13, 6, 19, 9, 1, 9, 18, 3, 1, 9, 10, 3, 18, 9, 3, 20, 2, 6, 4, 3, 6, 9, 5, 7, 1, 4, 15, 10, 1, 18, 4, 14, 3],
[3, 2, 3, 11, 20, 6, 11, 8, 16, 14, 5, 4, 16, 5, 6, 1, 9, 9, 6, 18, 13, 13, 18, 16, 7, 8, 17, 4, 11, 10, 7, 14, 12, 10, 4],
[11, 15, 15, 19, 11, 8, 4, 15, 4, 8, 20, 4, 17, 8, 10, 14, 1, 2, 12, 16, 9, 19, 13, 13, 10, 2, 19, 3, 13, 8, 7, 3, 3, 2, 2],
[13, 9, 5, 7, 13, 13, 7, 17, 9, 14, 7, 2, 14, 9, 13, 10, 17, 12, 2, 9, 2, 4, 7, 5, 16, 14, 12, 19, 17, 13, 20, 9, 2, 5, 16],
[14, 17, 2, 10, 5, 16, 16, 6, 10, 4, 19, 20, 1, 11, 1, 9, 13, 5, 16, 17, 20, 10, 8, 19, 6, 1, 18, 15, 2, 2, 10, 15, 19, 12, 5],
[3, 7, 1, 9, 17, 5, 8, 16, 5, 18, 17, 14, 11, 1, 10, 7, 1, 19, 15, 19, 4, 15, 17, 19, 16, 19, 9, 11, 17, 20, 16, 20, 7, 17, 8],
[3, 1, 16, 19, 6, 14, 15, 20, 4, 15, 9, 10, 16, 7, 5, 14, 11, 19, 10, 10, 15, 9, 18, 6, 5, 18, 2, 4, 4, 18, 12, 7, 19, 7, 5],
[5, 20, 20, 4, 3, 15, 13, 13, 10, 20, 17, 3, 11, 16, 13, 20, 11, 1, 17, 16, 6, 14, 17, 10, 18, 14, 1, 4, 13, 7, 9, 17, 7, 8, 1],
[9, 2, 13, 2, 12, 12, 19, 14, 3, 14, 7, 2, 4, 8, 18, 20, 13, 12, 16, 2, 9, 10, 3, 13, 2, 9, 1, 19, 16, 9, 19, 5, 11, 11, 6],
[2, 3, 4, 16, 5, 18, 2, 7, 1, 10, 4, 20, 2, 16, 16, 4, 5, 5, 6, 17, 7, 15, 18, 5, 10, 6, 4, 15, 17, 14, 20, 18, 17, 4, 13],
[2, 1, 15, 8, 2, 4, 12, 1, 6, 8, 16, 9, 12, 1, 15, 9, 8, 10, 6, 12, 20, 12, 15, 14, 8, 9, 14, 5, 6, 17, 18, 7, 17, 12, 15],
