3
30
[[[10, 12, 16, 18, 2, 20, 16, 8, 3, 3, 13, 18, 3, 4, 10, 3, 6, 4, 13, 8, 3, 10, 6, 20, 10, 20, 12, 8, 11, 2],
[17, 1, 13, 13, 19, 14, 13, 15, 2, 15, 17, 14, 13, 20, 17, 2, 2, 2, 6, 15, 10, 8, 4, 16, 8, 14, 15, 20, 2, 5],
[1, 19, 6, 14, 12, 4, 7, 4, 18, 9, 19, 15, 2, 12, 14, 19, 14, 16, 1, 19, 10, 10, 7, 14, 5, 15, 8, 20, 14, 9],
[5, 14, 8, 10, 8, 19, 13, 14, 3, 11, 2, 2, 6, 4, 13, 19, 2, 7, 15, 2, 6, 5, 12, 12, 19, 17, 6, 6, 16, 20],
[15, 20, 14, 2, 10, 1, 1, 2, 15, 3, 13, 17, 4, 18, 20, 17, 17, 2, 3, 11, 3, 8, 16, 15, 20, 14, 12, 6, 19, 7],
[5, 13, 7, 18, 15, 16, 18, 15, 18, 12, 18, 11, 8, 2, 8, 8, 18, 5, 9, 1, 16, 12, 9, 11, 6, 8, 4, 18, 14, 3],
[4, 18, 16, 11, 15, 10, 7, 13, 4, 5, 5, 2, 15, 12, 3, 3, 20, 1, 7, 8, 1, 2, 19, 10, 12, 5, 17, 16, 2, 10],
[18, 6, 8, 13, 16, 3, 3, 3, 15, 7, 7, 20, 8, 1, 11, 11, 4, 11, 11, 10, 18, 12, 12, 16, 1, 4, 20, 18, 19, 1],
[8, 17, 6, 15, 10, 2, 17, 13, 4, 12, 19, 11, 11, 7, 12, 2, 17, 15, 12, 7, 5, 9, 18, 16, 5, 19, 19, 4, 16, 18],
[5, 3, 15, 11, 17, 4, 12, 14, 17, 16, 6, 15, 6, 16, 1, 17, 18, 17, 11, 10, 4, 15, 18, 2, 11, 3, 20, 9, 7, 15],
[7, 11, 17, 1, 1, 14, 5, 12, 8, 1, 7, 13, 15, 13, 9, 16, 9, 6, 13, 20, 15, 16, 15, 13, 17, 5, 15, 17, 14, 1],
[11, 20, 12, 8, 20, 12, 2, 4, 4, 9, 5, 11, 2, 19, 3, 10, 15, 12, 15, 7, 11, 10, 3, 5, 3, 20, 10, 18, 16, 3],
[19, 7, 3, 10, 15, 2, 2, 16, 6, 6, 5, 10, 16, 6, 9, 18, 16, 3, 9, 11, 10, 20, 20, 12, 5, 3, 11, 15, 20, 6],
[17, 19, 13, 19, 9, 7, 1, 10, 3, 6, 15, 8, 16, 10, 13, 4, 8, 9, 7, 17, 19, 16, 17, 19, 8, 1, 1, 18, 15, 1],
[4, 12, 19, 16, 11, 7, 2, 12, 17, 5, 18, 11, 12, 13, 1, 5, 17, 9, 13, 4, 6, 11, 20, 2, 10, 7, 3, 10, 4, 18],
[11, 8, 9, 9, 3, 20, 16, 5, 11, 12, 10, 8, 3, 1, 1, 3, 5, 17, 12, 18, 1, 17, 9, 20, 19, 18, 6, 1, 7, 10],
[18, 17, 17, 7, 6, 20, 6, 1, 5, 17, 13, 14, 4, 15, 15, 5, 18, 20, 2, 10, 17, 2, 6, 5, 1, 4, 2, 6, 5, 9],
[16, 2, 5, 12, 8, 11, 12, 14, 12, 17, 10, 4, 10, 14, 19, 5, 18, 17, 4, 19, 6, 20, 1, 12, 5, 1, 16, 6, 7, 20],
[14, 2, 1, 19, 13, 9, 10, 5, 2, 1, 1, 11, 5, 11, 5, 4, 15, 2, 20, 18, 1, 6, 18, 1, 17, 2, 1, 13, 8, 7],
[12, 2, 8, 13, 1, 1, 1, 10, 6, 2, 11, 6, 13, 16, 16, 17, 19, 11, 19, 19, 8, 19, 5, 6, 20, 2, 8, 1, 14, 15],
[7, 5, 16, 15, 17, 17, 16, 17, 6, 1, 19, 17, 7, 12, 12, 3, 9, 11, 13, 7, 9, 1, 6, 13, 6, 5, 15, 13, 5, 8],
[8, 12, 12, 3, 7, 9, 20, 2, 6, 5, 3, 5, 2, 9, 16, 14, 12, 4, 4, 4, 10, 13, 4, 16, 6, 10, 20, 20, 3, 5],
[7, 10, 17, 19, 13, 3, 7, 12, 5, 13, 17, 8, 17, 19, 17, 12, 12, 8, 16, 15, 11, 6, 7, 15, 1, 12, 5, 1, 11, 7],
[6, 18, 17, 2, 16, 9, 4, 3, 1, 9, 15, 18, 16, 11, 16, 12, 3, 7, 20, 19, 1, 11, 4, 8, 6, 5, 20, 10, 6, 11],
[17, 11, 8, 13, 12, 3, 2, 16, 6, 3, 4, 20, 20, 20, 11, 15, 12, 14, 2, 11, 12, 3, 2, 16, 10, 7, 20, 10, 16, 5],
[20, 12, 16, 8, 5, 7, 11, 7, 2, 16, 9, 6, 16, 8, 6, 6, 3, 17, 20, 4, 8, 11, 7, 9, 7, 17, 15, 7, 6, 11],
[12, 6, 2, 7, 13, 7, 13, 3, 13, 15, 19, 1, 1, 14, 9, 6, 19, 12, 3, 18, 16, 10, 9, 2, 19, 16, 18, 13, 2, 4],
[3, 13, 9, 5, 19, 1, 12, 12, 4, 4, 7, 2, 5, 8, 15, 14, 13, 14, 5, 15, 12, 20, 5, 1, 2, 3, 16, 19, 16, 17],
[3, 19, 10, 11, 3, 9, 12, 15, 1, 16, 18, 7, 17, 3, 14, 12, 16, 7, 6, 20, 2, 17, 20, 6, 17, 1, 9, 13, 20, 4],
[10, 2, 2, 19, 13, 5, 8, 5, 19, 8, 20, 16, 15, 17, 19, 9, 8, 14, 15, 14, 14, 17, 10, 13, 2, 7, 14, 10, 20, 14]]
,
[[13, 9, 15, 15, 8, 8, 19, 15, 12, 17, 2, 12, 13, 16, 8, 11, 5, 16, 5, 19, 9, 18, 16, 19, 11, 17, 6, 4, 7, 5],
[17, 20, 13, 12, 14, 20, 19, 12, 14, 11, 9, 16, 3, 1, 11, 10, 11, 16, 6, 16, 15, 15, 13, 10, 13, 3, 7, 18, 7, 13],
