3
25
[[[4, 2, 1, 20, 6, 13, 4, 10, 12, 8, 18, 17, 15, 7, 16, 8, 6, 16, 12, 17, 9, 6, 10, 3, 8],
[16, 8, 1, 19, 14, 3, 2, 16, 3, 2, 1, 16, 5, 11, 7, 13, 8, 4, 8, 14, 19, 15, 19, 15, 7],
[15, 3, 13, 5, 6, 20, 1, 14, 1, 19, 7, 3, 1, 2, 6, 2, 2, 1, 7, 13, 8, 20, 20, 11, 7],
[13, 10, 2, 12, 5, 8, 7, 8, 1, 12, 14, 20, 12, 7, 1, 11, 13, 4, 12, 15, 9, 13, 17, 9, 20],
[9, 17, 19, 8, 7, 6, 20, 16, 7, 11, 20, 15, 18, 7, 15, 9, 20, 15, 20, 7, 15, 11, 19, 18, 2],
[13, 7, 15, 9, 16, 14, 17, 12, 13, 5, 18, 18, 4, 14, 4, 15, 14, 18, 12, 20, 13, 20, 20, 7, 20],
[6, 2, 10, 5, 20, 12, 18, 7, 6, 7, 2, 19, 4, 13, 11, 8, 11, 8, 11, 4, 12, 6, 17, 10, 17],
[17, 2, 17, 17, 9, 16, 3, 11, 6, 7, 11, 17, 5, 17, 2, 11, 18, 1, 14, 10, 12, 1, 1, 19, 12],
[4, 11, 17, 1, 20, 14, 17, 2, 11, 13, 11, 7, 15, 2, 12, 2, 12, 9, 6, 8, 11, 17, 5, 11, 10],
[15, 3, 10, 15, 2, 2, 19, 12, 18, 19, 12, 12, 16, 14, 2, 8, 4, 8, 3, 5, 20, 5, 17, 9, 11],
[4, 19, 7, 9, 10, 16, 4, 12, 6, 19, 13, 7, 18, 5, 5, 16, 16, 17, 11, 9, 18, 19, 13, 6, 2],
[18, 5, 7, 14, 13, 17, 18, 12, 3, 7, 1, 19, 10, 13, 5, 9, 5, 12, 6, 9, 16, 1, 5, 13, 12],
[14, 10, 11, 7, 15, 13, 4, 20, 19, 18, 13, 15, 16, 4, 18, 2, 5, 17, 12, 17, 1, 20, 2, 13, 5],
[10, 9, 6, 15, 1, 18, 8, 10, 8, 14, 5, 1, 18, 4, 19, 16, 16, 14, 11, 19, 12, 13, 4, 8, 4],
[20, 9, 3, 1, 1, 8, 11, 9, 14, 5, 9, 11, 13, 19, 19, 7, 3, 19, 4, 7, 18, 20, 2, 11, 10],
[1, 3, 3, 4, 10, 6, 4, 19, 9, 4, 19, 16, 15, 8, 9, 19, 17, 20, 12, 15, 18, 18, 18, 16, 2],
[4, 13, 1, 6, 4, 11, 7, 6, 13, 11, 16, 19, 14, 14, 7, 18, 13, 3, 12, 1, 11, 11, 17, 11, 2],
[12, 8, 20, 9, 4, 1, 13, 17, 2, 18, 20, 13, 5, 6, 6, 15, 1, 4, 8, 15, 10, 5, 8, 12, 17],
[8, 3, 7, 5, 13, 9, 17, 1, 8, 5, 4, 9, 18, 20, 11, 16, 20, 4, 20, 5, 9, 14, 6, 12, 2],
[20, 2, 7, 8, 14, 3, 16, 17, 10, 20, 10, 19, 16, 10, 6, 1, 13, 15, 19, 13, 6, 14, 12, 9, 13],
[16, 17, 7, 2, 9, 9, 1, 10, 15, 9, 4, 18, 4, 20, 8, 3, 9, 6, 19, 18, 12, 20, 11, 6, 18],
[3, 12, 11, 14, 1, 4, 10, 18, 11, 11, 6, 19, 12, 16, 14, 20, 19, 11, 4, 19, 19, 7, 8, 4, 5],
[5, 15, 5, 16, 1, 2, 19, 12, 13, 13, 12, 16, 2, 9, 7, 13, 15, 5, 5, 10, 19, 5, 9, 10, 8],
[8, 8, 14, 15, 11, 19, 20, 5, 4, 15, 5, 5, 13, 17, 18, 5, 8, 14, 7, 17, 20, 20, 11, 5, 4],
[1, 3, 9, 10, 12, 16, 18, 19, 10, 12, 10, 9, 12, 14, 12, 6, 18, 17, 19, 15, 14, 4, 2, 7, 11]]
,
[[19, 7, 10, 10, 11, 14, 11, 13, 2, 20, 5, 18, 18, 4, 7, 9, 13, 16, 20, 6, 8, 6, 4, 4, 5],
