106.674 , 40
106.675 , 39
106.68 , 38
106.69 , 37
106.745 , 36
106.872 , 35
106.882 , 34
107.039 , 33
107.142 , 32
107.446 , 31
107.857 , 30
108.144 , 29
108.461 , 28
108.726 , 27
109.588 , 26
110.149 , 25
110.921 , 24
111.59 , 23
112.244 , 22
113.191 , 21
113.911 , 20
115.312 , 19
116.729 , 18
118.139 , 17
119.898 , 16
123.03 , 15
126.873 , 14
131.744 , 13
134.484 , 12
379.627 , 11
1122.33 , 10
1755.1 , 9
2292.4 , 8
2696.64 , 7
3183.82 , 6
3715.66 , 5
4417.56 , 4
5233.13 , 3
5946.86 , 2
6718.01 , 1
7638.3 , 0
--------------------------
Total Number of NDPs: 42
Time (Sec.): 327.941
