38.238 , 40
38.239 , 39
38.2416 , 38
38.4568 , 37
38.5145 , 36
38.6004 , 35
38.8156 , 34
39.1469 , 33
39.2573 , 32
39.5201 , 31
39.8681 , 30
39.997 , 29
40.3875 , 28
40.9529 , 27
41.2317 , 26
41.6817 , 25
41.9774 , 24
42.6762 , 23
42.9566 , 22
43.9687 , 21
44.3655 , 20
45.4658 , 19
46.5871 , 18
48.2256 , 17
49.5838 , 16
51.0013 , 15
53.5617 , 14
56.7355 , 13
67.1725 , 12
123.939 , 11
192.322 , 10
261.868 , 9
591.908 , 8
882.762 , 7
1099.32 , 6
1388.4 , 5
1626.43 , 4
1821.73 , 3
2133.51 , 2
2620.88 , 1
3127.8 , 0
--------------------------
Total Number of NDPs: 42
Time (Sec.): 264.383
