103.452 , 40
103.457 , 39
103.461 , 38
103.48 , 37
103.498 , 36
103.519 , 35
103.522 , 34
103.565 , 33
103.612 , 32
103.655 , 31
103.773 , 30
103.892 , 29
103.934 , 28
104.054 , 27
104.271 , 26
104.8 , 25
105.443 , 24
106.06 , 23
106.644 , 22
106.808 , 21
108.336 , 20
109.111 , 19
109.959 , 18
111.634 , 17
113.257 , 16
115.267 , 15
117.387 , 14
119.474 , 13
130.034 , 12
328.637 , 11
546.057 , 10
819.08 , 9
1457.61 , 8
2291.54 , 7
3075.05 , 6
3777.13 , 5
4220.2 , 4
5263.7 , 3
6078.7 , 2
6818.23 , 1
7785 , 0
--------------------------
Total Number of NDPs: 42
Time (Sec.): 275.573
