63.5659 , 39
63.5691 , 38
63.5975 , 37
63.6452 , 36
63.7132 , 35
63.9473 , 34
64.0172 , 33
64.3005 , 32
64.4924 , 31
64.8084 , 30
65.1047 , 29
65.4273 , 28
65.7155 , 27
66.069 , 26
66.3831 , 25
66.6695 , 24
67.4865 , 23
68.0393 , 22
68.7562 , 21
69.5224 , 20
70.7153 , 19
71.5576 , 18
72.4266 , 17
74.5737 , 16
75.8523 , 15
77.4246 , 14
80.4809 , 13
84.2261 , 12
130.319 , 11
467.695 , 10
799.021 , 9
1045.73 , 8
1552.31 , 7
1913.4 , 6
2432.16 , 5
3152.82 , 4
3789.06 , 3
4599.18 , 2
5511.47 , 1
6570.5 , 0
--------------------------
Total Number of NDPs: 41
Time (Sec.): 921.459
