33.7146 , 40
33.7156 , 39
33.7166 , 38
33.7197 , 37
33.7299 , 36
33.7387 , 35
33.7591 , 34
33.8268 , 33
34.3269 , 32
34.4674 , 31
34.5306 , 30
34.6158 , 29
34.7542 , 28
34.9248 , 27
35.1459 , 26
35.7667 , 25
36.4155 , 24
36.8405 , 23
37.3814 , 22
37.9646 , 21
38.2848 , 20
39.3323 , 19
39.8266 , 18
40.0924 , 17
41.4817 , 16
41.9746 , 15
42.9105 , 14
44.028 , 13
79.4852 , 12
159.566 , 11
279.668 , 10
371.614 , 9
553.484 , 8
1177.63 , 7
1517.7 , 6
1929.75 , 5
2196.4 , 4
2326.62 , 3
2713.87 , 2
3202.87 , 1
3864.8 , 0
--------------------------
Total Number of NDPs: 42
Time (Sec.): 290.617
