110.115 , 40
110.123 , 39
110.152 , 38
110.179 , 37
110.189 , 36
110.333 , 35
110.429 , 34
110.53 , 33
110.636 , 32
110.726 , 31
110.817 , 30
110.996 , 29
111.681 , 28
112.164 , 27
112.64 , 26
113.382 , 25
114.103 , 24
114.795 , 23
115.48 , 22
116.362 , 21
116.919 , 20
118.373 , 19
119.46 , 18
120.329 , 17
121.178 , 16
122.755 , 15
124.882 , 14
130.097 , 13
176.757 , 12
833.211 , 11
1396.49 , 10
1881.8 , 9
2227.98 , 8
2586.28 , 7
3022.73 , 6
3354.92 , 5
3887.19 , 4
4584.46 , 3
5103.94 , 2
5591.33 , 1
6058.3 , 0
--------------------------
Total Number of NDPs: 42
Time (Sec.): 590.968
